date,Close,High,Low,Open,Volume,aVWAP_peak_46,Peaks_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-07-07 00:00:00+00:00,20.3188,20.98,20.1201,20.98,6696,,,#000000,,21.08525847055808,,54.419418419538175,-4.207129081931136,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29420,8420.00504765014,False,False,False,False,8885.989187145033,False,False,False,False
2025-07-08 00:00:00+00:00,20.4482,20.52,20.4,20.4,2804,,,#000000,,21.033396108922727,,53.048276941163365,-4.207129081931136,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32224,9353.495045781507,False,False,False,False,8647.479807256992,False,False,False,False
2025-07-09 00:00:00+00:00,20.7626,20.97,20.65,20.9686,2045,,,#000000,,21.019832177947848,,53.04712321082986,-4.207129081931136,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34269,10330.573671437134,False,False,False,False,8388.559030501816,False,False,False,False
2025-07-10 00:00:00+00:00,21.2977,21.2977,21.06,21.06,470,,,#000000,,21.022387626711918,,54.510282680599516,-4.207129081931136,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34739,11287.76686079254,False,False,False,False,8078.02730381547,False,False,False,False
2025-07-11 00:00:00+00:00,21.0055,21.22,20.83,20.88,3198,,,#000000,,21.022074706568336,,54.467308327826046,-3.5821410283846475,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,31541,12082.011297624205,False,False,False,False,7886.653684058,False,False,False,False
2025-07-14 00:00:00+00:00,21.1497,21.2568,21.1,21.1,1088,,,#000000,,21.0259864483043,,54.86542762357347,-2.483491713973912,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32629,12887.775560462473,False,False,False,False,7620.039814094942,False,False,False,False
2025-07-15 00:00:00+00:00,21.1694,21.8,21.15,21.8,531,,,#000000,,21.030444368399834,,55.19291246483956,-1.4926814482541602,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33160,13682.764754169826,False,False,False,False,7342.038252757886,False,False,False,False
2025-07-16 00:00:00+00:00,22.1442,22.1442,21.6,21.6201,803,,,#000000,,21.048205419147706,,58.14964663806667,1.8640118084383488,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33963,14478.06809714356,False,False,False,False,7085.605380100714,False,False,False,False
2025-07-17 00:00:00+00:00,22.2489,22.43,22.045,22.43,3780,,,#000000,,21.1463896769933,,60.378474958688116,4.359454766681978,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37743,15390.418367843813,False,False,False,False,6955.973796567352,False,False,False,False
2025-07-18 00:00:00+00:00,22.2051,22.2051,22.15,22.15,1939,,,#000000,,21.18852759372215,,61.652530911405776,5.879683449244297,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35804,16190.950980869546,False,False,False,False,6759.229726113731,False,False,False,False
2025-07-21 00:00:00+00:00,22.2078,22.8009,22.2078,22.755,3054,,,#000000,,21.261508658969223,,62.50982726356766,6.996848597289301,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38858,17079.8548639727,False,False,False,False,6613.926599599467,False,False,False,False
2025-07-22 00:00:00+00:00,22.5991,22.67,21.79,22.0,1553,,,#000000,,21.29380991888819,,64.22313145724848,8.900980179367743,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,40411,17994.801732052205,False,False,False,False,6415.458889811253,False,False,False,False
2025-07-23 00:00:00+00:00,23.3581,23.3581,22.74,22.74,4279,,,#000000,,21.433904365904365,,67.19455395928804,11.905140694787917,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44690,19041.672252363882,False,False,False,False,6331.676188250028,False,False,False,False
2025-07-24 00:00:00+00:00,23.61,23.82,23.485,23.82,1931,,,#000000,,21.506435033254384,,69.69768210966453,14.369337710383462,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,46621,20123.214516977067,False,False,False,False,6159.100651455909,False,False,False,False
2025-07-25 00:00:00+00:00,23.9918,24.015,23.73,23.73,1933,,,#000000,,21.58314765486677,,72.11361944130512,16.704920987436154,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48554,21238.147281017184,False,False,False,False,5993.371214143914,False,False,False,False
2025-07-28 00:00:00+00:00,24.291,24.291,23.89,24.27,3136,,,#000000,,21.709761511758,,74.2696019824816,18.775678513769364,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51690,22432.337583722394,False,False,False,False,5881.317441040231,False,False,False,False
2025-07-29 00:00:00+00:00,24.2966,24.56,23.77,23.77,6556,,,#000000,,21.9427753268671,,75.71733961361412,20.1961962894639,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,58246,23836.79493338034,False,False,False,False,5907.775580607281,False,False,False,False
2025-07-30 00:00:00+00:00,25.1345,25.34,24.58,24.58,24968,,,#000000,,22.74866070891319,,78.06287383268804,22.480731738565026,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,83214,26165.312779130134,False,False,False,False,6655.2353617599365,False,False,False,False
2025-07-31 00:00:00+00:00,24.6002,25.67,24.6002,25.29,3316,,,#000000,,22.822923776006274,,76.32811165850526,22.480731738565026,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79898,28272.47698387013,False,False,False,False,6524.2849554164095,False,False,False,False
2025-08-01 00:00:00+00:00,23.2371,24.04,23.1699,24.04,6505,,,#000000,,22.863735733518546,,69.06960554827828,25.154670763682788,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,73393,30041.90925901248,False,False,False,False,6523.528682654982,False,False,False,False
2025-08-04 00:00:00+00:00,24.2407,24.49,23.98,23.98,3674,,,#000000,,22.910115073958647,,66.79204261362949,23.22499935403185,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77067,31886.0304645414,False,False,False,False,6411.782459805767,False,False,False,False
2025-08-05 00:00:00+00:00,23.8117,25.55,23.69,24.8,1846,,,#000000,,22.934152332396213,,63.74578944806566,20.49549871294677,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,75221,33585.441034559386,False,False,False,False,6232.732167264364,False,False,False,False
2025-08-06 00:00:00+00:00,24.1928,24.28,23.8215,23.8215,2108,,,#000000,,22.955917434127844,,62.6626151134093,19.535064013042003,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77329,35300.87471947863,False,False,False,False,6070.977964626546,False,False,False,False
2025-08-07 00:00:00+00:00,24.7276,25.09,24.5303,24.56,4157,,,#000000,,23.020882682853095,,63.176992168586395,19.535064013042003,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,81486,37112.05610302849,False,False,False,False,5995.920005229426,False,False,False,False
2025-08-08 00:00:00+00:00,26.0053,26.095,25.39,25.39,6753,,,#000000,,23.174315965847352,,65.88152061431941,19.535064013042003,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,88239,39117.03429506659,False,False,False,False,6025.609416789057,False,False,False,False
2025-08-11 00:00:00+00:00,25.6016,26.23,25.6016,25.83,2693,25.811066666666665,25.811066666666665,#000000,,24.520794477865547,,66.15501532160756,19.535064013042003,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,85546,40937.77804820123,False,False,False,False,5894.918851424781,False,False,False,False
2025-08-12 00:00:00+00:00,25.7069,25.87,25.11,25.12,6842,25.632559951057505,25.632559951057505,#000000,,24.491439386633854,,66.53860512296572,19.535064013042003,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,92388,42955.43381101687,False,False,False,False,5932.059288623809,False,False,False,False
2025-08-13 00:00:00+00:00,25.6589,26.07,25.43,26.07,4797,25.66170389571123,25.66170389571123,#000000,,24.547199133778463,,66.59218503302219,19.535064013042003,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,87591,44705.84817136915,False,False,False,False,5887.547159658169,False,False,False,False
2025-08-14 00:00:00+00:00,25.15,25.43,24.5683,24.93,2105,25.583293630224496,25.583293630224496,#000000,,24.520141645611442,,64.51380302822956,19.535064013042003,False,False,True,False,False,16.748288856193636,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.2562613402474865,0.2562613402474865,False,False,False,False,85486,46305.06981170762,False,False,False,False,5739.211976926477,False,False,False,False
2025-08-15 00:00:00+00:00,24.4584,24.74,24.2976,24.55,3071,25.412548838083524,25.412548838083524,#000000,,24.44594288709486,,60.62426815630413,16.374673163330826,False,False,True,False,False,12.967008773911111,0.0,0.0,0.0,0.0,0,0.9314102765917776,0.7534044207217396,False,False,False,False,0.2124285888705877,0.23434496455903708,False,False,False,False,82415,47721.14550536615,False,False,False,False,5634.576213125439,False,False,False,False
2025-08-18 00:00:00+00:00,24.34,24.34,24.07,24.3101,1499,25.32959264689548,25.32959264689548,#000000,,24.40845801620072,,57.62784957307461,13.464711705716724,True,False,True,False,False,12.33820408240582,0.0,0.0,0.0,0.0,0,0.9679741749086712,0.7480906277134728,False,False,False,False,0.1842319256889012,0.20928844512396916,False,False,False,False,80916,49022.90450515572,False,False,False,False,5472.396753787187,False,False,False,False
2025-08-19 00:00:00+00:00,22.3215,22.8,22.28,22.8,3354,24.935496479345403,24.935496479345403,#000000,,24.19985061013616,,50.4592998614023,6.791445748009977,False,False,False,False,False,2.6788178422814397,0.0,0.0,0.0,0.0,0,0.9448426753979976,0.723050559605866,False,False,False,False,0.01880773230055027,0.11404808871225972,False,False,False,False,77562,50142.08472063981,False,False,False,False,5389.322371285729,False,False,False,False
2025-08-20 00:00:00+00:00,22.1275,22.1275,20.8586,21.305,2562,24.628037147915663,24.628037147915663,#000000,,24.031149642694935,,45.30959863578679,2.2389404012660776,False,False,False,True,False,1.8453102814019644,0.0,0.0,0.0,0.0,0,0.9105048496408429,0.759554705572014,False,False,False,False,-0.12889568955694303,-0.007423800422341656,False,False,False,False,75000,51116.904927673546,False,False,False,False,5278.446984176484,False,False,False,False
2025-08-21 00:00:00+00:00,22.0539,22.27,21.985,22.06,1529,24.492340790336943,24.492340790336943,#000000,,23.95660966752157,,41.728441052325806,-0.8215497389534079,False,True,False,True,False,1.5274223573397698,0.0,0.0,0.0,0.0,0,0.9074381685943996,0.7680945347119645,False,False,False,False,-0.06254044697189579,-0.03498212369711872,False,False,False,False,73471,51993.53610698047,False,False,False,False,5131.409847542112,False,False,False,False
2025-08-22 00:00:00+00:00,23.2038,23.4372,22.14,22.14,3402,24.32516274774492,24.32516274774492,#000000,,23.867617981158865,,43.24465003514895,-0.8215497389534079,False,True,False,True,False,6.07312904248403,0.0,0.0,0.0,0.0,0,0.8977157296905105,0.7544847256623881,False,False,False,False,0.006029451854688943,-0.014476335921214889,False,False,False,False,76873,52969.20135768712,False,False,False,False,5063.589853520853,False,False,False,False
2025-08-25 00:00:00+00:00,23.0208,23.1385,22.66,22.66,3096,24.20243924940391,24.20243924940391,#000000,,23.801665589794545,,43.78683750072478,-0.8215497389534079,False,True,False,True,False,5.266681025623988,0.0,0.0,0.0,0.0,0,0.917136521856382,0.7513071879104468,False,False,False,False,0.017494244647837717,0.0015089543633114138,False,False,False,False,73777,53785.19346130723,False,False,False,False,4986.42946710827,False,False,False,False
2025-08-26 00:00:00+00:00,23.875,23.875,23.35,23.35,1117,24.186878636056967,24.186878636056967,#000000,,23.794931266146293,,46.627897587081975,-0.8215497389534079,False,True,False,True,True,8.421093647879825,0.0,0.0,0.0,0.0,0,0.93407853040206,0.7313255100019804,False,False,False,False,0.08161504242615783,0.04156199839473462,False,False,False,False,74894,54612.98979615793,False,False,False,False,4834.687135064809,False,False,False,False
2025-08-27 00:00:00+00:00,23.9027,24.1836,23.74,23.74,436,24.183954945255643,24.183954945255643,#000000,,23.794203305940336,,48.59808559109463,-0.8215497389534079,False,True,False,False,True,8.520601962454773,0.0,0.0,0.0,0.0,0,0.9383450118465495,0.735864798104552,False,False,False,False,0.11969819518783743,0.08063009679128602,False,False,False,False,75330,55425.42156885762,False,False,False,False,4662.189600356385,False,False,False,False
2025-08-28 00:00:00+00:00,24.3602,24.4,23.95,24.01,1617,24.186193734697447,24.186193734697447,#000000,,23.799482539729574,,51.17813510918893,-6.573836651120878,False,False,False,False,True,10.153996806667546,0.0,0.0,0.0,0.0,0,0.9681185416858309,0.7186116988113123,False,False,False,False,0.14008267653701556,0.11035638666415079,False,False,False,False,76947,56269.405036745564,False,False,False,False,4542.770400342409,False,False,False,False
2025-08-29 00:00:00+00:00,23.1823,23.4,23.0,23.4,2277,24.130273804160375,24.130273804160375,#000000,,23.77000489364311,,49.42715959453857,-6.573836651120878,False,True,False,False,True,4.990613375657979,0.0,0.0,0.0,0.0,0,0.9413061662733938,0.7234553104360961,False,False,False,False,0.026662540654136587,0.06850946365914369,False,False,False,False,74670,56990.99699608887,False,False,False,False,4453.91665915251,False,False,False,False
