date,Close,High,Low,Open,Volume,aVWAP_peak_185,aVWAP_peak_168,aVWAP_peak_162,aVWAP_peak_154,aVWAP_peak_148,aVWAP_peak_133,aVWAP_peak_125,aVWAP_peak_119,aVWAP_peak_103,aVWAP_peak_94,aVWAP_peak_81,aVWAP_peak_67,aVWAP_peak_46,aVWAP_peak_40,aVWAP_peak_32,aVWAP_peak_23,aVWAP_peak_16,aVWAP_valley_187,aVWAP_valley_176,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_161,aVWAP_valley_157,aVWAP_valley_136,aVWAP_valley_111,aVWAP_OB_bull_171,aVWAP_OB_bull_111,aVWAP_OB_bear_46,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,10.9813637088,11.5645324386,10.6057635099,11.3668481234,17939835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,17939835.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.2005106638,11.2432954264,9.9830579171,10.8429846881,20476533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20476533,-1516780.2222222222,False,False,False,False,18127738.555555556,False,False,False,False
2022-01-14 00:00:00+00:00,10.5761108626,11.1395111609,9.9755459131,10.190626448,15408457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,9.71701329592828,-74.2925332398207,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5068076,-1779839.1687242799,False,False,False,False,17926310.29218107,False,False,False,False
2022-01-21 00:00:00+00:00,10.8627531196,11.9796695005,10.3191212529,10.6057635099,32483413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.760076592203585,-63.321988302939374,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,27415337,382766.4734034445,False,False,False,False,19004614.196463954,False,False,False,False
2022-01-28 00:00:00+00:00,9.4295418345,10.6354161572,9.1810526503,10.5761108626,33874735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.748670214,,21.209912974567505,-62.41974195266039,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6459398,-124060.52462644025,False,False,False,False,20106104.626355514,False,False,False,False
2022-02-04 00:00:00+00:00,9.7656051703,10.444650793,9.4690786976,9.5580366394,21807929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.805240181259265,,24.174399223445114,-58.74553630559536,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15348531,1022057.3660866295,False,False,False,False,20232165.691069923,False,False,False,False
2022-02-11 00:00:00+00:00,11.0604374348,11.179048024,9.8940999752,9.9336368383,21868010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,10.060704527053895,,32.73524779255845,-49.59510623572692,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37216541,3703130.22785799,False,False,False,False,20353339.343583263,False,False,False,False
2022-02-18 00:00:00+00:00,11.5249955755,12.1279327369,10.6897793439,11.1839901318,28842390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,10.436673512359267,,40.3238092562018,-41.46498410891897,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,66058931,8322078.433201843,False,False,False,False,20982157.910725243,False,False,False,False
2022-02-25 00:00:00+00:00,11.179048024,12.1575853841,10.7046056675,11.6534903804,27367040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,10.622940729457321,,44.349208086630156,-36.748391997964255,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38691891,10571694.178890595,False,False,False,False,21455112.139560413,False,False,False,False
2022-03-04 00:00:00+00:00,12.0785116581,12.2366591102,10.9220584142,11.3569639076,33201340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,10.846217080354284,,49.65473039719259,-30.71792058203593,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282821009448156,0.34282821009448156,False,False,False,False,71893231,15114030.239713514,False,False,False,False,22325203.092185568,False,False,False,False
