date,Open,High,Low,Close,Volume,aVWAP_peak_393,aVWAP_valley_431,aVWAP_valley_401,aVWAP_valley_343,aVWAP_OB_bull_343,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,77.92,78.24,76.69,76.78,42427.0,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,42427.0,False,False,False,False
2023-12-15 17:00:00+00:00,75.75,76.32,75.55,76.21,33762.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33762.0,-523.4418604651163,False,False,False,False,42292.65891472868,False,False,False,False
2023-12-18 17:00:00+00:00,77.55,77.72,76.99,77.14,27922.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.5777262180974,-82.3665893271461,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5840.0,-605.8691184424013,False,False,False,False,42069.85800132203,False,False,False,False
2023-12-19 17:00:00+00:00,78.54,78.93,77.78,78.32,41044.0,,,,,,,,#000000,,,,41.60854544577002,-62.18107940043101,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35204.0,-50.67734916422444,False,False,False,False,42053.95322610773,False,False,False,False
2023-12-20 17:00:00+00:00,78.975,79.0,77.65,77.69,47748.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,48.867706391416704,-53.39724750811377,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12544.0,-244.37227398338376,False,False,False,False,42142.2330210518,False,False,False,False
2023-12-21 17:00:00+00:00,79.39,79.85,78.805,79.82,41558.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.320164654107586,-40.9236475098416,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29014.0,209.24590080705627,False,False,False,False,42133.175144756424,False,False,False,False
2023-12-22 17:00:00+00:00,79.66,80.88,79.66,80.455,41521.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.16934066145524,-30.55610590589872,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,70535.0,1299.5676697867916,False,False,False,False,42123.68405724082,False,False,False,False
2023-12-25 17:00:00+00:00,80.455,80.455,80.455,80.455,0.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.40212466635367,-22.32582845697503,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,70535.0,2372.9852252939727,False,False,False,False,41470.60368426034,False,False,False,False
2023-12-26 17:00:00+00:00,81.43,81.47,80.64,80.65,20253.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,76.17260833039708,-15.224879230226655,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90788.0,3743.760648157632,False,False,False,False,41141.64858838033,False,False,False,False
2023-12-27 17:00:00+00:00,80.3,80.7,80.18,80.47,12933.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.32530785718754,-10.400052193559105,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77855.0,4892.772110976894,False,False,False,False,40704.3051994132,False,False,False,False
2023-12-28 17:00:00+00:00,80.04,80.14,79.62,79.635,7432.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.70841241729954,-10.400052193559105,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,70423.0,5908.7446363881045,False,False,False,False,40188.455506399034,False,False,False,False
2023-12-29 17:00:00+00:00,79.185,79.775,79.07,79.51,18251.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.93141480517501,-10.400052193559105,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52172.0,6626.0044094673585,False,False,False,False,39848.33991715254,False,False,False,False
2024-01-01 17:00:00+00:00,79.51,79.51,79.51,79.51,0.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,66.41341639709199,-10.400052193559105,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52172.0,7332.143875987244,False,False,False,False,39230.536197506764,False,False,False,False
2024-01-02 17:00:00+00:00,80.74,81.76,80.71,81.595,32491.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.02471460219803,-5.411041179691225,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84663.0,8531.071877909922,False,False,False,False,39126.04726421209,False,False,False,False
2024-01-03 17:00:00+00:00,82.08,83.24,81.78,82.71,41135.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,82.57666666666667,,73.93548657723963,0.8535156824031631,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,125798.0,10349.163786779536,False,False,False,False,39157.19381825531,False,False,False,False
2024-01-04 17:00:00+00:00,80.935,81.435,80.64,81.145,18947.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,82.10258696448187,,70.04651260184897,0.8535156824031631,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,106851.0,11845.31628620931,False,False,False,False,38843.85747998779,False,False,False,False
2024-01-05 17:00:00+00:00,81.22,81.22,80.235,80.87,22281.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,81.7434455398662,,66.51980549326372,0.8535156824031631,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84570.0,12972.83076239211,False,False,False,False,38587.06899192596,False,False,False,False
2024-01-08 17:00:00+00:00,78.77,79.315,78.54,79.18,32130.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,80.97683050492171,,59.46496930935601,0.8535156824031631,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52440.0,13584.72485909921,False,False,False,False,38486.95939515191,False,False,False,False
2024-01-09 17:00:00+00:00,78.645,78.965,78.225,78.37,38696.0,,,,,,,,#000000,,80.35622776439563,,53.04677372312751,0.8535156824031631,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13744.0,13587.19424112868,False,False,False,False,38490.20033476196,False,False,False,False
2024-01-10 17:00:00+00:00,78.4,78.42,77.715,78.09,28511.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,79.99827462850853,,48.201679045565704,14.62820735890918,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14767.0,13147.594330413505,False,False,False,False,38335.484050502084,False,False,False,False
2024-01-11 17:00:00+00:00,78.18,78.86,78.04,78.77,35895.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,79.76046347572326,,47.09271177102505,12.492834243192746,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21128.0,13271.321550097016,False,False,False,False,38297.64708847879,False,False,False,False
2024-01-12 17:00:00+00:00,77.33,77.33,76.555,77.195,35892.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,79.37337682011307,,43.17647955859019,7.69532061476216,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14764.0,12836.665402033495,False,False,False,False,38260.350234393845,False,False,False,False
2024-01-15 17:00:00+00:00,77.195,77.195,77.195,77.195,0.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,79.37337682011307,,40.565658083633615,4.200807538817102,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14764.0,12408.74810897871,False,False,False,False,37667.1665098296,False,False,False,False
2024-01-16 17:00:00+00:00,75.65,76.47,75.475,76.14,43416.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,78.88423252712167,,37.02750200877418,-0.09450153139636086,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-58180.0,11314.348913490669,False,False,False,False,37756.29571122759,False,False,False,False
2024-01-17 17:00:00+00:00,75.03,75.19,74.715,75.055,21521.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,78.6208116955171,,33.17070883644364,-4.5653131619136005,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-79701.0,9903.258232661356,False,False,False,False,37504.585700200805,False,False,False,False
2024-01-18 17:00:00+00:00,74.2,75.1,73.73,75.09,40989.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,76.40341142826405,,30.734081700889078,-7.641808517217903,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38712.0,9149.533298821645,False,False,False,False,37558.607627329475,False,False,False,False
2024-01-19 17:00:00+00:00,74.35,75.125,73.78,74.97,42633.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,76.21180007008883,,28.933276783818794,-10.137012994496715,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-81345.0,7746.517278684875,False,False,False,False,37637.280377293355,False,False,False,False
2024-01-22 17:00:00+00:00,74.64,75.29,74.56,74.905,50916.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,76.10444736272568,,27.62875044897148,-12.192690823260136,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-132261.0,5575.858096069605,False,False,False,False,37843.15199935082,False,False,False,False
2024-01-23 17:00:00+00:00,76.11,76.32,75.79,76.015,30111.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,76.1789555083882,,31.54104495122514,-12.192690823260136,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-102150.0,3905.689753494883,False,False,False,False,37723.27367377949,False,False,False,False
2024-01-24 17:00:00+00:00,76.25,76.805,76.25,76.78,30317.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,76.28326350688249,,36.760187459083255,-12.192690823260136,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-71833.0,2731.446501502714,False,False,False,False,37608.4477253488,False,False,False,False
2024-01-25 17:00:00+00:00,75.255,76.87,75.105,76.87,39652.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,76.33419666732695,,40.53548281376437,-18.843530421457494,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32181.0,2190.1682611693386,False,False,False,False,37640.13070635114,False,False,False,False
