date,Open,High,Low,Close,Volume,aVWAP_peak_423,aVWAP_peak_390,aVWAP_peak_369,aVWAP_peak_289,aVWAP_valley_432,aVWAP_valley_417,aVWAP_valley_363,aVWAP_valley_344,aVWAP_valley_322,aVWAP_valley_265,aVWAP_valley_193,aVWAP_valley_167,aVWAP_valley_131,aVWAP_valley_88,aVWAP_valley_25,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,13.875,13.895,13.72,13.735,402577.0,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,402577.0,False,False,False,False
2023-12-15 17:00:00+00:00,13.665,13.905,13.61,13.78,631206.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,631206.0,9786.139534883721,False,False,False,False,406121.63565891475,False,False,False,False
2023-12-18 17:00:00+00:00,13.955,13.965,13.82,13.855,162291.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,793497.0,21936.695511087073,False,False,False,False,402341.3157262184,False,False,False,False
2023-12-19 17:00:00+00:00,13.915,13.935,13.835,13.865,133263.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,926760.0,35964.963797736884,False,False,False,False,398169.55889325374,False,False,False,False
2023-12-20 17:00:00+00:00,13.815,13.845,13.705,13.745,129378.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,81.79775280898875,33.61797752808987,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,797382.0,47769.87908769445,False,False,False,False,394002.24790266063,False,False,False,False
2023-12-21 17:00:00+00:00,13.755,13.8,13.67,13.8,259518.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.6620396864806,27.387970549293215,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1056900.0,63415.307318892985,False,False,False,False,391917.22080339456,False,False,False,False
2023-12-22 17:00:00+00:00,13.835,13.85,13.74,13.765,58217.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.63822057715186,21.237148048360197,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,998683.0,77915.58162402642,False,False,False,False,386743.57396923343,False,False,False,False
2023-12-25 17:00:00+00:00,13.765,13.765,13.765,13.765,0.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.289007837599364,17.39761731328788,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,998683.0,92191.04547481671,False,False,False,False,380747.54956660967,False,False,False,False
2023-12-26 17:00:00+00:00,13.805,13.845,13.775,13.785,103155.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.226681951552386,16.223376119685383,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1101838.0,107844.4866302459,False,False,False,False,376443.7891082126,False,False,False,False
2023-12-27 17:00:00+00:00,13.735,13.79,13.71,13.785,86481.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.85179802752107,15.234487024496332,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1101838.0,123255.2387755134,False,False,False,False,371948.2419902558,False,False,False,False
