date,Open,High,Low,Close,Volume,aVWAP_peak_824,aVWAP_peak_714,aVWAP_valley_851,aVWAP_valley_803,aVWAP_valley_786,aVWAP_valley_701,aVWAP_valley_685,aVWAP_valley_684,aVWAP_valley_663,aVWAP_valley_662,aVWAP_valley_598,aVWAP_valley_564,aVWAP_valley_533,aVWAP_valley_510,aVWAP_valley_474,aVWAP_valley_450,aVWAP_valley_407,aVWAP_valley_284,aVWAP_OB_bull_851,aVWAP_OB_bull_564,aVWAP_OB_bull_284,aVWAP_OB_bear_714,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-06 16:00:00+00:00,64.125,64.82,64.125,64.82,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.96389483894994,3.6096523292557805,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1307.0,-140.72793687322746,False,False,False,False,218.3375802082732,False,False,False,False
2025-02-06 17:00:00+00:00,64.48,64.57,64.43,64.455,126.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.28736005592677,3.6096523292557805,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1181.0,-120.23603087519292,False,False,False,False,216.90598981744728,False,False,False,False
2025-02-06 18:00:00+00:00,64.455,64.93,64.455,64.72,168.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.76168024879381,4.803130097505374,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1349.0,-97.45717768332946,False,False,False,False,216.14775741717676,False,False,False,False
2025-02-06 19:00:00+00:00,64.72,64.83,64.15,64.755,574.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.20428104718971,5.985474060571015,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1923.0,-66.13226019986699,False,False,False,False,221.69585420140658,False,False,False,False
2025-02-06 20:00:00+00:00,64.755,65.47,64.75,65.43,728.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,65.21666666666667,,65.71140347984641,9.004072154815432,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2651.0,-24.006178646380683,False,False,False,False,229.54553088045452,False,False,False,False
2025-02-07 15:00:00+00:00,64.965,65.33,63.89,63.89,273.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,64.98575757575759,,59.79824750784765,9.004072154815432,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2378.0,13.23422722410584,False,False,False,False,230.21924357998236,False,False,False,False
2025-02-07 16:00:00+00:00,63.89,64.19,63.49,63.54,589.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,64.52427882599581,,54.640767717362266,11.588638441692545,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1789.0,40.76547951520497,False,False,False,False,235.78173592757952,False,False,False,False
2025-02-07 17:00:00+00:00,63.54,63.785,63.45,63.61,218.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,64.41464233038349,,51.51447732490377,8.653773605757436,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2007.0,71.24973564675219,False,False,False,False,235.50605009924493,False,False,False,False
2025-02-07 18:00:00+00:00,63.61,63.8,63.57,63.57,181.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,64.3447561588738,,49.26895196068955,6.46974128290546,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1826.0,98.4551661018413,False,False,False,False,234.66099505894655,False,False,False,False
2025-02-07 19:00:00+00:00,63.57,64.01,63.45,63.915,222.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,64.28922207146088,,49.50230102312619,6.46974128290546,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2048.0,128.68066740258794,False,False,False,False,234.46470056190864,False,False,False,False
2025-02-07 20:00:00+00:00,63.965,64.285,63.78,63.855,1319.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,64.17118885741266,,49.357054916992006,5.923791484655688,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,729.0,137.98794387696643,False,False,False,False,251.27920132839068,False,False,False,False
2025-02-10 15:00:00+00:00,63.67,63.84,63.67,63.84,3.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,64.17085951504859,,49.17756853180046,5.238008829274122,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,726.0,147.10440986337005,False,False,False,False,247.42991138531485,False,False,False,False
2025-02-10 16:00:00+00:00,63.84,63.84,63.84,63.84,0.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,64.17085951504859,,49.05791094167276,4.563869773338638,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,726.0,156.07953529184493,False,False,False,False,243.59378872817817,False,False,False,False
2025-02-10 17:00:00+00:00,63.84,63.84,62.81,63.24,308.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,64.10076021869304,,45.66299870880698,0.9333422723758176,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,418.0,160.14031769042097,False,False,False,False,244.5923346393692,False,False,False,False
2025-02-10 18:00:00+00:00,63.24,63.275,62.92,63.275,109.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,64.07470801687764,,43.66853677880065,-1.2232809787547367,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,527.0,165.82806470297257,False,False,False,False,242.49012790077433,False,False,False,False
2025-02-10 19:00:00+00:00,63.275,63.275,62.8,63.15,263.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,64.01230041933697,,41.67308770521543,-3.3272956801987235,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,264.0,167.35011021145363,False,False,False,False,242.80811041394062,False,False,False,False
2025-02-10 20:00:00+00:00,63.15,63.5,62.97,62.97,888.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,63.86160785466902,,39.395708776320916,-5.646403382616832,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-624.0,155.08111625468692,False,False,False,False,252.81108544628262,False,False,False,False
2025-02-11 15:00:00+00:00,63.095,63.69,62.13,63.69,464.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,63.80394279724468,,43.37995107738979,-5.646403382616832,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-160.0,150.1961377081026,False,False,False,False,256.08533218354955,False,False,False,False
2025-02-11 16:00:00+00:00,63.69,64.0,63.475,63.475,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,63.803666666666665,,44.693662670270925,-10.474724498691828,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-170.0,145.23185650332582,False,False,False,False,252.27005571558752,False,False,False,False
2025-02-11 17:00:00+00:00,63.475,63.475,63.475,63.475,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,63.803666666666665,,45.56947039885836,-9.503504153159,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-170.0,140.34454089862308,False,False,False,False,248.3588920610823,False,False,False,False
2025-02-11 18:00:00+00:00,63.475,63.645,63.46,63.46,124.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,63.797530853366084,,46.04485312026282,-8.811676646969232,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-294.0,133.61051700872196,False,False,False,False,246.43084722292596,False,False,False,False
2025-02-11 19:00:00+00:00,63.46,63.61,63.245,63.35,18.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,63.79628447320855,,45.52062456464516,-8.811676646969232,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-312.0,126.70182682254021,False,False,False,False,242.8892837000899,False,False,False,False
2025-02-11 20:00:00+00:00,63.35,63.8,63.35,63.755,719.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,63.77826652164905,,48.538776139973706,-5.9767267982777454,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,407.0,131.04753493381864,False,False,False,False,250.27084519311174,False,False,False,False
2025-02-12 15:00:00+00:00,63.755,63.755,62.23,62.49,70.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,63.76801004201249,,43.456225560226954,-1.7394614132948902,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,337.0,134.24059640771293,False,False,False,False,247.47594836841233,False,False,False,False
2025-02-12 16:00:00+00:00,62.49,62.49,61.71,61.89,36.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,63.75844593906042,,38.156352453907935,-6.516681273576047,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,301.0,136.82601351767084,False,False,False,False,244.19725149448345,False,False,False,False
2025-02-12 17:00:00+00:00,61.89,62.21,61.89,62.21,3.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,63.75768729309905,,36.88505416719164,-7.539430305057117,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,304.0,139.41785826933486,False,False,False,False,240.45775922325114,False,False,False,False
2025-02-12 18:00:00+00:00,62.21,62.21,61.79,61.79,101.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,63.72991172635168,,34.64658807861377,-9.61799888253671,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,203.0,140.40362790856997,False,False,False,False,238.29562342134028,False,False,False,False
2025-02-12 19:00:00+00:00,61.79,62.58,61.79,62.58,202.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.75)",,63.68822429906542,,37.91502064076984,-9.61799888253671,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,405.0,144.50589724332082,False,False,False,False,237.73290057759857,False,False,False,False
2025-02-12 20:00:00+00:00,62.58,63.09,62.4,62.475,1081.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.75)",,63.547359692268884,,39.65427926344778,-9.61799888253671,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-676.0,131.78487558063367,False,False,False,False,250.80680909577532,False,False,False,False
2025-02-13 15:00:00+00:00,62.03,62.385,61.69,61.69,97.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.75)",,63.5277120192707,,37.942093707639614,-9.61799888253671,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-773.0,117.75720309101143,False,False,False,False,248.42220740436795,False,False,False,False
2025-02-13 16:00:00+00:00,61.69,61.69,61.38,61.41,11.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,63.52492762639459,,35.94688821344544,-9.61799888253671,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-784.0,103.77647126014304,False,False,False,False,244.74124294848627,False,False,False,False
2025-02-13 17:00:00+00:00,61.42,61.6,61.295,61.6,135.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,62.49489098955784,,35.832639897276955,-9.61799888253671,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-649.0,92.10551821735012,False,False,False,False,243.0398283291299,False,False,False,False
2025-02-13 18:00:00+00:00,61.6,61.79,61.6,61.79,5.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,62.49842881383323,,36.97738842909308,-9.61799888253671,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-644.0,80.69302956281756,False,False,False,False,239.34928835503487,False,False,False,False
2025-02-13 19:00:00+00:00,61.79,62.405,61.79,62.405,54.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.75)",,62.590715736147104,,41.21412564523161,-14.19014171217573,False,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-590.0,70.29468801920798,False,False,False,False,236.47565597743744,False,False,False,False
2025-02-13 20:00:00+00:00,62.405,62.81,62.19,62.81,478.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.75)",,62.8880480830415,,45.930041895946054,-9.74889175304201,False,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-112.0,67.46841378635204,False,False,False,False,240.22021945065546,False,False,False,False
2025-02-14 15:00:00+00:00,63.6,63.6,62.57,62.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,62.89673935964632,,47.783511431044914,-8.029398252105175,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-113.0,64.67045388268767,False,False,False,False,236.5113788390174,False,False,False,False
2025-02-14 16:00:00+00:00,62.57,62.72,62.57,62.72,2.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,62.842929555657584,,49.77695493408195,-6.0885273739095425,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-111.0,61.9468809542739,False,False,False,False,232.8755435081799,False,False,False,False
2025-02-14 17:00:00+00:00,62.72,62.72,62.05,62.23,40.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,62.71150688232336,,48.47285463850852,-6.0885273739095425,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-151.0,58.64537892397508,False,False,False,False,229.8852250041771,False,False,False,False
2025-02-14 18:00:00+00:00,62.23,62.23,61.915,61.915,120.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,62.60560984680958,,46.135002197864765,-6.0885273739095425,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-271.0,53.53459785538632,False,False,False,False,228.18157810488754,False,False,False,False
2025-02-14 19:00:00+00:00,61.915,61.915,61.75,61.87,307.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,62.48988175113367,,44.36634398023214,-6.0885273739095425,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-578.0,43.743363780109014,False,False,False,False,229.40356914202104,False,False,False,False
2025-02-14 20:00:00+00:00,61.87,61.97,61.46,61.785,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,62.322208805353455,,42.76134263786078,-1.685813717075746,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1594.0,18.351993799022047,False,False,False,False,241.59886264369513,False,False,False,False
2025-02-17 15:00:00+00:00,61.785,61.785,61.785,61.785,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,62.322208805353455,,41.69134174294654,-2.9464931784224575,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1594.0,-6.645711531195349,False,False,False,False,237.85314384301768,False,False,False,False
2025-02-17 16:00:00+00:00,61.785,61.785,61.785,61.785,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,62.322208805353455,,40.978007813003714,-3.92501460103302,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1594.0,-31.25585553846364,False,False,False,False,234.16549820204065,False,False,False,False
2025-02-17 17:00:00+00:00,61.785,61.785,61.785,61.785,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,62.322208805353455,,40.5024518597085,-4.726614057744598,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1594.0,-55.4844469254642,False,False,False,False,230.53502536169893,False,False,False,False
2025-02-17 18:00:00+00:00,61.785,61.785,61.785,61.785,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,62.322208805353455,,40.18541455751169,-5.411452835210071,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1594.0,-79.3374012366973,False,False,False,False,226.96083892198266,False,False,False,False
2025-02-17 19:00:00+00:00,61.785,61.785,61.785,61.785,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,62.322208805353455,,39.97405635604715,-6.0131934649912395,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1594.0,-102.82054230279502,False,False,False,False,223.4420662255178,False,False,False,False
2025-02-17 20:00:00+00:00,61.785,61.785,61.785,61.785,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,62.322208805353455,,39.83315088840412,-6.550363147151067,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1594.0,-125.93960366244161,False,False,False,False,219.97784814450202,False,False,False,False
2025-02-18 15:00:00+00:00,61.555,62.055,61.555,62.02,110.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.75)",,62.31774535144851,,43.059895508380094,-6.550363147151067,False,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1484.0,-146.99480360565957,False,False,False,False,218.272765227533,False,False,False,False
