date,Close,High,Low,Open,Volume,aVWAP_peak_191,aVWAP_peak_149,aVWAP_peak_136,aVWAP_peak_120,aVWAP_peak_54,aVWAP_peak_28,aVWAP_valley_171,aVWAP_valley_130,aVWAP_valley_114,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-24 00:00:00+00:00,6.37,6.4,5.69,5.7,4961468,,,,,,,,,,,,#000000,,6.153333333333333,,27.649022510786985,-27.635963041456694,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13736820,-4845470.058591042,False,False,False,False,6099322.389894027,False,False,False,False
2022-01-25 00:00:00+00:00,6.2,6.44,6.005,6.24,3676044,,,,,,,,,,,,#000000,,6.179578087609796,,28.11417719774012,-27.235057632374033,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17412864,-5338309.036685511,False,False,False,False,6004291.864800144,False,False,False,False
2022-01-26 00:00:00+00:00,6.23,6.63,6.15,6.21,2847382,,,,,,,,,,,,#000000,,6.218524132075868,,28.815692127233504,-26.472362718760383,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14565482,-5700158.9568154905,False,False,False,False,5880491.477945237,False,False,False,False
2022-01-27 00:00:00+00:00,6.35,6.57,6.25,6.4,2589376,,,,,,,,,,,,#000000,,6.250072162416476,,30.862122781823743,-24.407091439580427,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11976106,-5946274.527136452,False,False,False,False,5751428.125868954,False,False,False,False
2022-01-28 00:00:00+00:00,6.78,6.81,6.27,6.36,5316480,,,,,,,,,,,,#000000,,6.351497530179769,,36.80266615387559,-18.802142519751037,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-6659626,-5974249.094699727,False,False,False,False,5734371.336619191,False,False,False,False
2022-01-31 00:00:00+00:00,6.91,7.016,6.71,6.77,2113650,,,,,,,,,,,,#000000,,6.403312556190052,,41.88493639936456,-14.220757367828782,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-4545976,-5918238.38510366,False,False,False,False,5592382.264594909,False,False,False,False
2022-02-01 00:00:00+00:00,6.97,7.08,6.72,6.94,1980946,,,,,,,,,,,,#000000,,6.447175358058028,,45.78819160334741,-10.821007696732686,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-2565030,-5786740.017060379,False,False,False,False,5450757.313042168,False,False,False,False
2022-02-02 00:00:00+00:00,6.78,7.075,6.62,7.075,1679188,,,,,,,,,,,,#000000,,6.47238697552145,,46.5873816885159,-10.254484535941813,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-4244218,-5726248.957567815,False,False,False,False,5302852.634099338,False,False,False,False
2022-02-03 00:00:00+00:00,6.47,6.8,6.46,6.6,1101724,,,,,,,,,,,,#000000,,6.47676093082362,,44.65702564625576,-10.254484535941813,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-5345942,-5711334.959231822,False,False,False,False,5138102.491585638,False,False,False,False
2022-02-04 00:00:00+00:00,6.92,6.99,6.48,6.54,1060018,,,,,,,,,,,,#000000,,6.489170446057122,,47.25198320721794,-9.836720002740712,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-4285924,-5655436.490242339,False,False,False,False,4978177.609562672,False,False,False,False
2022-02-07 00:00:00+00:00,6.81,7.15,6.76,6.9,3668179,,,,,,,,,,,,#000000,,6.538580925093429,,48.10382461727821,-8.938437210261284,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-7954103,-5745580.2749387175,False,False,False,False,4926805.115070018,False,False,False,False
2022-02-08 00:00:00+00:00,6.99,7.01,6.61,6.67,2649660,,,,,,,,,,,,#000000,,6.564682008923898,,50.05910455688762,-6.918227921507707,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-5304443,-5728280.773960729,False,False,False,False,4837505.3066358995,False,False,False,False
2022-02-09 00:00:00+00:00,7.14,7.15,6.9,7.02,4283711,,,,,,,,,,,,#000000,,6.621001560788992,,52.44654212452108,-4.490838867649259,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1020732,-5543671.018119132,False,False,False,False,4815787.882846257,False,False,False,False
2022-02-10 00:00:00+00:00,6.92,7.15,6.9,7.0,3619034,,,,,,,,,,,,#000000,,6.653144011444747,,52.086702729282166,-4.490838867649259,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4639766,-5508223.762506617,False,False,False,False,4768856.358028756,False,False,False,False
2022-02-11 00:00:00+00:00,6.74,7.3,6.69,6.87,3846657,,,,,,6.91,,,,6.91,,#000000,,6.792455023294773,,50.403118126995736,-4.490838867649259,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8486423,-5625015.8894671425,False,False,False,False,4732691.677321747,False,False,False,False
2022-02-14 00:00:00+00:00,6.73,7.0,6.645,6.75,3140766,,,,,,6.856810532294954,,,,6.856810532294954,,#000000,,6.769638085259416,,49.20035577496412,-4.490838867649259,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11627189,-5860395.227135099,False,False,False,False,4670263.219387561,False,False,False,False
2022-02-15 00:00:00+00:00,6.94,7.02,6.78,6.96,2958072,,,,,,6.873622014791623,,,,6.873622014791623,,#000000,,6.7846751338601505,,50.276276112958705,-4.490838867649259,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8669117,-5970541.179012154,False,False,False,False,4603118.465686088,False,False,False,False
2022-02-16 00:00:00+00:00,6.5,7.04,6.425,7.04,7110708,,,,,,6.782478792026573,,,,6.782478792026573,,#000000,,6.736632604584426,,47.56549981486783,-4.490838867649259,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-15779825,-6355218.975913639,False,False,False,False,4701455.310168987,False,False,False,False
2022-02-17 00:00:00+00:00,6.01,6.4695,5.98,6.41,7041419,,,,,,6.598591338051254,,,,6.598591338051254,,#000000,,6.615854725734816,,43.03667527827314,-0.8002854076676513,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-22821244,-7000945.4474464385,False,False,False,False,4793218.592123144,False,False,False,False
2022-02-18 00:00:00+00:00,6.13,6.2,5.81,5.91,6348340,,,,,,6.483508573764232,,,,6.483508573764232,,#000000,,6.532456646534258,,41.109051983291984,-2.643031857922935,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-16472904,-7372394.802448539,False,False,False,False,4854203.745373217,False,False,False,False
2022-02-22 00:00:00+00:00,6.03,6.19,5.89,6.0,3094007,,,,,,6.442288142449785,,,,6.442288142449785,,#000000,,6.500623268503064,,39.283899939914875,-4.430698871036348,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19566911,-7850611.123921146,False,False,False,False,4785176.422025248,False,False,False,False
2022-02-23 00:00:00+00:00,5.76,6.08,5.75,6.03,2341907,,,,,,6.404501424716479,,,,6.404501424716479,,#000000,,6.471209983285982,,36.70839119151357,-6.940145096861336,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21908818,-8401913.35435561,False,False,False,False,4689361.934887003,False,False,False,False
2022-02-24 00:00:00+00:00,6.22,6.22,5.46,5.5,5483909,,,,,,6.346457174615043,,,,6.346457174615043,,#000000,,6.423296329086635,,39.018886138445126,-6.940145096861336,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16424909,-8716540.63457696,False,False,False,False,4720520.643322807,False,False,False,False
2022-02-25 00:00:00+00:00,6.0,6.2,5.86,6.14,2042159,,,,,,6.331098754109002,,,,6.331098754109002,,#000000,,6.409846326878354,,39.323039672376964,-6.940145096861336,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18467068,-9098914.256750412,False,False,False,False,4615486.85338858,False,False,False,False
2022-02-28 00:00:00+00:00,5.95,6.04,5.845,6.03,1964559,,,,,,6.314381276956075,,,,6.314381276956075,,#000000,,6.395344410009741,,39.24890997828152,-6.940145096861336,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20431627,-9543334.364328828,False,False,False,False,4511528.898353733,False,False,False,False
2022-03-01 00:00:00+00:00,5.69,5.995,5.665,5.94,4203343,,,,,,6.269355789009968,,,,6.269355789009968,,#000000,,6.356848776472097,,37.813502647146194,-6.940145096861336,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24634970,-10135163.21278652,False,False,False,False,4499443.176849665,False,False,False,False
2022-03-02 00:00:00+00:00,5.74,5.78,5.52,5.75,9352380,,,,,,6.175820319368967,,,,6.175820319368967,,#000000,,6.274507971198175,,37.333653649200485,-7.100963237626495,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15282590,-10337023.086794892,False,False,False,False,4689754.424816345,False,False,False,False
2022-03-03 00:00:00+00:00,5.24,5.79,5.19,5.78,24078050,,,,,,5.952708031962547,,,,5.952708031962547,,#000000,,6.0695293201014096,,34.65129297509955,-9.904838894128389,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39360640,-11475204.1422147,False,False,False,False,5450079.741490213,False,False,False,False
2022-03-04 00:00:00+00:00,5.0,5.31,4.96,5.24,9567792,,,,,,5.863544714579249,,,,5.863544714579249,,#000000,,5.985842449661164,,31.95240875048267,-12.614420063660418,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-48928432,-12943958.17585334,False,False,False,False,5611558.653588637,False,False,False,False
2022-03-07 00:00:00+00:00,4.88,5.2,4.87,5.03,4658398,,,,,,5.821373872815622,,,,5.821373872815622,,#000000,,5.945878863932976,,29.7211820261973,-14.818061083386887,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53586830,-14537796.28660419,False,False,False,False,5574179.804428299,False,False,False,False
2022-03-08 00:00:00+00:00,4.89,5.05,4.66,4.85,3559677,,,,,,5.787656470026967,,,,5.787656470026967,,#000000,,5.913968615528747,,28.344652621147922,-16.212410656805574,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-50027153,-15929535.765560888,False,False,False,False,5495179.694450718,False,False,False,False
2022-03-09 00:00:00+00:00,5.11,5.21,4.93,4.99,4224586,,,,,,5.759323139793914,,,,5.759323139793914,,#000000,,5.886010302932213,,29.84004787565274,-16.212410656805574,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-45802567,-17101027.186519284,False,False,False,False,5445352.490746768,False,False,False,False
2022-03-10 00:00:00+00:00,4.97,5.08,4.87,5.05,1639060,,,,,,5.747244241271329,,,,5.747244241271329,,#000000,,5.874223384962031,,30.139201002782894,-16.212410656805574,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-47441627,-18290854.630185194,False,False,False,False,5296086.118560621,False,False,False,False
2022-03-11 00:00:00+00:00,4.7,5.03,4.59,5.0,5724215,,,,,,5.6976368802689015,,,,5.6976368802689015,,#000000,,5.826588773318462,,29.117864196512564,-16.212410656805574,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53165842,-19658501.193707347,False,False,False,False,5312875.486460204,False,False,False,False
2022-03-14 00:00:00+00:00,4.56,4.87,4.55,4.76,2356983,,,,,,5.676321238722842,,,,5.676321238722842,,#000000,,5.806161653334241,,27.862671333639266,-17.20433474436085,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-55522825,-21064945.264542352,False,False,False,False,5196958.13405,False,False,False,False
2022-03-15 00:00:00+00:00,4.7,4.74,4.53,4.57,1866536,,,,,,5.659999073514271,,,,5.659999073514271,,#000000,,5.412522908748245,,28.653653392256846,-17.20433474436085,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-53656289,-22343037.17573677,False,False,False,False,5066353.344479412,False,False,False,False
2022-03-16 00:00:00+00:00,5.15,5.17,4.78,4.8,4690857,,,,,,5.635763825566361,,,,5.635763825566361,,#000000,,5.485738616959963,,33.54940369937169,-21.35977834297099,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.850708309564556,1.1230984978132725,False,False,False,False,-0.26189015330171844,-0.3023592038585562,False,False,False,False,-48965432,-23387052.65904121,False,False,False,False,5051627.997637082,False,False,False,False
2022-03-17 00:00:00+00:00,5.2,5.305,5.08,5.16,4031219,,,,,,5.621586231185697,,,,5.621586231185697,,#000000,,5.509495739159441,,37.23712695633265,-17.94928127161267,True,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.8735169181192324,1.1193545237048972,False,False,False,False,-0.19501208552699975,-0.24868564469277799,False,False,False,False,-44934213,-24232039.33907881,False,False,False,False,5011611.958514059,False,False,False,False
2022-03-18 00:00:00+00:00,5.32,5.345,5.19,5.21,5634887,,,,,,5.607103806475641,,,,5.607103806475641,,#000000,,5.527905479010395,,40.72836759179329,-14.797428644999329,True,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.8865583675895202,1.0930860284285078,False,False,False,False,-0.16063125638140413,-0.20465845053709106,False,False,False,False,-39299326,-24822913.325781602,False,False,False,False,5036054.1170037035,False,False,False,False
2022-03-21 00:00:00+00:00,5.23,5.4,5.12,5.33,3330874,,,,,,5.598246440042755,,,,5.598246440042755,,#000000,,5.528626222733416,,42.35430089151104,-13.389181564268881,True,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.8945856850307179,1.07889216322861,False,False,False,False,-0.16270917542168323,-0.18368381297938713,False,False,False,False,-42630200,-25521238.29339801,False,False,False,False,4969184.308493755,False,False,False,False
2022-03-22 00:00:00+00:00,5.42,5.49,5.185,5.24,5029627,,,,,5.365,5.589826010229887,,,,5.4774130051149434,,#000000,,5.493761421013331,,45.12304773936569,-10.84279342648275,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.8980820138854202,1.0669047500124869,False,False,False,False,-0.14130106085553892,-0.162492436917463,False,False,False,False,-37600573,-25994937.693656914,False,False,False,False,4971554.610121451,False,False,False,False
2022-03-23 00:00:00+00:00,5.32,5.44,5.31,5.34,3645663,,,,,5.36149803925863,5.583880425074659,,,,5.472689232166644,,#000000,,5.494546887958244,,46.106797177788444,-9.92972106864702,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9202427504951499,1.0609161545883907,False,False,False,False,-0.13098948375084576,-0.1467409603341544,False,False,False,False,-41246236,-26593027.823317427,False,False,False,False,4919558.860704924,False,False,False,False
2022-03-24 00:00:00+00:00,5.29,5.36,5.17,5.35,2798345,,,,,5.339995240537691,5.577918651457894,,,,5.458956945997793,,#000000,,5.4870910545347416,,46.49713898423822,-9.453307989630282,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.8954246674602766,1.0874437140934736,False,False,False,False,-0.16114511313699115,-0.15394303673557277,False,False,False,False,-44044581,-27277402.45769714,False,False,False,False,4836374.003422378,False,False,False,False
2022-03-25 00:00:00+00:00,5.11,5.3,5.07,5.3,1388475,,,,,5.320564611223716,5.573975356069869,,,,5.447269983646793,,#000000,,5.479461421719755,,45.20400885715351,-9.453307989630282,True,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.8884603274559194,1.0912835852225022,False,False,False,False,-0.18003748194896804,-0.1669902593422704,False,False,False,False,-45433056,-27989388.87112078,False,False,False,False,4701162.277797971,False,False,False,False
2022-03-28 00:00:00+00:00,5.02,5.26,4.96,5.15,5889353,,,,,5.245009444418639,5.554966328477662,,,,5.399987886448151,,#000000,,5.445221902744072,,43.6113901897425,-9.453307989630282,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8941061835036345,1.0779258400926999,False,False,False,False,-0.20151249432522036,-0.18425137683374537,False,False,False,False,-51322409,-28904409.268331733,False,False,False,False,4747757.992394129,False,False,False,False
2022-03-29 00:00:00+00:00,5.31,5.43,5.14,5.14,7371822,,,,,5.258646133197516,5.542943038026028,,,,5.400794585611772,,#000000,,5.4452078913206545,,45.61115235767313,-9.453307989630282,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0,0.9141502436956983,1.0534806102987921,False,False,False,False,-0.1516541324006737,-0.16795275461720954,False,False,False,False,-43950587,-29494455.45388735,False,False,False,False,4850662.463280634,False,False,False,False
2022-03-30 00:00:00+00:00,5.04,5.34,5.03,5.29,1854857,,,,,5.250559303580631,5.538299007188055,,,,5.394429155384342,,#000000,,5.439886163139229,,44.689333164130254,-9.453307989630282,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.9087518780854261,1.0589987121699938,False,False,False,False,-0.18003748194896804,-0.17399511828308878,False,False,False,False,-45805444,-30134102.06353883,False,False,False,False,4733179.896093158,False,False,False,False
2022-03-31 00:00:00+00:00,4.8,5.11,4.79,5.05,5480382,,,,,5.193138991277678,5.517445804156264,,,,5.355292397716971,,#000000,,5.406765694688609,,42.3945878956045,-9.453307989630282,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8835058772781194,1.0792354146446674,False,False,False,False,-0.24797326296379782,-0.2109841906234433,False,False,False,False,-51285826,-30963581.433596134,False,False,False,False,4762481.939383622,False,False,False,False
2022-04-01 00:00:00+00:00,4.67,5.03,4.655,4.86,5151919,,,,,5.138679656951877,5.495621269134481,,,,5.317150463043179,,#000000,,5.373336886214729,,40.03927959719084,-4.478616757064856,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8689957506320262,1.0898015168629982,False,False,False,False,-0.27977707643437355,-0.24538063352890843,False,False,False,False,-56437745,-31962568.240121774,False,False,False,False,4777753.980976421,False,False,False,False
2022-04-04 00:00:00+00:00,5.0,5.335,4.7,4.75,8268898,,,,,5.11627623917893,5.473532867299369,,,,5.294904553239149,,#000000,,5.35167293734723,,41.80240368359634,-4.478616757064856,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.9008093910806176,1.0554513293310464,False,False,False,False,-0.22825556733034336,-0.2368181004296259,False,False,False,False,-48168847,-32598108.58364641,False,False,False,False,4914661.589565582,False,False,False,False
2022-04-05 00:00:00+00:00,4.87,5.14,4.79,4.99,4975316,,,,,5.098723355422702,5.4590943988977925,,,,5.278908877160247,,#000000,,5.336213148519985,,42.028975979618664,-4.478616757064856,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.9272791867074772,1.0497103191954527,False,False,False,False,-0.24357570548814883,-0.24019690295888735,False,False,False,False,-53144163,-33403836.207817137,False,False,False,False,4917040.193896344,False,False,False,False
2022-04-06 00:00:00+00:00,4.73,4.83,4.64,4.8,3632463,,,,,5.074803106258412,5.445202938614712,,,,5.260003022436562,,#000000,,5.318496767537241,,41.199534356962076,-4.478616757064856,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8985407108506993,1.0674092089989498,False,False,False,False,-0.3121424838568582,-0.2761696934078728,False,False,False,False,-56776626,-34320416.19966745,False,False,False,False,4866664.617665115,False,False,False,False
2022-04-07 00:00:00+00:00,4.7,4.87,4.605,4.78,3513074,,,,,5.053974629021275,5.432113250182847,,,,5.243043939602061,,#000000,,5.302411115785078,,40.434914749617725,-4.586649692711973,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1,0.8872510628776012,1.076611098679794,False,False,False,False,-0.31138280311126376,-0.2937762482595683,False,False,False,False,-60289700,-35338819.485955,False,False,False,False,4813582.63265864,False,False,False,False
2022-04-08 00:00:00+00:00,4.57,4.745,4.57,4.68,3229847,,,,,5.031883107951029,5.418903054550786,,,,5.225393081250908,,#000000,,5.285712669933872,,39.00304989487532,-6.175985672435758,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8797075263960252,1.0821241036643894,False,False,False,False,-0.3358714317225818,-0.31482383999107505,False,False,False,False,-63519547,-36443946.05513324,False,False,False,False,4751475.352946537,False,False,False,False
2022-04-11 00:00:00+00:00,4.52,4.595,4.396,4.51,4211272,,,,,4.998402988298359,5.399701848707841,,,,5.199052418503101,,#000000,,5.260845551283659,,37.69666910415753,-7.616772023849933,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8661773172135866,1.1061888313183648,False,False,False,False,-0.34282825441539394,-0.3288260472032345,False,False,False,False,-67730819,-37670882.24904958,False,False,False,False,4730290.907732947,False,False,False,False
