date,Open,High,Low,Close,Volume,aVWAP_peak_852,aVWAP_peak_815,aVWAP_peak_756,aVWAP_peak_743,aVWAP_peak_714,aVWAP_peak_695,aVWAP_peak_660,aVWAP_peak_637,aVWAP_peak_605,aVWAP_peak_595,aVWAP_peak_564,aVWAP_peak_515,aVWAP_valley_875,aVWAP_valley_833,aVWAP_valley_774,aVWAP_valley_754,aVWAP_valley_702,aVWAP_valley_672,aVWAP_valley_643,aVWAP_valley_622,aVWAP_valley_599,aVWAP_valley_540,aVWAP_valley_500,aVWAP_valley_468,aVWAP_valley_432,aVWAP_valley_354,aVWAP_valley_334,aVWAP_valley_317,aVWAP_valley_281,aVWAP_OB_bull_432,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,222.35,225.73,222.35,224.62,17819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,17819.0,False,False,False,False
2025-02-03 16:00:00+00:00,224.545,225.82,224.37,225.05,14302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14302.0,221.73643410852713,False,False,False,False,17764.472868217053,False,False,False,False
2025-02-03 17:00:00+00:00,224.985,225.055,223.75,223.865,7845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,74.79617157036522,-38.21339950372174,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6457.0,318.40718706808485,False,False,False,False,17610.68259119043,False,False,False,False
2025-02-03 18:00:00+00:00,223.865,224.4,223.44,224.35,8291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.50229570042963,-38.21339950372174,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14748.0,542.1218043228432,False,False,False,False,17466.191388226238,False,False,False,False
2025-02-03 19:00:00+00:00,224.31,224.62,223.93,224.105,14192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.766364833888204,-38.21339950372174,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,556.0,542.3369701472952,False,False,False,False,17415.428731044438,False,False,False,False
2025-02-03 20:00:00+00:00,224.115,224.185,222.985,223.95,16532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,48.876782898942395,-38.21339950372174,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15976.0,286.2387225481124,False,False,False,False,17401.732161570882,False,False,False,False
2025-02-04 15:00:00+00:00,223.04,223.79,221.945,222.09,6650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.08485199269836,-38.21339950372174,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22626.0,-68.98978477821493,False,False,False,False,17235.038639686063,False,False,False,False
2025-02-04 16:00:00+00:00,221.955,223.21,221.955,223.15,5123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.947763869079836,-38.21339950372174,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17503.0,-339.2845167971573,False,False,False,False,17047.25509488473,False,False,False,False
2025-02-04 17:00:00+00:00,223.15,223.76,223.02,223.755,3884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.76531360324448,-38.21339950372174,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13619.0,-545.1715785522401,False,False,False,False,16843.173620545433,False,False,False,False
2025-02-04 18:00:00+00:00,223.755,223.93,223.27,223.655,3504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.25119865399333,-38.21339950372174,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17123.0,-802.1921742336008,False,False,False,False,16636.36472720364,False,False,False,False
2025-02-04 19:00:00+00:00,223.655,224.1,222.73,222.73,6305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.09272975899376,-38.21339950372174,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23428.0,-1152.9798924625372,False,False,False,False,16476.188529882653,False,False,False,False
2025-02-04 20:00:00+00:00,222.8,222.83,221.745,222.15,22995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,222.24166666666667,,37.122134906951835,-38.21339950372174,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46423.0,-1854.840669323583,False,False,False,False,16577.255374380595,False,False,False,False
2025-02-05 15:00:00+00:00,223.995,223.995,223.06,223.385,3593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,222.40901026779,,40.53889902355356,-37.73450821151767,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-42830.0,-2490.1144573960855,False,False,False,False,16375.949089506477,False,False,False,False
2025-02-05 16:00:00+00:00,223.385,224.17,223.0,224.035,3658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,222.56937760365008,,44.96174359311769,-30.482209180771406,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-39172.0,-3058.8258611573865,False,False,False,False,16178.771584242812,False,False,False,False
2025-02-05 17:00:00+00:00,224.085,224.52,223.73,224.41,4300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,222.7748334105251,,49.042420792172024,-23.98099073551037,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34872.0,-3552.053367185954,False,False,False,False,15994.60458293672,False,False,False,False
2025-02-05 18:00:00+00:00,224.47,224.9,224.265,224.59,6127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,223.047517763627,,52.30763533986507,-18.572214783907047,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28745.0,-3942.641687074544,False,False,False,False,15841.618465371808,False,False,False,False
2025-02-05 19:00:00+00:00,224.59,225.055,224.59,224.915,5296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,223.2555622992307,,55.47212531880328,-13.517100499409196,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23449.0,-4245.065846964861,False,False,False,False,15678.120504668368,False,False,False,False
2025-02-05 20:00:00+00:00,224.965,225.02,224.26,224.72,14425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,223.59260207967682,,56.627199532580676,-10.507965118722872,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37874.0,-4766.444671042925,False,False,False,False,15658.69227978979,False,False,False,False
2025-02-06 15:00:00+00:00,224.13,224.81,223.54,223.96,11849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,223.6763701212113,,54.07974233553402,-10.507965118722872,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-49723.0,-5463.445528856212,False,False,False,False,15599.627283203901,False,False,False,False
2025-02-06 16:00:00+00:00,223.96,224.96,223.735,224.51,10845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,223.7710389185763,,54.43675006584322,-9.461092751368405,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38878.0,-5981.500636935961,False,False,False,False,15525.912131526322,False,False,False,False
