date,Open,High,Low,Close,Volume,aVWAP_peak_430,aVWAP_peak_352,aVWAP_peak_336,aVWAP_peak_313,aVWAP_peak_253,aVWAP_peak_236,aVWAP_peak_187,aVWAP_peak_137,aVWAP_peak_117,aVWAP_peak_102,aVWAP_peak_68,aVWAP_peak_49,aVWAP_valley_396,aVWAP_OB_bear_352,aVWAP_OB_bear_236,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-08 17:00:00+00:00,332.34,337.945,331.32,337.31,5089.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,329.87716247895486,,28.22045708687904,-48.431853898940346,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27383.0,-1690.188835712815,False,False,False,False,3665.3971074170413,False,False,False,False
2024-01-09 17:00:00+00:00,338.65,339.095,335.57,337.76,4401.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,331.5455629843994,,33.479405382903416,-48.431853898940346,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22982.0,-2020.294435159128,False,False,False,False,3676.8018034260795,False,False,False,False
2024-01-10 17:00:00+00:00,345.54,350.43,345.51,350.11,7835.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,336.36223732826346,,43.73092713777848,-38.70247451262685,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15147.0,-2223.8092501179012,False,False,False,False,3741.2699925202487,False,False,False,False
2024-01-11 17:00:00+00:00,348.185,349.78,346.66,347.72,3821.0,,,,,,,,,,,,,,,,,,#000000,,337.7715274360107,,49.00368097814494,-31.1490719858282,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18968.0,-2483.4091067052204,False,False,False,False,3742.5061166672217,False,False,False,False
2024-01-12 17:00:00+00:00,352.25,353.76,350.825,352.385,4289.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,339.50583970137365,,54.3801750720664,-23.64450202342336,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14679.0,-2672.4880352834343,False,False,False,False,3750.978890052226,False,False,False,False
2024-01-15 17:00:00+00:00,352.385,352.385,352.385,352.385,0.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,339.50583970137365,,57.96450446801404,-17.93564992742153,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14679.0,-2858.6355076046216,False,False,False,False,3692.8241785785476,False,False,False,False
2024-01-16 17:00:00+00:00,354.44,358.72,353.26,358.64,5537.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,341.8217007032078,,62.55993687850354,-11.404060054128877,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9142.0,-2956.0520113626894,False,False,False,False,3721.41605177888,False,False,False,False
2024-01-17 17:00:00+00:00,354.26,358.64,352.35,358.34,5809.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,343.6161583532279,,65.38111109260183,-6.66730260794111,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14951.0,-3142.020197233035,False,False,False,False,3753.7816943869593,False,False,False,False
2024-01-18 17:00:00+00:00,358.51,361.37,357.84,359.945,2988.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,344.572285990607,,67.81731596458796,-2.3668084065946005,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11963.0,-3278.77957402012,False,False,False,False,3741.909109977859,False,False,False,False
2024-01-19 17:00:00+00:00,356.53,357.43,355.06,357.42,3406.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,345.3371022018725,,67.20326753096158,-1.0417515379456717,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15369.0,-3466.2248519422883,False,False,False,False,3736.7012167999073,False,False,False,False
2024-01-22 17:00:00+00:00,359.65,360.34,357.72,358.54,2317.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,345.89644844526924,,67.29365669842566,1.0104268689844886,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13052.0,-3614.8415209044233,False,False,False,False,3714.6903452216143,False,False,False,False
2024-01-23 17:00:00+00:00,365.2,366.83,363.57,365.56,3138.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,356.1231705304541,,69.92402299188794,5.284630839536469,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9914.0,-3712.502892673347,False,False,False,False,3705.7494096367827,False,False,False,False
2024-01-24 17:00:00+00:00,361.02,361.02,356.215,357.225,2984.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,354.6460242618772,,65.65048642559401,5.284630839536469,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12898.0,-3854.9137005388766,False,False,False,False,3694.5594963090807,False,False,False,False
2024-01-25 17:00:00+00:00,359.02,359.31,356.36,357.31,4283.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,354.1169889331122,,62.84080542116929,5.284630839536469,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8615.0,-3928.713488127421,False,False,False,False,3703.682604893436,False,False,False,False
2024-01-26 17:00:00+00:00,357.4,359.695,356.785,359.11,1924.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,354.1400130080418,,61.844901739863325,5.284630839536469,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6691.0,-3971.5396355983135,False,False,False,False,3676.090626522995,False,False,False,False
2024-01-29 17:00:00+00:00,358.59,363.03,358.59,362.21,1767.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,354.39051046443,,62.606148326126075,5.284630839536469,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4924.0,-3986.3064629533783,False,False,False,False,3646.492322235817,False,False,False,False
2024-01-30 17:00:00+00:00,359.56,360.69,357.74,357.74,4655.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,354.5375439350828,,59.964735081322715,5.284630839536469,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9579.0,-4073.0148898843336,False,False,False,False,3662.128100185649,False,False,False,False
2024-01-31 17:00:00+00:00,352.81,354.98,347.13,350.09,4614.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,352.7048772989185,,54.176417200550574,13.317986585961165,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14193.0,-4229.913883839616,False,False,False,False,3676.8858040587397,False,False,False,False
2024-02-01 17:00:00+00:00,354.15,357.74,354.15,356.975,4722.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,353.6769270740028,,53.815434174285315,12.41899814033593,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9471.0,-4311.171032927373,False,False,False,False,3693.089124926046,False,False,False,False
2024-02-02 17:00:00+00:00,357.49,359.42,355.845,357.58,2450.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,354.03127836763196,,53.852335614171515,11.771123697178346,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7021.0,-4353.183885130049,False,False,False,False,3673.8164253147897,False,False,False,False
2024-02-05 17:00:00+00:00,351.74,357.49,351.74,356.34,3221.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,354.07153216972,,53.17010734495189,10.402110166412385,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10242.0,-4444.483359779196,False,False,False,False,3666.7960156199865,False,False,False,False
2024-02-06 17:00:00+00:00,356.44,356.9,353.13,353.24,1722.0,,,,,,,,,,,,,,,,,,#000000,,354.0445610706749,,50.99567922365383,7.716302176996059,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11964.0,-4561.065013115952,False,False,False,False,3636.644139408824,False,False,False,False
2024-02-07 17:00:00+00:00,354.005,354.16,351.28,352.655,2007.0,,,,,,,,,,,,,,,,,,#000000,,353.913912244751,,49.224149490297435,5.525817383245922,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13971.0,-4706.955478028883,False,False,False,False,3611.378338797834,False,False,False,False
2024-02-08 17:00:00+00:00,353.25,354.535,351.25,351.58,3966.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,353.6860323657385,,47.41816648325667,3.3802347225392992,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17937.0,-4912.072447361768,False,False,False,False,3616.8763490490305,False,False,False,False
2024-02-09 17:00:00+00:00,351.84,353.25,349.12,350.2,2370.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,353.48622970353836,,45.39709043946341,1.1054397752079126,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20307.0,-5150.753494689493,False,False,False,False,3597.544932784704,False,False,False,False
2024-02-12 17:00:00+00:00,357.625,361.62,356.09,356.425,4590.0,,,,,,,,,,,,,,,,,,#000000,,354.918373748986,,48.37308723359176,1.1054397752079126,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15717.0,-5314.571269965624,False,False,False,False,3612.931833051608,False,False,False,False
2024-02-13 17:00:00+00:00,351.265,356.04,351.265,356.04,3539.0,,,,,,,,,,,,,,,,,,#000000,,354.5243778357541,,50.0826534320329,1.1054397752079126,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19256.0,-5530.717451826623,False,False,False,False,3611.785603081815,False,False,False,False
2024-02-14 17:00:00+00:00,354.53,356.57,353.835,355.295,1976.0,,,,,,,,,,,,,,,,,,#000000,,354.48476524015774,,50.65278597751592,1.1054397752079126,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21232.0,-5774.148189007605,False,False,False,False,3586.424585979771,False,False,False,False
2024-02-15 17:00:00+00:00,356.535,359.1,355.67,356.115,1703.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,354.5680661443335,,51.644183112768985,-3.359996018583999,True,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-19529.0,-5987.401705457099,False,False,False,False,3557.22420480179,False,False,False,False
2024-02-16 17:00:00+00:00,354.95,355.895,352.04,352.33,2260.0,,,,,,,,,,,,,,,,,,#000000,,354.41800877878904,,49.356315063540194,-3.359996018583999,True,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-21789.0,-6232.387725527531,False,False,False,False,3537.1122016265685,False,False,False,False
2024-02-19 17:00:00+00:00,352.33,352.33,352.33,352.33,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,354.41800877878904,,47.831069697387676,-3.359996018583999,True,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-21789.0,-6473.575512728655,False,False,False,False,3482.273252764141,False,False,False,False
2024-02-20 17:00:00+00:00,353.0,353.0,346.06,347.42,3851.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,353.7791197259633,,43.633095549300634,-1.4866461346551816,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-25640.0,-6770.729380748365,False,False,False,False,3487.989946519736,False,False,False,False
2024-02-21 17:00:00+00:00,344.64,347.63,343.36,347.1,3422.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,353.13595871825135,,40.65373630495454,-4.26952563518855,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29062.0,-7116.330475620483,False,False,False,False,3486.9668465736936,False,False,False,False
2024-02-22 17:00:00+00:00,351.71,353.305,350.84,351.08,1656.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,353.07992202077827,,42.52351768675432,-4.26952563518855,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27406.0,-7430.898995378305,False,False,False,False,3458.579763681078,False,False,False,False
2024-02-23 17:00:00+00:00,354.44,356.225,353.48,354.935,3370.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,353.1908700866809,,46.668122762572864,-8.795455325392979,True,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-24036.0,-7688.3424218065475,False,False,False,False,3457.206434011604,False,False,False,False
2024-02-26 17:00:00+00:00,361.95,363.755,358.1,359.49,4574.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,353.76645818349084,,52.088723115306706,-3.8757698852350586,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19462.0,-7870.879748600244,False,False,False,False,3474.5210629416565,False,False,False,False
2024-02-27 17:00:00+00:00,364.355,371.31,363.385,370.03,5779.0,,,,,,,,,,,,368.2416666666666,,,,368.2416666666666,,"rgba(38, 166, 154, 1.0)",,357.69445251892546,,59.600097346298774,2.8024610986308787,True,False,True,False,True,14.89401581273627,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13683.0,-7960.990140094814,False,False,False,False,3510.249418554964,False,False,False,False
2024-02-28 17:00:00+00:00,308.22,315.975,300.77,311.92,26211.0,,,,,,,,,,,,320.15675825778885,,,,320.15675825778885,,"rgba(239, 83, 80, 0.5)",,337.7755673846293,,48.147044405294984,6.351292175317262,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39894.0,-8456.07556427939,False,False,False,False,3862.1990399727165,False,False,False,False
2024-02-29 17:00:00+00:00,314.515,314.515,305.0,307.84,13804.0,,,,,,,,,,,,316.8293700048041,,,,316.8293700048041,,"rgba(239, 83, 80, 0.5)",,333.8429160851738,,40.09373509154545,-0.3246247435514036,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53698.0,-9157.500749329323,False,False,False,False,4016.3354889653874,False,False,False,False
2024-03-01 17:00:00+00:00,305.54,307.64,304.06,304.79,5934.0,,,,,,,,,,,,315.5293340163934,,,,315.5293340163934,,"rgba(239, 83, 80, 1.0)",,332.2824359170386,,34.40423143145861,-4.946912511501921,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59632.0,-9940.051125308713,False,False,False,False,4046.0667216946063,False,False,False,False
2024-03-04 17:00:00+00:00,306.35,307.52,299.795,300.1,5598.0,,,,,,,,,,,,314.25422635453367,,,,314.25422635453367,,"rgba(239, 83, 80, 1.0)",,330.81018770845196,,30.11334470193902,-8.55164663938389,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-65230.0,-10797.25963499385,False,False,False,False,4070.1277027536044,False,False,False,False
2024-03-05 17:00:00+00:00,300.33,302.395,296.34,297.07,6530.0,,,,,,,,,,,,312.6535746575628,,,,312.6535746575628,,"rgba(239, 83, 80, 1.0)",,329.05142821519684,,26.929596002443112,-11.431283150229213,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-71760.0,-11742.418400342782,False,False,False,False,4108.265257749672,False,False,False,False
2024-03-06 17:00:00+00:00,297.945,299.5,294.58,295.585,4169.0,,,,,,,,,,,,311.6669527134631,,,,311.6669527134631,,"rgba(239, 83, 80, 1.0)",,327.9606051429808,,24.641064607296734,-13.761894439017688,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75929.0,-12737.559200337468,False,False,False,False,4109.20688166053,False,False,False,False
2024-03-07 17:00:00+00:00,299.87,299.87,295.09,298.83,6694.0,,,,,,,,,,,,310.43627294708614,,,,310.43627294708614,,"rgba(239, 83, 80, 1.0)",,326.44731337894257,,24.612944715780955,-14.278015111460249,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-69235.0,-13613.488515060917,False,False,False,False,4149.28119357277,False,False,False,False
2024-03-08 17:00:00+00:00,297.57,301.5,297.49,298.915,4952.0,,,,,,,,,,,,309.74419464631626,,,,309.74419464631626,,"rgba(239, 83, 80, 1.0)",,325.48604671515164,,24.63577987115839,-15.009578547248566,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-64283.0,-14399.062336532841,False,False,False,False,4161.7264463855945,False,False,False,False
2024-03-11 17:00:00+00:00,303.66,305.01,301.44,301.44,4983.0,,,,,,,,,,,,309.32543083217166,,,,309.32543083217166,,"rgba(239, 83, 80, 1.0)",,324.71843787026273,,25.96568380537221,-15.009578547248566,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59300.0,-15095.200904958689,False,False,False,False,4174.459369697446,False,False,False,False
2024-03-12 17:00:00+00:00,297.15,299.585,296.99,297.9,3364.0,,,,,,,,,,,,308.89863045058956,,,,308.89863045058956,,"rgba(239, 83, 80, 1.0)",,324.11828311250315,,26.124337143354847,-15.14175819361904,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62664.0,-15832.701666122119,False,False,False,False,4161.89410815175,False,False,False,False
2024-03-13 17:00:00+00:00,299.1,299.37,297.5,298.29,3435.0,,,,,,,,,,,,308.50379818048606,,,,308.50379818048606,,"rgba(239, 83, 80, 1.0)",,323.5406458312174,,26.459777417711244,-15.670435070590294,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59229.0,-16505.512493003946,False,False,False,False,4150.624432056374,False,False,False,False
2024-03-14 17:00:00+00:00,296.18,296.53,293.37,294.25,3199.0,,,,,,,,,,,,308.0378277444392,,,,308.0378277444392,,"rgba(239, 83, 80, 1.0)",,322.94385338247986,,25.79336310550861,-17.138034428890293,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62428.0,-17217.48904350001,False,False,False,False,4135.870564892709,False,False,False,False
2024-03-15 17:00:00+00:00,294.06,296.07,293.745,294.62,1835.0,,,,,,,,,,,,307.7862912102148,,,,307.7862912102148,,"rgba(239, 83, 80, 1.0)",,322.6145866755982,,25.60185072665776,-18.105898097982426,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-60593.0,-17889.97758546125,False,False,False,False,4100.198153033907,False,False,False,False
2024-03-18 17:00:00+00:00,293.85,293.85,289.74,290.155,5904.0,,,,,,,,,,,,306.83269076383664,,,,306.83269076383664,,"rgba(239, 83, 80, 1.0)",,321.4680237702854,,24.465962342725902,-19.876752516289905,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-66497.0,-18643.574832198283,False,False,False,False,4128.164073141908,False,False,False,False
2024-03-19 17:00:00+00:00,289.99,292.335,289.27,289.89,8518.0,,,,,,,,,,,,305.57818430725484,,,,305.57818430725484,,"rgba(239, 83, 80, 1.0)",,319.9225672254662,,23.64993015992799,-21.243851148447796,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75015.0,-19517.55041619521,False,False,False,False,4196.223544876142,False,False,False,False
2024-03-20 17:00:00+00:00,289.355,295.425,288.84,295.14,5665.0,,,,,,,,,,,,304.97349853597996,,,,304.97349853597996,,"rgba(239, 83, 80, 0.75)",,314.7500835838252,,27.016135394254647,-21.243851148447796,False,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-69350.0,-20290.146533773575,False,False,False,False,4218.995272862558,False,False,False,False
2024-03-21 17:00:00+00:00,295.07,296.75,293.7,294.13,3955.0,,,,,,,,,,,,304.64163743442094,,,,304.64163743442094,,"rgba(239, 83, 80, 0.75)",,314.4352461089121,,28.905571149649603,-25.83284516693284,False,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-73305.0,-21112.08224642825,False,False,False,False,4214.902322895697,False,False,False,False
