date,Close,High,Low,Open,Volume,aVWAP_peak_187,aVWAP_peak_180,aVWAP_peak_175,aVWAP_peak_161,aVWAP_peak_151,aVWAP_peak_138,aVWAP_peak_125,aVWAP_peak_120,aVWAP_peak_104,aVWAP_peak_93,aVWAP_peak_82,aVWAP_peak_77,aVWAP_peak_67,aVWAP_peak_60,aVWAP_peak_50,aVWAP_peak_43,aVWAP_peak_33,aVWAP_valley_183,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_155,aVWAP_valley_145,aVWAP_valley_130,aVWAP_valley_112,aVWAP_OB_bull_145,aVWAP_OB_bear_77,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,30.19,30.345,22.2301,22.9,699500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,29.696714594581657,,55.51853594954888,32.95400060830799,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-856022,85279.2400380202,False,False,False,False,532845.7411518971,False,False,False,False
2022-03-18 00:00:00+00:00,30.95,31.45,29.76,31.27,367433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,30.190136660745125,,52.8832630744315,29.63476520066868,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.05639530241925503,-0.19961177841732447,False,False,False,False,-488589,42770.48151668537,False,False,False,False,520592.9455110159,False,False,False,False
2022-03-25 00:00:00+00:00,30.73,31.9589,29.75,30.97,197659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,30.338293445937758,,50.84265816891044,26.764104841233745,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.040546243620975586,-0.12007901101915003,False,False,False,False,-686248,-11230.887484550578,False,False,False,False,496671.9125101999,False,False,False,False
2022-04-01 00:00:00+00:00,30.71,32.1899,29.46,31.65,155626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,30.421373321246463,,49.36986978944848,24.33132576511575,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.042419340645554825,-0.08124917583235243,False,False,False,False,-841874,-72760.00693013943,False,False,False,False,471409.25232425914,False,False,False,False
2022-04-08 00:00:00+00:00,31.45,31.51,30.08,30.66,150686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,30.498646344527376,,49.002402557803265,22.85893877095404,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.044321314772841264,-0.06278524530259685,False,False,False,False,-691188,-118569.48789827725,False,False,False,False,447651.974374314,False,False,False,False
2022-04-15 00:00:00+00:00,31.09,31.48,30.29,30.63,76376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,30.530102238664412,,48.4311439949956,21.100208339292763,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.03860677654948529,-0.05069601092604108,False,False,False,False,-767564,-166643.15546136783,False,False,False,False,420150.050346587,False,False,False,False
2022-04-22 00:00:00+00:00,34.75,35.07,31.09,31.09,284561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,30.89394997267042,,51.001186647275404,21.100208339292763,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.15668912803598292,0.05299655855497092,False,False,False,False,-483003,-190077.21801978504,False,False,False,False,410106.4169875806,False,False,False,False
2022-04-29 00:00:00+00:00,32.82,33.61,31.75,32.52,167482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,31.015793679823446,,51.196058743157195,21.100208339292763,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.12752021912745462,0.09025838884121277,False,False,False,False,-650485,-224181.49816646762,False,False,False,False,392134.23795146355,False,False,False,False
2022-05-06 00:00:00+00:00,36.17,36.381,32.45,32.9,288271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,31.38348478292761,,53.500127257565914,21.100208339292763,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282824530291656,0.21654331707206467,False,False,False,False,-362214,-234406.12793191444,False,False,False,False,384440.66476987366,False,False,False,False
2022-05-13 00:00:00+00:00,34.7141,35.29,33.77,34.9,159513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,31.537292928413585,,53.993658105726276,21.100208339292763,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.34282824542950247,0.2796857812507836,False,False,False,False,-521727,-255689.15549251335,False,False,False,False,367779.3562684015,False,False,False,False
2022-05-20 00:00:00+00:00,31.28,36.49,31.2,35.1,345316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.11608322820305,,52.03062933426445,19.144609330611374,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.21821414693845367,0.24894996409461861,False,False,False,False,-867043,-300974.6254560309,False,False,False,False,366115.4039522236,False,False,False,False
2022-05-27 00:00:00+00:00,32.9989,33.4663,30.2826,31.09,170160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.102656025499456,,51.73068035687422,17.804568995635464,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.14016455987675533,0.05439270210893164,False,False,False,False,-696883,-330301.1717185471,False,False,False,False,351600.18884465145,False,False,False,False
2022-06-03 00:00:00+00:00,34.31,34.31,32.64,32.8,83601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.28310977358382,,52.304497509244314,17.362292317893633,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.1445731950315184,0.09948294857022502,False,False,False,False,-613282,-351262.7145542103,False,False,False,False,331748.397078381,False,False,False,False
2022-06-10 00:00:00+00:00,32.28,32.85,31.07,32.85,117668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.20151385626365,,51.40351674988398,15.497359061246215,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.12478015624772903,-0.012648603838752007,False,False,False,False,-730950,-379387.6986613058,False,False,False,False,315890.5898873898,False,False,False,False
2022-06-17 00:00:00+00:00,31.99,34.0,31.53,31.71,140375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.20306307305275,,50.57881553574119,13.759516277901412,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.010411889520402437,-0.0011183571591747848,False,False,False,False,-871325,-415827.4987604683,False,False,False,False,302889.4350809165,False,False,False,False
2022-06-24 00:00:00+00:00,32.6,33.49,32.0,32.91,96076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.21996399970669,,50.405273953224736,12.690392787662276,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.11412988914821401,-0.0576241231536944,False,False,False,False,-775249,-442451.31366710033,False,False,False,False,287569.921371219,False,False,False,False
2022-07-01 00:00:00+00:00,34.39,35.48,33.01,33.01,114240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.90273890433523,,51.44729181677399,12.690392787662276,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.9692339966006257,0.8779479318885598,False,False,False,False,0.2652154283019175,0.10379565257411157,False,False,False,False,-661009,-458640.77191398176,False,False,False,False,274730.6679363139,False,False,False,False
2022-07-08 00:00:00+00:00,32.35,33.63,32.1,33.04,57936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.767538670936965,,50.79268045213869,11.485506689834658,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.9271711043364919,0.926099949571478,False,False,False,False,-0.0840096703627974,0.009892991105657084,False,False,False,False,-718945,-477922.5665870201,False,False,False,False,258671.8036447351,False,False,False,False
2022-07-15 00:00:00+00:00,33.5,33.75,32.49,32.78,51050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.75471531645758,,51.07864923134782,11.029249752168695,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.9502661463543004,0.9044809323711697,False,False,False,False,-0.020438736794069472,-0.005272872844206194,False,False,False,False,-667895,-491994.5986916853,False,False,False,False,243292.41078216213,False,False,False,False
2022-07-22 00:00:00+00:00,29.82,33.7516,29.82,33.7,78930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.39610726095541,,49.048456894479116,8.386338861102189,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.9107443307163442,0.9178754078385923,False,False,False,False,-0.34282825441539394,-0.17405056362980006,False,False,False,False,-746825,-510870.92471452337,False,False,False,False,231117.41739089086,False,False,False,False
2022-07-29 00:00:00+00:00,30.92,31.36,29.88,30.17,62630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.19733551654376,,48.33671963571089,7.09850768488667,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.8996008726682337,0.9646040255808729,False,False,False,False,-0.34282825441539394,-0.258439409022597,False,False,False,False,-684195,-523709.74510604015,False,False,False,False,218636.86795452857,False,False,False,False
2022-08-05 00:00:00+00:00,33.58,33.78,31.27,31.27,64606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.36609443284251,,49.458401499176134,7.09850768488667,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.88641664232155,0.9640726945174797,False,False,False,False,0.01684296226230174,-0.12079822338014762,False,False,False,False,-619589,-530811.9121352223,False,False,False,False,207227.1740319709,False,False,False,False
2022-08-12 00:00:00+00:00,35.2819,35.42,33.0,33.13,187905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,33.004467963378886,,51.189678948320505,7.09850768488667,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.8993623451936309,0.9470451641438963,False,False,False,False,0.33569377251135524,0.10744777456560381,False,False,False,False,-431684,-523469.1038289096,False,False,False,False,205795.90188145454,False,False,False,False
2022-08-19 00:00:00+00:00,38.9,39.1,35.19,35.19,260644,,,,,,,,,,,,,,,,,37.73,,,,,,,,,,37.73,,#000000,,35.227223663350124,,54.134949066536024,7.09850768488667,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,0.9533600350612353,0.8832497382581385,False,False,False,False,0.3428282430643195,0.22513800881496165,False,False,False,False,-171040,-497363.2442860274,False,True,False,False,209858.7239643098,False,True,False,False
2022-08-26 00:00:00+00:00,35.6,37.0399,34.7501,36.5,198353,,,,,,,,,,,,,,,,,36.894520755763835,,,,,,,,,,36.894520755763835,,#000000,,35.18924677627149,,54.198311628996485,7.09850768488667,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,0.9234567722105944,0.9011703055078962,False,False,False,False,0.20644700579933184,0.21579250730714675,False,False,False,False,-369393,-487883.9669315068,False,False,False,False,209006.44811510164,False,False,False,False
2022-09-02 00:00:00+00:00,30.5,34.61,30.375,34.61,110543,,,,,,,,,,,,,,,,,35.91121570916881,,,,,,,,,,35.91121570916881,,#000000,,34.74773337558613,,51.738920334618335,7.09850768488667,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9660468824911078,0.879313129412004,False,False,False,False,-0.14153528144123823,0.03712861293295426,False,False,False,False,-479936,-487295.2286402841,False,False,False,False,201712.85936583485,False,False,False,False
2022-09-09 00:00:00+00:00,25.85,28.02,25.7501,28.02,259215,,,,,,,,,,,,,,,,,32.980131082768736,,,,,,,,,,32.980131082768736,,#000000,,32.99368606707512,,48.209348603618345,5.067649761771463,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.9730317165294495,0.890858098655638,False,False,False,False,-0.34282825441539394,-0.15284982074121983,False,False,False,False,-739151,-505951.2117039667,False,False,False,False,205972.27719058783,False,False,False,False
2022-09-16 00:00:00+00:00,28.735,28.99,26.89,26.89,73333,,,,,,,,,,,,,,,,,32.591948679618845,,,,,,,,,,32.591948679618845,,#000000,,32.729483119845646,,47.12510182914282,3.8622485414267516,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,0.8766956161308866,0.8811247147089609,False,False,False,False,-0.2684021302373305,-0.21062597548927517,False,False,False,False,-665818,-517793.19602219143,False,False,False,False,196147.1455468406,False,False,False,False
2022-09-23 00:00:00+00:00,26.13,28.32,25.81,28.06,153726,,,,,,,,,,,,,,,,,31.74184915193396,,,,,,,,,,31.74184915193396,,#000000,,32.11769786371567,,45.407750058717085,2.0407876559481437,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8586587633658767,0.892088950875562,False,False,False,False,-0.3298925363298363,-0.27025925590955574,False,False,False,False,-819544,-540145.107427955,False,False,False,False,193004.83846929687,False,False,False,False
2022-09-30 00:00:00+00:00,26.0125,28.16,25.36,25.95,195049,,,,,,,,,,,,,,,,,30.926168774144998,,,,,,,,,,30.926168774144998,,#000000,,30.13584277731265,,44.1390395232778,0.6581099742465994,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8567222450878061,0.8972313146965207,False,False,False,False,-0.34282825441539394,-0.30654375516247484,False,False,False,False,-1014593,-575289.3957666251,False,False,False,False,193156.25784194155,False,False,False,False
2022-10-07 00:00:00+00:00,27.21,27.71,25.38,25.38,50984,,,,,,,,,,,,,,,,,30.763270940952868,,,,,,,,,,30.763270940952868,,#000000,,30.040724208014566,,43.867011550714935,0.2118419592798375,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8507144214544532,0.8954787956549299,False,False,False,False,-0.34282825441539394,-0.3246860047889344,False,False,False,False,-963609,-604053.8108950232,False,False,False,False,182624.9794832792,False,False,False,False
2022-10-14 00:00:00+00:00,26.9436,27.4,26.0,26.38,12139,,,,,,,,,,,,,,,,,30.72648336547472,,,,,,,,,,30.72648336547472,,#000000,,30.0185863374083,,43.56310131790777,-0.307988690269994,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.856328411101543,0.8993196050172931,False,False,False,False,-0.3320360349024961,-0.32836101984571525,False,False,False,False,-975748,-631586.7137916882,False,False,False,False,169996.3884104437,False,False,False,False
2022-10-21 00:00:00+00:00,27.51,27.51,26.4092,26.7,21007,,,,,,,,,,,,,,,,,30.67009592779388,,,,,,,,,,30.67009592779388,,#000000,,29.990935071710172,,43.6701375040887,-0.4561772503481194,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.845706650258989,0.9414406979952968,False,False,False,False,-0.31412520373724934,-0.3212431117914823,False,False,False,False,-954741,-655524.0683256371,False,False,False,False,158960.1374170775,False,False,False,False
2022-10-28 00:00:00+00:00,32.61,32.66,27.3,27.3,85097,,,,,,,,,,,,,,,,30.856666666666666,30.681275930586562,,,,,,,,,,30.768971298626614,,#000000,,30.082026688247467,,46.31919785941119,-0.4561772503481194,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,0.8679217741037097,0.873169101462414,False,False,False,False,-0.08775398012915463,-0.20449854596031847,False,False,False,False,-869644,-671384.8040052196,False,False,False,False,153488.7939047014,False,False,False,False
2022-11-04 00:00:00+00:00,30.37,31.95,30.04,31.95,21078,,,,,,,,,,,,,,,,30.842770175025507,30.682817337233875,,,,,,,,,,30.76279375612969,,#000000,,30.121276151893255,,47.14846601126441,-0.4561772503481194,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.8835629737841091,0.9076820627633221,False,False,False,False,0.1653104884897686,-0.019594028735274938,False,False,False,False,-890722,-687632.0037085367,False,False,False,False,143680.5869487976,False,False,False,False
2022-11-11 00:00:00+00:00,30.26,31.06,28.97,30.98,29351,,,,,,,,,,,,,,,,30.68118579952678,30.671117992763104,,,,,,,,,,30.676151896144944,,#000000,,30.11466789893774,,47.68899658421914,-0.4561772503481194,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.8633329800499571,0.9161920239081257,False,False,False,False,0.18679432410594737,0.08360014768533622,False,False,False,False,-920073,-704849.8552856821,False,False,False,False,135211.7286562941,False,False,False,False
2022-11-18 00:00:00+00:00,28.9,30.72,28.68,29.76,16420,,,,,,,,,,,,,,,,30.54633698814052,30.657449359343822,,,,,,,,,,30.60189317374217,,#000000,,30.08793795743069,,47.42319501546099,-0.4561772503481194,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.8884209145360703,0.9335149960574456,False,False,False,False,0.13881743742358438,0.1112087925544603,False,False,False,False,-936493,-722008.6067460019,False,False,False,False,126412.34134842045,False,False,False,False
2022-11-25 00:00:00+00:00,31.31,31.31,29.13,29.42,30042,,,,,,,,,,,,,,,,30.552444227091893,30.655981579817638,,,,,,,,,,30.604212903454766,,#000000,,30.12892857567087,,48.468008862280776,-0.4561772503481194,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9029380322697378,0.8797163622099882,False,False,False,False,0.21846670944518295,0.16483775099982162,False,False,False,False,-906451,-735671.0062462981,False,False,False,False,119273.79754483375,False,False,False,False
2022-12-02 00:00:00+00:00,34.9139,34.99,30.8,30.96,56027,,,,,,,,,,,,,,,,31.262276278525864,30.759699926107608,,,,,,,,,,31.010988102316738,,#000000,,30.49581375183626,,50.82277306675719,-4.1091354103993325,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.8970278502232985,0.8459054859574333,False,False,False,False,0.34282824275149454,0.2538329968756581,False,False,False,False,-850424,-744171.2280058315,False,False,False,False,114588.84957854977,False,False,False,False
2022-12-09 00:00:00+00:00,34.93,35.6,34.67,35.0,26540,,,,,,,,,,,,,,,,31.64393045592284,30.8311619249313,,,,,,,,,,31.237546190427068,,#000000,,30.69896227459579,,52.51155667358334,-2.368611851743246,False,False,False,False,True,3.8499852691190313,0.0,0.0,0.0,0.0,0,0.9887773679905031,0.8326025103219571,False,False,False,False,0.3428282457930703,0.29833062133436417,False,False,False,False,-823884,-750075.8777831772,False,False,False,False,108066.71257273127,False,False,False,False
2022-12-16 00:00:00+00:00,33.6115,35.9,33.1979,35.8201,28940,,,,,,,,,,,,,,,34.236466666666665,31.899566831121486,30.89167788772981,,,,,,,,,,32.34257046183932,,#000000,,31.587991426851683,,52.97091187874918,-1.8185116005318918,False,False,False,False,True,2.228983532300653,0.0,0.0,0.0,0.0,0,0.9622894310193113,0.8448046037919233,False,False,False,False,0.2921845954790663,0.2952576084067152,False,False,False,False,-852824,-757686.8497992381,False,False,False,False,102205.47460438081,False,False,False,False
2022-12-23 00:00:00+00:00,34.2087,34.6465,33.02,33.79,26605,,,,,,,,,,,,,,,34.10327801482281,32.07068603280225,30.94097429693277,,,,,,,,,,32.37164611485261,,#000000,,31.66123140795923,,53.58574542197729,-1.0929903489566968,False,False,False,False,True,2.9139146454974423,0.0,0.0,0.0,0.0,0,0.9536129520301273,0.8553996941242251,False,False,False,False,0.2288214572340591,0.26203953282038717,False,False,False,False,-826219,-762763.3053696649,False,False,False,False,96605.43944850075,False,False,False,False
2022-12-30 00:00:00+00:00,31.6269,34.22,31.15,33.87,22808,,,,,,,,,,,,,,,33.58775893371452,32.08808688482042,30.959886829099776,,,,,,,,,,32.211910882544906,,#000000,,31.567115759332083,,52.576078045358514,-1.0929903489566968,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.919972170889329,0.8944093011558104,False,False,False,False,0.03249532691863258,0.14726742986950986,False,False,False,False,-849027,-769153.2086756156,False,False,False,False,91138.9624523155,False,False,False,False
2023-01-06 00:00:00+00:00,29.7801,32.16,29.5501,31.84,23787,,,,,,,,,,,,,,,32.867901620651395,31.984857969975053,30.953412650399688,,,,,,,,,,31.93539074700871,,#000000,,31.25351095511777,,50.91304104190951,-1.0929903489566968,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9212745659744669,0.9080697380400569,False,False,False,False,-0.19206364999828546,-0.0223981100643878,False,False,False,False,-872814,-776831.7858107552,False,False,False,False,86149.92819658843,False,False,False,False
2023-01-13 00:00:00+00:00,30.7662,31.475,30.14,31.25,21397,,,,,,,,,,,,,,,32.508649098380786,31.919186701692734,30.95142977761786,,,,,,,,,,31.79308852589713,,#000000,,31.191493499809003,,50.27753499110039,-1.0929903489566968,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0,0.9213181593914521,0.9163680132726811,False,False,False,False,-0.19806041282902845,-0.11022926144670812,False,False,False,False,-851417,-782356.6164914401,False,False,False,False,81353.41499684114,False,False,False,False
2023-01-20 00:00:00+00:00,32.895,32.9199,30.461,30.5,17685,,,,,,,,,,,,,,,32.456468639211074,31.926716979851832,30.96301683098093,,,,,,,,,,31.782067483347948,,#000000,,31.298059331835997,,50.95946724714182,-1.0929903489566968,False,False,False,False,False,1.3278059712395525,0.0,0.0,0.0,0.0,0,0.9610831654055372,0.8947027021046184,False,False,False,False,-0.08851990983503855,-0.09937458564087334,False,False,False,False,-833732,-786162.2004550372,False,False,False,False,76637.23610818623,False,False,False,False
2023-01-27 00:00:00+00:00,34.3445,34.8,31.26,32.92,60863,,,,,,,,,,,,,,,32.76116704357077,32.12776543752501,31.047646128096016,,,,,,,,,,31.978859536397266,,#000000,,31.79789102565854,,52.17011512702537,-1.0929903489566968,False,False,False,False,False,2.9468811598421887,0.0,0.0,0.0,0.0,0,0.9728839654979822,0.8408541254782789,False,False,False,False,0.04737008190626003,-0.026002251867306658,False,False,False,False,-772869,-785177.5189398492,False,False,False,False,75468.7741742465,False,False,False,False
2023-02-03 00:00:00+00:00,36.2917,37.25,34.49,34.49,128581,,,,,,,,,,,,,,,34.02471108177637,32.96653702798345,31.378250551113336,,,,,,,,,,32.78983288695772,,#000000,,33.02271626221207,,53.95009362110862,-0.292224610168752,False,False,False,False,True,5.0540166383340015,0.0,0.0,0.0,0.0,0,1.0003994706005779,0.8432985780460642,False,False,False,False,0.34282823978512045,0.1584129939589069,False,False,False,False,-644288,-774741.2582776382,False,False,False,False,79403.01312430232,False,False,False,False
