date,Open,High,Low,Close,Volume,aVWAP_peak_408,aVWAP_valley_423,aVWAP_valley_398,aVWAP_valley_362,aVWAP_valley_340,aVWAP_valley_315,aVWAP_valley_289,aVWAP_valley_269,aVWAP_valley_234,aVWAP_valley_188,aVWAP_valley_164,aVWAP_valley_140,aVWAP_valley_40,aVWAP_OB_bull_423,aVWAP_OB_bull_315,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-19 17:00:00+00:00,6.43,6.44,6.305,6.37,29562.0,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,29562.0,False,False,False,False
2023-12-20 17:00:00+00:00,6.325,6.355,6.1,6.105,35539.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-35539.0,-550.9922480620155,False,False,False,False,29654.666666666664,False,False,False,False
2023-12-21 17:00:00+00:00,6.365,6.415,6.275,6.315,37019.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,15.710723192019959,-73.56608478802994,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1480.0,-519.5039961540773,False,False,False,False,29768.842377260982,False,False,False,False
2023-12-22 17:00:00+00:00,6.345,6.385,6.205,6.265,62296.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.42344181064084,-64.15356571206915,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-60816.0,-1454.3333915625412,False,False,False,False,30273.139394667785,False,False,False,False
2023-12-25 17:00:00+00:00,6.265,6.265,6.265,6.265,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.231920889721426,-56.93498194729068,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-60816.0,-2374.6693079724246,False,False,False,False,29803.788396300843,False,False,False,False
2023-12-26 17:00:00+00:00,6.355,6.405,6.34,6.385,80566.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.02777339016059,-46.62957158456831,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19750.0,-2031.6511791666503,False,False,False,False,30590.799428916333,False,False,False,False
2023-12-27 17:00:00+00:00,6.495,6.495,6.405,6.425,23896.0,,,,,,,,,,,,,,,,,,#000000,,,,46.1492416710542,-37.82783930091365,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43646.0,-1323.470540729958,False,False,False,False,30487.004088933132,False,False,False,False
2023-12-28 17:00:00+00:00,6.325,6.345,6.195,6.2,76834.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.750862634117084,-37.82783930091365,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33188.0,-1817.4942532767805,False,False,False,False,31205.5621650737,False,False,False,False
2023-12-29 17:00:00+00:00,6.135,6.205,6.12,6.145,30602.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.997113931828544,-37.82783930091365,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-63790.0,-2778.3082958616365,False,False,False,False,31196.20461212682,False,False,False,False
2024-01-01 17:00:00+00:00,6.145,6.145,6.145,6.145,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.16128146363618,-37.692706676284445,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-63790.0,-3724.2259967009904,False,False,False,False,30712.542525117104,False,False,False,False
2024-01-02 17:00:00+00:00,6.125,6.165,5.945,5.97,50066.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.81779813253705,-37.692706676284445,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-113856.0,-5431.695361093223,False,False,False,False,31012.596129378853,False,False,False,False
2024-01-03 17:00:00+00:00,5.585,5.64,5.53,5.545,46898.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.27456895608647,-37.692706676284445,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-160754.0,-7839.793107432863,False,False,False,False,31258.88146070631,False,False,False,False
2024-01-04 17:00:00+00:00,5.635,5.635,5.575,5.615,54963.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.948115538250395,-37.692706676284445,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-105791.0,-9358.416470108321,False,False,False,False,31626.387174493808,False,False,False,False
2024-01-05 17:00:00+00:00,5.545,5.65,5.515,5.585,30072.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.158973572833247,-37.692706676284445,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-135863.0,-11319.727842664779,False,False,False,False,31602.28814853266,False,False,False,False
2024-01-08 17:00:00+00:00,5.575,5.585,5.5,5.515,70896.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.4108960301673,-37.692706676284445,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-206759.0,-14349.794077662224,False,False,False,False,32211.492983439133,False,False,False,False
2024-01-09 17:00:00+00:00,5.49,5.495,5.445,5.465,76558.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.860443717344772,-37.692706676284445,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-283317.0,-18519.828278008546,False,False,False,False,32899.035727881936,False,False,False,False
2024-01-10 17:00:00+00:00,5.415,5.53,5.41,5.495,34954.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.912186612915235,-37.692706676284445,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-248363.0,-22083.288304706086,False,False,False,False,32930.895639077564,False,False,False,False
2024-01-11 17:00:00+00:00,5.235,5.515,5.185,5.32,93303.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.50191846247341,-37.692706676284445,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-341666.0,-27038.05902866413,False,False,False,False,33866.89725707636,False,False,False,False
2024-01-12 17:00:00+00:00,5.625,5.645,5.565,5.605,86424.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.178124706880283,-35.58190241314944,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-255242.0,-30576.10462511895,False,False,False,False,34681.73605929223,False,False,False,False
2024-01-15 17:00:00+00:00,5.605,5.605,5.605,5.605,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.628928869818196,-30.59525995598875,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-255242.0,-34059.2968014737,False,False,False,False,34144.03472503963,False,False,False,False
2024-01-16 17:00:00+00:00,5.115,5.115,5.025,5.045,75601.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.253379299337766,-30.59525995598875,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-330843.0,-38660.59452548186,False,False,False,False,34786.77837271344,False,False,False,False
2024-01-17 17:00:00+00:00,4.725,4.78,4.685,4.705,84938.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.970603625118382,-30.59525995598875,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-415781.0,-44507.42251733485,False,False,False,False,35564.31669251633,False,False,False,False
2024-01-18 17:00:00+00:00,4.645,4.66,4.59,4.66,59137.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.590165316737703,-30.59525995598875,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-474918.0,-51180.45472636842,False,False,False,False,35929.78465077189,False,False,False,False
2024-01-19 17:00:00+00:00,4.575,4.72,4.565,4.72,41941.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.230868622748687,-30.59525995598875,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-432977.0,-57099.78100968054,False,False,False,False,36022.98178796923,False,False,False,False
2024-01-22 17:00:00+00:00,4.805,4.87,4.765,4.865,36039.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.833148146601665,-30.59525995598875,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-396938.0,-62368.59060642968,False,False,False,False,36023.2301323418,False,False,False,False
2024-01-23 17:00:00+00:00,4.845,4.965,4.825,4.94,23611.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.954391970153935,-30.26889802682478,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-373327.0,-67189.6512171827,False,False,False,False,35830.792455871386,False,False,False,False
2024-01-24 17:00:00+00:00,4.815,4.855,4.77,4.81,44076.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.851068569679136,-28.900096679919766,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-417403.0,-72619.31553939692,False,False,False,False,35958.62513097416,False,False,False,False
2024-01-25 17:00:00+00:00,4.875,4.905,4.83,4.875,34768.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.7251782625117,-26.601191508063422,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-382635.0,-77425.76025971633,False,False,False,False,35940.165826617966,False,False,False,False
2024-01-26 17:00:00+00:00,4.845,4.93,4.83,4.875,61797.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.974584724400078,-24.911801794965655,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-382635.0,-82157.68645724011,False,False,False,False,36341.04697659288,False,False,False,False
2024-01-29 17:00:00+00:00,4.725,4.745,4.545,4.61,349496.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.633333333333333,,30.259846359679045,-24.911801794965655,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-732131.0,-92234.79209356196,False,False,False,False,41196.162527343375,False,False,False,False
2024-01-30 17:00:00+00:00,4.755,4.755,4.64,4.65,68355.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.641240039312258,,30.001614222597937,-24.911801794965655,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-663776.0,-101095.89609211139,False,False,False,False,41617.22977498146,False,False,False,False
2024-01-31 17:00:00+00:00,4.655,4.755,4.62,4.625,45199.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.643721970269588,,29.58496335017366,-24.911801794965655,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-708975.0,-110520.37832324144,False,False,False,False,41672.761096299575,False,False,False,False
