date,Close,High,Low,Open,Volume,aVWAP_peak_887,aVWAP_peak_876,aVWAP_peak_841,aVWAP_peak_767,aVWAP_peak_716,aVWAP_valley_903,aVWAP_valley_855,aVWAP_valley_833,aVWAP_valley_819,aVWAP_OB_bear_876,aVWAP_OB_bear_716,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,9.6442627624,9.8658522689,9.6442627624,9.8453753509,298934,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,298934.0,False,False,False,False
2022-01-04 00:00:00+00:00,9.8453753509,9.9458402302,9.6168383186,9.7356775754,386116,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,386116,15141.803921568628,False,False,False,False,302352.90196078434,False,False,False,False
2022-01-05 00:00:00+00:00,10.1287612709,10.4030057096,9.8088094257,9.9276486825,618259,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1004375,53935.26259131103,False,False,False,False,314741.3763936948,False,False,False,False
2022-01-06 00:00:00+00:00,9.6945409095,10.2018931212,9.4157257302,10.1470442335,540680,,,,,,,,,,,,,,#000000,,,,83.13155770755868,34.537261231928795,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,463695,70004.2719014557,False,False,False,False,323601.7145743342,False,False,False,False
2022-01-07 00:00:00+00:00,9.4340086927,9.6808286876,9.0774909224,9.6076968373,776336,,,,,,,,,,,,,,#000000,,,,67.76358030951486,21.387084299968706,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-312641,54998.5749641437,False,False,False,False,341356.0002773015,False,False,False,False
2022-01-10 00:00:00+00:00,9.004359072,9.4797160992,8.8215294462,9.4797160992,677723,,,,,,,,,,,,,,#000000,,,,53.66332829887908,9.901339614153656,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-990364,14003.9641812361,False,False,False,False,354546.8630115249,False,False,False,False
2022-01-11 00:00:00+00:00,9.095773885,9.2648912888,8.784963521,9.0135005533,431789,,,,,,,,,,,,,,#000000,,,,45.95562382018458,4.478295836607131,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-558575,-8450.112845479041,False,False,False,False,357575.9664228377,False,False,False,False
2022-01-12 00:00:00+00:00,9.3517353611,9.3974427676,9.0683494411,9.1871886979,340919,,,,,,,,,,,,,,#000000,,,,44.83242389737586,4.478295836607131,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-217656,-16654.265282911238,False,False,False,False,356922.7520533147,False,False,False,False
2022-01-13 00:00:00+00:00,9.1780472166,9.5420610016,9.1414812914,9.2877449921,639488,,,,,,,,,,,,,,#000000,,,,42.456686262190516,3.346310584825261,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-857144,-49614.64703652257,False,False,False,False,368003.742168871,False,False,False,False
2022-01-14 00:00:00+00:00,9.159764254,9.2603205482,8.876378334,9.2328961043,336567,,,,,,,,,,,,,,#000000,,,,40.70825398588784,2.0824270383059442,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1193711,-94481.17068214912,False,False,False,False,366770.9287504839,False,False,False,False
2022-01-18 00:00:00+00:00,9.1140568475,9.2420375856,8.9312272217,9.0683494411,474166,,,,,,,,,,,,,,#000000,,,,39.11142196705795,0.6392072763831464,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1667877,-156182.96791030013,False,False,False,False,370982.50017203356,False,False,False,False
2022-01-19 00:00:00+00:00,9.0774909224,9.4157257302,9.004359072,9.1871886979,349902,,,,,,,,,,,,,,#000000,,,,37.69146658397471,-0.875959571627817,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2017779,-229186.73387460207,False,False,False,False,370155.81389077735,False,False,False,False
2022-01-20 00:00:00+00:00,8.5655679701,9.3974427676,8.5564264888,9.095773885,839498,,,,,,,,,,,,,,#000000,,,,33.10022768686683,-5.4682857958542215,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2857277,-332249.09725206863,False,False,False,False,388561.38981662923,False,False,False,False
2022-01-21 00:00:00+00:00,7.7885420603,8.5290020449,7.7702590977,8.5290020449,1246601,,,,,,,,,,,,,,#000000,,,,27.29882879768251,-11.1045311580299,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4103878,-480156.11304610514,False,False,False,False,422210.001980683,False,False,False,False
2022-01-24 00:00:00+00:00,7.7611176164,7.8525324293,7.3771754022,7.560005028,716886,,,,,,,,,,,,,,#000000,,,,23.36232491933024,-14.920431987327035,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4820764,-650376.030181552,False,False,False,False,433765.92347163666,False,False,False,False
2022-01-25 00:00:00+00:00,7.6331368783,7.6971272474,7.3131850331,7.6697028035,561112,,,,,,,,,,,,,,#000000,,7.547816386266668,,20.41104031067406,-17.867503069344203,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5381876,-835925.0486058049,False,False,False,False,438759.8872570627,False,False,False,False
2022-01-26 00:00:00+00:00,7.7976835416,8.2090501997,7.7336931725,7.7885420603,907390,,,,,,,,,,,,,,#000000,,7.773757888811312,,20.785895896016935,-17.867503069344203,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4474486,-978613.7133663616,False,False,False,False,457137.5387371779,False,False,False,False
2022-01-27 00:00:00+00:00,7.6422783596,8.1450598306,7.6331368783,7.9073813171,1146560,,,,,,,,,,,,,,#000000,,7.7882559975308325,,20.471027750568787,-18.592592620568006,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5621046,-1160669.8814696416,False,False,False,False,484173.7136886611,False,False,False,False
2022-01-28 00:00:00+00:00,7.9165227984,7.9348057609,7.4503072525,7.6971272474,910706,,,,,,,,,,,,,,#000000,,7.782820316014937,,23.80114616775517,-18.592592620568006,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4710340,-1299872.6312159302,False,False,False,False,500900.470014596,False,False,False,False
2022-01-31 00:00:00+00:00,8.2090501997,8.295894272,7.8708153919,7.8708153919,422234,,,,,,,,,,,,,,#000000,,7.819443104817183,,29.13976632258271,-18.592592620568006,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4288106,-1417058.253521188,False,False,False,False,497815.5104061805,False,False,False,False
2022-02-01 00:00:00+00:00,8.5198605636,8.5472850075,8.1816257558,8.2090501997,393495,,,,,,,,,,,,,,#000000,,7.87353581213975,,35.42466340687107,-25.19789821753679,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3894611,-1514217.1847556513,False,False,False,False,493724.50999809505,False,False,False,False
2022-02-02 00:00:00+00:00,8.2456161249,8.6204168578,8.1816257558,8.5472850075,342031,,,,,,,,,,,,,,#000000,,7.908274281651194,,37.750583227062506,-22.88200549668452,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4236642,-1620978.942216214,False,False,False,False,487775.74490013055,False,False,False,False
2022-02-03 00:00:00+00:00,8.2547576061,8.3644553816,8.0170790926,8.1907672371,460713,,,,,,,,,,,,,,#000000,,7.935484368025721,,39.382870044896585,-21.097356156995843,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3775929,-1705486.7876195,False,False,False,False,486714.46078639996,False,False,False,False
2022-02-04 00:00:00+00:00,8.0993524242,8.3370309378,7.9204536353,8.3370309378,376389,,,,,,,,,,,,,,#000000,,7.947992508291491,,39.42352431739271,-20.663165039200578,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4152318,-1801440.9528108921,False,False,False,False,482387.9721281098,False,False,False,False
2022-02-07 00:00:00+00:00,8.0079376113,8.3370309378,7.9073813171,8.0993524242,445433,,,,,,,,,,,,,,#000000,,7.958155688326837,,38.85133106973135,-20.663165039200578,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4597751,-1911100.17034772,False,False,False,False,480938.75753485056,False,False,False,False
2022-02-08 00:00:00+00:00,8.3644553816,8.4193042694,7.9896546487,7.9896546487,665731,,,,,,,,,,,,,,#000000,,7.9882358869134755,,41.86168946389971,-17.352689742205584,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3932020,-1990351.9283732995,False,False,False,False,488185.512141327,False,False,False,False
2022-02-09 00:00:00+00:00,8.720973152,8.7575390772,8.2913235313,8.4193042694,259158,,,,,,,,,,,,,,#000000,,8.010865241467945,,46.51468698494782,-12.576960904850687,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3672862,-2056332.7154959154,False,False,False,False,479204.04107696126,False,False,False,False
