date,Open,High,Low,Close,Volume,aVWAP_peak_404,aVWAP_peak_388,aVWAP_peak_369,aVWAP_peak_292,aVWAP_peak_259,aVWAP_peak_200,aVWAP_peak_182,aVWAP_peak_153,aVWAP_peak_83,aVWAP_valley_432,aVWAP_valley_382,aVWAP_valley_343,aVWAP_OB_bull_432,aVWAP_OB_bear_259,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,118.51,119.77,118.445,118.6,9491.0,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9491.0,False,False,False,False
2023-12-15 17:00:00+00:00,119.35,119.86,118.52,118.775,3843.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3843.0,59.581395348837205,False,False,False,False,9403.434108527132,False,False,False,False
2023-12-18 17:00:00+00:00,119.38,119.695,117.67,117.91,4563.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.74741426238455,-48.88405008165407,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-720.0,47.49486208761492,False,False,False,False,9328.388618472447,False,False,False,False
2023-12-19 17:00:00+00:00,119.53,121.915,119.53,121.91,6514.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,75.94203854451811,-42.28362965397231,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5794.0,136.58796500098524,False,False,False,False,9284.754686403106,False,False,False,False
2023-12-20 17:00:00+00:00,122.97,123.59,120.82,120.905,11277.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.47454566170418,-40.72913556397718,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5483.0,49.462570194768404,False,False,False,False,9315.642210644919,False,False,False,False
2023-12-21 17:00:00+00:00,122.05,122.575,121.795,122.37,8566.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,74.2933376239105,-34.850003886366444,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3083.0,96.49415825376424,False,False,False,False,9304.019850789959,False,False,False,False
2023-12-22 17:00:00+00:00,130.09,132.38,130.09,132.38,35707.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.00294693086835,-24.10700443183447,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38790.0,696.3934736296749,False,False,False,False,9713.368380235075,False,False,False,False
2023-12-25 17:00:00+00:00,132.38,132.38,132.38,132.38,0.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,83.80935313550691,-15.295471098704212,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38790.0,1286.9920244261139,False,False,False,False,9562.77352162678,False,False,False,False
2023-12-26 17:00:00+00:00,131.135,133.605,131.135,133.605,6291.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,86.6061492900559,-7.610880228006998,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,45081.0,1965.9688922644686,False,False,False,False,9512.048350748844,False,False,False,False
2023-12-27 17:00:00+00:00,136.08,137.8,136.08,137.775,28262.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,137.21833333333333,,89.14070249906041,-0.43291254084555675,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,73343.0,3072.5895295937016,False,False,False,False,9802.745275543435,False,False,False,False
2023-12-28 17:00:00+00:00,135.04,136.24,135.025,135.765,8490.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,136.86219625235813,,86.98019812360174,1.7452625137665763,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64853.0,4030.425350840311,False,False,False,False,9782.392635612528,False,False,False,False
2023-12-29 17:00:00+00:00,135.86,136.65,135.76,136.085,10629.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,136.70579391880008,,85.66406433463891,4.483667605546188,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,75482.0,5138.201701990073,False,False,False,False,9795.518331184427,False,False,False,False
2024-01-01 17:00:00+00:00,136.085,136.085,136.085,136.085,0.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,136.70579391880008,,84.78664180866369,7.360623579812319,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,75482.0,6228.803225990227,False,False,False,False,9643.649829925753,False,False,False,False
2024-01-02 17:00:00+00:00,134.34,134.8,133.3,133.6,18950.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,135.9042110275236,,79.37581766710424,7.360623579812319,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,56532.0,7008.697749618284,False,False,False,False,9787.934328686593,False,False,False,False
2024-01-03 17:00:00+00:00,131.965,132.61,131.325,131.71,14917.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,135.16567845772616,,72.80198431040476,7.360623579812319,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41615.0,7545.22956745366,False,False,False,False,9867.454726691452,False,False,False,False
2024-01-04 17:00:00+00:00,131.92,133.5,131.48,132.12,7615.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,134.92582075779572,,68.83243163727957,7.360623579812319,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,49230.0,8191.505078035773,False,False,False,False,9832.532947983058,False,False,False,False
2024-01-05 17:00:00+00:00,132.89,132.89,131.25,131.61,8808.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,134.65445434161626,,65.34970817473157,7.360623579812319,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,40422.0,8691.20267372514,False,False,False,False,9816.648716231382,False,False,False,False
2024-01-08 17:00:00+00:00,131.925,134.43,131.925,134.42,8585.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,134.5685859465191,,65.85006196701245,7.360623579812319,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,49007.0,9316.253795062734,False,False,False,False,9797.553387297561,False,False,False,False
2024-01-09 17:00:00+00:00,133.51,133.98,133.02,133.595,8129.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,134.4948951931343,,64.78053437264326,7.360623579812319,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,40878.0,9805.583193588893,False,False,False,False,9771.684342533259,False,False,False,False
2024-01-10 17:00:00+00:00,134.08,134.22,133.445,133.75,12065.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,134.4290700804007,,64.23106932138715,7.360623579812319,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52943.0,10474.380353378212,False,False,False,False,9807.23962404437,False,False,False,False
2024-01-11 17:00:00+00:00,133.16,134.48,133.08,134.07,6641.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,134.4015061499275,,64.22853916213691,7.360623579812319,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59584.0,11235.76980526382,False,False,False,False,9758.150637625078,False,False,False,False
2024-01-12 17:00:00+00:00,134.645,137.0,134.56,136.805,6693.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,135.3027679252752,,66.86909447806327,7.360623579812319,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,66277.0,12089.122211383761,False,False,False,False,9710.628922313063,False,False,False,False
2024-01-15 17:00:00+00:00,136.805,136.805,136.805,136.805,0.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,135.3027679252752,,68.62946468868086,8.967050407707049,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,66277.0,12929.244347641377,False,False,False,False,9560.076535920613,False,False,False,False
