date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_174,aVWAP_peak_169,aVWAP_valley_176,aVWAP_valley_171,aVWAP_valley_167,aVWAP_valley_159,aVWAP_valley_144,aVWAP_valley_141,aVWAP_valley_137,aVWAP_valley_129,aVWAP_valley_120,aVWAP_OB_bull_144,aVWAP_OB_bull_120,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,1.65,1.7,1.44,1.68,2039572,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2039572.0,False,False,False,False
2022-01-07 00:00:00+00:00,1.59,1.7,1.5,1.64,501994,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-501994,-37184.74074074074,False,False,False,False,1925677.3333333333,False,False,False,False
2022-01-14 00:00:00+00:00,1.59,1.7,1.5,1.59,833182,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-501994,-71615.0562414266,False,False,False,False,1844751.7530864198,False,False,False,False
2022-01-21 00:00:00+00:00,1.55,1.7,1.51,1.56,1088075,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1590069,-184093.12614946906,False,False,False,False,1788701.6232281665,False,False,False,False
2022-01-28 00:00:00+00:00,1.44,1.62,1.42,1.53,1122599,,,,,,,,,,,,,,,,,#000000,,1.4933333333333334,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2712668,-371394.9686569158,False,False,False,False,1739360.6881742284,False,False,False,False
2022-02-04 00:00:00+00:00,1.47,1.6,1.44,1.47,528740,,,,,,,,,,,,,,,,,#000000,,1.4965352198024353,,4.023366920334158,-46.19666095812162,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2183928,-505656.67468232947,False,False,False,False,1649685.081642804,False,False,False,False
2022-02-11 00:00:00+00:00,1.5,1.57,1.48,1.48,867485,,,,,,,,,,,,,,,,,#000000,,1.5034685062023654,,10.115374143445518,-40.602831288865985,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1316443,-565714.9210021569,False,False,False,False,1591744.334854448,False,False,False,False
2022-02-18 00:00:00+00:00,1.515,1.56,1.48,1.54,843227,,,,,,,,,,,,,,,,,#000000,,1.5071967136528666,,15.866513705594262,-35.53640240131318,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-473216,-558863.1490760712,False,False,False,False,1536298.6063467113,False,False,False,False
2022-02-25 00:00:00+00:00,0.97,1.52,0.8662,1.5,4087295,,,,,,,,,,,,,,,,,#000000,,1.2063942968774262,,13.764253090106564,-34.21555237950942,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4560511,-855281.5084037697,False,False,False,False,1725261.3021728809,False,False,False,False
2022-03-04 00:00:00+00:00,0.99,1.07,0.9,0.99,1392300,,,,,,,,,,,,,,,,,#000000,,1.1654136659525505,,12.980990933003142,-34.51494163395925,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-3168211,-1026609.6188923793,False,False,False,False,1700597.5020119266,False,False,False,False
2022-03-11 00:00:00+00:00,1.0777,1.12,0.96,1.05,2078155,,,,,,,,,,,,,,,,,#000000,,1.1425572993128204,,15.328435410053459,-34.51494163395925,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.27843025289712897,-0.3106292536562615,False,False,False,False,-1090056,-1031309.3508262772,False,False,False,False,1728564.7240851172,False,False,False,False
2022-03-18 00:00:00+00:00,1.08,1.09,0.974951,1.06,1318006,,,,,,,,,,,,,,,,,#000000,,1.1318387095658906,,17.077291372304636,-36.28779183028773,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.28709793689440527,-0.29886359527533335,False,False,False,False,227950,-938030.8803947011,False,False,False,False,1698152.966745479,False,False,False,False
2022-03-25 00:00:00+00:00,1.11,1.1299,1.07,1.07,693006,,,,,,,,,,,,,,,,,#000000,,1.1306032792897511,,19.287959031985828,-34.452686529312544,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.21069735886653998,-0.25478047707093665,False,False,False,False,920956,-800328.1485136122,False,False,False,False,1623697.6358754435,False,False,False,False
2022-04-01 00:00:00+00:00,1.09,1.12,1.02,1.12,1588575,,,,,,,,,,,,,,,,,#000000,,1.1247405615878372,,20.656492696008296,-33.38808689403031,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.23008723651374366,-0.24243385679234014,False,False,False,False,-667619,-790497.8412163076,False,False,False,False,1621095.9591439292,False,False,False,False
2022-04-08 00:00:00+00:00,1.23,1.35,1.08,1.1,1382454,,,,,,,,,,,,,,,,,#000000,,1.1631439427865693,,25.584839413361728,-28.898762072442032,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.04892794718420508,-0.1456809019882726,False,False,False,False,714835,-678991.7048299144,False,False,False,False,1603418.7769851196,False,False,False,False
2022-04-15 00:00:00+00:00,1.2,1.2598,1.18,1.24,926600,,,,,,,,,,,,,,,,,#000000,,1.1656883869020673,,28.670387827463554,-26.248024452965915,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.04292640022733899,-0.0943036511078058,False,False,False,False,-211765,-644382.3192869577,False,False,False,False,1553284.0527639997,False,False,False,False
2022-04-22 00:00:00+00:00,1.11,1.22,1.07,1.22,627717,,,,,,,,,,,,,,,,,#000000,,1.1596468718431205,,29.686442516424556,-25.54358707756106,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.13340262224107233,-0.11385313667443905,False,False,False,False,-839482,-658834.1474879237,False,False,False,False,1484723.5303370366,False,False,False,False
2022-04-29 00:00:00+00:00,1.07,1.1,1.0,1.1,896496,,,,,,,,,,,,,,,,,#000000,,1.145655841453422,,29.937021717215096,-25.463574220099154,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.14845013035335414,-0.13115163351389658,False,False,False,False,-1735978,-738622.5810073367,False,False,False,False,1441151.1206824412,False,False,False,False
