date,Close,High,Low,Open,Volume,aVWAP_peak_184,aVWAP_peak_160,aVWAP_peak_152,aVWAP_peak_146,aVWAP_valley_187,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_158,aVWAP_valley_149,aVWAP_valley_132,aVWAP_valley_127,aVWAP_valley_122,aVWAP_valley_113,aVWAP_valley_95,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-04-15 00:00:00+00:00,73.501242554,74.9818977501,69.4768976621,69.7236735281,1050797,,,,,,,,,,,,,,,,,#000000,,80.13698591454884,,37.98945741610711,-44.14387245755471,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.3291077547463002,-0.29599618004549644,False,False,False,False,-2799824,-23775.634313051763,False,False,False,False,1399079.6396502247,False,False,False,False
2022-04-22 00:00:00+00:00,82.869234083,86.9125617339,73.1120959961,73.3019235853,2311567,,,,,,,,,,,,,,,,,#000000,,81.24929286651589,,40.38465933385752,-43.43382823548892,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.08371473177038856,-0.1898554559079425,False,False,False,False,-488257,-58181.661400973855,False,False,False,False,1466671.2959724304,False,False,False,False
2022-04-29 00:00:00+00:00,83.3532944356,85.9444410287,80.3540185256,81.8631478601,1788962,,,,,,,,,,,,,,,,,#000000,,81.85081080473414,,42.24957968167819,-39.51279577935276,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.010874378107359412,-0.08949053890029154,False,False,False,False,1300705,42476.60981391309,False,False,False,False,1490544.681455954,False,False,False,False
2022-05-06 00:00:00+00:00,86.3430789662,89.0196479744,82.7471749432,83.5241392659,1536186,,,,,,,,,,,,,,,,,#000000,,83.36272674736692,,44.52797423530687,-35.28850297836799,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.09342006267426248,0.0019647618869854666,False,False,False,False,2836891,249470.26834621583,False,False,False,False,1493925.519866624,False,False,False,False
2022-05-13 00:00:00+00:00,81.6258633735,86.2196910331,79.1391219545,84.5397168684,1808941,,,,,,,,,,,,,,,,,#000000,,82.9289965570823,,44.786378071057655,-33.088519800289156,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.0884009072705218,0.04518283457875363,False,False,False,False,1027950,307135.43365390354,False,False,False,False,1517259.9998765036,False,False,False,False
2022-05-20 00:00:00+00:00,82.7078806322,86.62782035,80.4109668024,81.9295875163,1802475,,,,,,,,,,,,,,,,,#000000,,82.96708623673385,,45.32812684733831,-30.65433094700164,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.12110981882249545,0.08314632670062455,False,False,False,False,2830425,494045.7719017626,False,False,False,False,1538387.0369226886,False,False,False,False
2022-05-27 00:00:00+00:00,86.381044484,88.0372902001,78.7784495349,83.6095616811,2016452,,,,,,,,,,,,,,,,,#000000,,83.18190245686039,,46.886814442058395,-27.32600874312287,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.15173544125298086,0.1174408839768027,False,False,False,False,4846877,816477.7147238542,False,False,False,False,1573799.2564098968,False,False,False,False
2022-06-03 00:00:00+00:00,89.4657428092,90.8989411079,82.4705961456,85.8400358547,2851061,,,,,,,,,,,,,,,,,#000000,,84.57525747190112,,48.91036782337649,-23.679916577440036,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.34282824943233076,0.23013456670456672,False,False,False,False,7697938,1326215.513633198,False,False,False,False,1668411.237416571,False,False,False,False
2022-06-10 00:00:00+00:00,83.1065185696,89.9592945412,81.8536564806,89.4657428092,2350498,,,,,,,,,,,,,,,,,#000000,,84.39328485532043,,48.42693185609108,-22.59456099864435,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.30451676217731544,0.2673256644409411,False,False,False,False,5347440,1624083.9941048129,False,False,False,False,1718936.1827931213,False,False,False,False
2022-06-17 00:00:00+00:00,74.0897080807,80.9709581906,73.1975184112,80.7716392219,2538979,,,,,,,,,,,,,,,,,#000000,,82.82211159117143,,45.92729272604712,-22.59456099864435,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.10876568507123317,0.07927998968485395,False,False,False,False,2808461,1711815.624171123,False,False,False,False,1779680.095178816,False,False,False,False
2022-06-24 00:00:00+00:00,72.1432779108,76.3306749845,67.9796999332,75.7447252233,2286024,,,,,,,,,,,,,,,,,#000000,,78.86700630899878,,43.73805023094831,-22.59456099864435,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.34282825441539394,-0.13177413236527,False,False,False,False,522437,1623713.503862151,False,False,False,False,1817187.0510914961,False,False,False,False
2022-07-01 00:00:00+00:00,77.240564451,77.4311172189,70.2758607858,72.2766648483,1902463,,,,,,,,,,,,,,,,,#000000,,78.68587527572272,,43.77691021820451,-22.59456099864435,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.9302380088387167,1.0563103214170397,False,False,False,False,-0.25846088139927015,-0.1951175068822701,False,False,False,False,2424900,1683060.651724214,False,False,False,False,1823503.7880476816,False,False,False,False
2022-07-08 00:00:00+00:00,77.0595393216,78.8316800626,70.7998808974,73.9058910135,1630768,,,,,,,,,,,,,,,,,#000000,,78.52823122549034,,43.76147900743417,-22.149417017124282,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.9340736948151086,1.0483287554292824,False,False,False,False,-0.21227571259137967,-0.20369660973682488,False,False,False,False,794132,1617214.0849298278,False,False,False,False,1809227.0630071126,False,False,False,False
2022-07-15 00:00:00+00:00,78.3267152278,80.0272081282,75.3255091341,76.2878006117,1565697,,,,,,,,,,,,,,,,,#000000,,78.61888248829835,,44.155472713541506,-20.59450726992101,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.9524324160682379,1.0642020346216394,False,False,False,False,-0.07936941025582646,-0.14153300999632568,False,False,False,False,2359829,1672222.5971572478,False,False,False,False,1791187.7990806599,False,False,False,False
2022-07-22 00:00:00+00:00,93.2565245895,98.1000901192,78.9936499153,79.2318408751,6095431,,,,,,,,,,,,,,,,,#000000,,84.18583153692637,,48.218422038031946,-15.634455705407966,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9767515940228895,0.9644390596302539,False,False,False,False,0.34282824989689736,0.10064761995028584,False,False,False,False,8455260,2174669.812182637,False,False,False,False,2110020.6287783887,False,False,False,False
2022-07-29 00:00:00+00:00,89.2168059109,95.3049668439,87.3970269778,94.094956768,1586145,,,,,,,,,,,,,,,,,#000000,,84.69874544265556,,50.030225824283356,-13.018439821458628,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.0235902879279248,0.9539275612359674,False,False,False,False,0.34282825055695987,0.22173793525362284,False,False,False,False,6869115,2522406.492761701,False,False,False,False,2071215.0266466562,False,False,False,False
2022-08-05 00:00:00+00:00,85.3009465314,90.9794190136,83.0143133171,89.2072782725,798669,,,,,,,,,,,,,,,,,#000000,,84.70898160201014,,50.333315221662026,-11.912315337484408,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9835372744105424,1.0011634686636697,False,False,False,False,0.1822866309242712,0.20201228308894703,False,False,False,False,6070446,2785224.234038612,False,False,False,False,1976952.3580061633,False,False,False,False
2022-08-12 00:00:00+00:00,90.8460320761,91.3795798261,84.6435394823,85.8344942814,890404,,,,,,,,,,,,,,,,,#000000,,84.86361039001633,,51.7791329517261,-9.739404048871833,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9813800469250719,1.007442559874531,False,False,False,False,0.21859841840722433,0.21030535074808568,False,False,False,False,6960850,3094529.846332048,False,False,False,False,1896467.2944501513,False,False,False,False
2022-08-19 00:00:00+00:00,88.5212883082,90.5125647323,87.6352179377,89.6360220002,493367,,,,,,,,,,,,,,,,,#000000,,84.94283376980296,,52.210219031136084,-8.595234843031541,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9848134447500011,1.0018222668505703,False,False,False,False,0.2572348753256563,0.233770113036871,False,False,False,False,6467483,3344378.2280852296,False,False,False,False,1792533.9393056955,False,False,False,False
2022-08-26 00:00:00+00:00,89.7503536609,92.5324240716,86.0726852412,87.2445847635,654443,,,,,,,,,,,,,,,,,#000000,,85.06367298980604,,52.799468170812816,-7.323420780223806,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.0021555042933876,0.9932535624488241,False,False,False,False,0.2656466673598885,0.24970839019837976,False,False,False,False,7121926,3624196.581560398,False,False,False,False,1708230.906764533,False,False,False,False
2022-09-02 00:00:00+00:00,80.8324841251,91.8369064689,80.7181524644,88.6070370537,1010619,,,,,,,,,,,,,,,,,#000000,,84.97704703194817,,51.037065509498696,-7.323420780223806,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9487136265788458,1.0077543532576678,False,False,False,False,0.1395290148934474,0.19461870254591357,False,False,False,False,6111307,3808426.982926294,False,False,False,False,1656555.950707901,False,False,False,False
2022-09-09 00:00:00+00:00,81.3660318751,81.7090268573,76.8689865537,80.0321625001,500409,,,,,,,,,,,,,,,,,#000000,,84.82798490717971,,49.91459995993715,-7.323420780223806,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9696369323665186,1.0332366389917025,False,False,False,False,-0.1526262230190297,0.020996239763441935,False,False,False,False,6611716,4016078.0212280503,False,False,False,False,1570915.435840649,False,False,False,False
2022-09-16 00:00:00+00:00,76.6212679555,84.2433786698,75.7066146698,81.3660318751,905634,,,,,,,,,,,,,,,,,#000000,,84.53403135089977,,48.05580798667481,-7.323420780223806,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.955335818608477,1.0302157735221924,False,False,False,False,-0.22266569242251372,-0.10083472632953588,False,False,False,False,5706082,4141263.5011370834,False,False,False,False,1521635.3294820825,False,False,False,False
2022-09-23 00:00:00+00:00,68.0596185598,79.2413685135,67.3469774378,76.00197146,2438948,,,,,,,,,,,,,,,,,#000000,,83.13368441599077,,45.09322655893884,-7.323420780223806,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9274832286988732,1.0531218453740543,False,False,False,False,-0.34282825441539394,-0.2218314903724649,False,False,False,False,3267134,4076513.1677195216,True,False,False,False,1589584.4161871134,True,False,False,False
2022-09-30 00:00:00+00:00,69.341416014,71.6084756906,66.5769424,67.4378511379,1196349,,,,,,,,,,,,,,,,,#000000,,82.45002443241651,,43.34575535614329,-7.323420780223806,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9600173492979306,1.0446400193517735,False,False,False,False,-0.34282825441539394,-0.2823298723939294,False,False,False,False,4463483,4105177.5997402975,False,False,False,False,1560455.86683992,False,False,False,False
2022-10-07 00:00:00+00:00,68.7483455501,74.3825149572,66.4908515262,70.5466882471,1041577,,,,,,,,,,,,,,,,,#000000,,78.93731153055953,,41.984408157431545,-0.3106624415572128,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9867052131271212,0.9914874361398798,False,False,False,False,-0.29432358236848627,-0.28832672738120785,False,False,False,False,3421906,4054564.888648424,False,False,False,False,1522020.3952221482,False,False,False,False
2022-10-14 00:00:00+00:00,71.1110617531,72.1824148492,68.5665981499,69.5327290669,717648,,,,,,,,,,,,,,,,,#000000,,78.75734108942211,,41.74145971662654,-0.8598991997930412,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9884415180124536,0.9977891806970843,False,False,False,False,-0.2965365492274096,-0.29243163830430874,False,False,False,False,4139554,4060860.37837817,False,False,False,False,1462437.2548353223,False,False,False,False
2022-10-21 00:00:00+00:00,69.609254288,73.0815861977,67.0839219901,73.0146266292,626980,,,,,,,,,,,,,,,,,#000000,,78.51692871178635,,41.24438154398929,-1.6798991698281043,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9624278538848321,1.052804028141409,False,False,False,False,-0.30695865837678626,-0.2996951483405475,False,False,False,False,3512574,4020246.5725723794,False,False,False,False,1400551.532254928,False,False,False,False
2022-10-28 00:00:00+00:00,74.0285858094,74.497302789,68.4135477076,68.8153051186,764361,,,,,,,,,,,,,,,,,#000000,,78.44653811187672,,42.25840018949245,-1.6798991698281043,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9330615701766076,1.0407965121382359,False,False,False,False,-0.25844439765543104,-0.2790697729979893,False,False,False,False,4276935,4039260.5301596103,False,False,False,False,1353426.3076434517,False,False,False,False
2022-11-04 00:00:00+00:00,74.7077471471,75.8173628538,68.4900729287,72.7659196604,608330,,,,,,,,,,,,,,,,,#000000,,78.40069518545019,,43.187430587176536,-1.6798991698281043,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9219290325931155,1.0492826987514519,False,False,False,False,-0.2157241718589938,-0.24739697242849157,False,False,False,False,4885265,4101927.527925565,False,False,False,False,1298233.9885587518,False,False,False,False
2022-11-11 00:00:00+00:00,79.2131695423,80.6097548283,74.4112119152,75.3486458742,597750,,,,,,,,,,,,,,,,,#000000,,78.59434774542191,,45.165983427179015,-1.6798991698281043,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9696211821014376,1.012323800404553,False,False,False,False,0.1825301765368828,-0.03243339794580438,False,False,False,False,5483015,4204230.303634782,False,False,False,False,1246346.285702548,False,False,False,False
2022-11-18 00:00:00+00:00,77.9696346986,83.1350871262,77.4913520664,79.0983817106,495683,,,,,,,,,,,,,,,,,#000000,,78.49761756808434,,46.23032666059737,-1.6798991698281043,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.978567798612577,1.0017822988580363,False,False,False,False,0.34282824781446786,0.15519742493433175,False,False,False,False,4987332,4262237.836698873,False,False,False,False,1190741.5978727296,False,False,False,False
2022-11-25 00:00:00+00:00,79.0696847526,81.7958957561,76.3052111386,76.7069685496,353686,,,,,,,,,,,,,,,,,#000000,,78.541425026365,,47.320229957184,-1.6798991698281043,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9804293292584846,1.0158112599546871,False,False,False,False,0.2615330594883561,0.20836524221134392,False,False,False,False,5341018,4342147.4784248825,False,False,False,False,1128737.4795117867,False,False,False,False
2022-12-02 00:00:00+00:00,74.5546967048,78.4383516781,74.0477171147,78.4383516781,530927,,,,,,,,,,,,,,,,,#000000,,78.19278251429536,,46.80742597679699,-1.6798991698281043,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9459856020383082,1.0450429775712693,False,False,False,False,0.09083725470818668,0.1496012484597653,False,False,False,False,4810091,4376809.961504521,False,False,False,False,1084455.221770173,False,False,False,False
2022-12-09 00:00:00+00:00,72.7754853131,74.8894945473,71.1014961004,73.9711918936,670583,,,,,,,,,,,,,,,,,#000000,,77.66914140145472,,45.96338280474453,-1.6798991698281043,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9324045960164523,1.0599022900275379,False,False,False,False,-0.1430577572036753,0.0032717456280449975,False,False,False,False,4139508,4359232.0384301115,False,False,False,False,1053798.0201575675,False,False,False,False
2022-12-16 00:00:00+00:00,69.0640120873,75.8077972011,68.5283355393,72.7276570499,590960,,,,,,,,,,,,,,,,,#000000,,77.22877926756188,,44.40995393587798,-1.6798991698281043,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9661337116000212,1.0189807719865274,False,False,False,False,-0.19801805921245402,-0.09737315679220451,False,False,False,False,3548548,4299181.3689167695,False,False,False,False,1019513.722368118,False,False,False,False
2022-12-23 00:00:00+00:00,67.7822146331,70.1640621414,65.7638619253,68.5379011919,475466,,,,,,,,,,,,,,,,,#000000,,73.88983808785272,,42.98419282155321,-1.827064287404383,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.9788713333177488,1.0249029498140019,False,False,False,False,-0.34282825441539394,-0.22010070560379924,False,False,False,False,3073082,4208359.193441453,True,False,False,False,979213.8910815908,False,False,False,False
2022-12-30 00:00:00+00:00,69.4299118482,72.023088802,67.7343863699,69.1596686138,404189,,,,,,,,,,,,,,,,,#000000,,73.8903976193507,,42.593128551417806,-2.373044109671902,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.9767166099413891,1.0210688942601298,False,False,False,False,-0.23172624257650204,-0.22591347409015064,False,False,False,False,3477271,4154204.51244579,False,False,False,False,936619.4547051766,False,False,False,False
2023-01-06 00:00:00+00:00,72.3880544474,73.5021601016,69.4683292846,69.5067467209,418200,,,,,,,,,,,,,,,,,#000000,,74.04068840487534,,43.400981706556685,-2.373044109671902,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1,0.9828744070951877,1.0208777525923447,False,False,False,False,-0.142768955341997,-0.18434121471607381,False,False,False,False,3895471,4135039.067079435,False,False,False,False,898218.0136159043,False,False,False,False
2023-01-13 00:00:00+00:00,69.7180426209,72.9066898381,68.9592982529,72.78183317,415844,,,,,,,,,,,,,,,,,#000000,,73.95607853098547,,43.20858577045242,-2.373044109671902,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1,0.9539520462425028,1.0312303185779228,False,False,False,False,-0.1730278533778893,-0.17868453404698156,False,False,False,False,3479627,4086490.025073551,False,False,False,False,862486.6051999113,False,False,False,False
2023-01-20 00:00:00+00:00,71.5620795658,73.1275900972,67.9028187532,69.6316033891,489785,,,,,,,,,,,,,,,,,#000000,,73.88549073092902,,43.75891762973774,-2.373044109671902,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1,0.9243994431677877,1.149833283807524,False,False,False,False,-0.19612672329710806,-0.1874056286720448,False,False,False,False,3969412,4077817.578771807,False,False,False,False,834879.0788888067,False,False,False,False
2023-01-27 00:00:00+00:00,83.5291109896,84.4991512575,71.4180141795,71.8502103384,1193591,,,,,,,,,,,,,,,,,#000000,,75.28829379439262,,47.69707965739076,-6.821786618799429,False,False,False,False,True,0.6667303286223287,0.0,0.0,0.0,0.0,1,0.8971685125611297,1.059357084832524,False,False,False,False,0.2714714371747454,0.04203290425135031,False,False,False,False,5163003,4158201.684047969,False,False,False,True,861450.3323044507,False,False,False,False
2023-02-03 00:00:00+00:00,83.2217714988,87.822259502,81.9828091764,83.020079958,893901,,,,,,,,,,,,,,,,,#000000,,77.45873094172937,,50.408376931588194,-4.191552178002404,False,False,False,False,True,0.483019673996985,0.0,0.0,0.0,0.0,1,0.987518617074697,1.0132126996608428,False,False,False,True,0.3428282500427845,0.1924305771470674,False,False,False,False,4269102,4166416.5222666385,False,False,False,False,863854.085467084,False,False,False,False
2023-02-10 00:00:00+00:00,81.8771612265,84.2494379212,80.7054294177,82.8568058535,581631,,,,,,,,,,,,,,,,,#000000,,77.67871894833053,,51.8847050932512,-2.786150552165182,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9690835667953034,1.0383343589500318,False,False,False,False,0.24001253698932776,0.21622155706819757,False,False,False,False,3687471,4130939.0761728133,False,False,False,False,842948.6717287814,False,False,False,False
2023-02-17 00:00:00+00:00,74.7795398603,83.1545409852,74.635474474,82.5974881581,910398,,,,,,,,,,,,,,,,,#000000,,77.2359812788302,,50.756929948833616,-2.786150552165182,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9172232001441615,1.0405014154937136,False,False,False,False,0.09621660851101285,0.15621908278960522,False,False,False,False,2777073,4030652.700160012,False,False,False,False,847944.9182673902,False,False,False,False
2023-02-24 00:00:00+00:00,72.5993503473,73.655829847,70.1118213435,73.655829847,558237,,,,,,,,,,,,,,,,,#000000,,76.61153224033707,,49.35867300426139,-2.786150552165182,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1,0.9033024662301717,1.1045832997729599,False,False,False,False,-0.17915771434198244,-0.011469315776188607,False,False,False,False,2218836,3896444.055703715,False,False,False,False,826485.0724698057,False,False,False,False
2023-03-03 00:00:00+00:00,74.2897175468,75.1252967875,69.6892295436,73.214029329,854179,,,,,,,,,,,,,,,,,#000000,,76.06231789363851,,48.89666284336194,-2.786150552165182,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1,0.9310988739008704,1.0946210405776884,False,False,False,False,-0.22252261277558003,-0.11699596427588432,False,False,False,False,3073015,3835449.310836773,False,False,False,False,828536.4745090794,False,False,False,False
