date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_176,aVWAP_peak_169,aVWAP_peak_161,aVWAP_peak_152,aVWAP_peak_130,aVWAP_peak_106,aVWAP_peak_87,aVWAP_peak_83,aVWAP_peak_65,aVWAP_peak_57,aVWAP_peak_50,aVWAP_peak_46,aVWAP_peak_32,aVWAP_peak_23,aVWAP_peak_13,aVWAP_valley_182,aVWAP_OB_bear_152,aVWAP_OB_bear_130,aVWAP_OB_bear_106,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,34.75,36.84,34.35,36.0,3556376,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3556376.0,False,False,False,False
2022-01-07 00:00:00+00:00,31.91,35.84,30.34,34.96,7014840,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7014840,-519617.77777777775,False,False,False,False,3812558.5185185187,False,False,False,False
2022-01-14 00:00:00+00:00,31.0,34.75,29.81,30.74,5481019,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12495859,-1406746.757201646,False,False,False,False,3936148.183813443,False,False,False,False
2022-01-21 00:00:00+00:00,30.12,32.21,29.0,30.07,6839762,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19335621,-2734811.51592745,False,False,False,False,4151230.688716151,False,False,False,False
2022-01-28 00:00:00+00:00,32.15,32.8,28.76,29.37,10535596,,,,,,,,,,,,,,,,,,,,,,,#000000,,31.23666666666667,,9.742872771271188,-40.789940583407706,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8800025,-3184086.588821713,False,False,False,False,4624146.63770014,False,False,False,False
2022-02-04 00:00:00+00:00,31.75,33.98,30.19,32.33,7930721,,,,,,,,,,,,,,,,,,,,,,,#000000,,31.553042574398205,,16.04776617290326,-35.229456055686555,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16730746,-4187542.841501586,False,False,False,False,4869078.071944574,False,False,False,False
2022-02-11 00:00:00+00:00,33.65,35.42,31.65,31.65,5755632,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.03310510534612,,25.51396973150066,-26.830916950966287,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10975114,-4690325.8902792465,False,False,False,False,4934748.733282013,False,False,False,False
2022-02-18 00:00:00+00:00,31.75,35.61,31.7,33.4,5527150,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.61823123035312,,29.262916573234058,-24.067782382726318,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16502264,-5565284.26877708,False,False,False,False,4978630.308594457,False,False,False,False
2022-02-25 00:00:00+00:00,32.88,33.22,28.76,31.2,4305826,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.273995996921684,,34.04816289134637,-20.24694957334229,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12196438,-6056480.841460259,False,False,False,False,4928792.952402274,False,False,False,False
2022-03-04 00:00:00+00:00,29.66,34.51,29.21,33.19,5123931,,,,,,,,,,,,,,,,,,,,,,,#000000,,31.98836551473975,,33.93699333447185,-20.24694957334229,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.16550274862320646,-0.16550274862320646,False,False,False,False,-17320369,-6890842.927278018,False,False,False,False,4943247.622594698,False,False,False,False
2022-03-11 00:00:00+00:00,26.59,30.7,26.53,29.71,6026212,,,,,,,,,,,,,,,,,,,,,,,#000000,,31.138733514593465,,31.787874543509865,-20.24694957334229,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.2541655015193002,False,False,False,False,-23346581,-8109786.488220387,False,False,False,False,5023467.206106202,False,False,False,False
2022-03-18 00:00:00+00:00,34.92,35.23,24.02,26.06,16812324,,,,,,,,,,,,,,,,,,,,,,,#000000,,31.30140515422042,,38.34438135546552,-17.886194489648574,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2003775114039453,-0.22727150646162275,False,False,False,False,-6534257,-7993080.600204063,False,False,False,False,5896715.857505742,False,False,False,False
2022-03-25 00:00:00+00:00,35.53,37.25,34.2254,34.45,6751062,,,,,,,,,,,,,,,,,,,,,,,#000000,,32.080562804372754,,43.406679114849155,-13.53908577163201,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282824401684264,0.057778368777609945,False,False,False,False,216805,-7384940.926114873,False,False,False,False,5960000.756949762,False,False,False,False
2022-04-01 00:00:00+00:00,34.22,38.75,33.71,35.37,6805367,,,,,,,,,,,,,,,,35.56,,,,,35.56,,#000000,,33.32436267649996,,46.01055071397152,-11.516652434032046,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282824468909573,0.20030330673335284,False,False,False,False,-6588562,-7325949.894550809,False,False,False,False,6022620.478657187,False,False,False,False
2022-04-08 00:00:00+00:00,31.37,36.93,30.93,34.59,5148001,,,,,,,,,,,,,,,,34.490493691540884,,,,,34.490493691540884,,#000000,,33.08226901694627,,45.94414434906147,-11.516652434032046,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.13140778806128747,0.16585554739732017,False,False,False,False,-11736563,-7652661.976435934,False,False,False,False,5957833.850608507,False,False,False,False
