date,Open,High,Low,Close,Volume,aVWAP_peak_385,aVWAP_valley_426,aVWAP_valley_401,aVWAP_valley_371,aVWAP_valley_343,aVWAP_valley_322,aVWAP_valley_273,aVWAP_valley_241,aVWAP_valley_191,aVWAP_valley_170,aVWAP_valley_131,aVWAP_valley_130,aVWAP_valley_107,aVWAP_valley_54,aVWAP_OB_bull_401,aVWAP_OB_bull_273,aVWAP_OB_bull_170,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,4.995,4.995,4.825,4.88,40098.0,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,40098.0,False,False,False,False
2023-12-15 17:00:00+00:00,4.775,4.795,4.69,4.72,49206.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-49206.0,-762.8837209302326,False,False,False,False,40239.20930232558,False,False,False,False
2023-12-18 17:00:00+00:00,4.745,4.77,4.7,4.765,33592.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.011869436201764,-62.017804154302645,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15614.0,-993.1335857220118,False,False,False,False,40136.151793762394,False,False,False,False
2023-12-19 17:00:00+00:00,5.05,5.095,4.97,5.095,69398.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.18581231915233,-41.260068616026956,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,53784.0,-143.8757006720581,False,False,False,False,40589.823858975375,False,False,False,False
2023-12-20 17:00:00+00:00,5.055,5.08,4.935,4.935,16754.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.35712912290997,-33.95442095582984,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37030.0,432.46345747789627,False,False,False,False,40220.27620224707,False,False,False,False
2023-12-21 17:00:00+00:00,5.075,5.09,5.015,5.06,21551.0,,,,,,,,,,,,,,,,,,,,#000000,,,,46.66690013550138,-26.13719329322671,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,58581.0,1333.9911558115723,False,False,False,False,39930.830059576576,False,False,False,False
2023-12-22 17:00:00+00:00,5.095,5.145,5.07,5.09,36078.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,52.80257044162877,-20.018154024555436,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,94659.0,2780.8905177369743,False,False,False,False,39871.096260203296,False,False,False,False
2023-12-25 17:00:00+00:00,5.09,5.09,5.09,5.09,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.893017312380366,-15.434566726203542,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,94659.0,4205.357331415471,False,False,False,False,39252.93972903735,False,False,False,False
2023-12-26 17:00:00+00:00,5.085,5.095,5.055,5.09,4516.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.61998189288143,-11.771585368545047,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,94659.0,5607.73938829275,False,False,False,False,38714.382523936,False,False,False,False
2023-12-27 17:00:00+00:00,5.175,5.23,5.125,5.145,22907.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,5.166666666666666,,62.750705678549096,-7.499220533606319,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,117566.0,7343.526374520769,False,False,False,False,38469.306825890475,False,False,False,False
2023-12-28 17:00:00+00:00,5.035,5.065,4.975,4.985,19204.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,5.094461462959004,,58.636972748580604,-7.499220533606319,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,98362.0,8754.66550049719,False,False,False,False,38170.61989835729,False,False,False,False
2023-12-29 17:00:00+00:00,4.895,4.945,4.865,4.865,33246.0,,,,,,,,,,,,,,,,,,,,#000000,,5.0049924581215635,,52.78094316020123,-7.499220533606319,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,65116.0,9628.484640024366,False,False,False,False,38094.26920225872,False,False,False,False
2024-01-01 17:00:00+00:00,4.865,4.865,4.865,4.865,0.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.0049924581215635,,48.87692343461498,-7.499220533606319,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,65116.0,10488.756195992979,False,False,False,False,37503.6603774175,False,False,False,False
2024-01-02 17:00:00+00:00,4.805,4.815,4.685,4.71,29446.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.929602237849426,,43.09154958502513,-7.499220533606319,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35670.0,10879.163076675259,False,False,False,False,37378.73541032576,False,False,False,False
2024-01-03 17:00:00+00:00,4.545,4.635,4.53,4.56,57857.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.803472755030945,,37.11236230767585,3.2019398887129853,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22187.0,10366.509385564015,False,False,False,False,37696.227884584274,False,False,False,False
2024-01-04 17:00:00+00:00,4.605,4.61,4.555,4.6,33165.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.767036656879016,,34.55165949529864,-0.0752018171172324,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10978.0,10375.989860206433,False,False,False,False,37625.976289474434,False,False,False,False
2024-01-05 17:00:00+00:00,4.585,4.645,4.57,4.585,16849.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.753803254433233,,32.613632355231346,-2.892872682491081,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5871.0,10124.098544544317,False,False,False,False,37303.852626071726,False,False,False,False
2024-01-08 17:00:00+00:00,4.555,4.585,4.525,4.565,13911.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.741802539150135,,30.99496012238664,-5.492389474738616,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19782.0,9660.43810199324,False,False,False,False,36941.17274039619,False,False,False,False
2024-01-09 17:00:00+00:00,4.535,4.54,4.5,4.535,24261.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.720834110702715,,29.412384881268252,-8.084953725877966,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44043.0,8827.826658551485,False,False,False,False,36744.58091496369,False,False,False,False
2024-01-10 17:00:00+00:00,4.565,4.595,4.555,4.585,12678.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.713978473813897,,30.633330194102864,-8.084953725877966,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31365.0,8204.682059194096,False,False,False,False,36371.45562946038,False,False,False,False
2024-01-11 17:00:00+00:00,4.515,4.57,4.505,4.565,18518.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.702993301234096,,31.006351135556926,-8.592839658508609,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-49883.0,7304.097841222094,False,False,False,False,36094.65786776332,False,False,False,False
2024-01-12 17:00:00+00:00,4.705,4.705,4.66,4.68,31512.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.70084998649887,,35.930873832179024,-8.592839658508609,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18371.0,6906.034308800045,False,False,False,False,36023.608908573195,False,False,False,False
2024-01-15 17:00:00+00:00,4.68,4.68,4.68,4.68,0.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.70084998649887,,39.21388896326042,-8.592839658508609,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18371.0,6514.142304012447,False,False,False,False,35465.10334409919,False,False,False,False
