date,Open,High,Low,Close,Volume,aVWAP_peak_221,aVWAP_peak_202,aVWAP_peak_159,aVWAP_peak_79,aVWAP_valley_197,aVWAP_OB_bear_221,aVWAP_OB_bear_79,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-20 17:00:00+00:00,0.5112,0.5112,0.5112,0.5112,0.0,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-12-21 17:00:00+00:00,0.502,0.5049,0.5,0.5049,1100.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1100.0,-17.05426356589147,False,False,False,False,17.05426356589147,False,False,False,False
2023-12-22 17:00:00+00:00,0.5101,0.5174,0.5101,0.5174,317.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.020257826887665,-84.5303867403315,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-783.0,-28.929391262544318,False,False,False,False,21.704585060993928,False,False,False,False
2023-12-25 17:00:00+00:00,0.5174,0.5174,0.5174,0.5174,0.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.36709637814611,-68.41620626151013,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-783.0,-40.620408452272315,False,False,False,False,21.368079866249836,False,False,False,False
2023-12-26 17:00:00+00:00,0.5174,0.5174,0.513,0.513,1.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.18214839961966,-61.32022850295742,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-784.0,-52.1456734375084,False,False,False,False,21.05229568227697,False,False,False,False
2023-12-27 17:00:00+00:00,0.536,0.541,0.531,0.541,300.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.26188755336525,-45.90857571675265,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-484.0,-58.841089353205945,False,False,False,False,25.37706629185407,False,False,False,False
2023-12-28 17:00:00+00:00,0.541,0.541,0.5341,0.5341,200.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.91066378533232,-38.1454338524037,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-684.0,-68.53347556478414,False,False,False,False,28.084398597406718,False,False,False,False
2023-12-29 17:00:00+00:00,0.5341,0.5341,0.5341,0.5341,0.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.00984793997702,-31.40073020298962,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-684.0,-78.07559222269447,False,False,False,False,27.648981564888782,False,False,False,False
2024-01-01 17:00:00+00:00,0.5341,0.5341,0.5341,0.5341,0.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,66.07597070974016,-25.39166410783173,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-684.0,-87.4697690874589,False,False,False,False,27.22031518403779,False,False,False,False
2024-01-02 17:00:00+00:00,0.5155,0.5181,0.5155,0.5181,0.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.76526559237569,-25.39166410783173,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-684.0,-96.71829979928124,False,False,False,False,26.79829479358759,False,False,False,False
2024-01-03 17:00:00+00:00,0.5181,0.5225,0.5181,0.519,455.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.9169407855814,-25.39166410783173,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-229.0,-98.7691788721606,False,False,False,False,33.437080920818794,False,False,False,False
2024-01-04 17:00:00+00:00,0.519,0.5195,0.519,0.5195,1.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,53.56832013124301,-25.39166410783173,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-228.0,-100.77275749429764,False,False,False,False,32.93418044142625,False,False,False,False
2024-01-05 17:00:00+00:00,0.5195,0.5195,0.5101,0.5128,1665.0,,,,,,,,,,#000000,,,,49.407708164005136,-25.39166410783173,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1893.0,-128.55922637035502,False,False,False,False,58.23752648109406,False,False,False,False
2024-01-08 17:00:00+00:00,0.5128,0.5128,0.4925,0.4993,1292.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.00074662255341,-25.39166410783173,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3185.0,-175.94590503127975,False,False,False,False,77.36562684572826,False,False,False,False
2024-01-09 17:00:00+00:00,0.4993,0.4993,0.4993,0.4993,0.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.72943892825225,-25.39166410783173,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3185.0,-222.597906503663,False,False,False,False,76.16615976284875,False,False,False,False
2024-01-10 17:00:00+00:00,0.4993,0.4993,0.491,0.491,0.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.16019437280134,-25.39166410783173,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3185.0,-268.5266211315132,False,False,False,False,74.98528906885109,False,False,False,False
2024-01-11 17:00:00+00:00,0.491,0.491,0.48,0.48,27.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.41874397485853,-25.39166410783173,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3212.0,-314.16186731552074,False,False,False,False,74.24133109879138,False,False,False,False
2024-01-12 17:00:00+00:00,0.4885,0.4885,0.4658,0.4658,35.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.743249951683786,-25.39166410783173,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3247.0,-359.63222596179173,False,False,False,False,73.63293836857756,False,False,False,False
2024-01-15 17:00:00+00:00,0.4658,0.4658,0.4658,0.4658,0.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.626253936233958,-10.7771114430288,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3247.0,-404.39761780734534,False,False,False,False,72.49134242487868,False,False,False,False
2024-01-16 17:00:00+00:00,0.435,0.435,0.4226,0.4251,1918.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,17.22617965662802,-16.28255730560754,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5165.0,-478.20540667854925,False,False,False,False,101.10387975162475,False,False,False,False
2024-01-17 17:00:00+00:00,0.4251,0.4251,0.406,0.4146,887.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.4152333333333333,,13.96670028008606,-20.583177079108474,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6052.0,-564.6208267300447,False,False,False,False,113.28831572446776,False,False,False,False
2024-01-18 17:00:00+00:00,0.4273,0.4379,0.4273,0.4379,2061.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.4286097919493441,,18.726252199155535,-20.583177079108474,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3991.0,-617.7429844551602,False,False,False,False,143.48539610083262,False,False,False,False
2024-01-19 17:00:00+00:00,0.4379,0.4379,0.437,0.437,1.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.4286127387815078,,21.808238653932314,-20.583177079108474,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3992.0,-670.0570467116694,False,False,False,False,141.27632019229256,False,False,False,False
2024-01-22 17:00:00+00:00,0.4558,0.4595,0.4501,0.4559,592.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.43305214157959143,,28.32802193570793,-20.583177079108474,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3400.0,-712.381743661876,False,False,False,False,148.264284220319,False,False,False,False
2024-01-23 17:00:00+00:00,0.4559,0.4559,0.44,0.4477,212.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.43388898658850694,,31.527014853640658,-31.428970275090276,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3612.0,-757.3370654655679,False,False,False,False,149.25243485256212,False,False,False,False
2024-01-24 17:00:00+00:00,0.4476,0.4519,0.4476,0.4501,24.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.43399051275262557,,34.21153817094495,-28.187247309495557,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3588.0,-801.2233125126133,False,False,False,False,147.31053663779372,False,False,False,False
2024-01-25 17:00:00+00:00,0.442,0.454,0.442,0.452,221.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.4348386276471569,,36.46851333442921,-25.303410468236226,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3367.0,-841.0027960395495,False,False,False,False,148.45300893798296,False,False,False,False
2024-01-26 17:00:00+00:00,0.452,0.452,0.4413,0.4413,184.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.43527984218077476,,36.22238922500785,-24.702078562717062,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3551.0,-883.0182565660681,False,False,False,False,149.00412507847935,False,False,False,False
2024-01-29 17:00:00+00:00,0.4409,0.4415,0.4337,0.437,1304.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.4357837951148377,,35.40601409339169,-24.620740646423908,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4855.0,-944.5993688673693,False,False,False,False,166.9110378679603,False,False,False,False
2024-01-30 17:00:00+00:00,0.4979,0.4979,0.4464,0.4464,5.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.4496878801675469,,37.48220863163503,-21.776559021750316,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4850.0,-1005.1482158616736,False,False,False,False,164.40078921884464,False,False,False,False
2024-01-31 17:00:00+00:00,0.4467,0.4488,0.4356,0.4438,877.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.4398070675206151,,38.37198019684929,-20.113902171606703,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5727.0,-1078.3552202669189,False,False,False,False,175.44883899839743,False,False,False,False
