date,Ticker,Timeframe,Close,High,Low,Open,Volume,aVWAP_peak_873,aVWAP_valley_897,SMA_50,aVWAP_channel_Signal,aVWAP_channel_aVWAP_Level,aVWAP_channel_Distance_Pct,aVWAP_channel_Threshold_Pct,aVWAP_channel_Position,aVWAP_channel_1_Signal,aVWAP_channel_1_aVWAP_Level,aVWAP_channel_1_Distance_Pct,aVWAP_channel_1_Threshold_Pct,aVWAP_channel_1_Position,aVWAP_peak_896,aVWAP_valley_817,aVWAP_peak_894,aVWAP_valley_819,aVWAP_peak_272,aVWAP_valley_307,aVWAP_peak_115,aVWAP_valley_58,aVWAP_peak_890,aVWAP_valley_746,aVWAP_peak_889,aVWAP_valley_816,aVWAP_peak_765,aVWAP_valley_900,aVWAP_peak_874,aVWAP_peak_136,aVWAP_valley_229,aVWAP_peak_871,aVWAP_peak_902,aVWAP_valley_841,aVWAP_peak_893,aVWAP_peak_899,aVWAP_peak_865,aVWAP_valley_901,aVWAP_peak_864
2025-09-12 00:00:00+00:00,GH,daily,54.895,55.63,53.67,55.215,2780388,52.768868979019885,56.42981813647788,53.46810000000001,aVWAP_Resistance_below,56.42981813647788,-2.7198707831484623,1.0,below,aVWAP_Support_above,52.768868979019885,4.0291388883575205,1.0,above,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-12 00:00:00+00:00,LSPD,daily,11.87,11.875,11.71,11.8,342154,,,12.2738,aVWAP_Resistance_below,12.221589566718553,-2.8767908200418644,1.0,below,aVWAP_Support_above,10.87204578528229,9.17908399602823,1.0,above,12.221589566718553,10.87204578528229,,,,,,,,,,,,,,,,,,,,,,,
2025-09-12 00:00:00+00:00,VET,daily,7.39,7.51,7.375,7.44,1009486,,,7.685200000000001,aVWAP_Resistance_below,7.588194671127007,-2.611881741531167,1.0,below,aVWAP_Support_above,7.062191484216753,4.641739274782673,1.0,above,,,7.588194671127007,7.062191484216753,,,,,,,,,,,,,,,,,,,,,
2023-06-13 00:00:00+00:00,CS,daily,0.89,0.89,0.89,0.89,0,,,0.8788459999999999,aVWAP_Resistance_below,1.568982133275156,-43.27532601393118,1.0,below,aVWAP_Support_above,0.8776456922154623,1.4076646070410763,1.0,above,,,,,1.568982133275156,0.8776456922154623,,,,,,,,,,,,,,,,,,,
2025-09-12 00:00:00+00:00,GCL,daily,3.15,3.1998,2.98,3.04,180522,,,3.51813,aVWAP_Resistance_below,3.4462610479768645,-8.596593347180862,1.0,below,aVWAP_Support_above,2.811828998897715,12.026727131516665,1.0,above,,,,,,,3.4462610479768645,2.811828998897715,,,,,,,,,,,,,,,,,
2025-09-12 00:00:00+00:00,AQN,daily,5.6,5.65,5.55,5.65,3085727,,,5.82,aVWAP_Resistance_below,5.841356920630756,-4.131863947199005,1.0,below,aVWAP_Support_above,5.185772459867629,7.98776929257987,1.0,above,,,,,,,,,5.841356920630756,5.185772459867629,,,,,,,,,,,,,,,
2025-09-12 00:00:00+00:00,CNR,daily,72.84,73.87,71.89,71.99,430847,,,73.980958848846,aVWAP_Resistance_below,74.62253633658067,-2.388737269047831,1.0,below,aVWAP_Support_above,71.67413813192783,1.6266144225218488,1.0,above,,,,,,,,,,,74.62253633658067,71.67413813192783,,,,,,,,,,,,,
2025-09-12 00:00:00+00:00,NANO,daily,110.98,112.64,107.55,108.19,1544730,,,102.68699999999998,aVWAP_Resistance_below,117.27382204405316,-5.36677489856937,1.0,below,aVWAP_Support_above,104.29461769268242,6.410093306077333,1.0,above,,,,,,,,,,,,,117.27382204405316,104.29461769268242,,,,,,,,,,,
2025-09-12 00:00:00+00:00,EPRX,daily,5.315,5.415,5.315,5.41,5639,,,5.35831,aVWAP_Resistance_below,5.413463567935184,-1.8188645162110173,1.0,below,aVWAP_Support_above,4.58994508465499,15.79659237686741,1.0,above,,,,,,,,,,,,4.58994508465499,,,5.413463567935184,,,,,,,,,,
2025-09-12 00:00:00+00:00,SMC,daily,23.35,23.73,23.24,23.32,54383,,,23.384,aVWAP_Resistance_below,28.46794845429136,-17.97793213834438,1.0,below,aVWAP_Support_above,23.02214830983936,1.4240707936909731,1.0,above,,,,,,,,,,,,,,,,28.46794845429136,23.02214830983936,,,,,,,,
2025-09-12 00:00:00+00:00,BB,daily,3.9,3.91,3.82,3.87,5483627,,3.736933508996812,3.8484,aVWAP_Resistance_below,4.164361097638888,-6.348179022918433,1.0,below,aVWAP_Support_above,3.736933508996812,4.3636444322758,1.0,above,,,,,,,,,,,,,,,,,,4.164361097638888,,,,,,,
2025-09-12 00:00:00+00:00,DCBO,daily,30.25,30.68,30.075,30.1,40544,,,30.508000000000003,aVWAP_Resistance_below,31.12507022543548,-2.811464260473764,1.0,below,aVWAP_Support_above,29.044728684218317,4.149707607482582,1.0,above,,,,,,,,,,,,,,,,,,,31.12507022543548,29.044728684218317,,,,,
2025-09-12 00:00:00+00:00,TXG,daily,12.64,13.01,12.545,13.0,2516257,,,13.1892,aVWAP_Resistance_below,13.421864035569238,-5.825301414894546,1.0,below,aVWAP_Support_above,10.7866689613945,17.181680880710935,1.0,above,,10.7866689613945,,,,,,,,,,,,,,,,,,,13.421864035569238,,,,
2025-09-12 00:00:00+00:00,MSA,daily,169.26,171.37,168.64,171.37,191389,,,173.156009897732,aVWAP_Resistance_below,171.77122846397157,-1.461961055077567,1.0,below,aVWAP_Support_above,162.94694619260233,3.8743001663471945,1.0,above,,162.94694619260233,,,,,,,,,,,,,,,,,,,,171.77122846397157,,,
