date,Close,High,Low,Open,Volume
2021-06-21 00:00:00+00:00,38.3524794813,38.3790639171,37.4220242258,37.4796238369,26444695
2021-06-22 00:00:00+00:00,38.5828779255,38.8761928679,37.9758666398,38.4676787034,26455220
2021-06-23 00:00:00+00:00,38.9550600276,39.2652117794,38.547432011,38.547432011,18778502
2021-06-24 00:00:00+00:00,40.0361604197,40.2488359066,39.1765969932,39.2209043863,27951013
2021-06-25 00:00:00+00:00,41.0995378544,41.3387977773,40.0716063342,40.381758086,49074747
2021-06-28 00:00:00+00:00,40.5767106157,40.8248320171,39.9564071121,40.7628016668,27127537
2021-06-29 00:00:00+00:00,39.6905627534,41.0995378544,39.5221946595,40.7982475813,39534033
2021-06-30 00:00:00+00:00,40.1336366845,40.2178207314,39.3892724802,39.5399176168,18168081
2021-07-01 00:00:00+00:00,40.239974428,40.4437884363,39.8500693686,40.3020047784,18658011
2021-07-02 00:00:00+00:00,39.9386841548,40.239974428,39.7348701465,40.1424981631,13221611
2021-07-06 00:00:00+00:00,38.5385705323,39.7171471892,38.3702024385,39.6373938816,25486864
2021-07-07 00:00:00+00:00,38.4588172247,38.9594907669,38.2106958233,38.3524794813,21883952
2021-07-08 00:00:00+00:00,37.5017775334,38.0600506867,37.1916257816,37.7321759776,29148739
2021-07-09 00:00:00+00:00,38.9107526345,39.087982207,37.9714359005,38.2637760802,25055931
2021-07-12 00:00:00+00:00,39.1322896001,39.2120429077,38.064481426,38.3524794813,17618924
2021-07-13 00:00:00+00:00,38.3081720881,39.1057051642,38.1132195584,38.804414891,25387815
2021-07-14 00:00:00+00:00,39.8323464113,39.9918530265,37.6701456273,38.6360467972,49618019
2021-07-15 00:00:00+00:00,39.8766538044,40.2222514708,39.3183806512,39.5133331809,33388140
2021-07-16 00:00:00+00:00,39.2386273436,40.3463121715,39.0835514677,40.239974428,27838162
2021-07-19 00:00:00+00:00,38.1486654729,38.3702024385,37.4751930976,37.8473751997,43362218
2021-07-20 00:00:00+00:00,39.7348701465,40.0095759838,37.9891588577,38.1043580798,34556156
2021-07-21 00:00:00+00:00,40.5855720943,40.8912931068,40.0627448555,40.1336366845,29654627
2021-07-22 00:00:00+00:00,39.9032382403,40.7140635343,39.699424232,40.6210180088,23309504
2021-07-23 00:00:00+00:00,39.5133331809,40.3285892142,39.3626880443,39.9652685907,23946475
2021-07-26 00:00:00+00:00,39.8855152831,40.0876456105,39.4069954374,39.4069954374,22976698
2021-07-27 00:00:00+00:00,40.0007145052,40.2133013773,39.229765865,39.5133331809,22124508
2021-07-28 00:00:00+00:00,40.3285892142,40.7938168419,39.8589308472,40.2133899921,23252786
2021-07-29 00:00:00+00:00,41.2058755979,41.391966649,40.4792343508,40.6653254019,24388153
2021-07-30 00:00:00+00:00,40.709632795,41.5185971785,40.5191110046,40.993200111,25794022
2021-08-02 00:00:00+00:00,40.5767106157,41.4805814352,40.381758086,40.7982475813,23960718
2021-08-03 00:00:00+00:00,41.4983043925,41.591349918,39.9741300693,40.7450787095,24050332
2021-08-04 00:00:00+00:00,40.8957238461,41.6223650932,40.7982475813,41.0020615896,22177986
2021-08-05 00:00:00+00:00,41.8173176229,41.826216818,40.9451965063,40.9807932866,28092591
2021-08-06 00:00:00+00:00,43.401374345,43.5971566365,42.226680596,42.2711765714,33583895
2021-08-09 00:00:00+00:00,43.2945840042,43.9086284638,42.9742129817,43.3034831992,29795184
2021-08-10 00:00:00+00:00,44.1667051208,44.2201002912,43.3257311869,43.3657775647,28708128
2021-08-11 00:00:00+00:00,45.0833222128,45.1456165782,43.7573421477,44.1667051208,29203916
2021-08-12 00:00:00+00:00,45.5193827711,45.6083747218,44.9943302621,45.1723141634,21737916
2021-08-13 00:00:00+00:00,44.8252455558,45.7507618428,44.651711252,45.5727779415,15829612
2021-08-16 00:00:00+00:00,43.9709228293,44.4781769482,43.5526606611,44.4336809728,22618934
2021-08-17 00:00:00+00:00,43.3479791746,43.9328342744,42.7383843124,43.4992654907,16887015
2021-08-18 00:00:00+00:00,42.6894387396,43.5838078439,42.6271443741,43.0365073472,16319283
2021-08-19 00:00:00+00:00,42.0486966947,42.6743101079,41.6749305018,42.1376886454,20259394
2021-08-20 00:00:00+00:00,42.1999830108,42.2222309985,41.6838296969,41.9419063539,15357369
2021-08-23 00:00:00+00:00,42.3690677171,42.7072371297,42.2222309985,42.4936564481,15551923
2021-08-24 00:00:00+00:00,43.0365073472,43.0454065423,42.4543220059,42.4936564481,15109050
2021-08-25 00:00:00+00:00,43.8641324885,44.1578059257,43.1343984929,43.267886419,21357377
2021-08-26 00:00:00+00:00,43.6505518069,44.3802858024,43.5081646858,44.0777131701,21627625
2021-08-27 00:00:00+00:00,44.326890632,44.3624874123,43.7128461723,43.801838123,16873293
2021-08-30 00:00:00+00:00,43.0810033225,44.326890632,43.0276081521,44.2823946567,16054070
2021-08-31 00:00:00+00:00,40.6693214592,43.5971566365,40.2332609009,43.0810033225,73514276
2021-09-01 00:00:00+00:00,38.667002569,40.909599726,38.5068170578,40.6693214592,84960543
2021-09-02 00:00:00+00:00,39.6637124166,39.9351378661,38.7470953246,38.8716840555,37650009
2021-09-03 00:00:00+00:00,39.3077446139,39.6014180511,38.9962727865,39.592518856,21715844
2021-09-07 00:00:00+00:00,39.4323333448,40.0107810242,39.3789381744,39.4412325399,19740337
2021-09-08 00:00:00+00:00,38.9962727865,39.6370148314,38.8271880802,39.2632486385,21252445
2021-09-09 00:00:00+00:00,39.4768293201,39.792750745,38.9428776161,39.0229703717,19776855
2021-09-10 00:00:00+00:00,39.4501317349,40.2688576812,39.3210934065,40.0463778045,23367394
2021-09-13 00:00:00+00:00,40.7227166296,40.7672126049,39.650363624,39.650363624,28027245
2021-09-14 00:00:00+00:00,40.9807932866,41.7728216476,40.7182670321,40.9540957014,36053222
2021-09-15 00:00:00+00:00,41.5058457956,41.7283256723,40.8028093852,40.8206077754,31535647
2021-09-16 00:00:00+00:00,41.1854747731,42.0664950848,40.9407469088,41.7372248673,24102388
2021-09-17 00:00:00+00:00,41.3545594794,41.5458921734,40.7049182395,40.7049182395,35634049
2021-09-20 00:00:00+00:00,40.7672126049,40.8206077754,39.9039906834,40.0730753897,30603110
2021-09-21 00:00:00+00:00,40.8028093852,41.2522187361,40.6961080364,40.9140493236,23049147
2021-09-22 00:00:00+00:00,41.8974103785,42.4358116801,41.3545594794,41.3723578695,29430711
2021-09-23 00:00:00+00:00,42.5381524234,42.8674226409,41.9641543415,42.2355797911,21852833
