date,Open,High,Low,Close,Volume
2026-01-13 14:30:00+00:00,68.68,68.68,68.68,68.68,0.0
2026-01-13 14:35:00+00:00,68.68,69.55,68.68,68.68,42.0
2026-01-13 14:40:00+00:00,68.68,68.83,68.68,68.83,2.0
2026-01-13 14:45:00+00:00,68.83,68.83,68.01,68.01,3209.0
2026-01-13 14:50:00+00:00,67.95,67.95,67.95,67.95,5.0
2026-01-13 14:55:00+00:00,67.95,67.95,67.95,67.95,0.0
2026-01-13 15:00:00+00:00,67.95,67.95,67.64,67.66,182.0
2026-01-13 15:05:00+00:00,67.66,67.74,67.66,67.74,2270.0
2026-01-13 15:10:00+00:00,67.74,67.74,67.74,67.74,2.0
2026-01-13 15:15:00+00:00,67.74,67.74,67.74,67.74,0.0
2026-01-13 15:20:00+00:00,67.74,67.74,67.74,67.74,0.0
2026-01-13 15:25:00+00:00,67.74,67.74,67.36,67.36,226.0
2026-01-13 15:30:00+00:00,67.36,67.77,67.36,67.77,55.0
2026-01-13 15:35:00+00:00,67.77,67.89,67.77,67.89,2.0
2026-01-13 15:40:00+00:00,67.9,67.9,67.805,67.87,39.0
2026-01-13 15:45:00+00:00,67.87,68.04,67.87,68.04,5.0
2026-01-13 15:50:00+00:00,67.99,67.99,67.99,67.99,12.0
2026-01-13 15:55:00+00:00,67.81,67.81,67.81,67.81,2.0
2026-01-13 16:00:00+00:00,67.81,67.81,67.81,67.81,0.0
2026-01-13 16:05:00+00:00,67.81,67.81,67.81,67.81,0.0
2026-01-13 16:10:00+00:00,67.81,67.81,67.745,67.745,76.0
2026-01-13 16:15:00+00:00,67.745,67.745,67.525,67.525,5.0
2026-01-13 16:20:00+00:00,67.525,67.525,67.525,67.525,3.0
2026-01-13 16:25:00+00:00,67.525,67.525,67.49,67.49,3.0
2026-01-13 16:30:00+00:00,67.49,67.49,67.49,67.49,0.0
2026-01-13 16:35:00+00:00,67.49,67.49,67.49,67.49,3.0
2026-01-13 16:40:00+00:00,67.4,67.4,67.395,67.395,72.0
2026-01-13 16:45:00+00:00,67.395,67.395,67.395,67.395,0.0
2026-01-13 16:50:00+00:00,67.395,67.395,67.36,67.36,26.0
2026-01-13 16:55:00+00:00,67.36,67.36,67.36,67.36,0.0
2026-01-13 17:00:00+00:00,67.395,67.57,67.395,67.395,342.0
2026-01-13 17:05:00+00:00,67.395,67.395,67.395,67.395,43.0
2026-01-13 17:10:00+00:00,67.395,67.395,67.24,67.395,23.0
2026-01-13 17:15:00+00:00,67.395,67.53,67.375,67.4,637.0
2026-01-13 17:20:00+00:00,67.4,67.4,67.4,67.4,17.0
2026-01-13 17:25:00+00:00,67.395,67.395,67.395,67.395,69.0
2026-01-13 17:30:00+00:00,67.395,67.395,67.39,67.39,41.0
2026-01-13 17:35:00+00:00,67.39,67.39,67.18,67.18,5.0
2026-01-13 17:40:00+00:00,67.18,67.18,67.18,67.18,0.0
2026-01-13 17:45:00+00:00,67.18,67.225,67.18,67.225,3.0
2026-01-13 17:50:00+00:00,67.225,67.26,67.18,67.26,17.0
2026-01-13 17:55:00+00:00,67.26,67.26,67.18,67.18,36.0
2026-01-13 18:00:00+00:00,67.18,67.18,66.965,67.09,165.0
2026-01-13 18:05:00+00:00,67.01,67.04,66.965,67.04,64.0
2026-01-13 18:10:00+00:00,66.98,67.0,66.965,67.0,23.0
2026-01-13 18:15:00+00:00,67.0,67.0,66.705,66.86,196.0
2026-01-13 18:20:00+00:00,66.86,66.86,66.85,66.85,100.0
2026-01-13 18:25:00+00:00,66.85,66.85,66.85,66.85,0.0
2026-01-13 18:30:00+00:00,66.83,66.83,66.73,66.8,139.0
2026-01-13 18:35:00+00:00,66.8,66.9,66.8,66.9,67.0
2026-01-13 18:40:00+00:00,66.9,66.9,66.9,66.9,0.0
2026-01-13 18:45:00+00:00,66.98,66.98,66.84,66.84,20.0
2026-01-13 18:50:00+00:00,66.84,66.895,66.78,66.895,5.0
2026-01-13 18:55:00+00:00,66.895,66.895,66.83,66.83,1.0
2026-01-13 19:00:00+00:00,66.86,66.86,66.615,66.615,365.0
2026-01-13 19:05:00+00:00,66.615,66.69,66.615,66.615,16.0
2026-01-13 19:10:00+00:00,66.605,66.605,66.465,66.465,724.0
2026-01-13 19:15:00+00:00,66.45,66.46,66.45,66.46,32.0
2026-01-13 19:20:00+00:00,66.46,66.48,66.42,66.42,99.0
2026-01-13 19:25:00+00:00,66.42,66.42,66.42,66.42,0.0
2026-01-13 19:30:00+00:00,66.42,66.42,66.235,66.235,46.0
2026-01-13 19:35:00+00:00,66.235,66.28,66.235,66.28,26.0
2026-01-13 19:40:00+00:00,66.34,66.34,66.34,66.34,15.0
2026-01-13 19:45:00+00:00,66.34,66.34,66.14,66.14,185.0
2026-01-13 19:50:00+00:00,66.135,66.25,66.135,66.15,114.0
2026-01-13 19:55:00+00:00,66.09,66.09,66.03,66.03,115.0
2026-01-13 20:00:00+00:00,66.03,66.03,65.95,65.95,169.0
2026-01-13 20:05:00+00:00,65.95,66.015,65.95,66.015,23.0
2026-01-13 20:10:00+00:00,65.96,66.07,65.94,66.035,305.0
2026-01-13 20:15:00+00:00,66.035,66.035,66.035,66.035,0.0
2026-01-13 20:20:00+00:00,66.035,66.035,65.87,65.89,327.0
2026-01-13 20:25:00+00:00,65.89,66.11,65.82,66.05,1241.0
2026-01-13 20:30:00+00:00,66.11,66.16,66.1,66.15,274.0
2026-01-13 20:35:00+00:00,66.15,66.29,66.11,66.29,133.0
2026-01-13 20:40:00+00:00,66.28,66.485,66.12,66.34,524.0
2026-01-13 20:45:00+00:00,66.36,66.495,66.29,66.495,37.0
2026-01-13 20:50:00+00:00,66.38,66.4,66.285,66.34,161.0
2026-01-13 20:55:00+00:00,66.34,66.34,66.03,66.04,135.0
2026-01-14 14:30:00+00:00,66.36,66.4,66.36,66.4,25.0
2026-01-14 14:35:00+00:00,66.4,66.4,66.4,66.4,0.0
2026-01-14 14:40:00+00:00,66.4,66.4,66.4,66.4,0.0
2026-01-14 14:45:00+00:00,66.4,66.4,66.4,66.4,0.0
2026-01-14 14:50:00+00:00,66.4,66.4,65.84,65.94,51.0
2026-01-14 14:55:00+00:00,65.94,65.94,65.94,65.94,0.0
2026-01-14 15:00:00+00:00,65.94,66.19,65.94,66.19,1.0
2026-01-14 15:05:00+00:00,66.19,66.19,66.19,66.19,10.0
2026-01-14 15:10:00+00:00,66.19,66.19,65.94,65.94,109.0
2026-01-14 15:15:00+00:00,65.94,65.94,65.94,65.94,0.0
2026-01-14 15:20:00+00:00,65.94,65.94,65.73,65.73,16.0
2026-01-14 15:25:00+00:00,65.73,65.83,65.73,65.83,208.0
2026-01-14 15:30:00+00:00,65.83,65.83,65.8,65.8,12.0
2026-01-14 15:35:00+00:00,65.8,65.8,65.57,65.57,208.0
2026-01-14 15:40:00+00:00,65.58,65.645,65.58,65.645,17.0
2026-01-14 15:45:00+00:00,65.645,65.645,65.59,65.59,56.0
2026-01-14 15:50:00+00:00,65.59,65.59,65.53,65.53,6.0
2026-01-14 15:55:00+00:00,65.53,65.605,65.53,65.605,6.0
2026-01-14 16:00:00+00:00,65.605,65.605,65.56,65.56,6.0
2026-01-14 16:05:00+00:00,65.56,65.56,65.56,65.56,94.0
2026-01-14 16:10:00+00:00,65.37,65.42,65.31,65.31,50.0
2026-01-14 16:15:00+00:00,65.31,65.31,65.31,65.31,0.0
2026-01-14 16:20:00+00:00,65.505,65.515,65.505,65.515,26.0
2026-01-14 16:25:00+00:00,65.515,65.535,65.515,65.535,10.0
2026-01-14 16:30:00+00:00,65.535,65.6,65.46,65.46,35.0
2026-01-14 16:35:00+00:00,65.46,65.46,65.46,65.46,0.0
2026-01-14 16:40:00+00:00,65.46,65.46,65.46,65.46,0.0
2026-01-14 16:45:00+00:00,65.46,65.46,65.46,65.46,0.0
2026-01-14 16:50:00+00:00,65.46,65.46,65.46,65.46,0.0
2026-01-14 16:55:00+00:00,65.38,65.38,65.38,65.38,7.0
2026-01-14 17:00:00+00:00,65.38,65.53,65.38,65.525,14.0
2026-01-14 17:05:00+00:00,65.525,65.525,65.525,65.525,0.0
2026-01-14 17:10:00+00:00,65.525,65.525,65.32,65.32,26.0
2026-01-14 17:15:00+00:00,65.32,65.35,65.32,65.35,10.0
2026-01-14 17:20:00+00:00,65.35,65.35,65.205,65.245,359.0
2026-01-14 17:25:00+00:00,65.245,65.3,65.245,65.3,600.0
2026-01-14 17:30:00+00:00,65.3,65.3,65.3,65.3,85.0
2026-01-14 17:35:00+00:00,65.3,65.59,65.3,65.59,155.0
2026-01-14 17:40:00+00:00,65.59,65.59,65.59,65.59,0.0
2026-01-14 17:45:00+00:00,65.59,65.59,65.58,65.58,6.0
2026-01-14 17:50:00+00:00,65.58,65.58,65.5,65.5,7.0
2026-01-14 17:55:00+00:00,65.5,65.5,65.455,65.455,56.0
2026-01-14 18:00:00+00:00,65.455,65.61,65.455,65.61,52.0
2026-01-14 18:05:00+00:00,65.61,65.61,65.54,65.54,53.0
2026-01-14 18:10:00+00:00,65.54,65.59,65.5,65.5,7.0
2026-01-14 18:15:00+00:00,65.5,65.635,65.5,65.635,6.0
2026-01-14 18:20:00+00:00,65.635,65.635,65.635,65.635,0.0
2026-01-14 18:25:00+00:00,65.485,65.485,65.485,65.485,1.0
2026-01-14 18:30:00+00:00,65.48,65.525,65.48,65.525,16.0
2026-01-14 18:35:00+00:00,65.525,65.525,65.29,65.29,109.0
2026-01-14 18:40:00+00:00,65.29,65.29,65.29,65.29,0.0
2026-01-14 18:45:00+00:00,65.29,65.29,65.29,65.29,0.0
2026-01-14 18:50:00+00:00,65.29,65.29,65.12,65.12,10.0
2026-01-14 18:55:00+00:00,65.12,65.12,65.12,65.12,0.0
2026-01-14 19:00:00+00:00,65.12,65.48,65.12,65.48,506.0
2026-01-14 19:05:00+00:00,65.48,65.545,65.46,65.545,161.0
2026-01-14 19:10:00+00:00,65.545,65.545,65.54,65.545,9.0
2026-01-14 19:15:00+00:00,65.545,65.545,65.545,65.545,8.0
2026-01-14 19:20:00+00:00,65.545,65.545,65.545,65.545,6.0
2026-01-14 19:25:00+00:00,65.545,65.55,65.545,65.55,6.0
2026-01-14 19:30:00+00:00,65.55,65.55,65.38,65.38,46.0
2026-01-14 19:35:00+00:00,65.41,65.485,65.41,65.41,29.0
2026-01-14 19:40:00+00:00,65.41,65.67,65.41,65.67,484.0
2026-01-14 19:45:00+00:00,65.66,65.66,65.58,65.58,172.0
2026-01-14 19:50:00+00:00,65.58,65.665,65.58,65.665,6.0
2026-01-14 19:55:00+00:00,65.665,65.71,65.57,65.57,110.0
2026-01-14 20:00:00+00:00,65.57,65.68,65.57,65.68,23.0
2026-01-14 20:05:00+00:00,65.68,65.68,65.68,65.68,0.0
2026-01-14 20:10:00+00:00,65.68,65.735,65.68,65.735,2.0
2026-01-14 20:15:00+00:00,65.74,65.74,65.655,65.655,12.0
2026-01-14 20:20:00+00:00,65.66,65.66,65.57,65.63,114.0
2026-01-14 20:25:00+00:00,65.47,65.54,65.47,65.54,36.0
2026-01-14 20:30:00+00:00,65.54,65.56,65.51,65.545,263.0
2026-01-14 20:35:00+00:00,65.545,65.545,65.43,65.52,279.0
2026-01-14 20:40:00+00:00,65.57,65.57,65.47,65.57,279.0
2026-01-14 20:45:00+00:00,65.44,65.455,65.34,65.34,408.0
2026-01-14 20:50:00+00:00,65.34,65.54,65.34,65.54,85.0
2026-01-14 20:55:00+00:00,65.54,65.63,65.53,65.59,210.0
2026-01-15 14:30:00+00:00,65.59,65.7,65.59,65.7,4.0
2026-01-15 14:35:00+00:00,65.7,65.7,65.7,65.7,0.0
2026-01-15 14:40:00+00:00,65.7,65.7,65.7,65.7,0.0
2026-01-15 14:45:00+00:00,65.7,65.77,65.7,65.77,18.0
2026-01-15 14:50:00+00:00,65.77,65.77,65.77,65.77,0.0
2026-01-15 14:55:00+00:00,65.77,65.77,65.77,65.77,0.0
2026-01-15 15:00:00+00:00,65.77,66.17,65.77,66.07,130.0
2026-01-15 15:05:00+00:00,66.07,66.07,66.07,66.07,0.0
2026-01-15 15:10:00+00:00,66.07,66.07,66.07,66.07,0.0
2026-01-15 15:15:00+00:00,66.07,66.07,66.035,66.035,61.0
2026-01-15 15:20:00+00:00,66.035,66.035,66.035,66.035,20.0
2026-01-15 15:25:00+00:00,66.08,66.21,66.075,66.13,654.0
2026-01-15 15:30:00+00:00,66.13,66.13,66.13,66.13,0.0
2026-01-15 15:35:00+00:00,66.13,66.13,66.13,66.13,0.0
2026-01-15 15:40:00+00:00,66.13,66.13,66.13,66.13,0.0
2026-01-15 15:45:00+00:00,66.13,66.13,66.13,66.13,0.0
2026-01-15 15:50:00+00:00,66.13,66.13,66.13,66.13,0.0
2026-01-15 15:55:00+00:00,66.13,66.13,66.13,66.13,0.0
2026-01-15 16:00:00+00:00,66.13,66.42,66.13,66.42,270.0
2026-01-15 16:05:00+00:00,66.42,66.42,66.42,66.42,0.0
2026-01-15 16:10:00+00:00,66.42,66.42,66.42,66.42,0.0
2026-01-15 16:15:00+00:00,66.42,66.42,66.18,66.27,100.0
2026-01-15 16:20:00+00:00,66.27,66.27,66.21,66.21,7.0
2026-01-15 16:25:00+00:00,66.21,66.22,66.21,66.22,4.0
2026-01-15 16:30:00+00:00,66.22,66.22,66.215,66.215,3.0
2026-01-15 16:35:00+00:00,66.215,66.4,66.215,66.4,305.0
2026-01-15 16:40:00+00:00,66.4,66.54,66.4,66.54,1.0
2026-01-15 16:45:00+00:00,66.535,66.55,66.535,66.55,8.0
2026-01-15 16:50:00+00:00,66.55,66.55,66.55,66.55,0.0
2026-01-15 16:55:00+00:00,66.54,66.54,66.54,66.54,2.0
2026-01-15 17:00:00+00:00,66.38,66.38,66.31,66.31,11.0
2026-01-15 17:05:00+00:00,66.31,66.31,66.31,66.31,0.0
2026-01-15 17:10:00+00:00,66.32,66.32,66.32,66.32,1.0
2026-01-15 17:15:00+00:00,66.37,66.37,66.26,66.335,113.0
2026-01-15 17:20:00+00:00,66.335,66.335,66.265,66.31,10.0
2026-01-15 17:25:00+00:00,66.31,66.31,66.31,66.31,0.0
2026-01-15 17:30:00+00:00,66.31,66.31,66.31,66.31,0.0
2026-01-15 17:35:00+00:00,66.31,66.31,66.31,66.31,0.0
2026-01-15 17:40:00+00:00,66.31,66.345,66.28,66.345,27.0
2026-01-15 17:45:00+00:00,66.345,66.345,66.26,66.26,2.0
2026-01-15 17:50:00+00:00,66.26,66.26,66.225,66.225,2.0
2026-01-15 17:55:00+00:00,66.225,66.225,66.12,66.12,14.0
2026-01-15 18:00:00+00:00,66.12,66.12,66.12,66.12,0.0
2026-01-15 18:05:00+00:00,66.12,66.12,66.12,66.12,0.0
2026-01-15 18:10:00+00:00,66.12,66.35,66.12,66.33,133.0
2026-01-15 18:15:00+00:00,66.33,66.34,66.33,66.33,6.0
2026-01-15 18:20:00+00:00,66.33,66.33,66.25,66.32,110.0
2026-01-15 18:25:00+00:00,66.32,66.35,66.27,66.34,373.0
