date,Open,High,Low,Close,Volume,aVWAP_peak_881,aVWAP_peak_823,aVWAP_peak_809,aVWAP_peak_780,aVWAP_peak_732,aVWAP_peak_687,aVWAP_peak_643,aVWAP_peak_621,aVWAP_peak_575,aVWAP_peak_559,aVWAP_peak_529,aVWAP_peak_497,aVWAP_peak_479,aVWAP_peak_434,aVWAP_peak_420,aVWAP_peak_401,aVWAP_peak_360,aVWAP_peak_322,aVWAP_peak_300,aVWAP_peak_287,aVWAP_peak_216,aVWAP_peak_197,aVWAP_peak_139,aVWAP_peak_66,aVWAP_peak_33,aVWAP_valley_852,aVWAP_valley_813,aVWAP_valley_799,aVWAP_valley_767,aVWAP_valley_708,aVWAP_valley_677,aVWAP_valley_630,aVWAP_valley_595,aVWAP_valley_594,aVWAP_valley_569,aVWAP_valley_551,aVWAP_valley_504,aVWAP_valley_445,aVWAP_valley_412,aVWAP_valley_372,aVWAP_valley_333,aVWAP_valley_312,aVWAP_valley_284,aVWAP_valley_264,aVWAP_valley_241,aVWAP_valley_204,aVWAP_valley_154,aVWAP_valley_126,aVWAP_valley_39,aVWAP_valley_22,aVWAP_OB_bull_852,aVWAP_OB_bull_595,aVWAP_OB_bull_445,aVWAP_OB_bull_372,aVWAP_OB_bear_732,aVWAP_OB_bear_643,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-04 19:00:00+00:00,13.82,13.875,13.775,13.87,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.40561008657777,2.7610203465230825,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4960.0,396.7957978953134,False,False,False,False,648.8518749158828,False,False,False,False
2025-02-04 20:00:00+00:00,13.875,13.935,13.82,13.825,5245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.55363126818929,3.062840334030277,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-285.0,386.2253204085643,False,False,False,False,720.1099853823033,False,False,False,False
2025-02-05 15:00:00+00:00,13.605,13.695,13.465,13.645,1499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.68721564073465,3.062840334030277,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1784.0,352.5784162161834,False,False,False,False,732.1857995624225,False,False,False,False
2025-02-05 16:00:00+00:00,13.645,13.685,13.555,13.56,1465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.62084438956306,3.062840334030277,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3249.0,296.73999115856816,False,False,False,False,743.5472600343229,False,False,False,False
2025-02-05 17:00:00+00:00,13.56,13.615,13.52,13.59,1379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.98563199667669,15.03759239720253,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1870.0,263.14712307859037,False,False,False,False,753.399240498907,False,False,False,False
2025-02-05 18:00:00+00:00,13.59,13.645,13.555,13.57,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.75595714742198,12.377566985010112,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2335.0,222.86577233318587,False,False,False,False,748.9279344446603,False,False,False,False
2025-02-05 19:00:00+00:00,13.575,13.665,13.555,13.635,3573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.024617686083026,11.9328048237536,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1238.0,238.60428749081092,False,False,False,False,792.711997476526,False,False,False,False
2025-02-05 20:00:00+00:00,13.635,13.66,13.515,13.575,11387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.61549448034009,9.771675925130893,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10149.0,77.55615900258127,False,False,False,False,956.9645246474325,False,False,False,False
2025-02-06 15:00:00+00:00,13.745,13.795,13.545,13.545,2690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.90531755632071,7.34498579227877,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12839.0,-122.70052563311765,False,False,False,False,983.8332917071622,False,False,False,False
2025-02-06 16:00:00+00:00,13.55,13.605,13.36,13.36,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,42.9798247942218,2.0758871232984717,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15276.0,-357.63540120469725,False,False,False,False,1006.363008114803,False,False,False,False
2025-02-06 17:00:00+00:00,13.355,13.37,13.27,13.335,3687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.28360328359358,-1.8344625098340828,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18963.0,-646.0906663022988,False,False,False,False,1047.9232715548835,False,False,False,False
2025-02-06 18:00:00+00:00,13.335,13.375,13.18,13.195,4519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.7941244853858,-6.367312794886743,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23482.0,-1000.1357722511003,False,False,False,False,1101.738414631552,False,False,False,False
2025-02-06 19:00:00+00:00,13.195,13.22,13.04,13.055,5942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.104999999999999,,,,,,,13.104999999999999,#000000,,13.104999999999999,,30.28229334560838,-10.809261081056249,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29424.0,-1440.815837797595,False,False,False,False,1176.781229908582,False,False,False,False
2025-02-06 20:00:00+00:00,13.055,13.25,13.05,13.215,6333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.139395112016292,,,,,,,13.139395112016292,#000000,,13.139395112016292,,32.12912323804656,-10.809261081056249,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23091.0,-1776.4776077542213,False,False,False,False,1256.722606189069,False,False,False,False
2025-02-07 15:00:00+00:00,13.52,13.64,13.4,13.54,4794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.248164215829865,,,,,,,13.248164215829865,#000000,,13.248164215829865,,39.715914075367756,-19.391785066957468,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18297.0,-2032.609737866559,False,False,False,False,1311.5641161706337,False,False,False,False
2025-02-07 16:00:00+00:00,13.54,13.54,13.195,13.2,5638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.263931460195828,,,,,,,13.263931460195828,#000000,,13.263931460195828,,40.03367587001432,-18.950248846959596,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23935.0,-2372.1816799151393,False,False,False,False,1378.6406415013214,False,False,False,False
2025-02-07 17:00:00+00:00,13.19,13.265,13.11,13.25,5929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.252420030730548,,,,,,,13.252420030730548,#000000,,13.252420030730548,,41.05833918238918,-17.58947924491843,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18006.0,-2614.566460071494,False,False,False,False,1449.188848609828,False,False,False,False
2025-02-07 18:00:00+00:00,13.25,13.325,13.23,13.255,3640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.254402652125417,,,,,,,13.254402652125417,#000000,,13.254402652125417,,41.82872874545036,-16.335107875684628,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14366.0,-2796.759228132401,False,False,False,False,1483.1549129724663,False,False,False,False
2025-02-07 19:00:00+00:00,13.255,13.35,13.205,13.35,3603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.259148945065359,,,,,,,13.259148945065359,#000000,,13.259148945065359,,44.033033643872926,-13.714931646308443,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10763.0,-2920.266836998565,False,False,False,False,1516.0207282752187,False,False,False,False
2025-02-07 20:00:00+00:00,13.33,13.39,13.27,13.37,8562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.275367903512523,,,,,,,13.275367903512523,#000000,,13.275367903512523,,45.85956427941684,-11.494977810901354,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2201.0,-2909.1154131691296,False,False,False,False,1625.26071698413,False,False,False,False
2025-02-10 15:00:00+00:00,13.485,13.565,13.45,13.54,5668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3028505524623,,,,,,,13.3028505524623,#000000,,13.3028505524623,,49.86612843116305,-7.3430975428046,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3467.0,-2810.2609106393757,False,False,False,False,1687.9388454029809,False,False,False,False
2025-02-10 16:00:00+00:00,13.54,13.7,13.49,13.69,1697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.313457739772742,,,,,,,13.313457739772742,#000000,,13.313457739772742,,54.52051694932855,-2.77277652303259,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5164.0,-2686.6289585364393,False,False,False,False,1688.0793284199888,False,False,False,False
2025-02-10 17:00:00+00:00,13.69,13.895,13.69,13.87,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.332007332068969,,,,,,,13.332007332068969,#000000,,13.332007332068969,,59.55447576307878,1.9957149492652206,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7140.0,-2534.2781219699827,False,False,False,False,1692.5432148010743,False,False,False,False
2025-02-10 18:00:00+00:00,13.87,14.0,13.86,13.935,1910.0,,,,,,,,,,,,,,,,,,,,,,,,,13.931666666666667,,,,,,,,,,,,,,,,,,,,,,,,,13.352573110440757,,,,,,,13.642119888553712,#000000,,13.642119888553712,,63.529039250806534,5.705273422243195,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9050.0,-2354.6769107766495,False,False,False,False,1695.9146378274143,False,False,False,False
2025-02-10 19:00:00+00:00,13.935,13.955,13.805,13.9,1303.0,,,,,,,,,,,,,,,,,,,,,,,,,13.913417366946778,,,,,,,,,,,,,,,,,,,,,,,,,13.364783372810479,,,,,,,13.639100369878628,#000000,,13.639100369878628,,65.32849338393943,7.46812956576548,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7747.0,-2198.0617648731354,False,False,False,False,1689.8229380161365,False,False,False,False
2025-02-10 20:00:00+00:00,13.9,13.975,13.87,13.885,3271.0,,,,,,,,,,,,,,,,,,,,,,,,,13.911693399136333,,,,,,,,,,,,,,,,,,,,,,,,,13.394375573844842,,,,,,,13.653034486490586,#000000,,13.653034486490586,,66.13950103806383,8.4890282938536,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4476.0,-2094.5879390611485,False,False,False,False,1714.33731107015,False,False,False,False
2025-02-11 15:00:00+00:00,13.26,13.27,13.02,13.19,16877.0,,,,,,,,,,,,,,,,,,,,,,,,,13.368637472710928,,,,,,,,,,,,,,,,,,,,,,,,,13.343099935617401,,,,,,,13.355868704164164,#000000,,13.355868704164164,,56.09674016966726,14.311139803611951,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12401.0,-2254.3772733392702,False,False,False,False,1949.4173527589849,False,False,False,False
2025-02-11 16:00:00+00:00,13.19,13.3,13.02,13.035,52847.0,,,,,,,,,,,,,,,,,,,,,,,,,13.195062220064386,,,,,,,,,,,,,,,,,,,,,,,,,13.25172182475575,,,,,,,13.223392022410067,#000000,,13.223392022410067,,48.13883962413047,7.181366536701113,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-65248.0,-3231.0225869309093,False,False,False,False,2738.5271612433417,False,False,False,False
2025-02-11 17:00:00+00:00,13.035,13.04,12.71,12.765,6480.0,,,,,,,,,,,,,,,,,,,,,,,,,13.16710649267931,,,,,,,,,,,,,,,,,,,,,,,,,13.232092914193593,,,,,,,13.199599703436451,#000000,,13.199599703436451,,40.99778553827639,0.9227182412502231,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-71728.0,-4292.991228993996,False,False,False,False,2796.534492076778,False,False,False,False
2025-02-11 18:00:00+00:00,12.76,12.875,12.7,12.83,4747.0,,,,,,,,,,,,,,,,,,,,,,,,,13.147266121499781,,,,,,,,,,,,,,,,,,,,,,,,12.801666666666666,13.217624164701604,,,,,,,13.05551898428935,#000000,,13.05551898428935,,37.31781300762416,-2.2215146385976965,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-66981.0,-5264.898341722771,False,False,False,False,2826.774267393417,False,False,False,False
2025-02-11 19:00:00+00:00,12.835,13.03,12.835,12.96,7747.0,,,,,,,,,,,,,,,,,,,,,,,,,13.130532085898595,,,,,,,,,,,,,,,,,,,,,,,,12.888474734539246,13.203272759413908,,,,,,,13.074093193283916,#000000,,13.074093193283916,,36.97816189580645,-2.602754156869999,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59234.0,-6101.628599990635,False,False,False,False,2903.0568368911936,False,False,False,False
2025-02-11 20:00:00+00:00,12.965,13.13,12.92,13.03,9295.0,,,,,,,,,,,,,,,,,,,,,,,,,13.121291496374004,,,,,,,,,,,,,,,,,,,,,,,,12.947426224241589,13.192900182612046,,,,,,,13.087205967742548,#000000,,13.087205967742548,,37.85566410179527,-2.602754156869999,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-49939.0,-6781.277768983028,False,False,False,False,3002.15673089288,False,False,False,False
2025-02-12 15:00:00+00:00,13.73,13.805,13.415,13.8,8805.0,,,,,,,,,,,,,,,,,,,,,,,,,13.164199711045592,,,,,,,,,,,,,,,,,,,,,,,,13.156343400666797,13.218221100895466,,,,,,,13.179588070869286,#000000,,13.179588070869286,,46.32138585953028,-2.602754156869999,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41134.0,-7313.878113649957,False,False,False,False,3092.123293204618,False,False,False,False
2025-02-12 16:00:00+00:00,13.8,13.915,13.535,13.735,10164.0,,,,,,,,,,,,,,,,,,,,,,,,,13.210647989134252,,,,,,,,,,,,,,,,,,,,,,,,13.298983021738062,13.24747596316609,,,,,,,13.252368991346133,#000000,,13.252368991346133,,51.20940029176376,-9.286606792043088,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-51298.0,-7995.802483980966,False,False,False,False,3201.764792534779,False,False,False,False
2025-02-12 17:00:00+00:00,13.74,13.875,13.695,13.765,3170.0,,,,,,,,,,,,,,,,,,,,,,,,,13.224860746930352,,,,,,,,,,,,,,,,,,,,,,,,13.333574637285253,13.256804325251204,,,,,,,13.27174656982227,#000000,,13.27174656982227,,54.70570870619751,-5.858406930249394,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-48128.0,-8618.007096632424,False,False,False,False,3201.2723151311393,False,False,False,False
2025-02-12 18:00:00+00:00,13.77,13.775,13.49,13.5,2929.0,,,,,,,,,,,,,,,,,,,,,,,,,13.233078827177172,,,,,,,,,,,,,,,,,,,,,,,,13.349499434449493,13.262101136221071,,,,,,,13.281559799282578,#000000,,13.281559799282578,,53.87601857465711,-5.858406930249394,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-51057.0,-9275.975978855176,False,False,False,False,3197.051038927556,False,False,False,False
2025-02-12 19:00:00+00:00,13.49,13.5,13.065,13.14,9269.0,,,,,,,,,,,,,,,,,,,,,,,,,13.233207109273321,,,,,,,,,,,,,,,,,,,,,,,,13.33059027901507,13.260796849363436,,,,,,,13.274864745883944,#000000,,13.274864745883944,,50.012426973865175,-5.858406930249394,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-60326.0,-10067.449219493079,False,False,False,False,3291.1897825100746,False,False,False,False
2025-02-12 20:00:00+00:00,13.14,13.21,13.1,13.16,21448.0,,,,,,,,,,,,,,,,,,,,,,,,,13.222963636628355,,,,,,,,,,,,,,,,,,,,,,,,13.282503115304953,13.250362620146637,,,,,,,13.251943124026647,#000000,,13.251943124026647,,47.662702566618094,-5.858406930249394,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38878.0,-10514.12442539241,False,False,False,False,3572.690716114569,False,False,False,False
2025-02-13 15:00:00+00:00,13.305,13.53,13.29,13.53,2763.0,,,,,,,,,,,,,,,,,,,,,,,,,13.226811521750244,,,,,,,,,,,,,,,,,,,,,,,,13.28826377219297,13.252906809589481,,,,,,,13.255994034510898,#000000,,13.255994034510898,,49.831413237091276,-5.858406930249394,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36115.0,-10911.037224998729,False,False,False,False,3560.137371678684,False,False,False,False
2025-02-13 16:00:00+00:00,13.525,13.685,13.515,13.615,4754.0,,,,,,,,,,,,,,,,,,,,,,,,,13.237527451786777,,,,,,,,,,,,,,,,,,,,,,,,13.305959698048754,13.260461618545984,,,,,,,13.26798292279384,#000000,,13.26798292279384,,52.01542928442354,-5.858406930249394,True,False,True,False,False,2.5532060932679634,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31361.0,-11228.090911432857,False,False,False,False,3578.646869792193,False,False,False,False
2025-02-13 17:00:00+00:00,13.615,13.93,13.59,13.865,4079.0,,,,,,,,,,,,,,,,,,,,,,,,,13.250758901728949,,,,,,,,,,,,,,,,,,,,,,,,13.328330398863592,13.270124719316907,,,,,,,13.283071339969817,#000000,,13.283071339969817,,55.47557743272,-3.2500865913552843,True,False,True,False,True,6.093088995008532,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27282.0,-11476.988726759479,False,False,False,False,3586.404282663632,False,False,False,False
2025-02-13 18:00:00+00:00,13.86,13.89,13.77,13.87,2767.0,,,,,,,,,,,,,,,,,,,,,,,,,13.260148470532096,,,,,,,,,,,,,,,,,,,,,,,,13.343830285956686,13.27706876321654,,,,,,,13.29368250656844,#000000,,13.29368250656844,,57.821099799612156,-0.6207250755333575,True,False,True,False,True,6.1617331514855636,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24515.0,-11679.128436422123,False,False,False,False,3573.7003402967534,False,False,False,False
2025-02-13 19:00:00+00:00,13.865,13.99,13.82,13.955,4917.0,,,,,,,,,,,,,,,,,,,,,,,,,13.278265039192318,,,,,,,,,,,,,,,,,,,,,,,,13.373165382947528,13.290652826113046,,,,,,,13.314027749417631,#000000,,13.314027749417631,,60.0824594688767,1.9338286771256037,True,False,True,False,True,7.331105230433163,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19598.0,-11801.901638958212,False,False,False,False,3594.5266916099818,False,False,False,False
