date,Close,High,Low,Open,Volume,aVWAP_peak_183,aVWAP_peak_175,aVWAP_peak_170,aVWAP_peak_153,aVWAP_peak_142,aVWAP_peak_135,aVWAP_peak_118,aVWAP_peak_109,aVWAP_peak_101,aVWAP_peak_90,aVWAP_peak_79,aVWAP_peak_67,aVWAP_peak_56,aVWAP_peak_49,aVWAP_peak_21,aVWAP_peak_16,aVWAP_valley_186,aVWAP_valley_159,aVWAP_valley_120,aVWAP_valley_112,aVWAP_valley_81,aVWAP_valley_74,aVWAP_valley_63,aVWAP_valley_51,aVWAP_valley_41,aVWAP_valley_24,aVWAP_valley_8,aVWAP_OB_bull_171,aVWAP_OB_bull_120,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,14.8587097768,15.172796325,14.8375693361,15.0217931768,280765103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,280765103.0,False,False,False,False
2022-01-07 00:00:00+00:00,16.1935776064,16.332168514,14.9644119805,14.9644119805,467243670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,467243670,34610642.222222224,False,False,False,False,294578330.1851852,False,False,False,False
2022-01-14 00:00:00+00:00,16.741781641,16.7725796205,16.101183668,16.2551735653,323111368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,790355038,90591708.57613169,False,False,False,False,296691888.54183817,False,False,False,False
2022-01-21 00:00:00+00:00,16.390684675,16.9265695178,16.2890513427,16.7602604287,281529147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,95.04765045018952,45.31848206619479,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,508825891,121572018.3853071,False,False,False,False,295568722.501702,False,False,False,False
2022-01-28 00:00:00+00:00,15.5283412498,16.6185897231,14.5120079272,16.1319816474,625507138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.11154248828109,35.183566220457166,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-116681247,103923628.35676584,False,False,False,False,320008605.13120556,False,False,False,False
2022-02-04 00:00:00+00:00,14.8323069137,15.7316079143,14.7707109548,15.3805109483,529662918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.84258106066704,25.127538464043795,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-646344165,48348236.25626467,False,False,False,False,335538554.2325977,False,False,False,False
2022-02-11 00:00:00+00:00,14.8631048932,15.1834038797,14.5582048964,14.8076685301,286866634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.95147515558004,18.560927295726486,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-359477531,18138920.163208034,False,False,False,False,331933226.80796087,False,False,False,False
2022-02-18 00:00:00+00:00,14.7029553999,15.0632917598,14.5058483313,14.8045887322,286042830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.632800716561825,13.545473958241587,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-645520361,-31021026.589622192,False,False,False,False,328533938.15551937,False,False,False,False
2022-02-25 00:00:00+00:00,14.7275937835,14.8486298428,13.9514847008,14.641359441,264116947,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509236109033335,,,14.509236109033335,#000000,,14.509236109033335,,54.260369643643656,10.333178346083834,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-381403414,-56975277.508909434,False,False,False,False,323762309.1810365,False,False,False,False
2022-03-04 00:00:00+00:00,14.7029553999,14.8415463076,14.2717836873,14.5304867149,263494093,,,,,,,,,,,,,,,,,,,,,,,,,,,14.557275508609589,,,14.557275508609589,#000000,,14.557275508609589,,51.02381789259607,8.066966595090726,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-644897507,-100525072.28602725,False,False,False,False,319297996.8713301,False,False,False,False
2022-03-11 00:00:00+00:00,14.2841028791,14.699875602,14.1301129818,14.5797634821,301166695,,,,,,,,,,,,,,,,,,,,,,,,,,,14.48971769887995,,,14.48971769887995,#000000,,14.48971769887995,,46.95822554073966,4.856578689041697,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-946064202,-163157600.4129882,False,False,False,False,317954937.4734538,False,False,False,False
2022-03-18 00:00:00+00:00,14.3025816668,14.3826564134,14.0500382351,14.3025816668,290879181,,,,,,,,,,,,,,,,,,,,,,,,,,,14.42616564882469,,,14.42616564882469,#000000,,14.42616564882469,,44.17545651313431,2.7573464785125594,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-655185021,-199604076.01202607,False,False,False,False,315949325.88282764,False,False,False,False
2022-03-25 00:00:00+00:00,14.6844766123,14.6844766123,14.2225069202,14.3025816668,206716905,,,,,,,,,,,,,,,,,,,,,,,,,,,14.442424208493804,,,14.442424208493804,#000000,,14.442424208493804,,44.50899409651291,2.7573464785125594,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-448468116,-218038449.3444686,False,False,False,False,307858035.4470626,False,False,False,False
2022-04-01 00:00:00+00:00,14.7707109548,14.875424085,14.407294797,14.7830301466,260289917,,,,,,,,,,,,,,,,,,,,,,,,,,,14.482132559153603,,,14.482132559153603,#000000,,14.482132559153603,,45.22130794840815,2.7573464785125594,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-188178199,-215826578.94858202,False,False,False,False,304334471.11765057,False,False,False,False
2022-04-08 00:00:00+00:00,14.8692644891,14.930860448,14.4996887354,14.6906362081,275946163,,,,,,,,,,,,,,,,,,,,,,,,,,,14.524277163014286,,,14.524277163014286,#000000,,14.524277163014286,,46.27280479433449,2.7573464785125594,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,87767964,-193338094.2857241,False,False,False,False,302231633.4793061,False,False,False,False
2022-04-15 00:00:00+00:00,16.163174025,16.4084735879,15.3727498575,15.4053710774,379112814,,,,,,,,,,,,,,,,,,,,,,,,,,,14.77071214353015,,,14.77071214353015,#000000,,14.77071214353015,,51.91728676169123,2.7573464785125594,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,466880778,-144432992.63492972,False,False,False,False,307926535.74009824,False,False,False,False
2022-04-22 00:00:00+00:00,16.1466303464,16.8331930097,15.9563780421,16.0721837925,309893565,,,,,,,,,,,,,,,,16.312067132733333,,,,,,,,,,,14.957909566700184,,,15.634988349716759,#000000,,15.634988349716759,,55.86283377602085,-3.8697075503784504,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,156987213,-122105569.99530528,False,False,False,False,308072241.61120206,False,False,False,False
