date,Open,High,Low,Close,Volume,aVWAP_peak_401,aVWAP_peak_313,aVWAP_peak_252,aVWAP_peak_220,aVWAP_peak_150,aVWAP_peak_126,aVWAP_peak_108,aVWAP_peak_29,aVWAP_valley_405,aVWAP_valley_340,aVWAP_valley_294,aVWAP_valley_238,aVWAP_valley_186,aVWAP_valley_169,aVWAP_valley_135,aVWAP_valley_116,aVWAP_valley_85,aVWAP_valley_15,aVWAP_OB_bull_15,aVWAP_OB_bear_252,aVWAP_OB_bear_108,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-19 17:00:00+00:00,43.96,44.07,43.65,43.98,1938.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1938.0,False,False,False,False
2023-12-20 17:00:00+00:00,44.14,44.58,42.75,42.75,1248.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1248.0,-19.348837209302324,False,False,False,False,1927.3023255813953,False,False,False,False
2023-12-21 17:00:00+00:00,43.135,43.345,42.93,43.15,4458.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.92857142857142,-63.392857142857125,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3210.0,30.718586623400032,False,False,False,False,1966.5379484405985,False,False,False,False
2023-12-22 17:00:00+00:00,43.15,43.37,42.9,42.9,217.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.465881774170093,-58.41642068896118,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2993.0,76.64543024164189,False,False,False,False,1939.4133290849302,False,False,False,False
2023-12-25 17:00:00+00:00,42.9,42.9,42.9,42.9,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.49075533790254,-54.53770167376647,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2993.0,121.86022977277923,False,False,False,False,1909.344905378187,False,False,False,False
2023-12-26 17:00:00+00:00,43.365,44.23,43.2,43.98,3705.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.49412385741269,-40.54707063680473,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6698.0,223.81588512513923,False,False,False,False,1937.1845192482924,False,False,False,False
2023-12-27 17:00:00+00:00,43.73,43.73,43.285,43.37,535.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.38766374745794,-35.30938894482629,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6163.0,315.8962589991681,False,False,False,False,1915.4452243762257,False,False,False,False
2023-12-28 17:00:00+00:00,43.28,43.62,43.28,43.52,2548.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.73338835514927,-30.350103936975483,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8711.0,446.05290614646776,False,False,False,False,1925.2522751610904,False,False,False,False
2023-12-29 17:00:00+00:00,43.145,43.3,43.11,43.11,627.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.14177442541188,-28.78653812595208,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8084.0,564.4706905472977,False,False,False,False,1905.124332910531,False,False,False,False
2024-01-01 17:00:00+00:00,43.11,43.11,43.11,43.11,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.41403180558695,-27.04505894765305,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8084.0,681.0525403062544,False,False,False,False,1875.587521547577,False,False,False,False
2024-01-02 17:00:00+00:00,42.88,42.88,42.22,42.38,828.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.075117496057274,-27.04505894765305,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7256.0,782.9897102239869,False,False,False,False,1859.3458545468393,False,False,False,False
2024-01-03 17:00:00+00:00,42.38,42.38,41.53,41.565,642.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.37044219029424,-27.04505894765305,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6614.0,873.3929705305917,False,False,False,False,1840.472275406578,False,False,False,False
2024-01-04 17:00:00+00:00,41.52,41.52,41.07,41.18,284.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.35342729343975,-27.04505894765305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6330.0,957.9915291270165,False,False,False,False,1816.3409222994992,False,False,False,False
2024-01-05 17:00:00+00:00,41.18,41.19,40.95,40.95,417.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.189286498767764,-27.04505894765305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5913.0,1034.813365884737,False,False,False,False,1794.6457142018323,False,False,False,False
2024-01-08 17:00:00+00:00,41.45,41.59,41.16,41.24,5190.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.578986431492215,-27.04505894765305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11103.0,1190.9092826927256,False,False,False,False,1847.2868659196333,False,False,False,False
2024-01-09 17:00:00+00:00,40.86,41.27,40.71,41.225,670.0,,,,,,,,,,,,,,,,,,41.068333333333335,41.068333333333335,,,41.068333333333335,#000000,,41.068333333333335,,25.791797575496254,-27.04505894765305,False,False,False,True,False,,1.0,41.27,40.71,37.0,0,,,False,False,False,False,,,False,False,False,False,10433.0,1334.1975108680322,False,False,False,False,1829.0343563704917,False,False,False,False
2024-01-10 17:00:00+00:00,41.88,42.065,41.49,41.97,1413.0,,,,,,,,,,,,,,,,,,41.59292286765883,41.59292286765883,,,41.59292286765883,#000000,,41.59292286765883,,31.59211471114042,-27.04505894765305,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11846.0,1497.1711928700781,False,False,False,False,1822.584211310484,False,False,False,False
2024-01-11 17:00:00+00:00,41.5,41.97,41.33,41.9,14080.0,,,,,,,,,,,,,,,,,,41.71523799212192,41.71523799212192,,,41.71523799212192,#000000,,41.71523799212192,,35.11716080659668,-25.1835701398451,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2234.0,1439.3235774767434,False,False,False,False,2012.6216653986935,False,False,False,False
2024-01-12 17:00:00+00:00,42.265,42.76,42.265,42.735,2479.0,,,,,,,,,,,,,,,,,,41.831119962092764,41.831119962092764,,,41.831119962092764,#000000,,41.831119962092764,,42.12518794273511,-18.1708570413153,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,245.0,1420.806932864701,False,False,False,False,2019.8523372529771,False,False,False,False
2024-01-15 17:00:00+00:00,42.735,42.735,42.735,42.735,0.0,,,,,,,,,,,,,,,,,,41.831119962092764,41.831119962092764,,,41.831119962092764,#000000,,41.831119962092764,,46.797206033494064,-13.551199944339757,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,245.0,1402.5773680140853,False,False,False,False,1988.5367971405278,False,False,False,False
2024-01-16 17:00:00+00:00,41.995,42.18,41.89,42.0,2463.0,,,,,,,,,,,,,,,,,,41.85355168601437,41.85355168601437,,,41.85355168601437,#000000,,41.85355168601437,,45.94282190566982,-13.551199944339757,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2218.0,1346.4443855642546,False,False,False,False,1995.8928157895118,False,False,False,False
2024-01-17 17:00:00+00:00,41.145,41.72,41.145,41.72,608.0,,,,,,,,,,,,,,,,,,41.84444503292958,41.84444503292958,,,41.84444503292958,#000000,,41.84444503292958,,44.144656300652656,-13.551199944339757,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2826.0,1281.7553253229482,False,False,False,False,1974.3750977152556,False,False,False,False
2024-01-18 17:00:00+00:00,42.67,42.89,42.33,42.6,3247.0,,,,,,,,,,,,,,,,,,41.94360102831197,41.94360102831197,,,41.94360102831197,#000000,,41.94360102831197,,47.45558801466797,-11.869008772281077,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,421.0,1268.4102815194917,False,False,False,False,1994.105716355329,False,False,False,False
2024-01-19 17:00:00+00:00,42.61,43.26,42.55,43.115,2408.0,,,,,,,,,,,,,,,,,,42.03434966627691,42.03434966627691,,,42.03434966627691,#000000,,42.03434966627691,,51.65747630695179,-7.510990623169846,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2829.0,1292.605470953298,False,False,False,False,2000.5226819932307,False,False,False,False
2024-01-22 17:00:00+00:00,42.92,42.92,42.61,42.805,2634.0,,,,,,,,,,,,,,,,,,42.09966707775036,42.09966707775036,,,42.09966707775036,#000000,,42.09966707775036,,52.83540365001231,-5.98419422884097,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,195.0,1275.5883318687506,False,False,False,False,2010.3440357607774,False,False,False,False
2024-01-23 17:00:00+00:00,43.06,43.66,43.06,43.625,1765.0,,,,,,,,,,,,,,,,,,42.17460005666257,42.17460005666257,,,42.17460005666257,#000000,,42.17460005666257,,56.52409015749285,-2.0883162641426054,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1960.0,1286.1993654831886,False,False,False,False,2006.5402522606103,False,False,False,False
2024-01-24 17:00:00+00:00,43.255,43.4,42.55,42.665,2784.0,,,,,,,,,,,,,,,,,,42.230767271569555,42.230767271569555,,,42.230767271569555,#000000,,42.230767271569555,,54.64143079470422,-2.0883162641426054,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-824.0,1253.4830962508909,False,False,False,False,2018.5938917604456,False,False,False,False
2024-01-25 17:00:00+00:00,43.55,43.64,43.235,43.45,2877.0,,,,,,,,,,,,,,,,,,42.32384618467457,42.32384618467457,,,42.32384618467457,#000000,,42.32384618467457,,55.97193426925554,-1.9668936778400905,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2053.0,1265.8787071617298,False,False,False,False,2031.902513593617,False,False,False,False
2024-01-26 17:00:00+00:00,43.75,43.93,43.59,43.88,1470.0,,,,,,,,,,,,,,,,,,42.37963172913774,42.37963172913774,,,42.37963172913774,#000000,,42.37963172913774,,58.08171613510139,0.49570031695866845,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3523.0,1300.872835732866,False,False,False,False,2023.1908467161966,False,False,False,False
