date,Open,High,Low,Close,Volume,aVWAP_peak_857,aVWAP_peak_838,aVWAP_peak_798,aVWAP_peak_709,aVWAP_peak_618,aVWAP_peak_581,aVWAP_peak_533,aVWAP_peak_479,aVWAP_peak_457,aVWAP_peak_416,aVWAP_peak_359,aVWAP_peak_312,aVWAP_peak_276,aVWAP_peak_256,aVWAP_peak_227,aVWAP_peak_203,aVWAP_peak_138,aVWAP_peak_91,aVWAP_peak_71,aVWAP_peak_24,aVWAP_valley_881,aVWAP_valley_860,aVWAP_valley_811,aVWAP_valley_768,aVWAP_valley_737,aVWAP_valley_672,aVWAP_valley_648,aVWAP_valley_591,aVWAP_valley_551,aVWAP_valley_486,aVWAP_valley_444,aVWAP_valley_389,aVWAP_valley_342,aVWAP_valley_324,aVWAP_valley_303,aVWAP_valley_287,aVWAP_valley_252,aVWAP_valley_215,aVWAP_valley_196,aVWAP_valley_165,aVWAP_valley_126,aVWAP_valley_79,aVWAP_valley_38,aVWAP_valley_37,aVWAP_valley_12,aVWAP_OB_bull_672,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-10 15:00:00+00:00,66.595,66.595,66.275,66.36,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,910.0,False,False,False,False
2025-02-10 16:00:00+00:00,66.36,66.36,65.98,66.29,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-318.0,-4.930232558139535,False,False,False,False,900.8217054263566,False,False,False,False
2025-02-10 17:00:00+00:00,66.5,66.715,66.305,66.305,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.474820143885599,-59.7122302158284,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,498.0,2.867135388498287,False,False,False,False,899.506640225948,False,False,False,False
2025-02-10 18:00:00+00:00,66.305,66.585,66.305,66.48,689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.082951627044913,-37.817429866596456,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1187.0,21.2257844522425,False,False,False,False,896.2429713852356,False,False,False,False
2025-02-10 19:00:00+00:00,66.46,66.59,66.46,66.59,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.37050249604659,-21.739150750462812,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1643.0,46.36957073980463,False,False,False,False,889.4174989606582,False,False,False,False
2025-02-10 20:00:00+00:00,66.56,66.81,66.495,66.68,3218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.74981723886959,-10.30731527389728,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4861.0,121.0150037515906,False,False,False,False,925.5195532403379,False,False,False,False
2025-02-11 15:00:00+00:00,66.35,66.63,66.175,66.585,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.19692156933375,-8.46902280637363,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4559.0,189.82097268567446,False,False,False,False,915.8525834226582,False,False,False,False
2025-02-11 16:00:00+00:00,66.515,66.82,66.35,66.82,916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.73400300459058,-2.968651331896133,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5475.0,271.7617327990748,False,False,False,False,915.854868950989,False,False,False,False
2025-02-11 17:00:00+00:00,66.82,67.14,66.82,67.135,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.75224585903503,3.332379035664573,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6029.0,361.0212408176938,False,False,False,False,910.2447159439969,False,False,False,False
2025-02-11 18:00:00+00:00,67.135,67.24,67.09,67.175,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.96546330488292,8.202053418256895,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6175.0,451.1604463864117,False,False,False,False,898.3959606580435,False,False,False,False
