date,Close,High,Low,Open,Volume,aVWAP_peak_38,aVWAP_peak_33,aVWAP_peak_12,aVWAP_peak_6,aVWAP_valley_39,aVWAP_valley_24,aVWAP_valley_19,aVWAP_valley_10,aVWAP_valley_4,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,638.51,646.39,585.1,646.39,454763,,,,659.8706896329213,,,,623.3333333333334,661.148591104539,648.117538023598,#000000,,648.117538023598,,49.69990219783606,7.228074610430198,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,81689,380397.673082753,False,False,False,False,273505.3975127898,False,False,False,False
2022-03-18 00:00:00+00:00,676.75,686.15,641.745,646.76,357044,,,,661.2786977080832,,,,643.072914038271,662.0373194497136,655.4629770653559,#000000,,655.4629770653559,,50.65953227111308,7.228074610430198,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,438733,384718.8084099565,False,False,False,False,279693.4421414721,False,False,False,False
2022-03-25 00:00:00+00:00,860.0,862.87,838.59,846.5,2177618,,,853.82,758.9318906675927,,,,796.589609669641,745.2880260151429,788.6573815880942,#000000,,788.6573815880942,,58.81322659344188,0.17644085753497052,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2616351,550024.8966758857,False,False,False,False,420280.44642728893,False,False,False,False
2022-04-01 00:00:00+00:00,854.82,859.78,844.02,859.21,742741,,,853.5792322907331,772.7860942586286,,,,807.7906733944847,759.1627091767565,798.3296772801507,#000000,,798.3296772801507,,64.26201033361475,4.954808876694983,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1873610,648068.237662857,False,False,False,False,444166.41335860087,False,False,False,False
2022-04-08 00:00:00+00:00,848.0,857.0,847.61,852.62,826250,,,852.9817578331053,783.7909709822223,,,,815.5991519554161,770.668736347695,805.7601542796097,#000000,,805.7601542796097,,67.64528818817578,7.785201709948609,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1047360,677645.4052433862,False,False,False,False,472468.9012579638,False,False,False,False
2022-04-15 00:00:00+00:00,845.49,850.71,844.69,849.59,427458,,,852.3654228054636,788.0840432141898,,,,818.2881228847741,775.3190782051728,808.5141667774001,#000000,,808.5141667774001,,69.8676556986737,9.616794753999997,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,619902,673368.1159660983,False,False,False,False,469134.76042404055,False,False,False,False
2022-04-22 00:00:00+00:00,835.25,844.56,834.18,841.61,1011760,,,849.562064206924,795.000104958582,,,,821.6128199664512,783.2214785958898,812.3491169319618,#000000,,812.3491169319618,,70.64514990143927,10.21275274393922,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-391858,594462.4777463872,False,False,False,False,509329.22261485236,False,False,False,False
2022-04-29 00:00:00+00:00,836.5,843.23,832.0452,835.31,1101766,,,847.4061105854657,800.5404714887076,,,,824.0408798209802,789.7449026577835,815.4330911382342,#000000,,815.4330911382342,,71.23881189186673,10.797966386905948,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,709908,603013.9979133215,False,False,False,False,553213.4283470856,False,False,False,False
2022-05-06 00:00:00+00:00,831.26,840.33,831.26,837.54,1105603,,,845.4436870411299,804.4636605846044,,,,825.4210240245372,794.5573847980841,817.4714391120889,#000000,,817.4714391120889,,71.21618080289193,10.930767605243226,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-395695,529035.5536234458,False,False,False,False,594131.1743954496,False,False,False,False
2022-05-13 00:00:00+00:00,837.0,837.0,829.41,831.42,1024869,,,844.1076802908666,807.3830169473462,,,834.4699999999999,826.4258066432991,798.191150144737,822.1155308052497,#000000,,828.096625970378,,71.40280446273692,11.38689772518952,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,629174,536453.2163180053,False,False,False,False,626037.6799957866,False,False,False,False
2022-05-20 00:00:00+00:00,834.01,836.11,830.26,835.51,738409,,,843.2490153772876,809.0912090197337,,,834.0470416859962,826.9468705742145,800.362221810625,822.7392716935714,#000000,,828.333534164308,,71.25788961455288,11.596897272534648,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-109235,488624.4595537087,False,False,False,False,634361.4814775801,False,False,False,False
2022-05-27 00:00:00+00:00,834.0,835.83,830.8,834.73,496366,,,842.7499321465049,810.1225125680692,,,833.9363943007542,827.2597583222572,801.680690153375,823.1498574981921,#000000,,828.5171493343964,,71.15339560728178,11.909373088661965,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-605601,407570.72180898953,False,False,False,False,624139.5939607223,False,False,False,False
2022-06-03 00:00:00+00:00,834.16,835.25,831.88,832.51,396909,,,842.3950116456707,810.8937998043244,,,833.9105376905084,827.497415565296,802.6686820623786,823.4730893536356,#000000,,828.6741911764499,,71.08567284639321,12.301627112180142,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-208692,361921.6313046199,False,False,False,False,607307.6981117799,False,False,False,False
2022-06-10 00:00:00+00:00,834.11,836.25,832.5,833.61,395142,,,842.0882638153972,811.6296978473405,,,833.9592399218576,827.7357375189185,803.6091955955927,823.8044269398213,#000000,,828.8532347758785,,71.03165953467499,12.734080387635835,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-603834,290384.17713390733,False,False,False,False,591591.7204738703,False,False,False,False
2022-06-17 00:00:00+00:00,830.5,834.28,827.5,833.13,887734,,,841.2008714460303,812.8924791865485,,830.76,833.2383044632442,827.9568051348746,805.3099777548947,825.2264063309322,#000000,,833.2889952610373,,70.5661064060299,12.745167977245487,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1491568,158387.71956843275,False,False,False,False,613528.1856239539,False,False,False,False
2022-06-24 00:00:00+00:00,833.5,834.79,829.52,831.01,611193,,,840.7609153857727,813.7493303965916,,831.5116259497628,833.1530216360167,828.1794461665137,806.438423668565,825.632127200537,#000000,,833.4012522845164,,70.3946203540716,13.051433994684253,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.2809474110328628,0.2809474110328628,False,False,False,False,-880375,81442.33293373403,False,False,False,False,613355.2089110684,False,False,False,False
2022-07-01 00:00:00+00:00,833.9,836.6,831.62,833.0,474919,,,840.5038932414036,814.4123250117095,,832.11996767225,833.2368420401571,828.3898145660327,807.2975675384482,825.9934016783336,#000000,,833.5626293799609,,70.29465460270445,13.426517581286774,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0062972611206114,0.9578189045608211,False,False,False,False,0.28685341728493724,0.2839004141589,False,False,False,False,-405456,45375.78975345743,False,False,False,False,603100.6749176559,False,False,False,False
2022-07-08 00:00:00+00:00,834.57,835.54,831.47,831.5,423400,,,840.2848468008922,814.9628059111852,,832.4272910289558,833.2852633903236,828.5594414894141,808.0147731320178,826.2557369587981,#000000,,833.6392106773965,,70.26337840935201,13.864555261453049,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,0.9990209333230194,0.9562566170706278,False,False,False,False,0.28502366285670233,0.28446203850780116,False,False,False,False,17944,43343.8053272754,False,False,False,False,589789.5138126443,False,False,False,False
2022-07-15 00:00:00+00:00,835.38,835.91,832.67,834.49,316480,,,840.1494023706596,815.3707817873428,,832.6868964086033,833.3603605559189,828.697489904463,808.5417653389698,826.4677827276596,#000000,,833.7235373099112,,70.29246032918218,14.351346809891183,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,0.9796419605171642,0.9793739936354888,False,False,False,False,0.2873981676186022,0.28593010306320166,False,False,False,False,334424,64905.3012289587,False,False,False,False,569544.3646413373,False,False,False,False
2022-07-22 00:00:00+00:00,837.15,837.89,833.6,835.27,541950,,,839.9937042440946,816.0849475608202,,833.273918118183,833.605497332671,828.9781615124492,809.4484812636184,826.8974516719727,#000000,,833.9628203018495,,70.43123160807369,14.925792867610213,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0125470944136166,0.9603427754110574,False,False,False,False,0.29180769786673333,0.2888689004649675,False,False,False,False,876374,125014.09373051731,False,False,False,False,567500.337630868,False,False,False,False
2022-07-29 00:00:00+00:00,837.48,839.6,836.55,837.5,451662,,,839.9261399454745,816.6899622090282,,833.834667263501,833.8909116639416,829.2467465810073,810.2041652605062,827.2987654872431,#000000,,834.2246163634811,,70.55353206042587,15.460990996833957,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0453583918596827,0.9197405987727635,False,False,False,False,0.29889214238280215,0.2938805214238848,False,False,False,False,1328036,214126.82752825678,False,False,False,False,558919.7200285814,False,False,False,False
2022-08-05 00:00:00+00:00,837.2,838.3475,836.88,837.1,317276,,,839.8724115366123,817.0875910269173,,834.1217145693972,834.0516465339957,829.4176017882322,810.7040750592593,827.5425067524023,#000000,,834.3658436070593,,70.58992360682387,15.891088118511732,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0210738264117079,0.9755642519190717,False,False,False,False,0.297487401509881,0.2956839614668829,False,False,False,False,1010760,273136.6921557933,False,False,False,False,541020.1852116495,False,False,False,False
2022-08-12 00:00:00+00:00,838.5,838.95,837.0,837.0,267544,,,839.8411419878613,817.4219599111345,,834.372810544253,834.200953700099,829.567857263437,811.1218612500516,827.7544307761394,#000000,,834.4956908739125,,70.71952179258946,16.388449039071702,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,0.989731022791972,0.9892705305404907,False,False,False,False,0.29858749440748883,0.2971357279371859,False,False,False,False,1278304,347593.5297738827,False,False,False,False,520762.69001078664,False,False,False,False
2022-08-19 00:00:00+00:00,842.19,843.5,838.32,838.9,187626,,841.3366666666667,839.8599430212764,817.6852729447356,,834.6644764970811,834.3787202823421,829.7081767219469,811.4410019753184,829.867751158481,#000000,,837.5599516168415,,71.11199670718638,17.108701837377282,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,0.9963227967391457,0.9702039809654763,False,False,False,False,0.3075516052863158,0.3023436666117508,False,False,False,False,1465930,430433.26830915065,False,False,False,False,496085.8981581358,False,False,False,False
2022-08-26 00:00:00+00:00,841.21,841.82,840.8,840.8,179313,,841.3073463164178,839.8767622194264,817.9309324597225,,834.9189574954116,834.5391307122969,829.8385114389658,811.7391657859226,830.021543775452,#000000,,837.6605491858882,,71.18203658321508,17.48841783224087,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0450579027675864,0.9586995911376944,False,False,False,False,0.3087769797516426,0.3055603231816967,False,False,False,False,1286617,493854.2854714358,False,False,False,False,472621.2390353109,False,False,False,False
2022-09-02 00:00:00+00:00,840.02,842.045,840.02,840.9,311191,,841.0263431716633,839.8932802393064,818.3350119522237,,835.2805969905565,834.7779309091447,830.0467103942,812.2327974044902,830.2275244373693,#000000,,837.7445378276677,,70.9648047424057,17.55411469660416,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0518304282684074,0.9179198660298099,False,False,False,False,0.307926780936221,0.30674355205895887,False,False,False,False,975426,529526.2643254035,False,False,False,False,460663.44355121383,False,False,False,False
2022-09-09 00:00:00+00:00,841.01,843.3,839.9,840.33,332098,,841.1502732930917,839.9251261014462,818.7638784701877,,835.6640750123308,835.0413091184616,830.2744712875465,812.7540165852784,830.5104499811916,#000000,,837.9451958813326,,70.90724507183569,17.76331655341332,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.236505545828874,0.8392734506422447,False,False,False,False,0.3012869934230438,0.3040152727410014,False,False,False,False,1307524,587155.7262272255,False,False,False,False,451140.07736223505,False,False,False,False
2022-09-16 00:00:00+00:00,843.0,843.525,841.25,841.57,397551,,841.5573168539476,839.9907871210769,819.2826272811807,,836.1472507017768,835.3842911124083,830.5632498889709,813.3788665622616,830.9006270745175,#000000,,838.2699114473023,,71.06887198005312,18.16946766758764,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.108484286154945,0.9477645471200075,False,False,False,False,0.02435223111367137,0.16418375192733636,False,False,False,False,1705075,669964.561321505,False,False,False,False,447170.5160761436,False,False,False,False
2022-09-23 00:00:00+00:00,841.98,845.66,841.46,841.52,330960,843.0333333333333,841.8382689773067,840.0519047498306,819.7054242403808,,836.5251410732654,835.6630140819567,830.8019816973424,813.8869999449677,832.688258512298,#000000,,839.2649393664655,,70.91571397165478,18.240450868173028,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0033509654620187,1.1016459523478743,False,False,False,False,0.06055722052799608,0.11237048622766622,False,False,False,False,1374115,722123.8530754676,False,False,False,False,438562.32970013295,False,False,False,False
2022-09-30 00:00:00+00:00,839.37,842.69,839.37,841.26,605516,841.3802182793081,841.4865700432191,840.0669621562695,820.3605863999113,840.4766666666666,836.8856840309164,835.9638719644745,831.1293801326333,814.6952477601219,833.6050208259467,#000000,,840.0572847550276,,70.10488762697308,18.240450868173028,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,0.947772401006876,1.112266363818066,False,False,False,False,-0.01749186225710552,0.047439311985280355,False,False,False,False,768599,725566.4565513589,False,False,False,False,450929.2682408638,False,False,False,False
2022-10-07 00:00:00+00:00,843.1,844.41,840.83,840.99,448540,841.833540185336,841.6943028244705,840.1363812563155,820.8724516714938,841.4568205990321,837.2588462078247,836.265481142287,831.4142928177187,815.3137016620213,834.0273131518333,#000000,,840.5608774541658,,69.9872193701962,18.240450868173028,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,0.9175329927443305,1.0689205536142488,False,False,False,False,0.1312965891249812,0.08936795055513078,False,False,False,False,1217139,761979.2375475545,False,False,False,False,450752.2854082072,False,False,False,False
2022-10-14 00:00:00+00:00,842.19,843.25,841.05,842.21,358234,841.9013119441655,841.747625937432,840.1769738314574,821.2537306144654,841.6360308765669,837.4948948306686,836.4667993831026,831.620212361078,815.7777561313053,834.2305928789158,#000000,,840.6949658972082,,69.64324336873881,18.240450868173028,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,0.9406105432215556,1.0291637359971173,False,False,False,False,0.2624127842118493,0.17589036738349006,False,False,False,False,858905,769158.9236551431,False,False,False,False,443899.07908167335,False,False,False,False
2022-10-21 00:00:00+00:00,847.79,848.0,847.6,847.74,868558,843.8618149777216,843.0547111473559,840.5298166956876,822.3582449576098,843.9820309171558,838.5714060015877,837.3327912718333,832.3382147488384,817.0655347401236,835.454951717546,#000000,,842.3674907609552,,70.10435550583806,18.240450868173028,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.043194770781176,0.9733988639347613,False,False,False,False,0.3428282500353961,0.25935930870944307,False,False,False,False,1727463,840144.4107917992,False,False,False,False,475355.29544599383,False,False,False,False
2022-10-28 00:00:00+00:00,847.79,847.79,847.79,847.79,0,843.8618149777216,843.0547111473559,840.5298166956876,822.3582449576098,843.9820309171558,838.5714060015877,837.3327912718333,832.3382147488384,817.0655347401236,835.454951717546,#000000,,842.3674907609552,,70.43372131805181,18.454363345679255,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0697529025088073,0.9599914875505436,False,False,False,False,0.3423903135387168,0.30087481112407993,False,False,False,False,1727463,905871.7136961104,False,False,False,False,440143.7920796239,False,False,False,False
