date,Open,High,Low,Close,Volume,aVWAP_peak_418,aVWAP_peak_394,aVWAP_peak_363,aVWAP_peak_335,aVWAP_peak_247,aVWAP_peak_185,aVWAP_peak_142,aVWAP_peak_122,aVWAP_peak_88,aVWAP_peak_60,aVWAP_peak_15,aVWAP_valley_403,aVWAP_valley_383,aVWAP_valley_366,aVWAP_valley_341,aVWAP_valley_321,aVWAP_valley_193,aVWAP_valley_169,aVWAP_valley_99,aVWAP_valley_48,aVWAP_OB_bear_247,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,97.48,97.96,95.58,97.36,18727.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,18727.0,False,False,False,False
2023-12-15 17:00:00+00:00,96.265,98.21,96.265,97.86,11127.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11127.0,172.51162790697674,False,False,False,False,18609.17054263566,False,False,False,False
2023-12-18 17:00:00+00:00,97.47,97.57,95.315,95.6,14888.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.14461791290057,-47.493837304848,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3761.0,111.5269515053182,False,False,False,False,18551.477976083166,False,False,False,False
2023-12-19 17:00:00+00:00,97.265,101.36,97.265,101.17,14153.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.03203049411236,-43.90962777304745,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10392.0,270.91413055174735,False,False,False,False,18483.28451908963,False,False,False,False
2023-12-20 17:00:00+00:00,102.69,103.22,98.47,98.5,9945.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.8006832520465,-43.90962777304745,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,447.0,273.64414403156525,False,False,False,False,18350.9080149177,False,False,False,False
2023-12-21 17:00:00+00:00,101.1,101.74,100.56,100.68,7899.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.70356066985472,-42.6213728770673,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8346.0,398.79694800006814,False,False,False,False,18188.862929415096,False,False,False,False
2023-12-22 17:00:00+00:00,103.89,103.91,102.37,102.79,7998.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.15496766326784,-35.886913679274656,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16344.0,646.0093984186717,False,False,False,False,18030.86505454044,False,False,False,False
2023-12-25 17:00:00+00:00,102.79,102.79,102.79,102.79,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.12257232554325,-29.513240818722196,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16344.0,889.3890976679946,False,False,False,False,17751.316759121208,False,False,False,False
2023-12-26 17:00:00+00:00,103.8,104.35,103.33,103.53,7998.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.50400125290149,-22.904638611431835,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24342.0,1252.9954682467853,False,False,False,False,17600.1025458015,False,False,False,False
2023-12-27 17:00:00+00:00,103.545,103.9,103.155,103.39,4349.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.05253892309248,-17.369218214530058,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19993.0,1543.5381741654398,False,False,False,False,17394.659095478997,False,False,False,False
