date,Open,High,Low,Close,Volume,aVWAP_peak_411,aVWAP_peak_328,aVWAP_peak_221,aVWAP_peak_153,aVWAP_peak_118,aVWAP_peak_84,aVWAP_peak_33,aVWAP_valley_425,aVWAP_valley_398,aVWAP_valley_361,aVWAP_valley_343,aVWAP_valley_264,aVWAP_valley_193,aVWAP_valley_167,aVWAP_valley_143,aVWAP_valley_98,aVWAP_valley_43,aVWAP_OB_bull_343,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,2.82,2.82,2.76,2.815,8436.0,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,8436.0,False,False,False,False
2023-12-15 17:00:00+00:00,2.755,2.765,2.705,2.745,9435.0,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9435.0,-146.27906976744185,False,False,False,False,8451.488372093025,False,False,False,False
2023-12-18 17:00:00+00:00,2.685,2.71,2.67,2.695,1896.0,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11331.0,-319.68559581755903,False,False,False,False,8349.852893455924,False,False,False,False
2023-12-19 17:00:00+00:00,2.795,2.8,2.75,2.78,12689.0,,,,,,,,,,,,,,,,,,,,#000000,,,,15.335783494821237,-36.197794854660884,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1358.0,-293.67496642503875,False,False,False,False,8417.126492006993,False,False,False,False
2023-12-20 17:00:00+00:00,2.77,2.785,2.69,2.69,10012.0,,,,,,,,,,,,,,,,,,,,#000000,,,,20.130508660570225,-32.80268921517607,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8654.0,-423.29240880604584,False,False,False,False,8441.853213061147,False,False,False,False
2023-12-21 17:00:00+00:00,2.775,2.785,2.745,2.765,4761.0,,,,,,,,,,,,,,,,,,,,#000000,,,,29.16463638538826,-25.45040284461906,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3893.0,-477.08632494858773,False,False,False,False,8384.78572138578,False,False,False,False
2023-12-22 17:00:00+00:00,2.825,2.845,2.765,2.77,6246.0,,,,,,,,,,,,,,,,,,,,#000000,,,,35.51008044354701,-20.631280089802946,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2353.0,-433.20901758504374,False,False,False,False,8351.626252837164,False,False,False,False
2023-12-25 17:00:00+00:00,2.77,2.77,2.77,2.77,0.0,,,,,,,,,,,,,,,,,,,,#000000,,,,39.74037648231952,-17.55520486771298,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2353.0,-390.01197855271744,False,False,False,False,8222.143675273797,False,False,False,False
2023-12-26 17:00:00+00:00,2.755,2.79,2.74,2.79,1678.0,,,,,,,,,,,,,,,,,,,,#000000,,,,44.027946204926224,-14.143270186042471,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4031.0,-321.4691571798071,False,False,False,False,8120.684083409087,False,False,False,False
2023-12-27 17:00:00+00:00,2.805,2.82,2.76,2.765,12590.0,,,,,,,,,,,,,,,,,,,,#000000,,,,45.01450352406089,-13.488926369381687,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8559.0,-449.18281365763954,False,False,False,False,8189.975803046155,False,False,False,False
2023-12-28 17:00:00+00:00,2.715,2.725,2.67,2.68,7160.0,,,,,,,,,,,,,,,,,,,,#000000,,,,41.131063335759805,-13.488926369381687,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15719.0,-685.9241653838776,False,False,False,False,8174.007185944664,False,False,False,False
2023-12-29 17:00:00+00:00,2.635,2.645,2.605,2.615,12920.0,,,,,,,,,,,,,,,,,,,,#000000,,,,36.321877282388236,-4.616593871088625,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28639.0,-1119.3051860756004,False,False,False,False,8247.588469883507,False,False,False,False
2024-01-01 17:00:00+00:00,2.615,2.615,2.615,2.615,0.0,,,,,,,,,,,,,,,,,,,,#000000,,,,33.11575324680719,-7.674310344393376,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28639.0,-1545.9671211752036,False,False,False,False,8119.718881203143,False,False,False,False
2024-01-02 17:00:00+00:00,2.585,2.6,2.53,2.545,12516.0,,,,,,,,,,,,,,,,,,,,#000000,,,,29.074395670407675,-11.584948779648087,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41155.0,-2160.060654180239,False,False,False,False,8187.878278393791,False,False,False,False
2024-01-03 17:00:00+00:00,2.535,2.58,2.52,2.545,15675.0,,,,,,,,,,,,,,,,,,,,#000000,,,,26.380157286141333,-14.299729297152886,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41155.0,-2764.6333572162043,False,False,False,False,8303.957684930321,False,False,False,False
2024-01-04 17:00:00+00:00,2.535,2.54,2.5,2.535,25228.0,,,,,,,,,,,,,,,,,,,,#000000,,,,24.32346670887363,-16.536702318634667,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-66383.0,-3750.964622995798,False,False,False,False,8566.345937877137,False,False,False,False
2024-01-05 17:00:00+00:00,2.545,2.565,2.51,2.51,2869.0,,,,,,,,,,,,,,,,,,,,#000000,,,,22.31374982656675,-18.826421515907537,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-69252.0,-4766.484551321444,False,False,False,False,8478.014993103847,False,False,False,False
2024-01-08 17:00:00+00:00,2.495,2.495,2.455,2.465,11265.0,,,,,,,,,,,,,,,,,,,,#000000,,,,19.99188522635638,-21.44969428397613,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-80517.0,-5940.911147424988,False,False,False,False,8521.224062978206,False,False,False,False
2024-01-09 17:00:00+00:00,2.435,2.435,2.39,2.395,17466.0,,,,,,,,,,,,,,,,,,,,#000000,,,,17.319151150713154,-24.390392999070997,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-97983.0,-7367.920276922274,False,False,False,False,8659.902759676217,False,False,False,False
2024-01-10 17:00:00+00:00,2.365,2.41,2.365,2.395,7941.0,,,,,,,,,,,,,,,,,,,,#000000,,,,15.53732843361767,-26.497149047714615,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-97983.0,-8772.805233869216,False,False,False,False,8648.75698045643,False,False,False,False
