date,Close,High,Low,Open,Volume,aVWAP_peak_46,aVWAP_valley_24,aVWAP_OB_bear_1,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-06-02 00:00:00+00:00,18.52,18.77,18.2,18.5,5652664,,,20.762241596164404,,#000000,,,,33.02684408774384,-42.32995658465995,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12196983,-781885.2940534137,False,False,False,False,5801158.522623302,False,False,False,False
2025-06-03 00:00:00+00:00,19.13,19.58,18.28,18.68,4675036,,,20.600762459821983,,#000000,,,,33.217945745239604,-42.32995658465995,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7521947,-1046201.4393846523,False,False,False,False,5756996.855069448,False,False,False,False
2025-06-04 00:00:00+00:00,20.08,20.15,18.9211,19.33,5911963,,,20.509147802998964,,#000000,,,,36.016850954891595,-42.32995658465995,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1609984,-1068310.5594087837,False,False,False,False,5763073.958792215,False,False,False,False
2025-06-05 00:00:00+00:00,19.07,20.83,19.05,20.725,6914067,,,20.416247575051933,,#000000,,,,36.16693347030419,-42.32995658465995,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8524051,-1360692.5374711845,False,False,False,False,5808210.940800363,False,False,False,False
2025-06-06 00:00:00+00:00,19.98,20.02,18.95,19.05,4289096,,,20.368080090729993,,#000000,,,,38.57970738126126,-42.32995658465995,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4234955,-1473408.7124723147,False,False,False,False,5748637.805867015,False,False,False,False
2025-06-09 00:00:00+00:00,20.93,21.13,19.83,20.73,6283038,,,20.39016526603465,,#000000,,,,42.29038306621939,-36.82950506767464,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2048083,-1335310.998257714,False,False,False,False,5769594.676225171,False,False,False,False
2025-06-10 00:00:00+00:00,20.0,21.3,19.75,21.14,3920526,,,20.38815761506112,,#000000,,,,42.98881475946675,-33.44297915349217,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1872443,-1356374.998326039,False,False,False,False,5697082.179118303,False,False,False,False
2025-06-11 00:00:00+00:00,19.33,20.05,19.2,19.87,3273146,,,20.35364691706636,,#000000,,,,42.29656157983127,-31.591971502643474,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5145589,-1504971.6258426649,False,False,False,False,5602025.858368565,False,False,False,False
2025-06-12 00:00:00+00:00,19.42,20.62,19.0801,19.2,4757587,,,20.318049851640833,,#000000,,,,42.06021599653419,-29.418288833310342,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-388002,-1461168.8954174623,False,False,False,False,5568910.609020779,False,False,False,False
2025-06-13 00:00:00+00:00,18.84,19.2694,18.44,19.0,3139588,,,20.26660504200134,,#000000,,,,40.8634831653999,-28.444493535216935,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3527590,-1542205.0171657973,False,False,False,False,5473643.055725846,False,False,False,False
2025-06-16 00:00:00+00:00,19.37,19.85,18.9,19.23,3025557,,,20.237428367719104,,#000000,,,,41.5028061451725,-25.814803583444576,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-502033,-1501413.9576690996,False,False,False,False,5377639.6809915,False,False,False,False
2025-06-17 00:00:00+00:00,18.49,19.328,18.3,19.1,6435570,,,20.13794291256557,,#000000,,,,40.31105979250762,-25.242618131370108,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6937603,-1714597.8416820762,False,False,False,False,5419127.14448203,False,False,False,False
2025-06-18 00:00:00+00:00,19.04,19.47,17.95,18.61,7838001,,,20.04131370247408,,#000000,,,,41.01370956963493,-22.94152325116003,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,900398,-1612048.9851455241,False,False,False,False,5513984.942737637,False,False,False,False
2025-06-20 00:00:00+00:00,18.86,21.05,18.81,20.51,26245904,,,19.949067458399306,,#000000,,,,41.12317062241005,-21.343507275064397,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-25345506,-2542772.789649621,False,False,False,False,6327001.376355769,False,False,False,False
2025-06-23 00:00:00+00:00,18.47,19.04,17.4,18.25,8652040,,18.30333333333333,19.848652973760675,18.30333333333333,#000000,,18.30333333333333,,40.40988881994812,-20.736213922717944,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-33997546,-3776293.3077025767,False,False,False,False,6418179.361596719,False,False,False,False
2025-06-24 00:00:00+00:00,19.71,19.83,18.69,19.09,7775280,,18.827134123723972,19.82585102405443,18.827134123723972,#000000,,18.827134123723972,,43.31776427452037,-16.843981377891282,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-26222266,-4656527.530929927,False,False,False,False,6471398.994475279,False,False,False,False
2025-06-25 00:00:00+00:00,19.4,20.11,19.14,20.01,3366648,,18.95008243588821,19.819778901054974,18.95008243588821,#000000,,18.95008243588821,,44.5398936500069,-14.757844091784968,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-29588914,-5634268.176775812,False,False,False,False,6349644.053515464,False,False,False,False
2025-06-26 00:00:00+00:00,20.48,21.07,19.01,19.515,6116098,,19.241979428381228,19.833886304482377,19.241979428381228,#000000,,19.241979428381228,,47.891882396503306,-10.826911754516416,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-23472816,-6333819.071804212,False,False,False,False,6340485.384750152,False,False,False,False
2025-06-27 00:00:00+00:00,19.97,21.1474,19.64,21.125,5056323,,19.406976059539904,19.84678251953777,19.406976059539904,#000000,,19.406976059539904,,48.863505739453345,-9.292024136803235,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-28529139,-7204223.774870714,False,False,False,False,6290126.075544263,False,False,False,False
2025-06-30 00:00:00+00:00,21.9,22.4,20.41,20.5,10562811,,19.957133853852227,19.950985210235856,19.957133853852227,#000000,,19.957133853852227,,53.18678418865906,-4.711320648772009,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-17966328,-7626267.077816961,False,False,False,False,6457682.347091547,False,False,False,False
2025-07-01 00:00:00+00:00,21.31,22.1499,20.8,21.88,7094338,,20.170566089318026,20.0083173347944,20.170566089318026,#000000,,20.170566089318026,,54.62431234681465,-2.9954273146830417,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-25060666,-8309968.996333944,False,False,False,False,6482649.235440898,False,False,False,False
2025-07-02 00:00:00+00:00,22.22,22.8299,20.8001,21.51,7822788,,20.417174420270797,20.08843169754541,20.417174420270797,#000000,,20.417174420270797,,57.08830598244203,-0.33179789702926143,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17237878,-8660083.074909084,False,False,False,False,6535203.6967961565,False,False,False,False
2025-07-03 00:00:00+00:00,21.75,22.65,21.59,22.29,3814440,,20.5171545367589,20.126065878540594,20.5171545367589,#000000,,20.5171545367589,,57.5538519472487,0.4397025271027175,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21052318,-9146053.071971472,False,False,False,False,6428507.081235522,False,False,False,False
2025-07-07 00:00:00+00:00,19.69,21.4363,19.2,21.335,7332534,,20.47285254317908,20.1254339909847,20.47285254317908,#000000,,20.47285254317908,,53.66500048327389,0.4397025271027175,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28384852,-9900515.775031414,False,False,False,False,6463959.117265503,False,False,False,False
2025-07-08 00:00:00+00:00,19.46,20.08,19.15,20.08,3688011,,20.425795091463264,20.11529349172277,20.425795091463264,#000000,,20.425795091463264,,50.67822053020131,0.4397025271027175,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32072863,-10770019.58777528,False,False,False,False,6355098.406784503,False,False,False,False
2025-07-09 00:00:00+00:00,20.17,20.26,19.05,19.92,6587804,,20.37510823527659,20.10628284421404,20.37510823527659,#000000,,20.37510823527659,,50.17028335284861,7.035424303875438,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-25485059,-11347079.956882134,False,False,False,False,6364224.116322366,False,False,False,False
2025-07-10 00:00:00+00:00,20.41,20.6,19.35,20.16,3929791,,20.362852300618787,20.106533627572386,20.362852300618787,#000000,,20.362852300618787,,50.32406096493632,6.9023342816968665,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-21555268,-11747401.056612246,False,False,False,False,6268756.150976391,False,False,False,False
2025-07-11 00:00:00+00:00,20.63,21.84,20.36,20.545,6119917,,20.403258844053603,20.129699036364325,20.403258844053603,#000000,,20.403258844053603,,50.89493966235609,6.9023342816968665,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-15435351,-11892026.544588236,False,False,False,False,6262919.3215263365,False,False,False,False
2025-07-14 00:00:00+00:00,21.45,21.95,20.855,20.95,4279414,,20.450373887917905,20.1541705162068,20.450373887917905,#000000,,20.450373887917905,,52.94619745925519,6.9023342816968665,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-11155937,-11863160.287937718,False,False,False,False,6185134.799113539,False,False,False,False
2025-07-15 00:00:00+00:00,20.86,21.57,20.4,21.0,4208976,,20.471895664247306,20.168639982800755,20.471895664247306,#000000,,20.471895664247306,,52.861094502029175,6.9023342816968665,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-15364913,-12000483.923704864,False,False,False,False,6107638.37561889,False,False,False,False
2025-07-16 00:00:00+00:00,24.36,24.75,21.15,21.16,14157924,,20.849401976473526,20.35751847688619,20.849401976473526,#000000,,20.849401976473526,,58.050140977988974,2.313477888534962,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1206989,-11577209.612971341,False,False,False,False,6423335.851084816,False,False,False,False
2025-07-17 00:00:00+00:00,26.04,26.17,23.67,24.285,11744485,,21.2761197138701,20.584437514804275,21.2761197138701,#000000,,21.2761197138701,,63.08176504217158,7.0502315035852305,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10537496,-10709966.255599918,False,False,False,False,6632008.36672855,False,False,False,False
2025-07-18 00:00:00+00:00,27.13,28.2,25.32,27.71,20131419,,22.068596137823786,21.044560630730444,22.068596137823786,#000000,,22.068596137823786,,67.29868291492349,10.878511006671076,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30668915,-9087265.029890116,False,False,False,False,7161397.019013705,False,False,False,False
2025-07-21 00:00:00+00:00,27.45,31.75,27.27,29.13,22095269,,22.97567698434994,21.621927449364573,22.97567698434994,#000000,,22.97567698434994,,70.35406205085249,13.58772556645603,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52764184,-6661718.009110112,False,False,False,False,7747039.057483756,False,False,False,False
2025-07-22 00:00:00+00:00,29.11,29.22,26.68,28.2,11783428,,23.333951313967656,21.87759929896005,23.333951313967656,#000000,,23.333951313967656,,73.54340777142045,16.458854201443188,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64547612,-3869195.2636548136,False,False,False,False,7905328.819935374,False,False,False,False
2025-07-23 00:00:00+00:00,31.03,31.19,28.41,29.61,13614186,,23.826816431400285,22.228712180102406,23.826816431400285,#000000,,23.826816431400285,,76.72350736728829,19.34975456516807,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,78161798,-652293.5670408998,False,False,False,False,8129205.572094771,False,False,False,False
2025-07-24 00:00:00+00:00,31.89,33.17,30.08,30.315,12570255,31.713333333333335,24.316364494105244,22.58391163607817,28.01484891371929,#000000,,28.01484891371929,,79.2495604831137,21.669296921300983,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90732053,2931406.2983332532,False,False,False,False,8303364.373189094,False,False,False,False
2025-07-25 00:00:00+00:00,30.59,31.42,29.1501,31.41,9383698,31.14629528980954,24.585196274160282,22.79611748196736,27.865745781984913,#000000,,27.865745781984913,,77.92910382550892,21.669296921300983,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,81348355,6006580.757222146,False,False,False,False,8345730.397769914,False,False,False,False
2025-07-28 00:00:00+00:00,29.6,31.52,29.48,31.31,7354548,30.908836058063837,24.77354642359996,22.950639084194798,27.841191240831897,#000000,,27.841191240831897,,74.98582920797479,21.669296921300983,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,73993807,8672746.492233042,False,False,False,False,8306860.499818153,False,False,False,False
2025-07-29 00:00:00+00:00,26.76,29.48,25.932,29.17,13128851,29.820419378992668,24.92141229717853,23.11011678960595,27.3709158380856,#000000,,27.3709158380856,,68.27955356601228,26.355305209462813,False,False,True,False,False,9.41453932492093,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.1379144143180236,0.1379144143180236,False,False,False,False,60864956,10719499.806263119,False,False,False,False,8495958.16649195,False,False,False,False
2025-07-30 00:00:00+00:00,28.9,29.5,27.18,27.18,10722150,29.559472415184274,25.080429670761504,23.26447720888604,27.31995104297289,#000000,,27.31995104297289,,66.0025596623253,24.31408322462886,False,False,True,False,False,13.516598880414314,0.0,0.0,0.0,0.0,0,1.029759794702264,0.9080747105594098,False,False,False,False,0.16987731714416768,0.15389586573109565,False,False,False,False,71587106,13106464.755037116,False,False,False,False,8583259.807021677,False,False,False,False
2025-07-31 00:00:00+00:00,28.415,30.42,28.31,28.895,8284698,29.490554064402062,25.211200332163614,23.389091052955948,27.350877198282838,#000000,,27.350877198282838,,63.766044776645224,22.196799424117188,True,False,True,False,False,12.254526554390758,0.0,0.0,0.0,0.0,0,1.0378854000798772,0.9105468257121434,False,False,False,False,0.22231989169022967,0.18810787871066265,False,False,False,False,63302408,15074933.117584681,False,False,False,False,8571551.500863966,False,False,False,False
2025-08-01 00:00:00+00:00,26.88,27.8894,26.0,26.065,9517028,29.146222157048914,25.273648845220908,23.47444573188048,27.20993550113491,#000000,,27.20993550113491,,60.12399830171755,18.706868557703984,True,False,True,False,False,8.413591940164487,0.0,0.0,0.0,0.0,0,1.0274607710703945,0.9016440870935312,False,False,False,False,0.09989470213724531,0.144001290423954,False,False,False,False,53785380,16592989.858071556,False,False,False,False,8608629.010634007,False,False,False,False
2025-08-04 00:00:00+00:00,28.89,29.75,27.0,27.645,8075282,29.08496464884815,25.371914448269308,23.576304858016897,27.22843954855873,#000000,,27.22843954855873,,59.82633509724256,18.30123339684846,True,False,True,False,False,12.112510805641687,0.0,0.0,0.0,0.0,0,1.0415598677986304,0.8839393257396732,False,False,False,False,0.17165129587943173,0.15782629315169286,False,False,False,False,61860662,18368192.687166788,False,False,False,False,8587713.441589536,False,False,False,False
2025-08-05 00:00:00+00:00,27.68,29.035,25.55,28.38,12355793,28.860094885306328,25.461939165772126,23.690937533487354,27.161017025539227,#000000,,27.161017025539227,,58.002013332418265,16.318544078839537,True,False,True,False,False,9.238022041510465,0.0,0.0,0.0,0.0,0,1.0139501736660606,0.902369471182191,False,False,False,False,0.11722177764623164,0.13752403539896224,False,False,False,False,49504869,19589238.817081816,False,False,False,False,8735481.267409554,False,False,False,False
2025-08-06 00:00:00+00:00,27.34,28.0,26.02,27.08,9224186,28.700568757539,25.51457809123885,23.765590106042378,27.107573424388924,#000000,,27.107573424388924,,56.33608522955813,14.450451107438937,True,False,True,False,False,8.448496703139384,0.0,0.0,0.0,0.0,0,1.0169252570238732,0.9076232340905476,False,False,False,False,0.10314302262849095,0.1203335290137266,False,False,False,False,40280683,20400668.000725668,False,False,False,False,8754646.158883689,False,False,False,False
2025-08-07 00:00:00+00:00,28.09,30.35,27.4524,28.5,10836203,28.693785355485772,25.626620270299593,23.88691573391436,27.160202812892685,#000000,,27.160202812892685,,56.11537152368317,13.882338888403773,True,False,True,False,False,9.823504582209939,0.0,0.0,0.0,0.0,0,1.0398847752750515,0.876057910322266,False,False,False,False,0.1984577719667044,0.15939565049021548,False,False,False,False,51116886,21605225.56932466,False,False,False,False,8836275.838927465,False,False,False,False
2025-08-08 00:00:00+00:00,27.78,28.38,26.46,28.01,10557808,28.593946044472126,25.69137890761785,23.973568314984437,27.14266247604499,#000000,,27.14266247604499,,55.50097268935235,12.862141895997027,True,False,True,False,False,9.090731007514545,0.0,0.0,0.0,0.0,1,1.0519623674208443,0.8769197296756644,False,False,False,False,0.12359075649092893,0.1414932034905722,False,False,False,False,40559078,22348513.89993938,False,False,False,False,8903786.904067565,False,False,False,False
2025-08-11 00:00:00+00:00,28.48,30.84,28.3501,28.6,11427656,28.647849684670405,25.816195932967165,24.104981274226056,27.232022808818783,#000000,,27.232022808818783,,55.988529082328796,12.862141895997027,True,False,True,False,False,10.37705567858492,0.0,0.0,0.0,0.0,1,1.0605072220561043,0.8485270097372152,False,False,False,False,0.23424719840044833,0.18787020094551027,False,False,False,False,51986734,23510797.041118227,False,False,False,False,9002762.162731582,False,False,False,False
2025-08-12 00:00:00+00:00,27.9,29.4392,27.36,28.77,7346301,28.626205811725367,25.86988227430133,24.170357947757996,27.248044043013348,#000000,,27.248044043013348,,55.34681882754755,11.814234467294355,True,False,True,False,False,8.991125400805515,0.0,0.0,0.0,0.0,1,1.0632554938102903,0.8500035427611268,False,False,False,False,0.17289878942643938,0.18038449518597482,False,False,False,False,44640433,24339410.215976335,False,False,False,False,8937802.901447993,False,False,False,False
2025-08-13 00:00:00+00:00,28.34,30.19,27.81,28.0,9040945,28.635486246010537,25.947320073025846,24.258483803298198,27.29140315951819,#000000,,27.29140315951819,,55.54306449754942,11.53600151739775,True,False,True,False,False,9.81030246161055,0.0,0.0,0.0,0.0,1,1.065032370988434,0.8444661024534325,False,False,False,False,0.2035214038603111,0.19195294952314296,False,False,False,False,53681378,25490075.61927138,False,False,False,False,8941847.689626504,False,False,False,False
2025-08-14 00:00:00+00:00,28.57,29.92,27.25,27.705,8800446,28.63240790967434,26.01379004286683,24.33743442642305,27.323098976270586,#000000,,27.323098976270586,,56.01021940550015,11.53600151739775,True,False,True,False,False,10.238987344542476,0.0,0.0,0.0,0.0,1,1.0578789870784808,0.8571529487946783,False,False,False,False,0.1823180767536224,0.18713551313838267,False,False,False,False,62481824,26940732.41851564,False,False,False,False,8936302.525327425,False,False,False,False
2025-08-15 00:00:00+00:00,26.09,28.9999,25.8,28.84,10624368,28.527632760293784,26.04187575735369,24.39409954858017,27.28475425882374,#000000,,27.28475425882374,,52.267571129128285,7.64419180138875,False,False,False,False,False,4.487800813532601,0.0,0.0,0.0,0.0,1,1.0366537047375208,0.8742054401601631,False,False,False,False,0.1225885551027325,0.1548620341205576,False,False,False,False,51857456,27917858.833475813,False,False,False,False,9002501.171393016,False,False,False,False
2025-08-18 00:00:00+00:00,26.79,26.85,25.51,25.705,5891094,28.45550660405817,26.047385741296093,24.417620573612023,27.25144617267713,#000000,,27.25144617267713,,50.917124435705986,6.146323140910596,False,False,False,False,False,5.831942452590599,0.0,0.0,0.0,0.0,1,1.0327604539215496,0.9010246099715814,False,False,False,False,0.061992755131876846,0.10842739462621723,False,False,False,False,57748550,29087689.859614015,False,False,False,False,8880485.203887407,False,False,False,False
2025-08-19 00:00:00+00:00,24.095,26.74,23.65,26.61,11863474,28.225400855583096,26.00901823952574,24.427172798734976,27.117209547554417,#000000,,27.117209547554417,,46.66632043003642,2.002120916780129,False,False,False,True,False,0.20030087043328137,0.0,0.0,0.0,0.0,1,1.014965315947083,0.8958587619877941,False,False,False,False,0.013417438133840198,0.06092241638002871,False,False,False,False,45885076,29746410.88472719,False,False,False,False,8997465.156676136,False,False,False,False
2025-08-20 00:00:00+00:00,24.51,24.51,22.95,23.825,7582404,28.06036162191589,25.96920504982641,24.420769462604202,27.01478333587115,#000000,,27.01478333587115,,44.53546575257772,-0.02535020278662614,False,True,False,True,False,1.0103036111150416,0.0,0.0,0.0,0.0,1,0.9999924374196475,0.9276884973152838,False,False,False,False,-0.058780774693265925,0.0010708208433813926,False,False,False,False,53467480,30676648.889247697,False,False,False,False,8941972.562296681,False,False,False,False
2025-08-21 00:00:00+00:00,23.89,24.48,23.62,23.79,8483694,27.89059260249696,25.926624369411062,24.41393124739843,26.908608485954012,#000000,,26.908608485954012,,42.40236883588278,-2.059983351349679,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,1,1.0068414443894829,0.9288516418705528,False,False,False,False,-0.04298430746689946,-0.020956743311759035,False,False,False,False,44983786,31237713.089669358,False,False,False,False,8924000.853971321,False,False,False,False
2025-08-22 00:00:00+00:00,25.57,25.7,23.34,23.65,7897255,27.777521546496537,25.905810228262375,24.420675332721927,26.841665887379456,#000000,,26.841665887379456,,43.79701439963894,-2.059983351349679,False,True,False,True,False,3.008576425117951,0.0,0.0,0.0,0.0,1,1.0092765909559802,0.9066958005889303,False,False,False,False,-0.01981982952794191,-0.020388286419850472,False,False,False,False,52881041,32086471.046937227,False,False,False,False,8883736.31067833,False,False,False,False
2025-08-25 00:00:00+00:00,24.55,25.1341,24.0201,24.55,5244364,27.699674291811647,25.888536620164842,24.42210863372983,26.794105455988245,#000000,,26.794105455988245,,43.42860311988181,-2.059983351349679,False,True,False,True,False,0.9855381820372386,0.0,0.0,0.0,0.0,1,1.0126898841003713,0.9132684445444655,False,False,False,False,-0.01700753531391815,-0.018697910866884312,False,False,False,False,47636677,32696283.045096554,False,False,False,False,8741015.827906631,False,False,False,False
2025-08-26 00:00:00+00:00,24.72,24.88,23.91,24.4,8794104,27.574749271018067,25.859179107668062,24.423411883273797,26.716964189343066,#000000,,26.716964189343066,,43.47135072600136,-2.059983351349679,False,True,False,True,False,1.310542978557276,0.0,0.0,0.0,0.0,0,1.0190736538064782,0.9043897818706979,False,False,False,False,-0.025977496527114043,-0.022337703696999178,False,False,False,False,56430781,33627047.67077904,False,False,False,False,8743097.717008332,False,False,False,False
