date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_180,aVWAP_peak_172,aVWAP_peak_163,aVWAP_peak_151,aVWAP_peak_150,aVWAP_peak_143,aVWAP_peak_138,aVWAP_peak_125,aVWAP_peak_119,aVWAP_peak_104,aVWAP_peak_80,aVWAP_peak_76,aVWAP_peak_68,aVWAP_peak_67,aVWAP_peak_55,aVWAP_peak_50,aVWAP_peak_40,aVWAP_peak_32,aVWAP_peak_15,aVWAP_valley_187,aVWAP_valley_176,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_161,aVWAP_valley_155,aVWAP_valley_148,aVWAP_valley_136,aVWAP_valley_121,aVWAP_valley_120,aVWAP_valley_112,aVWAP_valley_96,aVWAP_valley_84,aVWAP_valley_79,aVWAP_valley_78,aVWAP_valley_74,aVWAP_valley_73,aVWAP_valley_61,aVWAP_valley_44,aVWAP_valley_39,aVWAP_valley_30,aVWAP_valley_19,aVWAP_valley_4,aVWAP_OB_bull_171,aVWAP_OB_bear_80,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,1.56,1.5822,1.49,1.51,922753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,922753.0,False,False,False,False
2022-01-07 00:00:00+00:00,1.54,1.64,1.455,1.59,1119085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1119085,-82895.18518518518,False,False,False,False,937296.1111111111,False,False,False,False
2022-01-14 00:00:00+00:00,1.54,1.68,1.45,1.54,1230857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1119085,-159649.98628257887,False,False,False,False,959041.3621399177,False,False,False,False
2022-01-21 00:00:00+00:00,1.58,1.72,1.48,1.53,1188235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,19.90269792127377,-31.18573087129589,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,69150,-142701.839150536,False,False,False,False,976018.6686480719,False,False,False,False
2022-01-28 00:00:00+00:00,1.46,1.5606,1.4101,1.56,1230467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4769,,,1.4769,#000000,,1.4769,,20.360815791283294,-31.18573087129589,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1161317,-218154.81402827404,False,False,False,False,994866.6931926592,False,False,False,False
2022-02-04 00:00:00+00:00,1.47,1.56,1.44,1.47,1233757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4834587449436414,,,1.4834587449436414,#000000,,1.4834587449436414,,21.991767844408763,-30.64125304070823,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,72440,-196629.2722484019,False,False,False,False,1012562.2714746845,False,False,False,False
2022-02-11 00:00:00+00:00,1.57,1.6699,1.4579,1.47,1094713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5088275570580019,,,1.5088275570580019,#000000,,1.5088275570580019,,31.263758158649456,-22.373584396667823,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1167153,-95608.36319296474,False,False,False,False,1018647.5106247079,False,False,False,False
2022-02-18 00:00:00+00:00,1.64,1.65,1.5508,1.57,773176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.527526870382498,,,1.527526870382498,#000000,,1.527526870382498,,40.79585230701937,-14.07487694835715,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1940329,55201.81185836598,False,False,False,False,1000464.4357636184,False,False,False,False
2022-02-25 00:00:00+00:00,1.8,1.8,1.5602,1.65,1194255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.569134959892887,,,1.569134959892887,#000000,,1.569134959892887,,51.17972608798469,-5.127077812405972,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3134584,283304.19616515364,False,False,False,False,1014819.2923737208,False,False,False,False
2022-03-04 00:00:00+00:00,1.91,1.9497,1.7403,1.78,1367110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62814125129579,,,1.62814125129579,#000000,,1.62814125129579,,59.94691527261584,2.1597048745453122,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4501694,595777.5149677348,False,False,False,False,1040914.9003460378,False,False,False,False
2022-03-11 00:00:00+00:00,2.03,2.07,1.8301,1.97,2309606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.715615556361324,,,1.715615556361324,#000000,,1.715615556361324,,67.21746595868032,8.020886257649352,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6811300,1056186.5879330877,False,False,False,False,1134892.018838924,False,False,False,False
2022-03-18 00:00:00+00:00,1.88,2.0,1.77,2.0,943748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7312148406090362,,,1.7312148406090362,#000000,,1.7312148406090362,,67.3667154095202,8.020886257649352,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5867552,1412584.0258639702,False,False,False,False,1120733.2026286332,False,False,False,False
2022-03-25 00:00:00+00:00,2.28,2.3494,1.84,1.84,2842826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.824282490863116,,,1.824282490863116,#000000,,1.824282490863116,,70.89599692578821,9.99895688500169,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8710378,1953161.357281454,False,False,False,False,1248295.6320635492,False,False,False,False
