date,Open,High,Low,Close,Volume,aVWAP_peak_821,aVWAP_peak_762,aVWAP_peak_693,aVWAP_peak_676,aVWAP_peak_649,aVWAP_peak_635,aVWAP_peak_582,aVWAP_peak_529,aVWAP_peak_486,aVWAP_peak_437,aVWAP_peak_387,aVWAP_peak_350,aVWAP_peak_322,aVWAP_peak_306,aVWAP_peak_286,aVWAP_peak_255,aVWAP_peak_212,aVWAP_peak_182,aVWAP_peak_103,aVWAP_peak_75,aVWAP_peak_48,aVWAP_peak_17,aVWAP_valley_852,aVWAP_valley_774,aVWAP_valley_726,aVWAP_valley_666,aVWAP_valley_637,aVWAP_valley_602,aVWAP_valley_568,aVWAP_valley_547,aVWAP_valley_504,aVWAP_valley_451,aVWAP_valley_419,aVWAP_valley_396,aVWAP_valley_372,aVWAP_valley_334,aVWAP_valley_317,aVWAP_valley_264,aVWAP_valley_240,aVWAP_valley_186,aVWAP_valley_153,aVWAP_valley_97,aVWAP_valley_38,aVWAP_OB_bull_678,aVWAP_OB_bull_504,aVWAP_OB_bull_372,aVWAP_OB_bear_212,aVWAP_OB_bear_17,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,122.42,126.065,119.61,124.445,37079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,37079.0,False,False,False,False
2025-02-03 16:00:00+00:00,123.99,125.9,122.57,124.25,39815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39815.0,-617.2868217054263,False,False,False,False,37121.41860465116,False,False,False,False
2025-02-03 17:00:00+00:00,124.12,124.295,121.86,122.77,33222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-73037.0,-1740.0730725316987,False,False,False,False,37060.96250225347,False,False,False,False
2025-02-03 18:00:00+00:00,122.63,123.51,122.12,122.145,17660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-90697.0,-3119.250234197874,False,False,False,False,36760.17238593946,False,False,False,False
2025-02-03 19:00:00+00:00,122.025,123.44,121.905,123.21,26571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,12.128902542760118,-39.083987711515896,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-64126.0,-4065.091315838217,False,False,False,False,36602.200721041176,False,False,False,False
2025-02-03 20:00:00+00:00,123.3,124.03,120.88,121.095,53878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.77613612134041,-37.42921164335924,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-118004.0,-5831.586024119794,False,False,False,False,36870.04257032736,False,False,False,False
2025-02-04 15:00:00+00:00,123.64,127.685,123.51,126.9,33483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.01099903482107,-22.464793917309787,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-84521.0,-7051.576938474526,False,False,False,False,36817.53028241531,False,False,False,False
2025-02-04 16:00:00+00:00,127.08,129.15,126.96,128.795,20694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.464687733705944,-11.63052729018414,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-63827.0,-7931.816055707479,False,False,False,False,36567.55306873446,False,False,False,False
2025-02-04 17:00:00+00:00,128.75,130.16,128.15,130.16,16550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.581950682639075,-3.9176121611146186,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-47277.0,-8541.818907556975,False,False,False,False,36257.20340875408,False,False,False,False
2025-02-04 18:00:00+00:00,130.2,131.65,129.68,131.21,22818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.11180768856726,1.7004590532581787,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24459.0,-8788.596908990201,False,False,False,False,36048.8436659827,False,False,False,False
2025-02-04 19:00:00+00:00,131.26,133.085,131.03,131.6,29133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.41621580969876,5.70733740109344,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4674.0,-8579.874476292678,False,False,False,False,35941.62128356436,False,False,False,False
2025-02-04 20:00:00+00:00,131.6,132.9,131.38,132.23,46852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.41634135397904,8.985386472380313,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51526.0,-7648.000453404419,False,False,False,False,36110.7744419587,False,False,False,False
2025-02-05 15:00:00+00:00,135.7,137.71,133.89,137.14,39064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.4837972470037,13.621206028650676,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90590.0,-6124.930678933033,False,False,False,False,36156.56088471903,False,False,False,False
2025-02-05 16:00:00+00:00,136.98,140.55,136.98,140.02,35778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.66807417538423,17.66531165740453,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,126368.0,-4070.7767149185674,False,False,False,False,36150.69172371563,False,False,False,False
2025-02-05 17:00:00+00:00,140.145,140.69,138.25,139.875,41401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.12925169966937,20.35077229821927,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84967.0,-2690.346068175644,False,False,False,False,36232.09185203012,False,False,False,False
2025-02-05 18:00:00+00:00,139.9,141.445,138.79,141.4,30538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.18829574160239,22.89859230659593,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,115505.0,-857.8600826225331,False,False,False,False,36143.8113582002,False,False,False,False
2025-02-05 19:00:00+00:00,141.44,142.01,140.44,141.635,59812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.62394051562782,25.035077359143017,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,175317.0,1873.53309695301,False,False,False,False,36510.76001931338,False,False,False,False
2025-02-05 20:00:00+00:00,141.685,144.25,141.32,143.7,206172.0,,,,,,,,,,,,,,,,,,,,,,143.09,,,,,,,,,,,,,,,,,,,,,,,,,,143.09,143.09,#000000,,143.09,,89.09266876738155,27.309025090234613,False,False,True,False,True,,-1.0,144.25,141.32,612.0,0,,,False,False,False,False,,,False,False,False,False,381489.0,7759.044211728932,False,False,False,False,39141.16684071937,False,False,False,False
2025-02-06 15:00:00+00:00,132.925,134.61,128.275,129.36,77458.0,,,,,,,,,,,,,,,,,,,,,,139.7195497067776,,,,,,,,,,,,,,,,,,,,,,,,,,139.7195497067776,139.7195497067776,#000000,,139.7195497067776,,72.9593256074235,35.36961738670412,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,304031.0,12352.407867361042,False,False,False,False,39735.22626954543,False,False,False,False
2025-02-06 16:00:00+00:00,129.38,131.755,127.04,131.755,57011.0,,,,,,,,,,,,,,,,,,,,,,138.12353151851948,,,,,,,,,,,,,,,,,,,,,,,,,,138.12353151851948,138.12353151851948,#000000,,134.1534324259264,,64.07924247311226,27.282185680018344,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,361042.0,17758.44805546397,False,False,False,False,40003.06772273077,False,False,False,False
2025-02-06 17:00:00+00:00,131.55,133.855,131.12,131.5,28555.0,,,,,,,,,,,,,,,,,,,,,,137.66216077187548,,,,,,,,,,,,,,,,,,,,,,,,,,137.66216077187548,137.66216077187548,#000000,,134.25229456563528,,57.985709451963395,21.77718514638842,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,332487.0,22637.96048871259,False,False,False,False,39825.578300672925,False,False,False,False
2025-02-06 18:00:00+00:00,131.43,132.36,130.55,131.37,27485.0,,,,,,,,,,,,,,,,,,,,,,137.23011952089126,,,,,,,,,,,,,,,,,,,,,,,,,,137.23011952089126,137.23011952089126,#000000,,134.10729405440736,,53.825607388952854,17.858095053914056,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,305002.0,27015.697535399213,False,False,False,False,39634.25150531366,False,False,False,False
2025-02-06 19:00:00+00:00,131.33,135.47,130.81,134.3,67610.0,,,,,,,,,,,,,,,,,,,,,,136.690823158321,,,,,,,,,,,,,,,,,,,,,,,,,,136.690823158321,136.690823158321,#000000,,134.3133379486223,,53.589340729684736,17.238403215117444,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,372612.0,32373.779744152715,False,False,False,False,40067.984040115,False,False,False,False
2025-02-06 20:00:00+00:00,134.25,135.29,133.03,133.29,49591.0,,,,,,,,,,,,,,,,,,,,,,136.418606109963,,,,,,,,,,,,,,,,,,,,,,,,,,136.418606109963,136.418606109963,#000000,,134.38551490475191,,52.52208438793968,15.486517893231365,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,323021.0,36879.93819773174,False,False,False,False,40215.62769840779,False,False,False,False
2025-02-07 15:00:00+00:00,137.34,137.34,133.36,135.0,38350.0,,,,,,,,,,,,,,,,,,,,,,136.3362943080686,,,,,,,,,,,,,,,,,,,,,,,,,,136.3362943080686,136.3362943080686,#000000,,134.55002181431234,,53.28477821018502,15.368741210199303,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,361371.0,41910.8073729607,False,False,False,False,40186.70323796736,False,False,False,False
2025-02-07 16:00:00+00:00,134.23,134.23,131.28,131.3,13087.0,,,,,,,,,,,,,,,,,,,,,,136.24216056480205,,,,,,,,,,,,,,,,,,,,,,,,,,136.24216056480205,136.24216056480205,#000000,,134.49148538341672,,50.53564871191789,11.84766501838078,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,348284.0,46660.779351674486,False,False,False,False,39766.55280016941,False,False,False,False
