date,Open,High,Low,Close,Volume,aVWAP_peak_401,aVWAP_peak_355,aVWAP_peak_330,aVWAP_peak_312,aVWAP_peak_228,aVWAP_peak_155,aVWAP_peak_72,aVWAP_peak_53,aVWAP_peak_18,aVWAP_valley_422,aVWAP_valley_373,aVWAP_valley_343,aVWAP_valley_303,aVWAP_valley_261,aVWAP_valley_164,aVWAP_valley_116,aVWAP_valley_34,aVWAP_OB_bear_228,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-08 17:00:00+00:00,8.395,8.545,8.28,8.415,67187.0,,,,,,,,,,,,,,,,,,,,#000000,,,,69.92397604968343,-0.5629559347037798,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,247485.0,16279.81805398849,False,False,False,False,30981.162331727963,False,False,False,False
2024-01-09 17:00:00+00:00,8.565,8.585,8.31,8.315,82421.0,,,,,,,,,,,,,,,,,,,,#000000,,,,70.43816249905764,1.747167390816088,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,165064.0,18586.54955702743,False,False,False,False,31778.679194801945,False,False,False,False
2024-01-10 17:00:00+00:00,8.345,8.49,8.335,8.455,137861.0,,,,,,,,,,,,,,,,,,,,#000000,,,,71.97244078377796,5.025057252127262,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,302925.0,22994.897625910726,False,False,False,False,33423.36633906858,False,False,False,False
2024-01-11 17:00:00+00:00,8.405,8.455,8.32,8.415,39337.0,,,,,,,,,,,,,,,,,,,,#000000,,,,72.02707418920386,6.868034067294744,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,263588.0,26725.02324411366,False,False,False,False,33515.050581873715,False,False,False,False
2024-01-12 17:00:00+00:00,8.545,8.715,8.51,8.535,40994.0,,,,,,,,,8.586666666666668,,,,,,,,,,8.586666666666668,#000000,,8.586666666666668,,73.1366533157103,9.617556668261528,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,304582.0,31032.88334885608,False,False,False,False,33631.00328603071,False,False,False,False
2024-01-15 17:00:00+00:00,8.535,8.535,8.535,8.535,0.0,,,,,,,,,8.586666666666668,,,,,,,,,,8.586666666666668,#000000,,8.586666666666668,,73.87637273338127,11.873631833717965,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,304582.0,35273.95492484281,False,False,False,False,33109.59238237132,False,False,False,False
2024-01-16 17:00:00+00:00,8.545,8.565,8.395,8.42,64753.0,,,,,,,,,8.509103741319691,,,,,,,,,,8.509103741319691,#000000,,8.509103741319691,,71.28203619983091,11.873631833717965,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,239829.0,38445.35097251966,False,False,False,False,33600.187849311296,False,False,False,False
2024-01-17 17:00:00+00:00,8.075,8.195,8.075,8.165,63918.0,,,,,,,,,8.37193471448639,,,,,,,,,,8.37193471448639,#000000,,8.37193471448639,,64.38248017446098,11.873631833717965,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,175911.0,40576.60134503874,False,False,False,False,34070.23144854678,False,False,False,False
2024-01-18 17:00:00+00:00,8.175,8.29,8.07,8.29,115998.0,,,,,,,,,8.308885656642033,,,,,,,,,,8.308885656642033,#000000,,8.308885656642033,,61.67022620254339,21.512840580361413,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,291909.0,44473.22768077457,False,False,False,False,35340.42941058481,False,False,False,False
2024-01-19 17:00:00+00:00,8.305,8.455,8.14,8.14,94673.0,,,,,,,,,8.29298327882013,,,,,,,,,,8.29298327882013,#000000,,8.29298327882013,,57.35039711065623,16.934238539060303,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,197236.0,46841.642755491244,False,False,False,False,36260.31422592458,False,False,False,False
2024-01-22 17:00:00+00:00,8.035,8.24,8.005,8.225,30472.0,,,,,,,,,8.282871889057661,,,,,,,,,,8.282871889057661,#000000,,8.282871889057661,,55.81571143761635,15.004053088563325,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,227708.0,49645.77232517355,False,False,False,False,36170.57292009629,False,False,False,False
2024-01-23 17:00:00+00:00,8.195,8.215,8.055,8.21,37135.0,,,,,,,,,8.272685665363673,,,,,,,,,,8.272685665363673,#000000,,8.272685665363673,,54.52216312188372,13.219206080793526,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,190573.0,51830.690583697986,False,False,False,False,36185.52527792425,False,False,False,False
2024-01-24 17:00:00+00:00,8.225,8.27,8.035,8.045,39228.0,,,,,,,,,8.260122698190163,,,,,,,,,,8.260122698190163,#000000,,8.260122698190163,,50.89164385059376,9.289425855372386,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,151345.0,53373.54809402824,False,False,False,False,36232.69542865411,False,False,False,False
2024-01-25 17:00:00+00:00,8.035,8.185,7.975,8.07,50519.0,,,,,,,,,8.242885972090486,,,,,,,,,,8.242885972090486,#000000,,8.242885972090486,,48.969840939500294,7.032364944553166,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,201864.0,55675.72564295804,False,False,False,False,36454.1885227835,False,False,False,False
2024-01-26 17:00:00+00:00,8.065,8.215,8.045,8.19,49696.0,,,,,,,,,8.235027321613611,,,,,,,,,,8.235027321613611,#000000,,8.235027321613611,,49.98091435660836,7.032364944553166,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,251560.0,58712.69113686566,False,False,False,False,36659.487925531044,False,False,False,False
2024-01-29 17:00:00+00:00,8.34,8.425,8.285,8.31,31568.0,,,,,,,,,8.240381156488743,,,,,,,,,,8.240381156488743,#000000,,8.240381156488743,,52.63187739090527,7.032364944553166,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,283128.0,62191.99825102278,False,False,False,False,36580.550128235984,False,False,False,False
2024-01-30 17:00:00+00:00,8.255,8.27,8.155,8.185,21441.0,,,,,,,,,8.239140762081735,,,,,,,,,,8.239140762081735,#000000,,8.239140762081735,,51.9565603627436,7.032364944553166,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,261687.0,65284.94401457281,False,False,False,False,36345.82842082147,False,False,False,False
2024-01-31 17:00:00+00:00,8.095,8.12,7.77,7.845,50555.0,,,,,,,,,8.215180341076296,,,,,,,,,,8.215180341076296,#000000,,8.215180341076296,,46.79922722692223,3.6439723364638112,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,211132.0,67546.13868101353,False,False,False,False,36566.12565460718,False,False,False,False
2024-02-01 17:00:00+00:00,7.945,8.035,7.945,7.975,20542.0,,,,,,,,,8.208534638009516,,,,,,,,,,8.208534638009516,#000000,,8.208534638009516,,45.629931486356696,2.2961066633503577,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,231674.0,70090.75668595904,False,False,False,False,36317.689597946606,False,False,False,False
2024-02-02 17:00:00+00:00,7.985,8.035,7.85,7.925,11983.0,,,,,,,,,8.204031657394289,,,,,,,,,,8.204031657394289,#000000,,8.204031657394289,,44.21090795327172,0.6380537196634677,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,219691.0,72410.14030323099,False,False,False,False,35940.40758867611,False,False,False,False
2024-02-05 17:00:00+00:00,7.715,7.845,7.695,7.775,51774.0,,,,,,,,,8.175156721689847,,,,,,,,7.771666666666666,,7.973411694178257,#000000,,7.973411694178257,,41.47061063834924,-2.238278517207661,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,167917.0,73890.86681015763,False,False,False,False,36185.889641564856,False,False,False,False
2024-02-06 17:00:00+00:00,7.965,8.15,7.955,8.135,27244.0,,,,,,,,,8.171926226563137,,,,,,,,7.8779745121364755,,8.024950369349806,#000000,,8.024950369349806,,45.19050686758036,-2.238278517207661,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,195161.0,75771.02391387612,False,False,False,False,36047.25569363361,False,False,False,False
2024-02-07 17:00:00+00:00,8.205,8.255,8.105,8.13,14819.0,,,,,,,,,8.171770425492344,,,,,,,,7.923039170760646,,8.047404798126495,#000000,,8.047404798126495,,47.59946567692087,-2.238278517207661,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,180342.0,77392.27935707183,False,False,False,False,35718.13545032146,False,False,False,False
2024-02-08 17:00:00+00:00,8.075,8.175,8.04,8.125,9245.0,,,,,,,,,8.171116809447703,,,,,,,,7.940105870407379,,8.055611339927541,#000000,,8.055611339927541,,49.12627798554078,-7.112575022505347,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,171097.0,78845.06572362887,False,False,False,False,35307.69924178935,False,False,False,False
2024-02-09 17:00:00+00:00,8.165,8.295,8.14,8.2,9512.0,,,,,,,,,8.17157814725818,,,,,,,,7.963047468485591,,8.067312807871886,#000000,,8.067312807871886,,51.276268323723684,-4.867382029108171,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,180609.0,80422.8011387664,False,False,False,False,34907.76592021122,False,False,False,False
2024-02-12 17:00:00+00:00,8.425,8.475,8.335,8.38,34290.0,,,,,,,,,8.1804460802956,,,,,,,,8.064275664242986,,8.122360872269294,#000000,,8.122360872269294,,55.09229477040874,-1.1262825136412147,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,214899.0,82507.7034466925,False,False,False,False,34898.18815400639,False,False,False,False
2024-02-13 17:00:00+00:00,8.33,8.405,8.185,8.405,12764.0,,,,,,,,,8.182631709663696,,,,,,,,8.085653813389458,,8.134142761526576,#000000,,8.134142761526576,,57.9410425470123,1.6383803406844066,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,227663.0,84758.17316069726,False,False,False,False,34555.022446192335,False,False,False,False
2024-02-14 17:00:00+00:00,8.41,8.43,8.365,8.415,11905.0,,,,,,,,,8.18556731930919,,,,,,,,8.107699331013352,,8.146633325161272,#000000,,8.146633325161272,,59.97251303766484,3.664995920266925,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,239568.0,87158.32551479498,False,False,False,False,34203.85930749168,False,False,False,False
2024-02-15 17:00:00+00:00,8.525,8.62,8.445,8.5,29218.0,,,,,,,,,8.196192359321362,,,,,,,,8.167943577508705,,8.182067968415033,#000000,,8.182067968415033,,62.459911338475685,6.152847932607791,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,268786.0,89974.2584525501,False,False,False,False,34126.55916318948,False,False,False,False
2024-02-16 17:00:00+00:00,8.445,8.51,8.41,8.51,13592.0,,,,,,,,,8.200257247698072,,,,,,,,8.187518617174295,,8.193887932436184,#000000,,8.193887932436184,,64.25229182630953,8.01856328327218,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,282378.0,92957.2621974718,False,False,False,False,33808.19390484545,False,False,False,False
2024-02-19 17:00:00+00:00,8.51,8.51,8.51,8.51,0.0,,,,,,,,,8.200257247698072,,,,,,,,8.187518617174295,,8.193887932436184,#000000,,8.193887932436184,,65.44721215153209,9.390275029905517,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,282378.0,95894.0178223172,False,False,False,False,33284.03585980909,False,False,False,False
2024-02-20 17:00:00+00:00,8.525,8.61,8.505,8.605,18626.0,,,,,,,,,8.207522461204324,,,,,,,,8.218362068595514,,8.212942264899919,#000000,,8.212942264899919,,67.63044384006017,11.710607544148758,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,301004.0,99074.0175460022,False,False,False,False,33056.779489889566,False,False,False,False
2024-02-21 17:00:00+00:00,8.735,8.735,8.59,8.655,46990.0,,,,,,,,,8.228711194866264,,,,,,,,8.292483936295223,,8.260597565580744,#000000,,8.260597565580744,,69.74991811197823,13.942672369169173,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,347994.0,102933.2420801727,False,False,False,False,33272.798412526936,False,False,False,False
2024-02-22 17:00:00+00:00,9.255,9.485,9.2,9.3,230615.0,,,,,,,,,8.43420161676535,,,,,,,,8.760335906153747,,8.59726876145955,#000000,,8.59726876145955,,75.56704428169043,19.482433705608017,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,578609.0,110308.06003241809,False,False,False,False,36332.367429386984,False,False,False,False
2024-02-23 17:00:00+00:00,9.005,9.24,8.91,9.175,61244.0,,,,,,,,,8.46607539773527,,,,,,,,8.797606522010312,,8.631840959872791,#000000,,8.631840959872791,,76.54702848350912,20.430290416993188,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,517365.0,116619.020341993,False,False,False,False,36718.59429094687,False,False,False,False
2024-02-26 17:00:00+00:00,8.985,9.055,8.875,8.995,102534.0,,,,,,,,,8.503405717268533,,,,,,,,8.824578079062197,,8.663991898165365,#000000,,8.663991898165365,,73.5613094699715,20.430290416993188,True,False,True,False,False,19.026751953992274,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,414831.0,121242.46188707837,False,False,False,False,37738.988177908934,False,False,False,False
2024-02-27 17:00:00+00:00,9.075,9.185,9.04,9.17,109489.0,,,,,,,,,8.549040972506019,,,,,,,,8.867471936988828,,8.708256454747424,#000000,,8.708256454747424,,72.9970576224305,20.430290416993188,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,524320.0,127491.72604386785,False,False,False,False,38851.39146197236,False,False,False,False
2024-02-28 17:00:00+00:00,9.305,9.335,9.185,9.215,44474.0,,,,,,,,,8.568986765991541,,,,,,,,8.887741734926085,,8.728364250458814,#000000,,8.728364250458814,,72.96583484797347,20.430290416993188,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,568794.0,134333.62176411797,False,False,False,False,38938.563687368136,False,False,False,False
2024-02-29 17:00:00+00:00,9.345,9.425,9.165,9.385,36351.0,,,,,,,,,8.586290954338592,,,,,,,,8.906123870399195,,8.746207412368893,#000000,,8.746207412368893,,74.16619091785192,20.430290416993188,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,605145.0,141633.02297707737,False,False,False,False,38898.446420897315,False,False,False,False
2024-03-01 17:00:00+00:00,9.63,9.895,9.615,9.895,141736.0,,,,,,,,9.801666666666666,8.685870577843652,,,,,,,,9.032244576993214,,9.173260607167844,#000000,,9.173260607167844,,77.41386960690153,22.113240358238457,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,746881.0,151016.71254332422,False,False,False,False,40492.827096542314,False,False,False,False
2024-03-04 17:00:00+00:00,9.705,9.745,9.475,9.575,40632.0,,,,,,,,9.756363543311691,8.706810752605577,,,,,,,,9.054212229423378,,9.17246217511355,#000000,,9.17246217511355,,74.51320422590966,22.113240358238457,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,706249.0,159624.96506203237,False,False,False,False,40494.98481597577,False,False,False,False
2024-03-05 17:00:00+00:00,9.4,9.585,9.385,9.555,38098.0,,,,,,,,9.71350226338755,8.723694503252098,,,,,,,,9.070155715512664,,9.169117494050772,#000000,,9.169117494050772,,72.29141860697587,22.113240358238457,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,668151.0,167509.08963471404,False,False,False,False,40457.82226068932,False,False,False,False
2024-03-06 17:00:00+00:00,9.275,9.305,9.18,9.23,61672.0,,,,,,,,9.609636005548111,8.740664413372764,,,,,,,,9.079199692658449,,9.143166703859775,#000000,,9.143166703859775,,66.58302543519984,22.290499923775727,True,False,True,False,False,16.068949010045316,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,606479.0,174314.82467913706,False,False,False,False,40786.72424114374,False,False,False,False
2024-03-07 17:00:00+00:00,9.15,9.305,9.125,9.275,21691.0,,,,,,,,9.582889942478607,8.746331797032049,,,,,,,,9.082091794571172,,9.13710451136061,#000000,,9.13710451136061,,63.2002347353123,19.25461974206317,True,False,True,False,False,16.60842994428337,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,628170.0,181351.33902519694,False,False,False,False,40490.66650097097,False,False,False,False
2024-03-08 17:00:00+00:00,9.305,9.335,9.155,9.235,16623.0,,,,,,,,9.565189461552222,8.75064589922979,,,,,,,,9.084330025982908,,9.133388462254972,#000000,,9.133388462254972,,60.42747664907921,16.738984795815355,False,False,True,False,False,15.854037124181254,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,611547.0,188021.03919534892,False,False,False,False,40120.625159870644,False,False,False,False
2024-03-11 17:00:00+00:00,9.225,9.25,9.105,9.125,36795.0,,,,,,,,9.523456581394198,8.758388328652225,,,,,,,,9.086608609746468,,9.122817839930965,#000000,,9.122817839930965,,57.143957615012425,13.695916148876371,False,True,True,False,False,13.801971097940498,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,574752.0,194016.86804503342,False,False,False,False,40069.06507987265,False,False,False,False
2024-03-12 17:00:00+00:00,9.155,9.195,9.105,9.185,7888.0,,,,,,,,9.515640845166855,8.76001688854804,,,,,,,,9.087090027735742,,9.120915920483545,#000000,,9.120915920483545,,55.71151679645179,12.298529318579043,False,True,True,False,False,14.561757327152986,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,582640.0,200042.03288154452,False,False,False,False,39570.13383832423,False,False,False,False
2024-03-13 17:00:00+00:00,9.315,9.355,9.245,9.26,11545.0,,,,,,,,9.508622933701462,8.76311137389743,,,,,,,,9.088946138098404,,9.120226815232433,#000000,,9.120226815232433,,55.710047978338785,12.05616143388076,False,True,True,False,False,15.50392080972438,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,594185.0,206152.77655779966,False,False,False,False,39135.635639280445,False,False,False,False
2024-03-14 17:00:00+00:00,9.135,9.175,9.035,9.105,9964.0,,,,,,,,9.498221378494602,8.764836393973075,,,,,,,,9.089073970628583,,9.117377247698753,#000000,,9.114282935774066,,53.413785983796195,9.581505697956175,False,True,True,False,False,12.623349384207543,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,584221.0,212014.29940186476,False,False,False,False,38683.362218516406,False,False,False,False
2024-03-15 17:00:00+00:00,9.095,9.205,9.075,9.185,21787.0,,,,,,,,9.47991286573905,8.76909389599878,,,,,,,,9.090202170473463,,9.11306964407043,#000000,,9.11962952195711,,53.0253582725166,8.871039974753657,False,True,True,False,False,13.651711149323955,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,606008.0,218122.72886850248,False,False,False,False,38421.40311435336,False,False,False,False
2024-03-18 17:00:00+00:00,9.285,9.38,9.275,9.375,17861.0,,,,,,,,9.474190386714584,8.774185347916614,,,,,,,,9.093704302732759,,9.114026679121318,#000000,,9.13871017334701,,55.18214944211631,8.871039974753657,False,True,True,False,False,16.008657452127423,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,623869.0,224413.36873100634,False,False,False,False,38102.63717459594,False,False,False,False
2024-03-19 17:00:00+00:00,9.475,9.57,9.4,9.535,27959.0,,,,,,,,9.475881542730049,8.784143990047061,,,,,,,,9.10235234258093,,9.120792625119348,#000000,,9.169817309849682,,58.31723846007012,8.871039974753657,False,False,True,False,True,17.893911805460903,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,651828.0,231039.95216153335,False,False,False,False,37945.37148196655,False,False,False,False
2024-03-20 17:00:00+00:00,9.375,9.62,9.35,9.595,18799.0,,,,,,,,9.47770104287778,8.790870467247975,,,,,,,,9.108244902830851,,9.125605470985535,#000000,,9.183413379120303,,61.00178015423298,5.424545695959225,False,False,True,False,True,18.583818802699113,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,670627.0,237855.2552287964,False,False,False,False,37648.528513253885,False,False,False,False
