date,Open,High,Low,Close,Volume,aVWAP_peak_866,aVWAP_peak_823,aVWAP_peak_793,aVWAP_peak_792,aVWAP_peak_766,aVWAP_peak_736,aVWAP_peak_716,aVWAP_peak_681,aVWAP_peak_660,aVWAP_peak_626,aVWAP_peak_611,aVWAP_peak_587,aVWAP_peak_552,aVWAP_peak_534,aVWAP_peak_490,aVWAP_peak_447,aVWAP_peak_427,aVWAP_peak_386,aVWAP_peak_360,aVWAP_peak_322,aVWAP_peak_306,aVWAP_peak_286,aVWAP_peak_257,aVWAP_peak_210,aVWAP_peak_197,aVWAP_peak_166,aVWAP_peak_120,aVWAP_peak_66,aVWAP_peak_19,aVWAP_valley_861,aVWAP_valley_810,aVWAP_valley_774,aVWAP_valley_757,aVWAP_valley_726,aVWAP_valley_673,aVWAP_valley_602,aVWAP_valley_568,aVWAP_valley_540,aVWAP_valley_510,aVWAP_valley_468,aVWAP_valley_438,aVWAP_valley_399,aVWAP_valley_372,aVWAP_valley_334,aVWAP_valley_317,aVWAP_valley_284,aVWAP_valley_240,aVWAP_valley_204,aVWAP_valley_173,aVWAP_valley_96,aVWAP_valley_42,aVWAP_valley_12,aVWAP_OB_bull_673,aVWAP_OB_bull_568,aVWAP_OB_bull_510,aVWAP_OB_bull_284,aVWAP_OB_bear_823,aVWAP_OB_bear_793,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,58.615,60.15,58.495,60.02,11007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11007.0,False,False,False,False
2025-02-03 16:00:00+00:00,60.02,60.165,59.44,59.81,8099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8099.0,-125.56589147286822,False,False,False,False,10961.91472868217,False,False,False,False
2025-02-03 17:00:00+00:00,59.81,60.08,59.515,59.695,10988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19087.0,-419.541614085692,False,False,False,False,10962.319151493299,False,False,False,False
2025-02-03 18:00:00+00:00,59.695,59.975,59.54,59.88,6515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.608500204331861,-37.75234981610133,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12572.0,-607.9518216192472,False,False,False,False,10893.368466974023,False,False,False,False
2025-02-03 19:00:00+00:00,59.88,60.12,59.79,59.83,8171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.178122799737174,-31.756199492496457,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20743.0,-920.1231112065457,False,False,False,False,10851.161203920163,False,False,False,False
2025-02-03 20:00:00+00:00,59.83,59.84,59.345,59.385,19019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,19.868011396297515,-31.756199492496457,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39762.0,-1522.3227528932657,False,False,False,False,10977.794363549307,False,False,False,False
2025-02-04 15:00:00+00:00,59.59,59.98,59.48,59.575,5384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.550471802645276,-30.36778044270483,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34378.0,-2031.713097809649,False,False,False,False,10891.06886954079,False,False,False,False
2025-02-04 16:00:00+00:00,59.575,59.745,59.225,59.255,3661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.54944044968073,-30.36778044270483,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38039.0,-2589.9656079211272,False,False,False,False,10778.974778540158,False,False,False,False
2025-02-04 17:00:00+00:00,59.26,59.29,58.86,59.245,9651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.470059150676676,-30.36778044270483,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-47690.0,-3289.190947333203,False,False,False,False,10761.486797477519,False,False,False,False
2025-02-04 18:00:00+00:00,59.245,59.34,58.845,58.85,13689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.990776023536988,-30.36778044270483,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-61379.0,-4189.808141948191,False,False,False,False,10806.874599067014,False,False,False,False
2025-02-04 19:00:00+00:00,58.855,59.235,58.755,58.785,18671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.039754514213776,-30.36778044270483,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-80050.0,-5365.935147499382,False,False,False,False,10928.79902388768,False,False,False,False
2025-02-04 20:00:00+00:00,58.78,58.82,58.455,58.525,50049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.710804151845664,-26.765844173207263,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-130099.0,-7299.781114204818,False,False,False,False,11535.313767703374,False,False,False,False
2025-02-05 15:00:00+00:00,58.73,59.22,58.37,59.15,8380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.91333333333334,,,,,,,58.91333333333334,#000000,,58.91333333333334,,26.034806125347814,-30.11755167582541,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-121719.0,-9073.722492279161,False,False,False,False,11486.394174405646,False,False,False,False
2025-02-05 16:00:00+00:00,59.155,59.45,59.155,59.29,6538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.082064396478536,,,,,,,59.082064396478536,#000000,,59.082064396478536,,33.09512117076049,-23.91973774369181,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-115181.0,-10718.796562166306,False,False,False,False,11409.674884879976,False,False,False,False
2025-02-05 17:00:00+00:00,59.28,59.335,59.085,59.27,3313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.108947762967844,,,,,,,59.108947762967844,#000000,,59.108947762967844,,37.60446918111147,-20.13273089029645,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-118494.0,-12389.729948799386,False,False,False,False,11284.145041703541,False,False,False,False
2025-02-05 18:00:00+00:00,59.27,59.415,59.205,59.24,3949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.14058941989781,,,,,,,59.14058941989781,#000000,,59.14058941989781,,40.288381471171405,-17.870020166837783,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-122443.0,-14095.982197655208,False,False,False,False,11170.4218627624,False,False,False,False
2025-02-05 19:00:00+00:00,59.24,59.325,59.105,59.19,2732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.14783584885464,,,,,,,59.14783584885464,#000000,,59.14783584885464,,41.50799363813109,-16.71560215367851,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-125175.0,-15818.137512420244,False,False,False,False,11039.593616828099,False,False,False,False
2025-02-05 20:00:00+00:00,59.19,59.675,59.13,59.61,29163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.322479919864385,,,,,,,59.322479919864385,#000000,,59.322479919864385,,47.203263335997406,-11.302639852358709,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-96012.0,-17061.4532099021,False,False,False,False,11320.57666152844,False,False,False,False
2025-02-06 15:00:00+00:00,59.67,60.27,59.67,60.26,5306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3889768612856,,,,,,,59.3889768612856,#000000,,59.3889768612856,,55.31583987400191,-3.841761574410185,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-90706.0,-18203.229129128427,False,False,False,False,11227.327410962107,False,False,False,False
2025-02-06 16:00:00+00:00,60.26,60.39,60.105,60.105,3160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2,,,,,,,,,,,,,,,,,,,,,,,59.42995530931709,,,,,,,59.81497765465855,#000000,,59.81497765465855,,58.87864879719326,-0.686016372037308,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-93866.0,-19376.2953441807,False,False,False,False,11102.252567381298,False,False,False,False
2025-02-06 17:00:00+00:00,60.105,60.3,60.08,60.26,1609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.20449849723911,,,,,,,,,,,,,,,,,,,,,,,59.44960387113536,,,,,,,59.82705118418723,#000000,,59.82705118418723,,62.16146145934171,2.3905808493416956,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-92257.0,-20506.22874969728,False,False,False,False,10955.070357034301,False,False,False,False
2025-02-06 18:00:00+00:00,60.26,60.325,59.685,59.685,5690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0379357491156,,,,,,,,,,,,,,,,,,,,,,,59.48616272909507,,,,,,,59.76204923910534,#000000,,59.76204923910534,,58.61082484725047,2.3905808493416956,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-97947.0,-21706.860862105073,False,False,False,False,10873.441359250824,False,False,False,False
2025-02-06 19:00:00+00:00,59.675,59.7,59.33,59.58,9932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.793778791296816,,,,,,,,,,,,,,,,,,,,,,,59.49245071370071,,,,,,,59.64311475249876,#000000,,59.64311475249876,,55.403329083251876,2.3905808493416956,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-107879.0,-23042.86301928174,False,False,False,False,10858.845369184919,False,False,False,False
2025-02-06 20:00:00+00:00,59.58,60.16,59.58,60.065,16402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.856733980195514,,,,,,,,,,,,,,,,,,,,,,,59.56792530552263,,,,,,,59.712329642859075,#000000,,59.712329642859075,,56.7129201688953,2.3905808493416956,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-91477.0,-24103.85739107582,False,False,False,False,10944.78575105802,False,False,False,False
2025-02-07 15:00:00+00:00,60.045,60.185,59.34,59.62,7614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.83243234925425,,,,,,,,,,,,,,,,,,,,,,,59.57871486427461,,,,,,,59.70557360676443,#000000,,59.70557360676443,,54.16293653446394,2.3905808493416956,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-99091.0,-25266.448749353716,False,False,False,False,10893.145661894328,False,False,False,False
2025-02-07 16:00:00+00:00,59.63,59.78,59.27,59.495,5356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.79826705249549,,,,,,,,,,,,,,,,,,,,,,,59.57558819846563,,,,,,,59.686927625480564,#000000,,59.686927625480564,,51.61483719869305,10.586886531940834,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-104447.0,-26494.05419510017,False,False,False,False,10807.298442330075,False,False,False,False
2025-02-07 17:00:00+00:00,59.495,59.675,59.33,59.485,4516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.77317397151753,,,,,,,,,,,,,,,,,,,,,,,59.57245244589125,,,,,,,59.67281320870439,#000000,,59.67281320870439,,49.84406894729696,8.43613154681303,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-108963.0,-27772.642502152878,False,False,False,False,10709.758931596276,False,False,False,False
2025-02-07 18:00:00+00:00,59.485,59.855,59.4,59.425,5575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.75331824105323,,,,,,,,,,,,,,,,,,,,,,,59.57187021428271,,,,,,,59.66259422766797,#000000,,59.66259422766797,,48.19429200412096,6.364458284385684,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-114538.0,-29117.841843204773,False,False,False,False,10630.150265990133,False,False,False,False
2025-02-07 19:00:00+00:00,59.425,59.52,59.295,59.37,14797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.682293941139434,,,,,,,,,,,,,,,,,,,,,,,59.55234391787036,,,,,,,59.6173189295049,#000000,,59.6173189295049,,46.639489637725354,4.368315859098196,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-129335.0,-30671.5962332326,False,False,False,False,10694.752587447649,False,False,False,False
2025-02-07 20:00:00+00:00,59.36,59.53,59.225,59.505,22241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.62208587912314,,,,,,,,,,,,,,,,,,,,,,,59.53350853954298,,,,,,,59.577797209333056,#000000,,59.577797209333056,,47.060770968859245,4.240114636799753,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-107094.0,-31856.439702484808,False,False,False,False,10873.764175239157,False,False,False,False
2025-02-10 15:00:00+00:00,59.49,59.88,59.49,59.735,10462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.62984128832336,,,,,,,,,,,,,,,,,,,,,,,59.54405983546746,,,,,,,59.58695056189541,#000000,,59.58695056189541,,49.58619023033059,4.240114636799753,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-96632.0,-32860.71195515946,False,False,False,False,10867.380234537775,False,False,False,False
2025-02-10 16:00:00+00:00,59.74,59.88,59.525,59.665,8203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.63411175148772,,,,,,,,,,,,,,,,,,,,,,,59.55090310090813,,,,,,,59.592507426197926,#000000,,59.592507426197926,,50.49796653631596,4.240114636799753,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-104835.0,-33976.59238996319,False,False,False,False,10826.072013847266,False,False,False,False
2025-02-10 17:00:00+00:00,59.675,59.715,59.41,59.57,6114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.63063886765677,,,,,,,,,,,,,,,,,,,,,,,59.551379143376856,,,,,,,59.59100900551681,#000000,,59.59100900551681,,50.04591125636334,4.240114636799753,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-110949.0,-35169.96305058391,False,False,False,False,10753.016633787618,False,False,False,False
2025-02-10 18:00:00+00:00,59.565,59.805,59.455,59.8,3717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.63229975489414,,,,,,,,,,,,,,,,,,,,,,,59.554100723967046,,,,,,,59.593200239430594,#000000,,59.593200239430594,,52.152133650778744,4.240114636799753,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-107232.0,-36287.20393352059,False,False,False,False,10643.931104581608,False,False,False,False
2025-02-10 19:00:00+00:00,59.795,59.84,59.6,59.62,4058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.634004102096625,,,,,,,,,,,,,,,,,,,,,,,59.556949641735564,,,,,,,59.59547687191609,#000000,,59.59547687191609,,51.468147490424954,4.240114636799753,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-111290.0,-37450.0379810629,False,False,False,False,10541.823645595847,False,False,False,False
2025-02-10 20:00:00+00:00,59.625,59.69,59.39,59.405,17388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.61754331421878,,,,,,,,,,,,,,,,,,,,,,,59.55172606260457,,,,,,,59.584634688411676,#000000,,59.584634688411676,,48.84215868469447,3.8434594343488158,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-128678.0,-38864.42498910844,False,False,False,False,10647.965914656377,False,False,False,False
2025-02-11 15:00:00+00:00,58.255,58.68,58.185,58.645,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5668427547443,,,,,,,,,,,,,,,,,,,,,,,59.51730658412089,,,,,,,59.542074669432594,#000000,,59.542074669432594,,42.14125861449074,-2.502386728734436,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-135678.0,-40365.41064819203,False,False,False,False,10591.408303576434,False,False,False,False
2025-02-11 16:00:00+00:00,58.66,58.78,58.395,58.535,9011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.51168263276941,,,,,,,,,,,,,,,,,,,,,,,59.47889442879472,,,,,,,59.49528853078206,#000000,,59.49528853078206,,37.17049099142568,-6.963097275206877,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-144689.0,-41982.83063814254,False,False,False,False,10566.90584925742,False,False,False,False
2025-02-11 17:00:00+00:00,58.52,58.615,58.435,58.435,8712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.46005350019721,,,,,,,,,,,,,,,,,,,,,,,59.441777591099495,,,,,,,59.45091554564836,#000000,,59.45091554564836,,33.393653708999686,-10.270470769705696,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-153401.0,-43710.244116620954,False,False,False,False,10538.147619036376,False,False,False,False
2025-02-11 18:00:00+00:00,58.435,58.5,58.29,58.375,3367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4394246453698,,,,,,,,,,,,,,,,,,,,,,,59.42663943008756,,,,,,,59.43303203772868,#000000,,59.43303203772868,,30.589056378898867,-12.747586563374824,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-156768.0,-45463.07754116946,False,False,False,False,10426.967035795502,False,False,False,False
2025-02-11 19:00:00+00:00,58.37,58.725,58.29,58.55,10033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.389640826426316,,,,,,,,,,,,,,,,,,,,,,,59.38947946423943,,,,,,,59.38956014533287,#000000,,59.38956014533287,,31.18163949723692,-12.747586563374824,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-146735.0,-47033.18486611257,False,False,False,False,10420.859019736656,False,False,False,False
2025-02-11 20:00:00+00:00,58.55,58.795,58.55,58.67,16703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.33017279910079,,,,,,,,,,,,,,,,,,,,,,,59.34354941050128,,,,,,,59.33686110480103,#000000,,59.33686110480103,,33.168263453059865,-12.747586563374824,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-130032.0,-48319.98820152168,False,False,False,False,10518.256554314383,False,False,False,False
2025-02-12 15:00:00+00:00,57.96,58.365,57.81,58.275,7015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.29049908549977,,,,,,,,,,,,,,,,,,,,,,58.150000000000006,59.312314336059124,,,,,,,58.91760447385297,#000000,,58.91760447385297,,31.926835067235963,-12.747586563374824,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-137047.0,-49695.6007875446,False,False,False,False,10463.942499208733,False,False,False,False
2025-02-12 16:00:00+00:00,58.275,58.305,57.815,58.285,10990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.23268862434464,,,,,,,,,,,,,,,,,,,,,,58.14084420994169,59.26594676743858,,,,,,,58.8798265339083,#000000,,58.8798265339083,,31.23722415345483,-12.747586563374824,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-126057.0,-50879.49844975321,False,False,False,False,10472.09842945356,False,False,False,False
2025-02-12 17:00:00+00:00,58.285,58.555,58.24,58.45,7789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.20468746061474,,,,,,,,,,,,,,,,,,,,,,58.22363088315113,59.24283932109633,,,,,,,58.890385888287405,#000000,,58.890385888287405,,33.07406892581049,-12.747586563374824,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-118268.0,-51924.28141952449,False,False,False,False,10430.500004190713,False,False,False,False
2025-02-12 18:00:00+00:00,58.45,58.615,58.32,58.545,9750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.17544806017886,,,,,,,,,,,,,,,,,,,,,,58.297612395903684,59.21819989772465,,,,,,,58.8970867846024,#000000,,58.8970867846024,,35.55983403151672,-12.747586563374824,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-108518.0,-52801.70341302023,False,False,False,False,10419.94961652884,False,False,False,False
2025-02-12 19:00:00+00:00,58.53,58.64,58.38,58.54,9521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.15015463235045,,,,,,,,,,,,,,,,,,,,,,58.34459680461556,59.19648336415055,,,,,,,58.89707826703886,#000000,,58.89707826703886,,37.16932779146839,-12.747586563374824,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-118039.0,-53813.13436785713,False,False,False,False,10406.012413171804,False,False,False,False
2025-02-12 20:00:00+00:00,58.54,58.635,58.28,58.575,23844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.092565747246226,,,,,,,,,,,,,,,,,,,,,,58.39721625622198,59.145910764257216,,,,,,,58.87856425590848,#000000,,58.87856425590848,,38.77966244694816,-16.599853550986403,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-94195.0,-54439.209804014376,False,False,False,False,10614.353305990846,False,False,False,False
2025-02-13 15:00:00+00:00,60.22,60.69,59.775,60.18,13118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.14446834598224,,,,,,,,,,,,,,,,,,,,,,58.6879215989857,59.18678986867521,,,,,,,59.006393271214385,#000000,,59.006393271214385,,51.11436792493822,-5.177834210521631,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-81077.0,-54852.198799300975,False,False,False,False,10653.169533804941,False,False,False,False
2025-02-13 16:00:00+00:00,60.09,60.32,59.655,59.76,7065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.16311054323501,,,,,,,,,,,,,,,,,,,,,,58.78496464329009,59.20141646650464,,,,,,,59.04983055100991,#000000,,59.04983055100991,,55.63984845559435,-1.4373327755289083,True,False,True,False,True,2.419766669530329,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-88142.0,-55368.31974814902,False,False,False,False,10597.53899839711,False,False,False,False
2025-02-13 17:00:00+00:00,59.745,59.9,59.63,59.84,7849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1795889051499,,,,,,,,,,,,,,,,,,,,,,58.8663391134814,59.2143215627229,,,,,,,59.0867498604514,#000000,,59.0867498604514,,59.01478212400583,1.380808154061782,True,False,True,False,True,3.181889097390961,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-80293.0,-55754.74889934051,False,False,False,False,10554.925990670024,False,False,False,False
