date,Close,High,Low,Open,Volume,aVWAP_peak_50,aVWAP_peak_23,aVWAP_valley_34,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-05-28 00:00:00+00:00,44.0582656686,44.9038283431,44.0582656686,44.780208069,13532,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,13532.0,False,False,False,False
2025-05-29 00:00:00+00:00,44.7406495813,45.4922608475,44.4637401675,44.4934090332,54434,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,54434,2134.6666666666665,False,False,False,False,15136.0,False,False,False,False
2025-05-30 00:00:00+00:00,45.3538061406,45.4477575488,44.5032986552,44.5032986552,111930,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,166364,8575.032679738562,False,False,False,False,18931.843137254902,False,False,False,False
2025-06-02 00:00:00+00:00,45.0670071048,45.6257707435,44.8395458006,45.2746891652,72446,,,,,#000000,,,,93.21105887335862,43.7768039672454,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,93918,11921.815711905678,False,False,False,False,21030.43752402922,False,False,False,False
2025-06-03 00:00:00+00:00,44.8988835321,45.2351306775,44.5824156306,45.037338239,60913,,,,,#000000,,,,85.60368417454623,37.18054055592523,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33005,12748.607252615258,False,False,False,False,22594.45958191043,False,False,False,False
2025-06-04 00:00:00+00:00,44.5923052525,45.0076693733,44.4686849784,44.9780005075,368032,,,,,#000000,,,,76.10056391702136,29.12770603669206,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-335027,-889.6518553304377,False,False,False,False,36141.02979438453,False,False,False,False
2025-06-05 00:00:00+00:00,44.2164996194,44.5923052525,44.0780449125,44.5923052525,74898,,,,,#000000,,,,65.9021356371132,20.70220237282129,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-409925,-16930.253743356694,False,False,False,False,37660.91097891847,False,False,False,False
2025-06-06 00:00:00+00:00,43.5538949505,44.1868307536,43.5538949505,44.1868307536,53001,,,,,#000000,,,,54.818513330464356,11.640077721316153,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-462926,-34420.283008323095,False,False,False,False,38262.48309739226,False,False,False,False
2025-06-09 00:00:00+00:00,43.6033430601,43.9494798275,43.4166269982,43.6725704136,55277,,,,,#000000,,,,47.93819704609063,6.547451043633032,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-407649,-49056.70328250651,False,False,False,False,38929.719054357265,False,False,False,False
2025-06-10 00:00:00+00:00,43.880252474,44.0879345344,43.6972944684,43.9791486932,45589,,,,,#000000,,,,46.039074555054384,5.808893931564334,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-362060,-61331.34236946704,False,False,False,False,39190.86732673542,False,False,False,False
2025-06-11 00:00:00+00:00,43.8406939863,43.8901420959,43.6972944684,43.8901420959,11658,,,,,#000000,,,,44.507066109654424,4.939117164883228,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-373718,-73581.79953144873,False,False,False,False,38111.14703941246,False,False,False,False
2025-06-12 00:00:00+00:00,44.4538505455,44.4538505455,44.0187071809,44.0187071809,20827,,,,,#000000,,,,48.24013350209763,4.939117164883228,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-352891,-84535.10151060761,False,False,False,False,37433.33735159237,False,False,False,False
2025-06-13 00:00:00+00:00,44.6318637402,44.8840490992,44.4142920579,44.4241816798,33843,,,,,#000000,,,,51.794459967637785,4.939117164883228,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-319048,-93731.68576509359,False,False,False,False,37292.53980839267,False,False,False,False
2025-06-16 00:00:00+00:00,44.6219741182,45.0571174829,44.394512814,45.0274486171,104267,,,,,#000000,,,,54.077791516806,4.939117164883228,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-423315,-106656.52161744286,False,False,False,False,39918.989227671394,False,False,False,False
2025-06-17 00:00:00+00:00,44.6120844963,44.7604288252,44.2066099975,44.4241816798,141383,,,,,#000000,,,,55.506041567107054,-5.716651462986363,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-564698,-124618.93253440589,False,False,False,False,43897.97004227252,False,False,False,False
2025-06-18 00:00:00+00:00,43.9989279371,44.7406495813,43.9494798275,44.7406495813,108311,,,,,#000000,,,,51.654937739996186,-5.716651462986363,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-673009,-146124.4253761939,False,False,False,False,46423.97121708537,False,False,False,False
2025-06-20 00:00:00+00:00,43.6725704136,44.2214444303,43.6330119259,44.0582656686,145282,,,,,#000000,,,,47.23713260066333,-5.716651462986363,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-818291,-172483.89889085296,False,False,False,False,50300.756659552615,False,False,False,False
2025-06-23 00:00:00+00:00,44.3252854605,44.5131882771,43.8406939863,43.8406939863,64461,,,,,#000000,,,,48.75660705060852,-5.716651462986363,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-753830,-195281.78520885872,False,False,False,False,50856.060319962315,False,False,False,False
2025-06-24 00:00:00+00:00,44.394512814,44.7703184471,44.2857269728,44.6318637402,277956,,,,,#000000,,,,50.167123955272096,-5.716651462986363,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-475874,-206285.401475178,False,False,False,False,59761.94030741477,False,False,False,False
2025-06-25 00:00:00+00:00,44.3549543263,44.3846231921,43.6676256026,44.1670515098,1316910,,,,,#000000,,,,50.836998758720014,-5.716651462986363,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1792784,-268501.0327898769,False,False,False,False,109061.86421692792,False,False,False,False
2025-06-26 00:00:00+00:00,44.4340713017,44.8395458006,44.2164996194,44.3846231921,116489,,,,,#000000,,,,51.803113579994246,-5.716651462986363,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1676295,-323708.63934713666,False,False,False,False,109353.12444371506,False,False,False,False
2025-06-27 00:00:00+00:00,44.4736297894,44.9186627759,44.0632104796,44.2066099975,166847,,,,,#000000,,,,52.718752239154476,-5.716651462986363,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1509448,-370208.22211783717,False,False,False,False,111607.78623023603,False,False,False,False
2025-06-30 00:00:00+00:00,45.3142476529,45.3241372748,44.4637401675,44.6120844963,94603,,,,,#000000,,,,57.74679796672877,-1.1639756451477297,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1414845,-411174.3702700789,False,False,False,False,110940.931868266,False,False,False,False
2025-07-01 00:00:00+00:00,45.5219297133,45.9372938341,45.2647995433,45.2845787871,43154,,45.57467436356666,,45.57467436356666,#000000,,45.57467436356666,,61.88686227932626,3.0308823872180852,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1371691,-448841.68908301694,False,False,False,False,108282.62081460851,False,False,False,False
2025-07-02 00:00:00+00:00,44.8889939102,45.432923116,44.6219741182,45.432923116,107758,,45.150976097315706,,45.150976097315706,#000000,,45.150976097315706,,60.02689090489083,3.0308823872180852,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1479449,-489257.6620601535,False,False,False,False,108262.04744932975,False,False,False,False
2025-07-03 00:00:00+00:00,44.9878901294,45.0571174829,44.6318637402,44.9681108856,39169,,45.09767009573181,,45.09767009573181,#000000,,45.09767009573181,,59.265138939328196,3.0308823872180852,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1440280,-526552.6557048534,False,False,False,False,105552.51617680702,False,False,False,False
2025-07-07 00:00:00+00:00,45.0768967267,45.1955721898,44.8889939102,44.9582212636,94712,,45.08308743033572,,45.08308743033572,#000000,,45.08308743033572,,59.20078861386371,3.0308823872180852,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1345568,-558670.9045007415,False,False,False,False,105127.39789536361,False,False,False,False
2025-07-08 00:00:00+00:00,44.9384420198,45.0670071048,44.5725260086,45.0670071048,72878,,45.03749425906317,,45.03749425906317,#000000,,45.03749425906317,,58.15133192541172,3.0308823872180852,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1418446,-592387.5749124772,False,False,False,False,103862.71562495719,False,False,False,False
2025-07-09 00:00:00+00:00,45.0867863486,45.1560137021,44.7900976909,45.0966759706,57137,,45.03384015870954,,45.03384015870954,#000000,,45.03384015870954,,58.284108942742236,3.0308823872180852,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1361309,-622541.3562884585,False,False,False,False,102030.3346200569,False,False,False,False
2025-07-10 00:00:00+00:00,45.2647995433,45.4922608475,44.9285523979,45.1560137021,100297,,45.07175003900836,,45.07175003900836,#000000,,45.07175003900836,,59.3366682745893,3.0308823872180852,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1261012,-647579.4207477346,False,False,False,False,101962.360713388,False,False,False,False
