date,Close,High,Low,Open,Volume,aVWAP_peak_184,aVWAP_peak_176,aVWAP_peak_164,aVWAP_peak_159,aVWAP_peak_149,aVWAP_peak_142,aVWAP_peak_133,aVWAP_peak_113,aVWAP_peak_109,aVWAP_peak_103,aVWAP_peak_91,aVWAP_peak_83,aVWAP_peak_75,aVWAP_peak_70,aVWAP_peak_57,aVWAP_peak_33,aVWAP_peak_8,aVWAP_valley_187,aVWAP_valley_179,aVWAP_valley_171,aVWAP_valley_157,aVWAP_valley_148,aVWAP_valley_137,aVWAP_valley_130,aVWAP_valley_121,aVWAP_valley_107,aVWAP_valley_96,aVWAP_valley_88,aVWAP_valley_71,aVWAP_valley_64,aVWAP_valley_51,aVWAP_valley_45,aVWAP_valley_39,aVWAP_valley_28,aVWAP_valley_4,aVWAP_OB_bull_4,aVWAP_OB_bear_133,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-05-13 00:00:00+00:00,1.88,2.39,1.69,2.39,31176754,,,,,,,,,,,,,,,,,3.113757542814762,,,,,,,,,,,,,,,,,,3.13843207717234,3.13843207717234,,3.126094809993551,#000000,,3.126094809993551,,32.726615008048384,-21.1873669140802,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-130707569,-42194928.42820175,False,False,False,False,13199333.017171012,False,False,False,False
2022-05-20 00:00:00+00:00,1.7,2.02,1.65,1.84,15703054,,,,,,,,,,,,,,,,,3.017641449379338,,,,,,,,,,,,,,,,,,3.059988968742292,3.059988968742292,,3.038815209060815,#000000,,3.038815209060815,,28.91590114945148,-21.1873669140802,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-146410623,-49914609.50759421,False,False,False,False,13384793.8307139,False,False,False,False
2022-05-27 00:00:00+00:00,1.65,1.75,1.42,1.75,15861504,,,,,,,,,,,,,,,,,2.921229833130771,,,,,,,,,,,,,,,,,,2.9793304686195583,2.9793304686195583,,2.9502801508751646,#000000,,2.9502801508751646,,26.070544472858934,-3.260714412320027,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-162272127,-58237388.58110575,False,False,False,False,13568253.84325361,False,False,False,False
2022-06-03 00:00:00+00:00,1.47,1.67,1.43,1.64,8769719,,,,,,,,,,,,,,,,,2.8703411130086556,,,,,,,,,,,,,,,,,,2.9359829760765095,2.9359829760765095,,2.9031620445425825,#000000,,2.9031620445425825,,23.609541673756546,-6.473494638290518,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-171041846,-66593274.31583865,False,False,False,False,13212806.817827418,False,False,False,False
2022-06-10 00:00:00+00:00,1.32,1.54,1.3125,1.51,11471388,,,,,,,,,,,,,,,,,2.8030913362997474,,,,,,,,,,,,,,,,,,2.878065128582317,2.878065128582317,,2.8405782324410325,#000000,,2.8405782324410325,,21.52253714906549,-9.33314825310768,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-182513234,-75179937.99614689,False,False,False,False,13083812.831321683,False,False,False,False
2022-06-17 00:00:00+00:00,1.38,1.39,1.08,1.24,20453157,,,,,,,,,,,,,,,,,2.6891584075643835,,,,,,,,,,,,,,,,,,2.778162306420088,2.778162306420088,,2.7336603569922358,#000000,,2.7336603569922358,,20.68951941067924,-11.01129970914478,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-162060077,-81615503.84828416,False,False,False,False,13629690.177149706,False,False,False,False
2022-06-24 00:00:00+00:00,1.24,1.42,1.12,1.4,14053647,,,,,,,,,,,,,,,,,2.619146826336258,,,,,,,,,,,,,,,,,,2.7155104256274964,2.7155104256274964,,2.6673286259818774,#000000,,2.6673286259818774,,19.752476994926,-12.830077821615703,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.33241098118630036,-0.33241098118630036,False,False,False,False,-176113724,-88615372.0076705,False,False,False,False,13661094.386249727,False,False,False,False
2022-07-01 00:00:00+00:00,1.1,1.26,1.01,1.25,9746968,,,,,,,,,,,,,,,,,2.569995292075633,,,,,,,,,,,,,,,,,,2.6712075343555393,2.6712075343555393,,2.620601413215586,#000000,,2.620601413215586,,18.76238865575712,-14.713247178527283,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.78532173116556,1.2032287611632702,False,False,False,False,-0.34282825441539394,-0.33761961780084715,False,False,False,False,-185860692,-95818729.04413937,False,False,False,False,13371159.098379375,False,False,False,False
2022-07-08 00:00:00+00:00,1.11,1.3,1.02,1.07,10826792,,,,,,,,,,,,,,,,,2.5197562019764748,,,,,,,,,,,,,,,,,,2.6253998183477663,2.6253998183477663,,2.5725780101621205,#000000,,2.5725780101621205,,18.172642837867425,-16.21269961629971,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8009863311587448,1.2067800559179869,False,False,False,False,-0.33566817498410384,-0.3366438963924755,False,False,False,False,-175033900,-101686519.48531424,False,False,False,False,13182687.461462386,False,False,False,False
2022-07-15 00:00:00+00:00,1.06,1.16,0.9069,1.16,18869273,,,,,,,,,,,,,,,,,2.4343237810609533,,,,,,,,,,,,,,,,,1.0422999999999998,2.546786744019287,2.546786744019287,,2.00780350836008,#000000,,2.00780350836008,,17.62909612931705,-17.666994269227587,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7821759915533439,1.215076889988171,False,False,False,False,-0.34282825441539394,-0.3397360754039347,False,False,False,False,-193903173,-108517382.70862429,False,False,False,False,13603916.01987258,True,False,False,False
2022-07-22 00:00:00+00:00,1.29,1.4499,1.1,1.1,10191588,,,,,,,,,,,,,,,,,2.399363191873754,,,,,,,,,,,,,,,,,1.125649242405447,2.513696999431267,2.513696999431267,,2.012903144570156,#000000,,2.012903144570156,,19.924245399972023,-17.666994269227587,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8100554328022638,1.1676648447493896,False,False,False,False,-0.2774684936941242,-0.30860228454902944,False,False,False,False,-183711585,-114087323.61909656,False,False,False,False,13351150.9813635,False,False,False,False
2022-07-29 00:00:00+00:00,1.55,1.575,1.24,1.3,11266181,,,,,,,,,,,,,,,,,2.368770986290971,,,,,,,,,,,,,,,,,1.2176600883174125,2.483985631124778,2.483985631124778,,2.023472235244387,#000000,,2.023472235244387,,24.10402717531999,-17.666994269227587,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8482749199906331,1.1409921161501835,False,False,False,False,-0.24258559256789533,-0.27559393855846237,False,False,False,False,-172445404,-118410144.38805237,False,False,False,False,13196708.760521758,False,False,False,False
2022-08-05 00:00:00+00:00,1.52,1.61,1.38,1.54,13268475,,,,,,,,,,,,,,,,,2.336966314914661,,,,,,,,,,,,,,,,,1.288383322681634,2.4526103082276793,2.4526103082276793,,2.0259866486079914,#000000,,2.0259866486079914,,26.945732784666625,-17.666994269227587,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8542938704305765,1.143723733248751,False,False,False,False,-0.21987656185013335,-0.24773525020429787,False,False,False,False,-185713879,-123395606.2111596,False,False,False,False,13202024.778260887,False,False,False,False
2022-08-12 00:00:00+00:00,1.83,1.83,1.28,1.52,14903619,,,,,,,,,,,,,,,,,2.309601247087039,,,,,,,,,,,,,,,,,1.366336400116054,2.4246517263146767,2.4246517263146767,,2.03352979117259,#000000,,2.03352979117259,,31.593052694093892,-17.666994269227587,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8323213080922333,1.150811604556098,False,False,False,False,-0.20443399811192733,-0.2260846241581126,False,False,False,False,-170810260,-126907802.78811075,False,False,False,False,13328068.794686006,False,False,False,False
2022-08-19 00:00:00+00:00,1.8,2.045,1.74,1.81,12452703,,,,,,,,,,,,,,,,1.8616666666666664,2.2952399623460322,,,,,,,,,,,,,,,,,1.4425323305910318,2.4087929407073045,2.4087929407073045,,2.0020579750777587,#000000,,2.0020579750777587,,34.73726494871153,-27.428472166870865,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8430919546079081,1.1643682255355965,False,False,False,False,-0.11912552209437911,-0.17260507312624584,False,False,False,False,-183262963,-131082259.10010254,False,False,False,False,13263226.883968525,False,False,False,False
2022-08-26 00:00:00+00:00,1.7,1.83,1.635,1.75,9584193,,,,,,,,,,,,,,,,1.8007784626292194,2.281427437218159,,,,,,,,,,,,,,,,,1.4720816414099083,2.3942119671954663,2.3942119671954663,,1.9871248771131882,#000000,,1.9871248771131882,,36.39572955051988,-25.45473920196558,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8131910026687001,1.2374598333424107,False,False,False,False,-0.15927883591917436,-0.1659419545227101,False,False,False,False,-192847156,-135657436.6482431,False,False,False,False,12990705.855526412,False,False,False,False
2022-09-02 00:00:00+00:00,1.57,1.835,1.52,1.67,9734716,,,,,,,,,,,,,,,,1.752027138776171,2.2661526699474366,,,,,,,,,,,,,,,,,1.4885456859259356,2.378334207118864,2.378334207118864,,1.971264925442102,#000000,,1.971264925442102,,36.85071677122533,-24.598093180138786,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7740804629681153,1.2275888932168495,False,False,False,False,-0.16865870569483501,-0.16730033010877254,False,False,False,False,-202581872,-140614802.22985473,False,False,False,False,12749521.421783715,False,False,False,False
2022-09-09 00:00:00+00:00,1.74,1.76,1.51,1.6,10081009,,,,,,,,,,,,,,,,1.7322693242238438,2.251768399499117,,,,,,,,,,,,,,,,,1.5051221557801444,2.363188530768633,2.363188530768633,,1.9630871025679348,#000000,,1.9630871025679348,,38.612558681962184,-22.44619432379676,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7882204796519948,1.2197927994963083,False,False,False,False,-0.17973940518925008,-0.1735198676490113,False,False,False,False,-192500863,-144458214.1387544,False,False,False,False,12551853.83498492,False,False,False,False
2022-09-16 00:00:00+00:00,1.81,1.985,1.74,1.77,15552942,,,,,,,,,,,,,,,,1.762811549930564,2.2371697400757435,,,,,,,,,,,,,,,,,1.547107089148171,2.346640305276183,2.346640305276183,,1.9734321711076654,#000000,,1.9734321711076654,,40.433393437537575,-20.253506104222957,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7894858596957954,1.2001041003990514,False,False,False,False,-0.12086395722082535,-0.14719191243491833,False,False,False,False,-176947921,-146864859.09143925,False,False,False,False,12774156.662023075,False,False,False,False
2022-09-23 00:00:00+00:00,1.36,1.82,1.305,1.76,9790488,,,,,,,,,,,,,,,,1.7237913139667487,2.2207729685167292,,,,,,,,,,,,,,,,,1.5433475318469965,2.3298573780893554,2.3298573780893554,,1.9544422981049574,#000000,,1.9544422981049574,,39.263740145636625,-20.253506104222957,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7422767430082718,1.2104552360587475,False,False,False,False,-0.19671568601338854,-0.17195379922415344,False,False,False,False,-186738409,-149818455.38096228,False,False,False,False,12553144.168539885,False,False,False,False
2022-09-30 00:00:00+00:00,1.37,1.47,1.3,1.35,8926952,,,,,,,,,,,,,,,,1.6834748729850642,2.2041705613376688,,,,,,,,,,,,,,,,1.3800000000000003,1.533264735490924,2.3130911855023264,2.3130911855023264,,1.8228002710631965,#000000,,1.7002275424534141,,38.51112602200608,-20.253506104222957,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7452705422344892,1.255879477890863,False,False,False,False,-0.2318092171143051,-0.20188150816922928,False,False,False,False,-177811457,-151892011.05644655,False,False,False,False,12284537.341240635,False,False,False,False
2022-10-07 00:00:00+00:00,1.56,1.695,1.37,1.45,10095883,,,,,,,,,,,,,,,,1.6668697053025405,2.189698520352477,,,,,,,,,,,,,,,,1.4658004472869932,1.5338129903937971,2.2979929446473384,2.2979929446473384,,1.8308349215966295,#000000,,1.7140454158339522,,39.51002396437565,-19.95378852686432,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7907778621939104,1.204546782771317,False,False,False,False,-0.1763720681486253,-0.1891267881589273,False,False,False,False,-167715574,-153064126.8300431,False,False,False,False,12122414.797445033,False,False,False,False
2022-10-14 00:00:00+00:00,1.46,1.7,1.43,1.61,9928351,,,,,,,,,,,,,,,,1.6527362728929311,2.1758249268627905,,,,,,,,,,,,,,,,1.4878166677408888,1.5335830630270446,2.283490425005738,2.283490425005738,,1.8266902711058788,#000000,,1.7124902326309137,,39.67540513803816,-19.32896884787996,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8016356359839917,1.1699437387622527,False,False,False,False,-0.1653457426554027,-0.177236265407165,False,False,False,False,-177643925,-154884852.6204103,False,False,False,False,11959891.553189844,False,False,False,False
2022-10-21 00:00:00+00:00,1.67,1.74,1.49,1.5,6764027,,,,,,,,,,,,,,,,1.651460979966197,2.1681621450438646,,,,,,,,,,,,,,,,1.5153757545372426,1.537519309145186,2.2752323062713127,2.2752323062713127,,1.8295500989927604,#000000,,1.7181295471731224,,41.38853384263654,-17.217075920147295,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8128764399742704,1.170750248523478,False,False,False,False,-0.10175441565224345,-0.13949534052970422,False,False,False,False,-170879898,-156069670.7966762,False,False,False,False,11575012.697398003,False,False,False,False
2022-10-28 00:00:00+00:00,1.55,1.68,1.47,1.67,9108865,,,,,,,,,,,,,,,,1.6445659695827226,2.1569341746688755,,,,,,,,,,,,,,,,1.5257987685770136,1.538990062667088,2.263316153205201,2.263316153205201,,1.8259210257401803,#000000,,1.716572243873925,,41.9079470356672,-16.28630162522981,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8691211546694393,1.1473915968442296,False,False,False,False,-0.07783746751582621,-0.10866640402276521,False,False,False,False,-179988763,-157841455.4043298,False,False,False,False,11392335.090183336,False,False,False,False
2022-11-04 00:00:00+00:00,1.27,1.59,1.23,1.52,15111421,,,,,,,,,,,,,,,,1.6111374086526908,2.133096331311842,,,,,,,,,,,,,,,,1.4848366738105132,1.5254215226659276,2.2388885660043014,2.2388885660043014,,1.7986761004890552,#000000,,1.6886229841102436,,40.811365778429646,-16.28630162522981,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8546423596390286,1.1065956029313793,False,False,False,False,-0.08328629926835257,-0.0959763516455589,False,False,False,False,-195100184,-160601361.2262313,False,False,False,False,11667822.93535494,False,False,False,False
2022-11-11 00:00:00+00:00,1.13,1.3,0.95005,1.29,14135633,,,,,,,,,,,,,,,,1.562661429528305,2.105591021718124,,,,,,,,,,,,,,,1.1266833333333333,1.4164871826928473,1.4985515430888436,2.211349302354039,2.211349302354039,,1.6535539687859153,#000000,,1.4010958721608322,,39.376829674330736,-16.28630162522981,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8968932397252863,1.1298461577630816,False,False,False,False,-0.2657264207203437,-0.1808513861829513,False,False,False,False,-209235817,-164203913.50576973,False,False,False,False,11850623.680884203,False,False,False,False
2022-11-18 00:00:00+00:00,1.06,1.34,1.04,1.11,11557085,,,,,,,,,,,,,,,,1.5312025068266644,2.084632513278525,,,,,,,,,,,,,,,1.1356722259026857,1.3800699974738857,1.4801767876245475,2.190223341230155,2.190223341230155,,1.6336628953894106,#000000,,1.3817803794569459,,38.034353376012405,-16.28630162522981,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.9126575856244662,1.0783512834839348,False,False,False,False,-0.21288276466144423,-0.19686707542219778,False,False,False,False,-220792902,-168395690.43126827,False,False,False,False,11828880.074892782,False,False,False,False
2022-11-25 00:00:00+00:00,1.05,1.125,1.0,1.04,5212731,,,,,,,,,,,,,,,,1.5156052744367159,2.074613921990805,,,,,,,,,,,,,,,1.1226277028219198,1.3616077651884846,1.4704699192199513,2.1801830114099294,2.1801830114099294,,1.6208512658446343,#000000,,1.367577665416768,,37.02853265059676,-16.28630162522981,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9353600379924675,1.0732146508452665,False,False,False,False,-0.3179820721720263,-0.25742457379711203,False,False,False,False,-226005633,-172663093.58450767,False,False,False,False,11338794.958234057,False,False,False,False
2022-12-02 00:00:00+00:00,1.09,1.15,0.995,1.05,10868049,,,,,,,,,,,,,,,,1.4874693901721041,2.054741519998044,,,,,,,,,,,,,,,1.111103808461288,1.331338659242538,1.4525184258709187,2.1601754611561543,2.1601754611561543,,1.5995578774835078,#000000,,1.3456075709367121,,36.68218000168653,-16.28630162522981,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9326257929810752,1.0600364220960716,False,False,False,False,-0.30951768923447376,-0.2834711315157929,False,False,False,False,-215137584,-175809352.13380343,False,False,False,False,11303924.887253756,False,False,False,False
2022-12-09 00:00:00+00:00,1.02,1.1,0.9798,1.08,8576495,,,,,,,,,,,,,,,,1.4655208127522494,2.0389118549274423,,,,,,,,,,,,,,,1.0978452195789448,1.3081587023179502,1.43790056795145,2.1442555900476328,2.1442555900476328,,1.5820987912626114,#000000,,1.3273563256501486,,36.066925007414625,-16.28630162522981,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.9454937975000508,1.0500801959895238,False,False,False,False,-0.3372773096323506,-0.3103742205740717,False,False,False,False,-223714079,-179357850.42018837,False,False,False,False,11101893.043753477,False,False,False,False
