date,Open,High,Low,Close,Volume,aVWAP_peak_418,aVWAP_peak_383,aVWAP_peak_366,aVWAP_peak_276,aVWAP_peak_251,aVWAP_peak_202,aVWAP_peak_164,aVWAP_peak_105,aVWAP_peak_83,aVWAP_peak_62,aVWAP_peak_17,aVWAP_valley_432,aVWAP_valley_431,aVWAP_valley_399,aVWAP_valley_382,aVWAP_valley_343,aVWAP_valley_321,aVWAP_valley_282,aVWAP_valley_265,aVWAP_valley_234,aVWAP_valley_172,aVWAP_valley_136,aVWAP_valley_88,aVWAP_valley_43,aVWAP_OB_bull_282,aVWAP_OB_bear_164,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,6.515,6.56,6.415,6.52,46534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,46534.0,False,False,False,False
2023-12-15 17:00:00+00:00,6.535,6.54,6.405,6.48,26739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26739.0,-414.5581395348837,False,False,False,False,46227.1007751938,False,False,False,False
2023-12-18 17:00:00+00:00,6.405,6.46,6.36,6.395,38268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-65007.0,-1415.9913466738778,False,False,False,False,46103.70386395049,False,False,False,False
2023-12-19 17:00:00+00:00,6.465,6.505,6.425,6.49,22829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,15.664122137404629,-35.90229007633583,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-42178.0,-2047.9604730820347,False,False,False,False,45742.855742028776,False,False,False,False
2023-12-20 17:00:00+00:00,6.42,6.47,6.32,6.325,17048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.608774714760095,-34.1919500849602,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59226.0,-2934.441706057507,False,False,False,False,45297.974257656235,False,False,False,False
2023-12-21 17:00:00+00:00,6.42,6.42,6.355,6.395,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.252319814496772,-28.89069055823546,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34756.0,-3427.799198986848,False,False,False,False,44975.05992808016,False,False,False,False
2023-12-22 17:00:00+00:00,6.455,6.465,6.39,6.44,23923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.11013345557471,-23.41200063308367,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10833.0,-3542.6085137312375,False,False,False,False,44648.67140206341,False,False,False,False
2023-12-25 17:00:00+00:00,6.44,6.44,6.44,6.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.68200921629334,-19.959066263083308,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10833.0,-3655.637839099745,False,False,False,False,43956.44393846553,False,False,False,False
2023-12-26 17:00:00+00:00,6.515,6.555,6.485,6.525,17049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.71768465951595,-14.077437835067578,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6216.0,-3502.589190431532,False,False,False,False,43539.274265000946,False,False,False,False
2023-12-27 17:00:00+00:00,6.515,6.53,6.435,6.46,51268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.332821936439984,-13.050599475785013,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-45052.0,-4146.766102207787,False,False,False,False,43659.099470194735,False,False,False,False
2023-12-28 17:00:00+00:00,6.305,6.34,6.275,6.32,16792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,41.89423630680722,-13.050599475785013,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-61844.0,-5041.296860313093,False,False,False,False,43242.55529236226,False,False,False,False
