date,Close,High,Low,Open,Volume,aVWAP_peak_181,aVWAP_peak_170,aVWAP_peak_163,aVWAP_peak_159,aVWAP_peak_152,aVWAP_peak_145,aVWAP_peak_139,aVWAP_peak_125,aVWAP_peak_105,aVWAP_peak_90,aVWAP_peak_76,aVWAP_peak_61,aVWAP_peak_56,aVWAP_peak_45,aVWAP_peak_34,aVWAP_peak_23,aVWAP_peak_5,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_162,aVWAP_valley_156,aVWAP_valley_141,aVWAP_valley_136,aVWAP_valley_129,aVWAP_valley_107,aVWAP_valley_102,aVWAP_valley_97,aVWAP_valley_92,aVWAP_valley_73,aVWAP_valley_63,aVWAP_valley_51,aVWAP_valley_39,aVWAP_valley_28,aVWAP_valley_17,aVWAP_OB_bull_171,aVWAP_OB_bull_102,aVWAP_OB_bull_73,aVWAP_OB_bull_39,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,21.3334515128,21.6232387087,20.5493214532,20.796492885,18307226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,18307226.0,False,False,False,False
2022-01-07 00:00:00+00:00,22.6374938945,23.2000219807,21.3931135825,21.4527756523,35753573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35753573,2648412.814814815,False,False,False,False,19599548.0,False,False,False,False
2022-01-14 00:00:00+00:00,24.0608604157,24.4955412096,22.3391835457,22.6460170473,39276727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,75030300,8010034.087791495,False,False,False,False,21057116.814814817,False,False,False,False
2022-01-21 00:00:00+00:00,23.0721746884,24.9302220036,22.9826815838,24.9302220036,37282517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.81954095401802,42.266909808095164,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37747783,10212830.303510644,False,False,False,False,22258998.31001372,False,False,False,False
2022-01-28 00:00:00+00:00,24.1205224855,24.6787889953,21.5380071805,22.3391835457,50088677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.98418349284108,38.976825098634194,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,87836460,15962728.799546892,False,False,False,False,24320455.990753442,False,False,False,False
2022-02-04 00:00:00+00:00,24.478494904,26.0041392591,23.9074436649,24.1546150968,55049630,,,,,,,,,,,,,,,,,24.796692609333334,,,,,,,,,,,,,,,,,,,,,,24.796692609333334,#000000,,24.796692609333334,,85.75324829868127,37.269858598347014,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,142886090,25364459.25883971,False,False,False,False,26596691.102549482,False,False,False,False
2022-02-11 00:00:00+00:00,25.6632131462,25.7867988621,23.9841520403,24.4699717512,31046319,,,,,,,,,,,,,,,,,24.922192257283292,,,,,,,,,,,,,,,,,,,,,,24.922192257283292,#000000,,24.922192257283292,,85.44041416801268,37.269858598347014,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,173932409,36369492.57299973,False,False,False,False,26926293.1690273,False,False,False,False
2022-02-18 00:00:00+00:00,24.7768052528,25.7825372857,24.3762170701,25.4757037841,39264561,,,,,,,,,,,,,,,,,24.939834806497363,,,,,,,,,,,,,,,,,,,,,,24.939834806497363,#000000,,24.939834806497363,,81.50539489847242,33.90401009921993,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,134667848,43650852.23425901,False,False,False,False,27840238.934284534,False,False,False,False
2022-02-25 00:00:00+00:00,25.3989954087,25.5183195483,24.073645145,25.43308802,36157272,,,,,,,,,,,,,,,,,24.952628794609424,,,,,,,,,,,,,,,,,,,,,,24.952628794609424,#000000,,24.952628794609424,,79.53217484152061,32.37441096682565,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,170825120,53071168.36505464,False,False,False,False,28456315.457670864,False,False,False,False
2022-03-04 00:00:00+00:00,27.1101778369,27.118792447,25.2711481164,25.4075185616,57027773,,,,,,,,,,,,,,,,,25.356413646465874,,,,,,,,,,,,,,,,,,,,,,25.356413646465874,#000000,,25.356413646465874,,79.81834759429194,32.37441096682565,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,227852893,66017962.782458,False,False,False,False,30572719.720065616,False,False,False,False
