date,Close,High,Low,Open,Volume,aVWAP_peak_180,aVWAP_peak_173,aVWAP_peak_154,aVWAP_peak_147,aVWAP_peak_133,aVWAP_peak_126,aVWAP_peak_100,aVWAP_peak_96,aVWAP_peak_86,aVWAP_peak_81,aVWAP_peak_70,aVWAP_peak_60,aVWAP_peak_52,aVWAP_peak_40,aVWAP_peak_35,aVWAP_peak_15,aVWAP_peak_6,aVWAP_valley_187,aVWAP_valley_176,aVWAP_valley_157,aVWAP_valley_150,aVWAP_valley_136,aVWAP_valley_128,aVWAP_valley_113,aVWAP_valley_107,aVWAP_valley_97,aVWAP_valley_91,aVWAP_valley_84,aVWAP_valley_77,aVWAP_valley_63,aVWAP_valley_56,aVWAP_valley_45,aVWAP_valley_30,aVWAP_valley_20,aVWAP_valley_5,aVWAP_OB_bull_157,aVWAP_OB_bull_136,aVWAP_OB_bull_113,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.5673533,12.2057664771,10.3844367177,10.3844367177,45490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,45490.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.8577271894,12.7574102238,11.4245464691,12.4813170175,69690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,69690,5162.222222222222,False,False,False,False,47282.59259259259,False,False,False,False
2022-01-14 00:00:00+00:00,12.2433056327,12.7514123369,11.6720783093,12.0814578911,85287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,154977,16259.613168724278,False,False,False,False,50097.733882030174,False,False,False,False
2022-01-21 00:00:00+00:00,11.9947265425,13.0239829748,11.4435873799,13.0239829748,187334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.75498274699132,42.20588212801523,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32357,12658.38256363359,False,False,False,False,60263.38322410201,False,False,False,False
2022-01-28 00:00:00+00:00,11.1770146289,11.7292010416,11.0342077981,11.5384111156,69587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.61637981395664,27.28803357864882,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-101944,4169.317188549621,False,False,False,False,60954.02150379816,False,False,False,False
2022-02-04 00:00:00+00:00,11.2531782721,11.8053646847,10.8342782349,10.8342782349,48492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.297607063900001,,,,11.297607063900001,#000000,,11.297607063900001,,64.9748617741582,18.136994041574553,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53452,-98.92852912072112,False,False,False,False,60030.908799813114,False,False,False,False
2022-02-11 00:00:00+00:00,12.5241590668,14.2902035418,11.4132171272,11.7196805862,43021,,,,,,,,,,,,,,,,,12.7425265786,,,,,,,,,,,,,,,,,,11.976875391262327,,,,12.359700984931163,#000000,,12.359700984931163,,65.49788670831792,18.136994041574553,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10431,-864.2671565932603,False,False,False,False,58770.91555538251,False,False,False,False
2022-02-18 00:00:00+00:00,12.4019164195,12.8526147777,12.3289897312,12.8526147777,42758,,,,,,,,,,,,,,,,,12.635512560068621,,,,,,,,,,,,,,,,,,12.15232770764175,,,,12.393920133855186,#000000,,12.393920133855186,,65.00515816896637,18.136994041574553,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53189,-4740.173293141907,False,False,False,False,57584.77366239122,False,False,False,False
2022-02-25 00:00:00+00:00,11.692832902,12.383256327,11.6625578539,12.3765920082,20752,,,,,,,,,,,,,,,,,12.494745817132163,,,,,,,,,,,,,,,,,,12.12027459401215,,,,12.307510205572157,#000000,,12.307510205572157,,60.64428863658648,16.529474767296506,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-73941,-9866.160456612877,False,False,False,False,54856.42005776965,False,False,False,False
2022-03-04 00:00:00+00:00,11.9420246532,12.0355920172,11.5152848366,11.8084112305,50143,,,,,,,,,,,,,,,,,12.28230563718341,,,,,,,,,,,,,,,,,,12.049567253554255,,,,12.165936445368832,#000000,,12.165936445368832,,58.62794875432394,15.132399681884522,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23798,-10898.14857093785,False,False,False,False,54507.27783126819,False,False,False,False
