date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_peak_828,aVWAP_peak_731,aVWAP_peak_695,aVWAP_peak_673,aVWAP_peak_650,aVWAP_peak_618,aVWAP_peak_575,aVWAP_peak_552,aVWAP_peak_493,aVWAP_peak_449,aVWAP_peak_426,aVWAP_peak_369,aVWAP_peak_356,aVWAP_peak_313,aVWAP_peak_248,aVWAP_peak_231,aVWAP_peak_186,aVWAP_peak_134,aVWAP_peak_89,aVWAP_peak_12,aVWAP_valley_853,aVWAP_valley_852,aVWAP_valley_837,aVWAP_valley_774,aVWAP_valley_689,aVWAP_valley_602,aVWAP_valley_533,aVWAP_valley_516,aVWAP_valley_475,aVWAP_valley_438,aVWAP_valley_418,aVWAP_valley_401,aVWAP_valley_349,aVWAP_valley_318,aVWAP_valley_281,aVWAP_valley_240,aVWAP_valley_225,aVWAP_valley_172,aVWAP_valley_158,aVWAP_valley_126,aVWAP_valley_73,aVWAP_valley_48,aVWAP_OB_bull_853,aVWAP_OB_bull_774,aVWAP_OB_bull_602,aVWAP_OB_bear_552,aVWAP_OB_bear_493,aVWAP_OB_bear_369,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,1.005,1.02,0.9821,1.005,115896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,115896.0,False,False,False,False
2025-02-03 16:00:00+00:00,1.005,1.01,0.9899,0.9913,127901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-127901.0,-1982.9612403100775,False,False,False,False,116082.12403100774,False,False,False,False
2025-02-03 17:00:00+00:00,0.9913,1.0092,0.983,0.9921,105700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,2.05479452054801,-53.082191780822015,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22201.0,-2296.419205576588,False,False,False,False,115921.1608677363,False,False,False,False
2025-02-03 18:00:00+00:00,0.9949,0.9964,0.9848,0.992,156288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,3.4069982922133275,-51.65972893426843,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-178489.0,-5028.087124869974,False,False,False,False,116547.00333490317,False,False,False,False
2025-02-03 19:00:00+00:00,0.986,1.0099,0.986,0.9944,161307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.20278241871518,-45.295888323429,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17182.0,-5216.519882623928,False,False,False,False,117240.95677157133,False,False,False,False
2025-02-03 20:00:00+00:00,1.005,1.0099,0.983,0.9871,224886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,11.62494529447444,-44.072438755583846,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-242068.0,-8888.63585343596,False,False,False,False,118909.8721704617,False,False,False,False
2025-02-04 15:00:00+00:00,1.04,1.045,1.01,1.01,61373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,29.11963008757149,-28.226503596859203,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-180695.0,-11552.300413847806,False,False,False,False,118017.8276406871,False,False,False,False
2025-02-04 16:00:00+00:00,1.015,1.015,1.01,1.01,34480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.78275328296952,-18.491047139622083,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-180695.0,-14174.667849292025,False,False,False,False,116722.66752222684,False,False,False,False
2025-02-04 17:00:00+00:00,1.015,1.015,0.9819,0.9922,153287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.79153829915538,-18.491047139622083,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-333982.0,-19132.92106093091,False,False,False,False,117289.55639785122,False,False,False,False
2025-02-04 18:00:00+00:00,0.995,1.0097,0.993,0.9947,36472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,41.86889239538142,-18.491047139622083,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-297510.0,-23448.8447654126,False,False,False,False,116036.5710273419,False,False,False,False
