date,Open,High,Low,Close,Volume,aVWAP_peak_114,aVWAP_peak_66,aVWAP_peak_51,aVWAP_valley_88,aVWAP_valley_35,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-18 17:00:00+00:00,8.25,8.5,6.86,7.56,48492.0,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,48492.0,False,False,False,False
2025-02-19 17:00:00+00:00,6.47,6.92,6.12,6.265,3053.0,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3053.0,-47.333333333333336,False,False,False,False,47787.51937984496,False,False,False,False
2025-02-20 17:00:00+00:00,5.54,5.78,5.49,5.49,1180.0,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4233.0,-112.22739018087856,False,False,False,False,47064.922180157446,False,False,False,False
2025-02-21 17:00:00+00:00,4.615,4.615,3.77,3.77,885.0,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5118.0,-189.83626785249285,False,False,False,False,46348.95439441857,False,False,False,False
2025-02-24 17:00:00+00:00,3.515,3.7,3.34,3.34,255.0,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5373.0,-270.19539548268676,False,False,False,False,45634.31944256712,False,False,False,False
2025-02-25 17:00:00+00:00,3.34,3.34,3.34,3.34,0.0,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5373.0,-349.3086451651257,False,False,False,False,44926.810614000184,False,False,False,False
2025-02-26 17:00:00+00:00,3.34,3.34,2.875,2.88,14.0,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5387.0,-427.4123871005501,False,False,False,False,44230.487968821886,False,False,False,False
2025-02-27 17:00:00+00:00,2.345,2.35,1.84,1.88,1862.0,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7249.0,-533.173435362557,False,False,False,False,43573.61218635953,False,False,False,False
2025-02-28 17:00:00+00:00,2.69,2.69,2.06,2.23,1852.0,,,,,,,#000000,,,,3.090210123575929,-47.21881088878166,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5397.0,-608.5815991553856,False,False,False,False,42926.76548579582,False,False,False,False
2025-03-03 17:00:00+00:00,2.34,2.34,2.1,2.12,4236.0,,,,,,,#000000,,,,5.05227316928143,-45.63836675506127,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9633.0,-748.4950627343718,False,False,False,False,42326.90865655867,False,False,False,False
2025-03-04 17:00:00+00:00,2.05,2.09,2.05,2.08,216.0,,,,,,,#000000,,,,6.321964120166742,-44.712255405961244,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9849.0,-889.5881625369398,False,False,False,False,41674.02635180582,False,False,False,False
2025-03-05 17:00:00+00:00,2.23,2.275,2.22,2.275,201.0,,,,,,,#000000,,,,9.1636950101021,-42.333219769116894,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9648.0,-1025.3774933503205,False,False,False,False,41031.03369518868,False,False,False,False
2025-03-06 17:00:00+00:00,2.215,2.215,2.095,2.095,100.0,,,,,,,#000000,,,,10.742188464562737,-41.1488240309118,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9748.0,-1160.6119508177574,False,False,False,False,40396.44402549583,False,False,False,False
2025-03-07 17:00:00+00:00,2.19,2.19,2.19,2.19,0.0,,,,,,,#000000,,,,12.842819107422397,-39.43483849092267,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9748.0,-1293.749750029885,False,False,False,False,39770.142567736206,False,False,False,False
2025-03-10 17:00:00+00:00,1.99,2.04,1.935,1.935,299.0,,,,,,,#000000,,,,13.678846150936113,-38.83876071366367,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10047.0,-1429.459056230972,False,False,False,False,39158.18686901161,False,False,False,False
2025-03-11 17:00:00+00:00,1.935,1.935,1.935,1.935,0.0,,,,,,,#000000,,,,14.23619751327859,-38.39000774337446,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10047.0,-1563.0643421808795,False,False,False,False,38551.08319662383,False,False,False,False
2025-03-12 17:00:00+00:00,2.08,2.08,2.03,2.03,25.0,,,,,,,#000000,,,,15.870286618235095,-36.88378230956158,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10022.0,-1694.2106314493928,False,False,False,False,37953.7795811723,False,False,False,False
2025-03-13 17:00:00+00:00,2.03,2.07,2.03,2.07,100.0,,,,,,,#000000,,,,17.519100401582826,-35.37151989696868,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9922.0,-1821.7732573183946,False,False,False,False,37366.89927758823,False,False,False,False
2025-03-14 17:00:00+00:00,2.18,2.21,2.18,2.21,200.0,,,,,,,#000000,,,,20.612355686280107,-32.55935820608215,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9722.0,-1944.2573928638458,False,False,False,False,36790.66828103647,False,False,False,False
2025-03-17 17:00:00+00:00,2.21,2.29,2.21,2.23,105.0,,,,,,,#000000,,,,22.96723263152596,-30.493000299705272,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9617.0,-2063.214642586887,False,False,False,False,36221.89823016769,False,False,False,False
2025-03-18 17:00:00+00:00,2.23,2.23,2.18,2.18,100.0,,,,,,,#000000,,,,24.236047316705843,-29.397309950670277,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9717.0,-2181.8779814615086,False,False,False,False,35661.868800242606,False,False,False,False
2025-03-19 17:00:00+00:00,2.39,2.39,2.31,2.31,100.0,,,,,,,#000000,,2.3366666666666664,,27.209040422062337,-26.687081440287113,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9617.0,-2297.1511910512527,False,False,False,False,35110.52199713807,False,False,False,False
2025-03-20 17:00:00+00:00,2.15,2.15,2.15,2.15,0.0,,,,,,,#000000,,2.3366666666666664,,28.001089043409653,-25.986562147363482,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9617.0,-2410.63721909697,False,False,False,False,34566.17281888787,False,False,False,False
2025-03-21 17:00:00+00:00,2.15,2.22,2.15,2.22,100.0,,,,,,,#000000,,2.2666666666666666,,29.71038475440136,-24.347268730031182,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9517.0,-2520.8133862427535,False,False,False,False,34031.81355037798,False,False,False,False
2025-03-24 17:00:00+00:00,2.2,2.2,2.11,2.12,326.0,,,,,,,#000000,,2.1902281368821295,,30.023560723143873,-23.947905686727637,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9843.0,-2634.335659324261,False,False,False,False,33509.24279765894,False,False,False,False
2025-03-25 17:00:00+00:00,2.12,2.16,2.1,2.1,1119.0,,,,,,,#000000,,2.142455927051672,,30.063176456592995,-23.69823314250951,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10962.0,-2763.4467343734973,False,False,False,False,33007.06849071849,False,False,False,False
2025-03-26 17:00:00+00:00,2.025,2.05,1.96,2.05,575.0,,,,,,,#000000,,2.1107387387387386,,29.64250006742731,-23.69823314250951,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11537.0,-2899.470816011117,False,False,False,False,32504.245723420532,False,False,False,False
