date,Open,High,Low,Close,Volume,aVWAP_peak_369,aVWAP_peak_333,aVWAP_peak_277,aVWAP_peak_254,aVWAP_peak_213,aVWAP_peak_179,aVWAP_peak_151,aVWAP_peak_118,aVWAP_peak_59,aVWAP_peak_30,aVWAP_valley_343,aVWAP_valley_322,aVWAP_valley_265,aVWAP_valley_191,aVWAP_valley_169,aVWAP_valley_133,aVWAP_valley_99,aVWAP_valley_48,aVWAP_OB_bull_343,aVWAP_OB_bear_151,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,137.705,138.735,135.73,137.99,237392.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,237392.0,False,False,False,False
2023-12-15 17:00:00+00:00,139.51,139.85,138.11,139.17,261605.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,261605.0,4055.891472868217,False,False,False,False,237767.3953488372,False,False,False,False
2023-12-18 17:00:00+00:00,138.36,139.495,138.31,138.925,147611.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,93.68827823100084,27.908973808502935,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,113994.0,5760.358271738477,False,False,False,False,236369.62177753737,False,False,False,False
2023-12-19 17:00:00+00:00,139.23,140.57,139.145,140.135,183833.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,92.71638907576326,27.908973808502935,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,297827.0,10288.52325977354,False,False,False,False,235555.10050966855,False,False,False,False
2023-12-20 17:00:00+00:00,139.045,139.27,135.365,135.6,272022.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.38095250485132,37.80825518933865,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25805.0,10529.088790629763,False,False,False,False,236120.47879634038,False,False,False,False
2023-12-21 17:00:00+00:00,139.295,139.995,138.57,139.86,408891.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.12509928707257,34.07736336091226,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,434696.0,17105.319972170386,False,False,False,False,238799.09152818006,False,False,False,False
2023-12-22 17:00:00+00:00,139.585,139.975,138.32,139.5,121703.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.53860872389822,30.507406580287267,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,312993.0,21692.72586407472,False,False,False,False,236983.6482486734,False,False,False,False
2023-12-25 17:00:00+00:00,139.5,139.5,139.5,139.5,0.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.14761501511532,27.687341948958675,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,312993.0,26209.009184011546,False,False,False,False,233309.48315954665,False,False,False,False
2023-12-26 17:00:00+00:00,141.835,143.87,141.25,143.445,205505.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.60360149347287,27.687341948958675,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,518498.0,33841.396638522994,False,False,False,False,232878.4059012591,False,False,False,False
2023-12-27 17:00:00+00:00,144.79,146.24,144.62,145.995,295475.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.82159833526475,27.687341948958675,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,813973.0,45936.46025653039,False,False,False,False,233848.89573224733,False,False,False,False
