date,Open,High,Low,Close,Volume,aVWAP_peak_420,aVWAP_peak_398,aVWAP_peak_361,aVWAP_peak_317,aVWAP_peak_250,aVWAP_peak_249,aVWAP_peak_222,aVWAP_peak_221,aVWAP_peak_220,aVWAP_peak_197,aVWAP_peak_131,aVWAP_peak_110,aVWAP_peak_62,aVWAP_peak_17,aVWAP_valley_400,aVWAP_valley_375,aVWAP_valley_345,aVWAP_valley_344,aVWAP_valley_284,aVWAP_valley_283,aVWAP_valley_282,aVWAP_valley_281,aVWAP_valley_266,aVWAP_valley_265,aVWAP_valley_236,aVWAP_valley_235,aVWAP_valley_234,aVWAP_valley_217,aVWAP_valley_216,aVWAP_valley_215,aVWAP_valley_214,aVWAP_valley_142,aVWAP_valley_141,aVWAP_valley_140,aVWAP_valley_139,aVWAP_valley_138,aVWAP_valley_119,aVWAP_valley_91,aVWAP_valley_90,aVWAP_valley_38,aVWAP_valley_37,aVWAP_OB_bull_91,aVWAP_OB_bear_317,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,64.605,64.605,64.145,64.145,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,94.0,False,False,False,False
2023-12-15 17:00:00+00:00,64.145,64.145,62.18,62.18,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20.0,-0.31007751937984496,False,False,False,False,92.85271317829456,False,False,False,False
2023-12-18 17:00:00+00:00,62.18,62.34,62.18,62.34,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,2.7972027972028615,-54.19580419580429,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34.0,0.22186166696712945,False,False,False,False,92.25034553211945,False,False,False,False
2023-12-19 17:00:00+00:00,62.34,62.34,62.34,62.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.662004662004769,-52.23776223776229,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34.0,0.7455537341459337,False,False,False,False,90.8201076168928,False,False,False,False
2023-12-20 17:00:00+00:00,62.34,62.34,62.34,62.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.90520590520604,-50.7832167832168,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34.0,1.2611265444692528,False,False,False,False,89.41204393290997,False,False,False,False
2023-12-21 17:00:00+00:00,62.34,62.34,61.175,61.175,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.432651189472046,-50.7832167832168,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-143.0,-0.9754800686232938,False,False,False,False,90.76999674015167,False,False,False,False
2023-12-22 17:00:00+00:00,63.0,63.0,63.0,63.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,19.461026109422754,-37.793830393500144,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-143.0,-3.1774106101950257,False,False,False,False,89.36270996898652,False,False,False,False
2023-12-25 17:00:00+00:00,63.0,63.0,63.0,63.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.81327605605656,-29.676675530676082,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-143.0,-5.345202693757893,False,False,False,False,87.97724159737433,False,False,False,False
2023-12-26 17:00:00+00:00,63.0,63.455,63.0,63.455,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.22548095047644,-22.55655391586712,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-128.0,-7.246827458195756,False,False,False,False,86.84581149508946,False,False,False,False
2023-12-27 17:00:00+00:00,63.455,63.455,63.455,63.455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,42.83361754675636,-17.944882883512435,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-128.0,-9.118969668146208,False,False,False,False,85.49936480524312,False,False,False,False
2023-12-28 17:00:00+00:00,63.455,63.455,63.455,63.455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.57237527760964,-14.78659886944589,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-128.0,-10.962086417477275,False,False,False,False,84.173793257875,False,False,False,False
2023-12-29 17:00:00+00:00,63.455,63.455,63.455,63.455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.064880431511824,-12.460488443795207,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-128.0,-12.77662771333034,False,False,False,False,82.86877320736531,False,False,False,False
2024-01-01 17:00:00+00:00,63.455,63.455,63.455,63.455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.72655053411329,-10.610463222522569,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-128.0,-14.563036585991885,False,False,False,False,81.58398602585576,False,False,False,False
2024-01-02 17:00:00+00:00,63.455,63.455,63.455,63.455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.83433060251426,-9.039433334746711,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-128.0,-16.321749197061777,False,False,False,False,80.3191180254549,False,False,False,False
2024-01-03 17:00:00+00:00,63.455,63.455,63.455,63.455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.57285064811491,-7.643334851815759,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-128.0,-18.05319494594454,False,False,False,False,79.0738603816494,False,False,False,False
2024-01-04 17:00:00+00:00,63.455,63.455,63.455,63.455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.065197345182,-6.37072520456676,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-128.0,-19.757796574689586,False,False,False,False,77.8479090579029,False,False,False,False
2024-01-05 17:00:00+00:00,63.455,63.455,63.455,63.455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.39342847656006,-5.198511996220134,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-128.0,-21.435970271206024,False,False,False,False,76.64096473142378,False,False,False,False
2024-01-08 17:00:00+00:00,63.455,63.455,62.26,62.26,56.0,,,,,,,,,,,,,,62.65833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.65833333333334,#000000,,62.65833333333334,,44.86551790595357,-5.198511996220134,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-184.0,-23.956342825140815,False,False,False,False,76.32094977434744,False,False,False,False
2024-01-09 17:00:00+00:00,62.26,62.26,62.26,62.26,0.0,,,,,,,,,,,,,,62.65833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.65833333333334,#000000,,62.65833333333334,,39.180244192215895,-2.0526217283180586,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-184.0,-26.437639835603747,False,False,False,False,75.13767923521027,False,False,False,False
2024-01-10 17:00:00+00:00,62.26,62.26,62.26,62.26,0.0,,,,,,,,,,,,,,62.65833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.65833333333334,#000000,,62.65833333333334,,35.39006171639078,-5.682484953149668,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-184.0,-28.88046712497423,False,False,False,False,73.97275397574964,False,False,False,False
2024-01-11 17:00:00+00:00,62.26,62.26,62.26,62.26,0.0,,,,,,,,,,,,,,62.65833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.65833333333334,#000000,,62.65833333333334,,32.86327339917404,-8.211088251227281,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-184.0,-31.28542112303665,False,False,False,False,72.82588957302484,False,False,False,False
