date,Open,High,Low,Close,Volume,aVWAP_peak_423,aVWAP_peak_388,aVWAP_peak_330,aVWAP_peak_291,aVWAP_peak_253,aVWAP_peak_207,aVWAP_peak_206,aVWAP_peak_162,aVWAP_peak_132,aVWAP_peak_131,aVWAP_peak_107,aVWAP_peak_42,aVWAP_peak_17,aVWAP_valley_407,aVWAP_valley_343,aVWAP_valley_319,aVWAP_valley_265,aVWAP_valley_234,aVWAP_valley_233,aVWAP_valley_232,aVWAP_valley_176,aVWAP_valley_149,aVWAP_valley_90,aVWAP_OB_bull_343,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,3.125,3.13,3.08,3.08,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,251.0,False,False,False,False
2023-12-15 17:00:00+00:00,3.08,3.08,3.08,3.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,247.10852713178295,False,False,False,False
2023-12-18 17:00:00+00:00,3.08,3.09,3.06,3.09,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,87.0,1.3488372093023255,False,False,False,False,244.62622438555377,False,False,False,False
2023-12-19 17:00:00+00:00,3.03,3.03,3.03,3.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.96774193548379,-51.61290322580675,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,87.0,2.6767622138092664,False,False,False,False,240.83356974391728,False,False,False,False
2023-12-20 17:00:00+00:00,3.03,3.05,3.03,3.05,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.760662810079324,-51.61290322580675,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,187.0,5.534486830649433,False,False,False,False,238.65010354633716,False,False,False,False
2023-12-21 17:00:00+00:00,3.07,3.09,3.07,3.09,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.42397895570079,-51.61290322580675,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,217.0,8.81302191854634,False,False,False,False,235.41521822003736,False,False,False,False
2023-12-22 17:00:00+00:00,3.09,3.11,3.09,3.11,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.55179038820943,-51.51668387994887,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,317.0,13.59111460197973,False,False,False,False,233.31575747243986,False,False,False,False
2023-12-25 17:00:00+00:00,3.11,3.11,3.11,3.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.9703313432152,-44.58888375092658,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,317.0,18.295128329080818,False,False,False,False,229.69845890697567,False,False,False,False
2023-12-26 17:00:00+00:00,3.06,3.06,3.06,3.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.4468123003374,-44.58888375092658,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,317.0,22.926211610800493,False,False,False,False,226.13724248981325,False,False,False,False
2023-12-27 17:00:00+00:00,3.06,3.06,3.06,3.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.09779960508553,-44.58888375092658,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,317.0,27.48549515171831,False,False,False,False,222.63123873028124,False,False,False,False
2023-12-28 17:00:00+00:00,3.06,3.06,3.06,3.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.19845780825095,-43.603365390994774,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,317.0,31.97409212611027,False,False,False,False,219.17959161818385,False,False,False,False
2023-12-29 17:00:00+00:00,3.155,3.16,3.1,3.1,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.69068162000964,-35.77234450617139,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,361.0,37.07526899237213,False,False,False,False,216.46362895743678,False,False,False,False
2024-01-01 17:00:00+00:00,3.1,3.1,3.1,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.018830827848774,-29.401659047307533,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,361.0,42.09735784520357,False,False,False,False,213.10760370228272,False,False,False,False
2024-01-02 17:00:00+00:00,3.09,3.13,3.09,3.13,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.484142843011114,-21.45883543799935,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,761.0,53.24313524295235,False,False,False,False,216.00516023403028,False,False,False,False
2024-01-03 17:00:00+00:00,3.13,3.13,3.13,3.13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.46101751978601,-15.356321677408182,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,761.0,64.21610989034843,False,False,False,False,212.65624302109958,False,False,False,False
2024-01-04 17:00:00+00:00,3.13,3.13,3.13,3.13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.44560063763595,-10.497094289813063,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,761.0,75.01896089980039,False,False,False,False,209.35924700526857,False,False,False,False
2024-01-05 17:00:00+00:00,3.82,4.01,3.79,3.92,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.41401037159585,2.1719546004857335,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1211.0,92.63107003313681,False,False,False,False,213.0901113927838,False,False,False,False
2024-01-08 17:00:00+00:00,4.415,4.52,4.415,4.46,1298.0,,,,,,,,,,,,,4.465,,,,,,,,,,,,4.465,#000000,,4.465,,82.21986651946276,11.17531642446724,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2509.0,130.09415421866956,False,False,False,False,229.91041974328326,False,False,False,False
2024-01-09 17:00:00+00:00,4.46,4.46,3.98,3.98,246.0,,,,,,,,,,,,,4.413218911917099,,,,,,,,,,,,4.413218911917099,#000000,,4.413218911917099,,78.01075608670862,11.17531642446724,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2263.0,163.1624619052018,False,False,False,False,230.15987059997656,False,False,False,False
2024-01-10 17:00:00+00:00,3.99,3.99,3.99,3.99,0.0,,,,,,,,,,,,,4.413218911917099,,,,,,,,,,,,4.413218911917099,#000000,,4.413218911917099,,75.27279279080297,11.17531642446724,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2263.0,195.7180826508576,False,False,False,False,226.5915005131552,False,False,False,False
2024-01-11 17:00:00+00:00,3.95,3.95,3.95,3.95,0.0,,,,,,,,,,,,,4.413218911917099,,,,,,,,,,,,4.413218911917099,#000000,,4.413218911917099,,72.76460576534181,11.17531642446724,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2263.0,227.7689650903792,False,False,False,False,223.0784539935714,False,False,False,False
2024-01-12 17:00:00+00:00,3.68,3.68,3.68,3.68,0.0,,,,,,,,,,,,,4.413218911917099,,,,,,,,,,,,4.413218911917099,#000000,,4.413218911917099,,66.97648254772682,11.17531642446724,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2263.0,259.32293462386167,False,False,False,False,219.61987331150053,False,False,False,False
2024-01-15 17:00:00+00:00,3.68,3.68,3.68,3.68,0.0,,,,,,,,,,,,,4.413218911917099,,,,,,,,,,,,4.413218911917099,#000000,,4.413218911917099,,63.11773373598349,11.17531642446724,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2263.0,290.3876953273677,False,False,False,False,216.21491403535322,False,False,False,False
