date,Open,High,Low,Close,Volume,aVWAP_peak_865,aVWAP_peak_834,aVWAP_peak_792,aVWAP_peak_732,aVWAP_peak_680,aVWAP_peak_660,aVWAP_peak_620,aVWAP_peak_607,aVWAP_peak_576,aVWAP_peak_534,aVWAP_peak_487,aVWAP_peak_456,aVWAP_peak_392,aVWAP_peak_342,aVWAP_peak_322,aVWAP_peak_286,aVWAP_peak_259,aVWAP_peak_222,aVWAP_peak_185,aVWAP_peak_122,aVWAP_peak_108,aVWAP_peak_71,aVWAP_peak_58,aVWAP_peak_29,aVWAP_valley_875,aVWAP_valley_803,aVWAP_valley_777,aVWAP_valley_697,aVWAP_valley_666,aVWAP_valley_629,aVWAP_valley_564,aVWAP_valley_510,aVWAP_valley_465,aVWAP_valley_419,aVWAP_valley_333,aVWAP_valley_283,aVWAP_valley_240,aVWAP_valley_204,aVWAP_valley_159,aVWAP_valley_129,aVWAP_valley_97,aVWAP_valley_42,aVWAP_OB_bull_875,aVWAP_OB_bull_579,aVWAP_OB_bull_419,aVWAP_OB_bull_283,aVWAP_OB_bear_732,aVWAP_OB_bear_259,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,59.61,60.215,59.06,60.025,13176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13176.0,False,False,False,False
2025-02-03 16:00:00+00:00,60.025,60.045,59.26,59.81,14499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14499.0,-224.7906976744186,False,False,False,False,13196.511627906975,False,False,False,False
2025-02-03 17:00:00+00:00,59.81,60.03,59.54,59.685,8934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23433.0,-584.6078961600865,False,False,False,False,13130.42617631152,False,False,False,False
2025-02-03 18:00:00+00:00,59.66,59.72,59.4,59.625,7075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30508.0,-1048.5364559095424,False,False,False,False,13036.543599934595,False,False,False,False
2025-02-03 19:00:00+00:00,59.625,59.75,59.465,59.58,7187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37695.0,-1616.6986813993167,False,False,False,False,12945.853001485997,False,False,False,False
2025-02-03 20:00:00+00:00,59.58,60.025,59.49,59.99,15927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.996722547895974,-32.90294970689362,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21768.0,-1929.1219576566914,False,False,False,False,12992.07233479629,False,False,False,False
2025-02-04 15:00:00+00:00,61.54,61.71,61.07,61.675,11993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,42.05368829879552,-13.291483883957788,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9775.0,-2050.7634776930217,False,False,False,False,12976.582841233556,False,False,False,False
2025-02-04 16:00:00+00:00,61.68,61.88,61.58,61.75,5328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.56314941088577,-1.3242819496632094,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4447.0,-2087.9144315272383,False,False,False,False,12858.000161524507,False,False,False,False
2025-02-04 17:00:00+00:00,61.755,61.86,61.535,61.69,7235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.00040985396467,5.257703829740528,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11682.0,-2236.6599442167385,False,False,False,False,12770.821864446607,False,False,False,False
2025-02-04 18:00:00+00:00,61.69,61.865,61.625,61.865,1892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.72102951728459,9.948593982945319,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9790.0,-2353.765991593223,False,False,False,False,12602.157959571467,False,False,False,False
