date,Open,High,Low,Close,Volume,aVWAP_peak_387,aVWAP_peak_349,aVWAP_peak_255,aVWAP_peak_219,aVWAP_peak_201,aVWAP_peak_149,aVWAP_peak_109,aVWAP_peak_31,aVWAP_valley_422,aVWAP_valley_397,aVWAP_valley_365,aVWAP_valley_338,aVWAP_valley_269,aVWAP_valley_234,aVWAP_valley_210,aVWAP_valley_209,aVWAP_valley_187,aVWAP_valley_165,aVWAP_valley_126,aVWAP_valley_48,aVWAP_valley_22,aVWAP_OB_bull_422,aVWAP_OB_bull_269,aVWAP_OB_bull_165,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-20 17:00:00+00:00,13.445,13.45,13.21,13.245,4688.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4688.0,False,False,False,False
2023-12-21 17:00:00+00:00,13.5,13.62,13.47,13.51,3666.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3666.0,56.83720930232558,False,False,False,False,4672.15503875969,False,False,False,False
2023-12-22 17:00:00+00:00,13.59,13.61,13.4,13.43,1133.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.5492957746479,20.422535211267657,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2533.0,95.22733008833603,False,False,False,False,4617.2844180037255,False,False,False,False
2023-12-25 17:00:00+00:00,13.43,13.43,13.43,13.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.9154929577465,20.422535211267657,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2533.0,133.02225520324555,False,False,False,False,4545.698613073435,False,False,False,False
2023-12-26 17:00:00+00:00,13.52,13.58,13.45,13.48,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.57123785439063,20.422535211267657,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2840.0,174.99090240939677,False,False,False,False,4479.982355506405,False,False,False,False
2023-12-27 17:00:00+00:00,13.57,13.61,13.455,13.48,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.00840111882006,20.422535211267657,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2840.0,216.30887291467744,False,False,False,False,4420.168675576073,False,False,False,False
2023-12-28 17:00:00+00:00,13.38,13.54,13.285,13.285,4168.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.08399185231475,37.80672448157131,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1328.0,192.36609969119405,False,False,False,False,4416.259083706676,False,False,False,False
2023-12-29 17:00:00+00:00,13.235,13.41,13.235,13.32,3564.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.04994132115163,30.60085657502391,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2236.0,224.05034620760964,False,False,False,False,4403.045764579441,False,False,False,False
2024-01-01 17:00:00+00:00,13.32,13.32,13.32,13.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.360574300376214,25.528426525925212,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2236.0,255.24336409586374,False,False,False,False,4334.7814891596045,False,False,False,False
2024-01-02 17:00:00+00:00,13.035,13.15,12.96,12.975,3245.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.06829256723333,14.393498538947767,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1009.0,235.64269178429996,False,False,False,False,4317.88565211837,False,False,False,False
