date,Close,High,Low,Open,Volume,aVWAP_peak_52,aVWAP_peak_34,aVWAP_peak_26,aVWAP_peak_11,aVWAP_valley_55,aVWAP_valley_44,aVWAP_valley_32,aVWAP_valley_24,aVWAP_valley_15,aVWAP_valley_9,aVWAP_OB_bull_44,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-06-07 00:00:00+00:00,27.14,27.64,26.0,26.0,1715954,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1715954.0,False,False,False,False
2024-06-14 00:00:00+00:00,30.29,31.33,26.0,27.05,1707891,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1707891,126510.44444444444,False,False,False,False,1715356.740740741,False,False,False,False
2024-06-21 00:00:00+00:00,31.21,31.92,28.89,30.29,1473797,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3181688,352819.8930041152,False,False,False,False,1697463.4266117972,False,False,False,False
2024-06-28 00:00:00+00:00,32.39,32.93,30.385,31.69,876819,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4058507,627315.2342630697,False,False,False,False,1636674.9505664788,False,False,False,False
2024-07-05 00:00:00+00:00,32.2,32.91,30.39,32.02,922214,,,,,,,,,,,,,#000000,,,,98.8335241078506,48.89731575820251,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3136293,813165.4391324719,False,False,False,False,1583751.917191184,False,False,False,False
2024-07-12 00:00:00+00:00,35.08,35.68,31.48,32.01,778910,,,,,,,,,,,,,#000000,,,,98.46539511434318,48.597162556791474,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3915203,1042945.9991967333,False,False,False,False,1524133.9973992445,False,False,False,False
2024-07-19 00:00:00+00:00,33.45,36.07,32.41,36.07,475657,,,,,,,,,,,,,#000000,,,,92.7762449027723,43.26912284695142,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3439546,1220471.9251821605,False,False,False,False,1446469.03462893,False,False,False,False
2024-07-26 00:00:00+00:00,31.56,33.36,29.97,32.67,1159271,,,,,,,,,,,,,#000000,,,,84.3412329548955,35.56417462498399,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2280275,1298975.8566501488,False,False,False,False,1425195.106137898,False,False,False,False
2024-08-02 00:00:00+00:00,32.86,34.43,31.6,32.09,1086586,,,,,,,,,,,,,#000000,,,,79.63404859929594,31.654260990385495,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3366861,1452152.533935323,False,False,False,False,1400112.9501276833,False,False,False,False
2024-08-09 00:00:00+00:00,35.03,36.875,28.94,30.12,1028523,,,,,,,,,,33.615,,33.615,#000000,,33.615,,77.95496295975674,30.645844923914282,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4395384,1670169.6795697433,False,False,False,False,1372587.768636744,False,False,False,False
2024-08-16 00:00:00+00:00,36.65,37.42,33.9,35.0,1106339,,,,,,,,,,34.84578453080339,,34.84578453080339,#000000,,34.84578453080339,,77.71450787328149,30.645844923914282,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5501723,1953988.4440460587,False,False,False,False,1352865.637626615,False,False,False,False
2024-08-23 00:00:00+00:00,40.24,41.17,36.0,36.0,2077012,,,,39.13666666666666,,,,,,36.9617580112004,,38.04921233893353,#000000,,38.04921233893353,,79.06583973328324,30.645844923914282,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7578735,2370636.3370796843,False,False,False,False,1406506.1089135322,False,False,False,False
2024-08-30 00:00:00+00:00,39.43,40.47,37.77,40.0,1372200,,,,39.17114526641641,,,,,,37.517505241095776,,38.3443252537561,#000000,,38.3443252537561,,78.77543453232698,30.645844923914282,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6206535,2654776.9787774854,False,False,False,False,1403964.915660678,False,False,False,False
2024-09-06 00:00:00+00:00,37.5,38.85,36.46,38.85,1236421,,,,38.75743902904901,,,,,,37.53306417862633,,38.14525160383767,#000000,,38.14525160383767,,75.89683897158586,30.029021784866785,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4970114,2826283.424793968,False,False,False,False,1391554.2552413684,False,False,False,False
2024-09-13 00:00:00+00:00,34.15,38.64,31.95,37.89,2209467,,,,37.52563315542922,,,,,,36.89206382319217,,37.2088484893107,#000000,,37.2088484893107,,70.26470387066325,24.869007449084677,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2760647,2821421.467401822,False,False,False,False,1452140.3844827486,False,False,False,False
2024-09-20 00:00:00+00:00,36.25,37.07,31.13,33.81,2162098,,,,36.87895953435783,,,,,34.81666666666666,36.491135661501694,,36.0622539541754,#000000,,36.0622539541754,,67.60656013048288,22.645756162093278,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4922745,2977075.0624090945,False,False,False,False,1504729.8374840266,False,False,False,False
2024-09-27 00:00:00+00:00,38.81,39.78,37.39,37.5,1012320,,,,37.0580130783486,,,,,36.04230336605534,36.67103703683978,,36.590451160414574,#000000,,36.590451160414574,,67.09818142573177,22.41940651423714,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5935065,3196185.428156569,False,False,False,False,1468255.0347074321,False,False,False,False
2024-10-04 00:00:00+00:00,40.02,41.45,38.16,38.33,889351,,,,37.286756791538735,,,,,36.88144920228815,36.888769470545355,,37.01899182145741,#000000,,37.01899182145741,,67.31477058650097,22.41940651423714,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6824416,3464943.2482931195,False,False,False,False,1425373.2543587335,False,False,False,False
2024-10-11 00:00:00+00:00,42.73,43.34,39.94,41.0,835900,,,,37.62102245891095,,,,,37.75525985054636,37.19568814864275,,37.523990152700016,#000000,,37.523990152700016,,68.6148088867951,22.41940651423714,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7660316,3775711.600271407,False,False,False,False,1381708.568850679,False,False,False,False
2024-10-18 00:00:00+00:00,44.1,46.12,42.49,42.7,815085,,,,38.04864932588963,,,,,38.679691151476796,37.584912056065825,,38.104417511144085,#000000,,38.104417511144085,,70.05204690392284,22.41940651423714,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8475401,4123836.7409920436,False,False,False,False,1339736.4526395178,False,False,False,False
2024-10-25 00:00:00+00:00,42.82,45.38,42.31,44.1,573096,,,,38.28577816169117,,,,,39.119334279072596,37.80634208538835,,38.40381817538404,#000000,,38.40381817538404,,69.82525672043252,22.41940651423714,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7902305,4403723.278696337,False,False,False,False,1282948.2709625165,False,False,False,False
2024-11-01 00:00:00+00:00,44.25,45.23,42.19,43.93,664495,,,,38.554707006719774,,,,,39.57530755402193,38.05928180591617,,38.729765455552624,#000000,,38.729765455552624,,70.2478483633304,22.41940651423714,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8566800,4712099.332126237,False,False,False,False,1237136.9175578859,False,False,False,False
2024-11-08 00:00:00+00:00,47.47,48.74,44.01,44.18,1470644,,,,39.3405525536943,,,,,40.82625445155712,38.79074814234376,,39.65251838253173,#000000,,39.65251838253173,,71.68404816830144,22.41940651423714,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10037444,5106569.307524294,False,False,False,False,1254433.738479524,False,False,False,False
2024-11-15 00:00:00+00:00,41.95,48.9,40.65,47.08,3755087,,,,40.22508183709589,,,,,41.75348161099777,39.683586324596995,,40.55404992423022,#000000,,40.55404992423022,,68.35193288009657,22.41940651423714,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6282357,5193664.692152124,False,False,False,False,1439667.3134069666,False,False,False,False
2024-11-22 00:00:00+00:00,40.95,43.255,39.3,40.94,1690335,,,,40.301870922424115,,,,41.16833333333334,41.68216149985267,39.79318886426269,,40.7363886549682,#000000,,40.7363886549682,,65.32289533910438,20.92376360106327,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4592022,5149098.566807522,False,False,False,False,1458235.2901916357,False,False,False,False
2024-11-29 00:00:00+00:00,49.31,49.525,42.09,42.5,3795987,,,,41.33328904130423,,,,45.185966855390554,42.819564888276034,40.81445559280438,,42.53831909444379,#000000,,42.53831909444379,,66.21515648078041,20.92376360106327,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3214819880764175,0.3214819880764175,False,False,False,False,8388009,5389017.858155114,False,False,False,False,1631402.083510774,False,False,False,False
2024-12-06 00:00:00+00:00,48.01,52.765,42.59,49.3,3811017,,,47.788333333333334,42.20039644251552,,,,46.25268743938454,43.701320189078224,41.68569762417076,,44.32568700569647,#000000,,44.9856843510779,,66.06105072321913,20.92376360106327,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,1.1150543547227274,0.7675648238230193,False,False,False,False,0.34282825051975874,0.3321551192980881,False,False,False,False,4576992,5328867.794588068,False,False,False,False,1792855.0402877536,False,False,False,False
2024-12-13 00:00:00+00:00,43.81,47.18,43.22,46.53,2056957,,,46.7186034552414,42.37185330200945,,,,45.97804341560822,43.79181948870263,41.878426810252606,,44.14774929436286,#000000,,44.715079915390426,,63.645269051360025,19.26055366973236,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.1138826328984828,0.8382696638762588,False,False,False,False,0.23982682531666116,0.28599097230737464,False,False,False,False,2520035,5120806.106100063,False,False,False,False,1812418.1484145867,False,False,False,False
2024-12-20 00:00:00+00:00,40.73,44.39,40.61,44.0,3085185,,,45.06159822936984,42.32933495201529,,,,45.108852443634696,43.57370175313234,41.88115937437329,,43.590929350505085,#000000,,44.01837184453804,,60.47059505711789,16.18021680752021,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.0667145209644047,0.8678376894819069,False,False,False,False,0.11733002217300069,0.20166049724018767,False,False,False,False,-565150,4699624.172314873,False,False,False,False,1906697.1744579508,False,False,False,False
2024-12-27 00:00:00+00:00,42.1,42.58,40.95,41.44,652825,,,44.845149508715956,42.320685486060654,,,,44.96904268362525,43.53307647218388,41.88107857756573,,43.5098065456303,#000000,,43.91698853764643,,58.74910842142097,14.535887999073381,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.0554281345565748,0.8891437308868502,False,False,False,False,0.08674476205616234,0.144202629648175,False,False,False,False,87675,4357998.307698956,False,False,False,False,1813817.7541277322,False,False,False,False
2025-01-03 00:00:00+00:00,42.54,42.97,41.075,41.54,798094,,,44.641857259079885,42.31781653374548,,,,44.829716623768654,43.49502984635385,41.887831929383836,,43.43445043846634,#000000,,43.821105065736965,,57.697372438286756,13.510324358104363,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.0567487937145053,0.8850505999402194,False,False,False,False,0.09721847738205687,0.12071055351511595,False,False,False,False,885769,4100796.1367582926,False,False,False,False,1738578.9575256782,False,False,False,False
2025-01-10 00:00:00+00:00,42.75,43.89,42.215,42.97,855405,,,44.513450165814305,42.332953719612135,,,,44.73378254812673,43.47896023312593,41.91180867275197,,43.39419106788621,#000000,,43.76478666666978,,57.0352365164294,12.813609820196653,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.0584358907218294,0.8986645718774549,False,False,False,False,0.14028067151121842,0.1304956125131672,False,False,False,False,1741174,3926009.311813234,False,False,False,False,1673158.6643756279,False,False,False,False
2025-01-17 00:00:00+00:00,43.37,44.07,39.58,41.57,1212977,,,44.302076863211695,42.33318451961591,,,42.34,44.572101027972465,43.43311827552384,41.92506954589795,,43.15092503870364,#000000,,43.661824041677,,56.83617232600628,12.508670616902378,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.0271230502599653,0.901213171577123,False,False,False,False,0.08900713483563683,0.109751373674402,False,False,False,False,2954151,3854019.807234476,False,False,False,False,1639071.1336811369,False,False,False,False
2025-01-24 00:00:00+00:00,47.43,47.62,44.04,44.29,1013137,,,44.45693357414334,42.440506971529445,,,44.1710777719979,44.667756281621635,43.52842195993932,42.03698029928206,,43.55027947641895,#000000,,44.20604739692555,,58.32803916914065,12.508670616902378,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.0813463028320565,0.8429887234225704,False,False,False,False,0.25268841092110744,0.18121989229775473,False,False,False,False,3967288,3862410.0437356257,False,False,False,False,1592705.642297349,False,False,False,False
