date,Open,High,Low,Close,Volume,aVWAP_peak_419,aVWAP_peak_371,aVWAP_peak_333,aVWAP_peak_286,aVWAP_peak_234,aVWAP_peak_218,aVWAP_peak_200,aVWAP_peak_181,aVWAP_peak_109,aVWAP_peak_75,aVWAP_peak_33,aVWAP_peak_16,aVWAP_valley_432,aVWAP_valley_391,aVWAP_valley_344,aVWAP_valley_322,aVWAP_valley_282,aVWAP_valley_265,aVWAP_valley_191,aVWAP_valley_167,aVWAP_valley_132,aVWAP_valley_88,aVWAP_valley_43,aVWAP_valley_25,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-28 17:00:00+00:00,14.505,14.565,14.46,14.55,121683.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.36557417157186,-12.646953519299771,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,60253.0,-36121.62524684441,False,False,False,False,383100.81244972313,False,False,False,False
2023-12-29 17:00:00+00:00,14.405,14.45,14.36,14.405,88272.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.13684648908441,-12.646953519299771,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28019.0,-35996.0031499941,False,False,False,False,378529.82310941734,False,False,False,False
2024-01-01 17:00:00+00:00,14.405,14.405,14.405,14.405,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.98436136742611,-12.646953519299771,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28019.0,-35872.32868255233,False,False,False,False,372661.14368136437,False,False,False,False
2024-01-02 17:00:00+00:00,14.715,14.785,14.465,14.6,180748.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.10273584058929,-8.84662895794527,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,152729.0,-32948.2770750709,False,False,False,False,369685.7461049091,False,False,False,False
2024-01-03 17:00:00+00:00,14.235,14.355,14.085,14.175,206782.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.9783831353219,-8.84662895794527,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54053.0,-33275.48208165895,False,False,False,False,367160.1066304144,False,False,False,False
2024-01-04 17:00:00+00:00,14.41,14.465,14.295,14.325,156041.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.862811109097365,-8.84662895794527,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101988.0,-31178.373832330904,False,False,False,False,363886.94218653196,False,False,False,False
2024-01-05 17:00:00+00:00,14.855,14.875,14.58,14.645,202782.0,,,,,,,,,,,,14.7,,,,,,,,,,,,,14.7,#000000,,14.7,,49.042047757886095,-8.653923981938611,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,304770.0,-25969.871912449806,False,False,False,False,361389.1911448803,False,False,False,False
2024-01-08 17:00:00+00:00,14.575,14.73,14.495,14.705,98347.0,,,,,,,,,,,,14.681492992482733,,,,,,,,,,,,,14.681492992482733,#000000,,14.681492992482733,,52.48692200345918,-5.206606827579421,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,403117.0,-19317.36227039632,False,False,False,False,357311.0176387582,False,False,False,False
2024-01-09 17:00:00+00:00,14.645,14.66,14.535,14.58,197281.0,,,,,,,,,,,,14.64593787243434,,,,,,,,,,,,,14.64593787243434,#000000,,14.64593787243434,,52.84262885070208,-4.577166050196162,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,205836.0,-15826.612467754516,False,False,False,False,354829.93209397123,False,False,False,False
2024-01-10 17:00:00+00:00,14.375,14.48,14.305,14.465,146255.0,,,,,,,,,,,,14.593923166812738,,,,,,,,,,,,,14.593923166812738,#000000,,14.593923166812738,,51.43489468386562,-4.577166050196162,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59581.0,-14657.502196936617,False,False,False,False,351596.2122165453,False,False,False,False
2024-01-11 17:00:00+00:00,14.105,14.415,14.09,14.405,121351.0,,,,,,,,,,,,14.547888401373687,,,,,,,,,,,,,14.547888401373687,#000000,,14.547888401373687,,49.66487030919848,-4.577166050196162,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-61770.0,-15387.928519464731,False,False,False,False,348026.5190038857,False,False,False,False
2024-01-12 17:00:00+00:00,13.975,14.285,13.935,14.215,268052.0,,,,,,,,,,,,14.443451322027823,,,,,,,,,,,,,14.443451322027823,#000000,,14.443451322027823,,46.10881559915522,-4.577166050196162,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-329822.0,-20262.875364124193,False,False,False,False,346786.60398056963,False,False,False,False
2024-01-15 17:00:00+00:00,14.215,14.215,14.215,14.215,0.0,,,,,,,,,,,,14.443451322027823,,,,,,,,,,,,,14.443451322027823,#000000,,14.443451322027823,,43.73811245912638,0.2839780116610555,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-329822.0,-25062.241637548625,False,False,False,False,341410.06748474686,False,False,False,False
2024-01-16 17:00:00+00:00,13.965,13.995,13.825,13.925,160225.0,,,,,,,,,,,,14.372554889517621,,,,,,,,,,,,,14.372554889517621,#000000,,14.372554889517621,,39.169208749823795,-4.157172673873994,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-490047.0,-32271.3076586719,False,False,False,False,338600.99667102983,False,False,False,False
2024-01-17 17:00:00+00:00,13.885,13.905,13.71,13.855,462472.0,,,,,,,,,,,,14.219244316484234,,,,,,,,,,,,,14.219244316484234,#000000,,14.219244316484234,,35.53504733057633,-7.613100759037579,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-952519.0,-46538.71374148319,False,False,False,False,340521.4773427968,False,False,False,False
2024-01-18 17:00:00+00:00,13.195,13.25,13.0,13.175,579855.0,,,,,,,,,,,,13.939876883422308,,,,,,,,,,,,13.141666666666667,13.540771775044487,#000000,,13.540771775044487,,29.427693488037143,-13.269723959924612,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1532374.0,-69574.91972998733,False,False,False,False,344232.07459329604,False,False,False,False
2024-01-19 17:00:00+00:00,13.575,13.995,13.545,13.935,316379.0,,,,,,,,,,,,13.925640828688143,,,,,,,,,,,,13.382889736385811,13.654265282536977,#000000,,13.654265282536977,,34.45218705398583,-13.269723959924612,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1215995.0,-87348.87446285575,False,False,False,False,343800.2439794465,False,False,False,False
2024-01-22 17:00:00+00:00,14.045,14.235,14.035,14.205,147642.0,,,,,,,,,,,,13.938361951847726,,,,,,,,,,,,13.492565639980228,13.715463795913976,#000000,,13.715463795913976,,39.955282323551884,-18.40360831763459,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1068353.0,-102558.24075025333,False,False,False,False,340759.0308944938,False,False,False,False
2024-01-23 17:00:00+00:00,14.28,14.485,14.245,14.415,360287.0,,,,,,,,,,,,13.990541201339376,,,,,,,,,,,,13.720695523477925,13.85561836240865,#000000,,13.85561836240865,,45.1350285611761,-13.764277509470944,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-708066.0,-111945.95794792383,False,False,False,False,341061.79010543186,False,False,False,False
2024-01-24 17:00:00+00:00,14.625,14.665,14.39,14.445,230561.0,,,,,,,,,,,,14.026227582207728,,,,,,,,,,,,13.83060840137744,13.928417991792584,#000000,,13.928417991792584,,48.80536036333379,-10.450872519557905,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-477505.0,-117613.53999524284,False,False,False,False,339348.5995611616,False,False,False,False
2024-01-25 17:00:00+00:00,14.375,14.6,14.285,14.545,291858.0,,,,,,,,,,,,14.06291514004458,,,,,,,,,,,,13.92847979911228,13.995697469578431,#000000,,13.995697469578431,,52.012946762106694,-7.422228605183193,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-185647.0,-118668.32232089798,False,False,False,False,338612.31119587226,False,False,False,False
2024-01-26 17:00:00+00:00,14.655,14.76,14.615,14.655,297946.0,,,,,,,,,,,,14.110029545566386,,,,,,,,,,,,14.028689499525292,14.069359522545838,#000000,,14.069359522545838,,54.98972476095392,-4.480244581543943,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,112299.0,-115087.43360274451,False,False,False,False,337981.825750975,False,False,False,False
2024-01-29 17:00:00+00:00,14.625,14.885,14.575,14.86,165580.0,,,,,,,,,,,,14.137168979192904,,,,,,,,,,,,14.080276342463742,14.108722660828324,#000000,,14.108722660828324,,58.439755648900785,-1.0186861528249551,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,277879.0,-108994.93075619033,False,False,False,False,335308.929227704,False,False,False,False
2024-01-30 17:00:00+00:00,14.935,15.005,14.915,14.995,774988.0,,,,,,,,,,,14.971666666666666,14.27129264924891,,,,,,,,,,,,14.298537275014722,14.513832196976765,#000000,,14.513832196976765,,61.62911980717904,2.2374568877886603,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1052867.0,-90981.5674886525,False,False,False,False,342125.6590071194,False,False,False,False
2024-01-31 17:00:00+00:00,14.795,14.975,14.51,14.555,872474.0,,,,,,,,,,,14.817203872785331,14.33391392761402,,,,,,,,,,,,14.380967129981647,14.510694976793665,#000000,,14.510694976793665,,58.765402886843184,2.2374568877886603,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,180393.0,-86774.20985316951,False,False,False,False,350348.11390623386,False,False,False,False
2024-02-01 17:00:00+00:00,13.935,14.285,13.905,14.13,1194591.0,,,,,,,,,,,14.518546053386995,14.294507562572159,,,,,,,,,,,,14.318339686985933,14.377131100981694,#000000,,14.377131100981694,,53.44374147861712,2.2374568877886603,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1014198.0,-101152.87326629866,False,False,False,False,363437.1508999357,False,False,False,False
2024-02-02 17:00:00+00:00,14.305,14.455,14.225,14.355,205346.0,,,,,,,,,,,14.506851822379238,14.295969082521784,,,,,,,,,,,,14.319346506588406,14.37405580382981,#000000,,14.37405580382981,,51.86189112585645,11.032968008104078,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-808852.0,-112124.95275054208,False,False,False,False,360986.1253045878,False,False,False,False
2024-02-05 17:00:00+00:00,14.185,14.275,14.155,14.215,879462.0,,,,,,,,,,,14.441488523955053,14.28703860763351,,,,,,,,,,,,14.304819161689728,14.344448764426097,#000000,,14.344448764426097,,49.714579758259326,8.627411987678464,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1688314.0,-136561.99224278174,False,False,False,False,369024.51095878024,False,False,False,False
2024-02-06 17:00:00+00:00,13.91,14.005,13.75,13.915,671066.0,,,,,,,,,,,14.360998947279212,14.256217870280397,,,,,,,,,,,,14.264983780848265,14.294066866135957,#000000,,14.294066866135957,,46.1691292988954,4.914716707263935,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2359380.0,-171024.28693669208,False,False,False,False,373707.32474236505,False,False,False,False
2024-02-07 17:00:00+00:00,13.69,14.025,13.685,13.905,268708.0,,,,,,,,,,,14.333980792340771,14.244625129821687,,,,,,,,,,,,14.250419746388522,14.276341889516992,#000000,,14.276341889516992,,43.737647538888346,2.269522941450461,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2628088.0,-209118.29799193714,False,False,False,False,372079.4282347315,False,False,False,False
2024-02-08 17:00:00+00:00,13.805,13.935,13.75,13.875,175970.0,,,,,,,,,,,14.317207808265765,14.237049819399234,,,,,,,,,,,,14.241018697793569,14.265092108486188,#000000,,14.265092108486188,,41.89280026463912,0.13110969480756296,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2804058.0,-249349.92127888385,False,False,False,False,369038.9719830302,False,False,False,False
2024-02-09 17:00:00+00:00,13.775,13.965,13.765,13.885,367118.0,,,,,,,,,,,14.286972217123376,14.222865145308804,,,,,,,,,,,,14.22363424690441,14.24449053644553,#000000,,14.24449053644553,,40.795489413678354,-1.3738846705958139,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2436940.0,-283266.046530374,False,False,False,False,369009.18947166536,False,False,False,False
2024-02-12 17:00:00+00:00,14.235,14.375,14.12,14.12,289200.0,,,,,,,,,,,14.282812419703392,14.222335009030218,,,,,,,,,,,,14.22296803308909,14.242705153940898,#000000,,14.242705153940898,,43.04020228104703,-1.3738846705958139,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2147740.0,-312172.61945238366,False,False,False,False,367771.83769691084,False,False,False,False
2024-02-13 17:00:00+00:00,13.505,13.6,13.255,13.54,266264.0,,,,,,,,,,,14.24630828226061,14.202194193968738,,,,,,,,,,,13.465,14.198813338328172,14.02807895363938,#000000,,14.02807895363938,,39.97959786466791,-2.756414733214079,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2414004.0,-344759.15248412965,False,False,False,False,366198.07277137734,False,False,False,False
2024-02-14 17:00:00+00:00,13.785,13.92,13.725,13.845,146902.0,,,,,,,,,,,14.236302452947482,14.19681214101073,,,,,,,,,,,13.594776482091943,14.192440936344651,14.055083003098702,#000000,,14.055083003098702,,41.1452766427757,-2.756414733214079,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2267102.0,-374562.9175618951,False,False,False,False,362798.13365864276,False,False,False,False
2024-02-15 17:00:00+00:00,14.015,14.315,13.995,14.21,128809.0,,,,,,,,,,,14.235002801947196,14.196518172400998,,,,,,,,,,,13.732279742300538,14.192155774772953,14.088989122855422,#000000,,14.088989122855422,,45.00716289367597,-2.756414733214079,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2138293.0,-401907.57000279595,False,False,False,False,359170.3951523072,False,False,False,False
2024-02-16 17:00:00+00:00,14.045,14.16,14.005,14.07,185044.0,,,,,,,,,,,14.230491285168771,14.19442996637803,,,,,,,,,,,13.820358789339297,14.189766704854593,14.108761686435173,#000000,,14.108761686435173,,46.42190702339336,-2.756414733214079,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2323337.0,-431697.1735686441,False,False,False,False,356470.7611189381,False,False,False,False
2024-02-19 17:00:00+00:00,14.07,14.07,14.07,14.07,0.0,,,,,,,,,,,14.230491285168771,14.19442996637803,,,,,,,,,,,13.820358789339297,14.189766704854593,14.108761686435173,#000000,,14.108761686435173,,47.36506977653828,-9.007027966868648,True,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-2323337.0,-461024.92281564185,False,False,False,False,350944.08265197783,False,False,False,False
2024-02-20 17:00:00+00:00,14.105,14.335,14.02,14.2,265314.0,,,,,,,,,,,14.228687516962433,14.194196974010401,,,,,,,,,,,13.917850677813462,14.189627444548346,14.13259065333366,#000000,,14.13259065333366,,49.211270794360736,-6.901674924198105,True,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-2058023.0,-485784.5829270272,False,False,False,False,349616.484471327,False,False,False,False
2024-02-21 17:00:00+00:00,14.2,14.36,14.115,14.28,304198.0,,,,,,,,,,,14.229686767530264,14.195780169795732,,,,,,,,,,,13.996172103353743,14.19163821463222,14.153319313827991,#000000,,14.153319313827991,,51.1871260745031,-4.713030047424851,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1753825.0,-505444.1242769957,False,False,False,False,348912.3219213839,False,False,False,False
2024-02-22 17:00:00+00:00,14.505,14.515,14.225,14.345,179548.0,,,,,,,,,,,14.232989446321175,14.198434324180823,,,,,,,,,,,14.04063030501755,14.194829842172926,14.166720979423118,#000000,,14.166720979423118,,53.126096927772245,-2.5957646927617333,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1574277.0,-522015.17661378643,False,False,False,False,346286.5184807423,False,False,False,False
2024-02-23 17:00:00+00:00,14.31,14.38,14.225,14.26,144429.0,,,,,,,,,,,14.2340815069277,14.199576650128895,,,,,,,,,,,14.06270702458735,14.19622070282293,14.173146471116718,#000000,,14.173146471116718,,53.32349158727227,-2.075126553498201,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1718706.0,-540568.5227127975,False,False,False,False,343156.9445508083,False,False,False,False
2024-02-26 17:00:00+00:00,13.965,13.98,13.67,13.685,544047.0,,,,,,,,,,,14.202549858133173,14.180334886156308,,,,,,,,,,,13.991231523338515,14.174047936172443,14.13704105095011,#000000,,14.065299507426754,,47.99533467031701,-2.075126553498201,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2262753.0,-567269.057244382,False,False,False,False,346271.51905389654,False,False,False,False
2024-02-27 17:00:00+00:00,14.095,14.18,14.04,14.135,228207.0,,,,,,,,,,,14.200174728543354,14.179169246187781,,,,,,,,,,,14.00335371633284,14.172834931644486,14.138883155677116,#000000,,14.086867714512868,,48.863722714362055,-2.075126553498201,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2034546.0,-590017.5369770272,False,False,False,False,344441.0613941462,False,False,False,False
2024-02-28 17:00:00+00:00,14.035,14.09,13.895,13.935,143697.0,,,,,,,,,,,14.19621663310012,14.176761056228411,,,,,,,,,,,14.001652983549114,14.170136911960453,14.136191896209525,#000000,,14.087680651934448,,47.82860862691896,3.119414643751668,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2178243.0,-614641.1875665307,False,False,False,False,341328.75036477955,False,False,False,False
2024-02-29 17:00:00+00:00,14.125,14.31,14.08,14.235,196016.0,,,,,,,,,,,14.196498326256215,14.177257012075899,,,,,,,,,,,14.016479342598437,14.170828785137052,14.1402658665169,#000000,,14.10203472150513,,49.65228935911044,3.119414643751668,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1982227.0,-635844.0683794526,False,False,False,False,339075.8395064108,False,False,False,False
2024-03-01 17:00:00+00:00,14.145,14.235,14.07,14.195,157193.0,,,,,,,,,,,14.195952331218628,14.177125261618146,,,,,,,,,,,14.024649276318248,14.170769191929452,14.142124015271119,#000000,,14.108910373930154,,50.50513026211462,3.119414643751668,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2139420.0,-659155.3231332595,False,False,False,False,336255.9505218153,False,False,False,False
2024-03-04 17:00:00+00:00,14.755,14.785,14.5,14.585,257290.0,,,,,,,,,,,14.20838307249065,14.186029866078265,,,,,,,,,,,14.073596679184575,14.1811323409092,14.162285489665672,#000000,,14.14685985995401,,53.9897489758684,-0.9894490047492326,True,False,True,False,True,1.979866586452335,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1882130.0,-678116.1708366198,False,False,False,False,335031.6722191515,False,False,False,False
2024-03-05 17:00:00+00:00,14.795,15.185,14.78,15.01,204130.0,,,,,,,,,,,14.22605063997528,14.198586642186545,,,,,,,,,,,14.129520494537893,14.195594985215335,14.187438190478762,#000000,,14.188367423027534,,58.69807576931787,3.434429688148043,True,False,True,False,True,6.081647674320781,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1678000.0,-693618.2457073699,False,False,False,False,333002.1889289321,False,False,False,False
2024-03-06 17:00:00+00:00,14.715,15.205,14.615,14.985,179952.0,,,,,,,,,,,14.23987267319851,14.208567864863788,,,,,,,,,,,14.17057005726358,14.207045639107255,14.206514058608283,#000000,,14.33718590334036,,61.56486501507591,6.043039068223678,True,False,True,False,True,5.809179640952152,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1857952.0,-711669.9318204339,False,False,False,False,330629.3177827471,False,False,False,False
2024-03-07 17:00:00+00:00,14.99,15.045,14.88,14.965,218917.0,,,,,,,,,,,14.256634219258437,14.220811049224151,,,,,,,,,,,14.216850416773667,14.221030300056052,14.228831496328077,#000000,,14.36667165316989,,63.23668853599523,7.603318160888406,True,False,True,False,True,5.588110625627131,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2076869.0,-732835.8088464737,False,False,False,False,328897.34386363474,False,False,False,False
2024-03-08 17:00:00+00:00,15.055,15.105,14.935,14.945,162716.0,,,,,,,,,,,14.269134112759906,14.23003411290094,,,,,,,,,,,14.249211257453238,14.231523581151475,14.24497576606639,#000000,,14.387399679855553,,64.08798075652155,8.523427540283436,True,False,True,False,True,5.3637733593169905,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2239585.0,-756196.2614224973,False,False,False,False,326320.8889200125,False,False,False,False
