date,Close,High,Low,Open,Volume,aVWAP_peak_166,aVWAP_peak_152,aVWAP_peak_127,aVWAP_peak_118,aVWAP_peak_102,aVWAP_peak_90,aVWAP_peak_83,aVWAP_peak_67,aVWAP_peak_57,aVWAP_peak_50,aVWAP_peak_37,aVWAP_peak_31,aVWAP_peak_23,aVWAP_peak_11,aVWAP_valley_171,aVWAP_valley_155,aVWAP_valley_148,aVWAP_valley_120,aVWAP_valley_113,aVWAP_valley_107,aVWAP_valley_95,aVWAP_valley_72,aVWAP_valley_63,aVWAP_valley_42,aVWAP_valley_25,aVWAP_valley_19,aVWAP_valley_8,aVWAP_OB_bull_171,aVWAP_OB_bull_95,aVWAP_OB_bear_83,aVWAP_OB_bear_37,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,6.452570717,6.6400053234,6.3982758919,6.3982758919,286842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,286842.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.2542647612,6.4678250213,6.1017217182,6.4678250213,628827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-628827,-46579.777777777774,False,False,False,False,312174.2222222222,False,False,False,False
2022-01-14 00:00:00+00:00,6.4087145922,6.4700420045,6.2390104569,6.3000276741,772031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,12.996737446362264,-82.49184361590567,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,143204,-32521.720164609054,False,False,False,False,346237.68724279833,False,False,False,False
2022-01-21 00:00:00+00:00,6.4317123718,6.5083716373,6.3703849595,6.3703849595,870162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.33391943277978,-72.00921719027241,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1013366,44951.44429202865,False,False,False,False,385046.89559518365,False,False,False,False
2022-01-28 00:00:00+00:00,6.4240464453,6.4777079311,6.2477301347,6.4163805187,473985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.386105958523423,-64.52285470664565,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,539381,81575.85582595246,False,False,False,False,391634.90332887374,False,False,False,False
2022-02-04 00:00:00+00:00,6.3857168125,6.5007057107,6.3473871798,6.4317123718,228644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,33.883901246226266,-60.182226620591514,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,310737,98550.75539440042,False,False,False,False,379561.50308229047,False,False,False,False
2022-02-11 00:00:00+00:00,6.2400642082,6.4332455571,6.209400502,6.4010486656,251639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.56282753979452,-60.182226620591514,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59098,95628.32906888929,False,False,False,False,370085.7621132319,False,False,False,False
2022-02-18 00:00:00+00:00,6.1575134035,6.3090575471,6.118980779,6.2400642082,256069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.281852781038307,-60.182226620591514,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-196971,73954.30469341601,False,False,False,False,361640.0760307702,False,False,False,False
2022-02-25 00:00:00+00:00,6.1112742541,6.1498068786,5.9224643938,6.1498068786,242284,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0611818421666666,,,,,6.0611818421666666,#000000,,6.0611818421666666,,28.03743643615249,-60.182226620591514,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-439255,35938.800642051865,False,False,False,False,352798.88521367614,False,False,False,False
2022-03-04 00:00:00+00:00,6.2731112772,6.3424700014,5.9340241811,6.1729264534,244071,,,,,,,,,,,,,,,,,,,,,,,,,,,6.122415998257078,,,,,6.122415998257078,#000000,,6.122415998257078,,31.914514785000282,-56.009368724375236,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-195184,18818.59318708506,False,False,False,False,344744.96779044083,False,False,False,False
2022-03-11 00:00:00+00:00,6.2808178021,6.3424700014,6.1652199284,6.2962308519,175654,,,,,,,,,,,,,,,,,,,,,,,,,,,6.159674282190587,,,,,6.159674282190587,#000000,,6.159674282190587,,34.891703440731945,-51.306903297030395,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19530,15977.95665470839,False,False,False,False,332219.7109170749,False,False,False,False
2022-03-18 00:00:00+00:00,6.2519997069,6.4301855722,6.1822748031,6.3193504267,199291,,,,,,,,,,,,,,6.288153360733333,,,,,,,,,,,,,6.189402279452706,,,,,6.23877782009302,#000000,,6.23877782009302,,36.44322829243441,-47.95370920211153,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-218821,-1414.558653047785,False,False,False,False,322373.1397380323,False,False,False,False
2022-03-25 00:00:00+00:00,6.1590331685,6.3525585126,6.1357915339,6.2519997069,243708,,,,,,,,,,,,,,6.248346371589205,,,,,,,,,,,,,6.195223026572074,,,,,6.22178469908064,#000000,,6.22178469908064,,35.925555887854635,-46.582836653626934,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-462529,-35571.18393800721,False,False,False,False,316546.0923500299,False,False,False,False
2022-04-01 00:00:00+00:00,6.3139773992,6.3759550915,6.1667803801,6.1900220147,321427,,,,,,,,,,,,,,6.263998621504053,,,,,,,,,,,,,6.215581657853716,,,,,6.239790139678885,#000000,,6.239790139678885,,39.31522913981051,-41.42467529448683,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-141102,-43388.28142408075,False,False,False,False,316907.6410648425,False,False,False,False
2022-04-08 00:00:00+00:00,6.2752413415,6.3991967261,6.2365052839,6.3682078799,261362,,,,,,,,,,,,,,6.274100888604765,,,,,,,,,,,,,6.229219043640208,,,,,6.251659966122487,#000000,,6.251659966122487,,41.037898811420895,-37.961904406693826,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-402464,-69986.48280007477,False,False,False,False,312793.14913411345,False,False,False,False
2022-04-15 00:00:00+00:00,6.2461892983,6.3062301877,6.2055164377,6.2365052839,176030,,,,,,,,,,,,,,6.270958294741584,,,,,,,,,,,,,6.231431547964726,,,,,6.2511949213531555,#000000,,6.2511949213531555,,41.75680848054087,-35.49692319118098,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-578494,-107653.70629636552,False,False,False,False,302662.5454945495,False,False,False,False
2022-04-22 00:00:00+00:00,6.1449418408,6.3240719579,6.113788777,6.2539775642,261256,,,,,,,,,,,,,,6.257263892627509,,,,,,,,,,,,,6.226862632810487,,,,,6.2420632627189985,#000000,,6.2420632627189985,,40.67131740350363,-34.87910147641601,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-839750,-161883.06138552362,False,False,False,False,299595.3939764347,False,False,False,False
2022-04-29 00:00:00+00:00,5.93465866,6.1293653089,5.926870394,6.1293653089,237259,,,,,,,,,,,,,,6.220942592416425,,,,,,,,,,,,,6.203773117046518,,,,,6.212357854731472,#000000,,6.212357854731472,,37.48449846925389,-34.87910147641601,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1077009,-229670.1679495589,False,False,False,False,294977.88331151364,False,False,False,False
2022-05-06 00:00:00+00:00,5.8411994685,5.9424469259,5.7749992078,5.9424469259,222102,,,,,,,,,,,,,,6.178419946320408,,,,,,,,,,,,,6.173618217838414,,,,,6.176019082079411,#000000,,6.176019082079411,,34.400717391503186,-34.87910147641601,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1299111,-308888.0073607027,False,False,False,False,289579.669732883,False,False,False,False
2022-05-13 00:00:00+00:00,5.7107460137,5.9035055961,5.6153397557,5.8022581387,328501,,,,,,,,,,,,,,6.114903643294987,,,,,,,,,,,,5.743197121833333,6.125078420328071,,,,,5.994393061818798,#000000,,5.994393061818798,,31.24280262785672,-34.87910147641601,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1627612,-406571.2660747247,False,False,False,False,292462.73123415094,False,False,False,False
2022-05-20 00:00:00+00:00,5.6950786721,5.7420806969,5.6480766473,5.7264133553,193248,,,,,,,,,,,,,,6.081710423785536,,,,,,,,,,,,5.72537477013919,6.09832651169085,,,,,5.9684705685385255,#000000,,5.9684705685385255,,28.88133588012031,-34.87910147641601,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1820860,-511333.39451363403,False,False,False,False,285113.4918834731,False,False,False,False
2022-05-27 00:00:00+00:00,6.1024295537,6.1259305661,5.6872450013,5.6950786721,176121,,,,,,,,,,,,,,6.074327507787927,,,,,,,,,,,,5.787582201254919,6.091541075038205,,,,,5.984483594693683,#000000,,5.984483594693683,,33.938571673262196,-34.87910147641601,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1644739,-595289.3652904019,False,False,False,False,277039.97396617883,False,False,False,False
2022-06-03 00:00:00+00:00,6.1494315785,6.2591029697,6.0710948705,6.1729325909,163104,,,,,,,,,,,,,,6.079340561351251,,,,,,,,,,,,5.858110097431108,6.09477603135783,,,,,6.010742230046731,#000000,,6.010742230046731,,38.10800785656912,-30.44780689637847,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1481635,-660944.5974911128,False,False,False,False,268600.27219090634,False,False,False,False
2022-06-10 00:00:00+00:00,6.1024295537,6.2932577744,6.0105405952,6.1885999325,188401,,,,,,,,,,,,,6.135409307766667,6.082895098112824,,,,,,,,,,,,5.907895396801142,6.096882726795522,,,,,6.05577063236904,#000000,,6.05577063236904,,40.56427538529469,-27.239033413336916,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1670036,-735692.1087880674,False,False,False,False,262659.58536195033,False,False,False,False
2022-06-17 00:00:00+00:00,5.5634456122,5.9496729731,5.547685143,5.9300887961,244095,,,,,,,,,,,,,5.8822961237691835,6.052840732818849,,,,,,,,,,,,5.866197149815093,6.071078571818382,,,,,5.968103144555377,#000000,,5.968103144555377,,38.09915167375547,-27.239033413336916,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1914131,-822983.8785074698,False,False,False,False,261284.43089069473,False,False,False,False
2022-06-24 00:00:00+00:00,5.8156131187,5.8550142916,5.5319246739,5.5555653776,187515,,,,,,,,,,,,,5.837501370731483,6.035284006939703,,,,,,,,,,,5.734184028066667,5.849482300897207,6.055539552351654,,,,,5.902398251797342,#000000,,5.864112926658764,,38.99908016486913,-27.239033413336916,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-1726616,-889919.5912106201,False,False,False,False,255820.02860249512,False,False,False,False
2022-07-01 00:00:00+00:00,6.0362596869,6.052020156,5.7882687047,5.8234933532,177367,,,,,,,,,,,,,5.86449378393851,6.031497979907614,,,,,,,,,,,5.843392603920293,5.861179536958964,6.0514974957217245,,,,,5.930412280089421,#000000,,5.900140976181345,,41.5502446456055,-24.061113428146328,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8937802069133889,1.0638840861208523,False,False,False,False,-0.13016212093079707,-0.23649518767309552,False,False,False,False,-1549249,-938758.8066765001,False,False,False,False,250008.69315045845,False,False,False,False
2022-07-08 00:00:00+00:00,5.8865352299,6.0914213289,5.8077328841,6.0441399214,106510,,,,,,,,,,,,,5.872043422751212,6.028524639548664,,,,,,,,,,,5.862636703546243,5.865246159943044,6.048486960842162,,,,,5.935387577326265,#000000,,5.907112731447291,,42.327055026063434,-22.54396513247613,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.9429846621159975,1.0308451322061354,False,False,False,False,-0.10375994675140494,-0.17012756721225022,False,False,False,False,-1655759,-991869.9321078705,False,False,False,False,239379.16032449857,False,False,False,False
2022-07-15 00:00:00+00:00,5.8648645848,5.9574573411,5.8077328841,5.9101759336,122412,,,,,,,,,,,,,5.872597039628752,6.023645788773135,,,,,,,,,,,5.86553273037115,5.865988099659424,6.043783929617168,,,,,5.934309517609925,#000000,,5.906940914608115,,42.733925672127825,-21.360164318556812,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.9199574429799594,1.0533473773742927,False,False,False,False,-0.1641143137104823,-0.16712094046136627,False,False,False,False,-1778171,-1050114.4556554356,False,False,False,False,230714.9262263876,False,False,False,False
2022-07-22 00:00:00+00:00,5.8014606433,5.9441195116,5.7618331799,5.8965665555,136440,,,,,,,,,,,,,5.868279667197905,6.0171510839473665,,,,,,,,,,,5.8599782482184235,5.863953099728195,6.037625998207206,,,,,5.929397619459818,#000000,,5.902340524772972,,42.58226926758353,-20.705057116856253,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8919712083845143,1.0612898846765084,False,False,False,False,-0.18808932926416475,-0.17760513486276552,False,False,False,False,-1914611,-1114151.236717996,False,False,False,False,223731.59835776628,False,False,False,False
2022-07-29 00:00:00+00:00,6.0630019018,6.0630019018,5.7726911049,5.8252371214,180002,,,,,,,,,,,,,5.881410671008253,6.014929739542031,,,,,,,,,,,5.880989955314592,5.87230732555221,6.034942059500893,,,,,5.936915950183596,#000000,,5.912409422854272,,44.707002184467825,-17.871227670575976,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.914311851332048,1.0368411507800066,False,False,False,False,-0.12799320818692958,-0.15279917152484757,False,False,False,False,-1734609,-1160111.0710351814,False,False,False,False,220492.3688497836,False,False,False,False
2022-08-05 00:00:00+00:00,6.1898097847,6.3641706238,6.0392254238,6.0392254238,239405,,,,,,,,,,,,6.197735277433333,5.929275814007733,6.024954707678705,,,,,,,,,,,5.9469494628884885,5.904196486514807,6.042694024983014,,,,,6.007634295584346,#000000,,5.99453926021109,,47.16198691091438,-14.811063049553105,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9425098412164936,0.9926623088371005,False,False,False,False,0.2071636333699463,0.027182230922549372,False,False,False,False,-1495204,-1184932.7694770198,False,False,False,False,221893.30449054038,False,False,False,False
2022-08-12 00:00:00+00:00,6.3265245335,6.3343330902,6.1660333067,6.2135862628,163854,,,,,,,,,,,,6.229385935417472,5.9617795580537924,6.034023041118292,,,,,,,,,,,5.987950960061667,5.927541903227737,6.050046069205801,,,,,6.0317879111807935,#000000,,6.026664589190167,,49.8559107138458,-11.614043442177206,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9834871596654036,0.9867052449962875,False,False,False,False,0.2644702365238804,0.1458262337232149,False,False,False,False,-1331350,-1195778.4902564997,False,False,False,False,217594.09675050035,False,False,False,False
2022-08-19 00:00:00+00:00,6.2309095532,6.3583961936,6.187882812,6.3265245335,116581,,,,,,,,,,,,6.236041376939703,5.980386837518725,6.039669923839591,,,,,,,,,,,6.010052075367231,5.9417325583263025,6.054636759798066,,,,,6.043753255298269,#000000,,6.04205321203799,,50.96910119703903,-9.99732980456794,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,1.001076352029812,0.9633708882194549,False,False,False,False,0.29065524288994105,0.21824073830657797,False,False,False,False,-1447931,-1214456.4539412034,False,False,False,False,210111.6451393522,False,False,False,False
2022-08-26 00:00:00+00:00,6.1512304029,6.2707491283,6.1113908277,6.191069978,155626,,,,,,,,,,,,6.222620405092769,5.995608798378243,6.044146560270734,,,,,,,,,,,6.026514333883883,5.954491978896439,6.058144661835599,,,,,6.050254456392945,#000000,,6.049808879062834,,51.10590195136451,-9.31114994199475,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,1.0214001779931259,0.9527695645914189,False,False,False,False,0.19855533119986982,0.20839803475322388,False,False,False,False,-1603557,-1243278.7166122254,False,False,False,False,206075.6714253261,False,False,False,False
2022-09-02 00:00:00+00:00,6.2707491283,6.446043259,6.0954549977,6.0954549977,245496,,,,,,,,,,,,6.235449825894784,6.0254474391381025,6.055168707793307,,,,,,,,,,,6.0592570180017775,5.979339296014606,6.067286793691834,,,,,6.070324846755735,#000000,,6.074873394762317,,52.09770457844763,-7.79020170549434,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,1.0171861329594596,0.9551185453283126,False,False,False,False,0.2879110924063308,0.24815456357977733,False,False,False,False,-1358061,-1251781.1079742827,False,False,False,False,208995.6957641908,False,False,False,False
2022-09-09 00:00:00+00:00,6.4141715988,6.4141715988,6.1352945728,6.2388774682,139849,,,,,,,,,,,,6.246756115908743,6.04265632140595,6.062341687063518,,,,,,,,,,,6.077843098874642,5.993984798505231,6.073358163973299,,,,,6.082823364288564,#000000,,6.090310083673641,,53.79928559476443,-5.622050258110669,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9866925282078995,0.96087179434413,False,False,False,False,0.2924870427784825,0.2703208031791299,False,False,False,False,-1218212,-1249294.507383595,False,True,False,False,203873.7183001767,False,True,False,False
2022-09-16 00:00:00+00:00,6.248837362,6.454011174,6.1446900726,6.446043259,268747,,,,,,,,,,,6.282512869533333,6.253983721072524,6.066778136972911,6.073187270062028,,,,,,,,,,,6.1024007775176,6.015930748212099,6.082546181409726,,,,6.282512869533333,6.125334243540031,#000000,,6.176418876274092,,53.58233677554995,-5.346437106889184,False,False,False,False,True,,-1.0,6.454011,6.14469,133.0,0,0.9856224336507442,0.9687352698680575,False,False,False,False,0.32103684681988726,0.2956788249995086,False,False,False,False,-1486959,-1266899.2846144398,False,False,False,False,208679.14657423767,False,False,False,False
2022-09-23 00:00:00+00:00,5.6960555953,6.3449733214,5.6559989456,6.2167920422,254579,,,,,,,,,,,6.095952372964397,6.196937495688337,6.0521856560582785,6.065421977551452,,,,,,,,,,,6.081642456861084,6.008072537092609,6.075213717318423,,,,6.095952372964397,6.082203744790653,#000000,,6.106679495393023,,49.846996364454895,-5.346437106889184,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9222074830022873,0.9754601458190978,False,False,False,False,-0.005469379266502959,0.1451047228665028,False,False,False,False,-1741538,-1302057.707976333,False,False,False,False,212079.13571688675,False,False,False,False
2022-09-30 00:00:00+00:00,5.0711718591,5.6640102755,5.0711718591,5.6399762857,920298,,,,,,,,,,,5.568640006515089,5.855871668795001,5.864785293229184,5.954852002911914,,,,,,,,,,,5.862567409870467,5.86356460807549,5.973445410647158,,,,5.568640006515089,5.8491037714349,#000000,,5.787966094602435,,44.603829520243565,3.133208509418729,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8385718572364598,1.0703266689594564,False,False,False,False,-0.34282825441539394,-0.09886176577444557,False,False,False,False,-2661836,-1402782.0259040121,False,False,False,False,264539.7923304507,False,False,False,False
2022-10-07 00:00:00+00:00,5.2153757983,5.4396930369,5.095205849,5.1272511688,322911,,,,,,,,,,,5.510411442144409,5.786685562722725,5.8171864493585765,5.922123880798816,,,,,,,,,,,5.809652273947272,5.824189781254626,5.942773920819134,,,,5.510411442144409,5.801860473006508,#000000,,5.730983932043245,,41.8792769263281,0.35774221218478175,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.833692403307549,1.0982745661748272,False,False,False,False,-0.34282825441539394,-0.22084501009491975,False,False,False,False,-2338925,-1472125.9499111222,False,False,False,False,268863.58549115807,False,False,False,False
2022-10-14 00:00:00+00:00,5.0651633617,5.263443778,5.0391265393,5.1592964886,225612,,,,,,,,,,,5.466489029446165,5.7376083531504065,5.781535238944496,5.89699720151323,,,,,,,,,,,5.77053941848127,5.794077192699029,5.919174471578818,,,,5.466489029446165,5.766631557973346,#000000,,5.689043010005585,,39.38215614584069,-2.174274099814454,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8330960703378693,1.1076301142682587,False,False,False,False,-0.34282825441539394,-0.28183663225515687,False,False,False,False,-2564537,-1553045.2869547426,False,False,False,False,265659.76434366487,False,False,False,False
