date,Close,High,Low,Open,Volume,aVWAP_peak_187,aVWAP_peak_180,aVWAP_peak_176,aVWAP_peak_159,aVWAP_peak_145,aVWAP_peak_133,aVWAP_peak_118,aVWAP_peak_96,aVWAP_peak_94,aVWAP_peak_84,aVWAP_peak_67,aVWAP_peak_56,aVWAP_peak_55,aVWAP_peak_44,aVWAP_peak_35,aVWAP_peak_30,aVWAP_peak_23,aVWAP_peak_16,aVWAP_peak_10,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_155,aVWAP_valley_148,aVWAP_valley_143,aVWAP_valley_136,aVWAP_valley_129,aVWAP_valley_110,aVWAP_valley_102,aVWAP_valley_92,aVWAP_valley_77,aVWAP_valley_63,aVWAP_valley_51,aVWAP_valley_39,aVWAP_valley_27,aVWAP_OB_bear_118,aVWAP_OB_bear_44,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,2.9495288611,2.9686196628,2.6727122366,2.768166245,2007920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2007920.0,False,False,False,False
2022-01-07 00:00:00+00:00,3.1466413886,3.3408902957,2.9304380594,2.9686196628,3424454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3424454,253663.25925925924,False,False,False,False,2112848.4444444445,False,False,False,False
2022-01-14 00:00:00+00:00,3.4315716038,3.4840713084,3.0354374687,3.3122540932,3664067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7088521,759949.0178326473,False,False,False,False,2227753.522633745,False,False,False,False
2022-01-21 00:00:00+00:00,3.2453408333,3.6272523211,3.1786184814,3.5508891143,3673069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.4712081020872,41.93762640900431,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3415452,956652.9424376364,False,False,False,False,2334813.9283645786,False,False,False,False
2022-01-28 00:00:00+00:00,3.4172535025,3.5031621101,2.9399834603,2.9686196628,2893615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.32328654305101,38.36635804041573,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6309067,1353128.0578126265,False,False,False,False,2376206.600337573,False,False,False,False
2022-02-04 00:00:00+00:00,3.9183870469,3.9327051481,3.3027086924,3.3886173,3657128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.09881997718394,38.36635804041573,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9966195,1991133.0164931729,False,False,False,False,2471089.666979234,False,False,False,False
2022-02-11 00:00:00+00:00,3.9136143464,3.9517959498,3.569979916,3.9040689456,3615424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.83400958912057,38.36635804041573,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6350771,2314069.1634196043,False,False,False,False,2555855.1731289206,False,False,False,False
2022-02-18 00:00:00+00:00,3.6463431228,3.9327051481,3.6081615194,3.9136143464,2782168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.66522460109282,33.976319144044226,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3568603,2406997.5957588926,False,False,False,False,2572619.086230482,False,False,False,False
2022-02-25 00:00:00+00:00,4.2763395786,4.2763395786,3.5604345152,3.6463431228,3070518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.99261677189769,33.69045269805798,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6639121,2720488.218295271,False,False,False,False,2609500.4872504463,False,False,False,False
2022-03-04 00:00:00+00:00,4.4242932917,4.5340654014,4.0090683549,4.3908843887,4086805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.97563346921086,33.69045269805798,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10725926,3313483.609532658,False,False,False,False,2718930.4511578204,False,False,False,False
2022-03-11 00:00:00+00:00,4.5340654014,4.9158814352,4.3908843887,4.6295194098,4245701,,,,,,,,,,,,,,,,,,,4.613610408433334,,,,,,,,,,,,,,,,,,4.613610408433334,#000000,,4.613610408433334,,81.2831096940585,33.69045269805798,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14971627,4177049.786604313,False,False,False,False,2832024.565886871,False,False,False,False
2022-03-18 00:00:00+00:00,4.1045223633,4.5340654014,3.694070127,4.5340654014,4000006,,,,,,,,,,,,,,,,,,,4.369737955230715,,,,,,,,,,,,,,,,,,4.369737955230715,#000000,,4.369737955230715,,76.87470557691994,30.31254352718068,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10971621,4680351.357966957,False,False,False,False,2918541.70915451,False,False,False,False
2022-03-25 00:00:00+00:00,4.5054291988,4.5531562031,4.1999763718,4.4863383971,3692214,,,,,,,,,,,,,,,,,,,4.385134953217698,,,,,,,,,,,,,,,,,,4.385134953217698,#000000,,4.385134953217698,,75.3342961269205,29.04713161952357,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14663835,5419868.664784219,False,False,False,False,2975850.7677356577,False,False,False,False
2022-04-01 00:00:00+00:00,4.2190671735,4.4577021946,3.9708867515,4.3908843887,2079410,,,,,,,,,,,,,,,,,,,4.360027515205098,,,,,,,,,,,,,,,,,,4.360027515205098,#000000,,4.360027515205098,,71.94578019755326,25.996457093827516,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12584425,5950576.541466869,False,False,False,False,2909447.7479033866,False,False,False,False
2022-04-08 00:00:00+00:00,4.3049757811,4.4290659921,3.9804321524,4.190430971,2769308,,,,,,,,,,,,,,,,,,,4.339922579839987,,,,,,,,,,,,,,,,,,4.339922579839987,#000000,,4.339922579839987,,69.88816383881024,24.24673462788472,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15353733,6647106.64950636,False,False,False,False,2899067.025836469,False,False,False,False
2022-04-15 00:00:00+00:00,4.8204274267,4.8681544309,4.1522493676,4.2190671735,2664728,,,,,,,,,,,,,,,,,,,4.377416274757319,,,,,,,,,,,,,,,,,,4.377416274757319,#000000,,4.377416274757319,,70.2582377894824,24.24673462788472,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18018461,7489429.193987371,False,False,False,False,2881708.579478212,False,False,False,False
