date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_177,aVWAP_peak_166,aVWAP_peak_152,aVWAP_peak_135,aVWAP_peak_124,aVWAP_peak_118,aVWAP_peak_105,aVWAP_peak_87,aVWAP_peak_76,aVWAP_peak_67,aVWAP_peak_57,aVWAP_peak_48,aVWAP_peak_33,aVWAP_peak_22,aVWAP_peak_21,aVWAP_peak_16,aVWAP_valley_187,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_128,aVWAP_valley_120,aVWAP_valley_111,aVWAP_valley_95,aVWAP_valley_74,aVWAP_valley_64,aVWAP_valley_50,aVWAP_valley_41,aVWAP_valley_24,aVWAP_valley_18,aVWAP_valley_8,aVWAP_OB_bull_95,aVWAP_OB_bull_41,aVWAP_OB_bear_166,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,17.8255907872,17.8933043324,17.4700946746,17.5632007993,641387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,641387.0,False,False,False,False
2022-01-07 00:00:00+00:00,18.5027262397,18.5450472055,17.8425191735,17.8425191735,1052113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1052113,77934.29629629629,False,False,False,False,671811.1481481482,False,False,False,False
2022-01-14 00:00:00+00:00,18.6720101028,18.680474296,18.2741930245,18.4857978534,1112156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2164269,232477.60768175582,False,False,False,False,704429.2853223595,False,False,False,False
2022-01-21 00:00:00+00:00,17.9694820708,18.680474296,17.9192047635,18.6687937094,1831223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.16077218020361,36.91760495159872,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,333046,239927.118223848,False,False,False,False,787895.4864095922,False,False,False,False
2022-01-28 00:00:00+00:00,18.0230164621,18.2693253581,17.5473854904,17.8021877966,2092286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.80208731190402,28.6383477405806,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2425332,401808.96131837775,False,False,False,False,884517.0059348077,False,False,False,False
2022-02-04 00:00:00+00:00,18.0994571539,18.2777338342,17.8336134144,17.9465757702,1890326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.8495014435699,23.809039142829064,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4315658,691723.7049244238,False,False,False,False,959021.3758655626,False,False,False,False
2022-02-11 00:00:00+00:00,18.141924205,18.34576605,17.9976211655,18.0824703335,3004367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.9964553627284,20.980472903272442,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7320025,1182708.9860411333,False,False,False,False,1110528.45913478,False,False,False,False
2022-02-18 00:00:00+00:00,17.9550691804,18.2523385377,17.8276680273,18.1674044356,1903108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.113417794391225,17.086593556366438,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5416917,1496354.0241121603,False,False,False,False,1169238.054754426,False,False,False,False
2022-02-25 00:00:00+00:00,18.1110786448,18.1528406615,17.2076554277,18.0173271789,1776203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.823858244666667,,,,17.823858244666667,#000000,,17.823858244666667,,60.11671779236047,15.878706477699126,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7193120,1918336.688992741,False,False,False,False,1214198.421068913,False,False,False,False
2022-03-04 00:00:00+00:00,18.3326730188,18.3752873215,17.608229873,17.9065299919,1936941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.970721240113008,,,,17.970721240113008,#000000,,17.970721240113008,,60.445202755125095,15.878706477699126,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9130061,2452538.4898080938,False,False,False,False,1267734.9083971416,False,False,False,False
