date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_176,aVWAP_peak_150,aVWAP_peak_129,aVWAP_peak_113,aVWAP_peak_104,aVWAP_peak_80,aVWAP_peak_67,aVWAP_peak_54,aVWAP_peak_33,aVWAP_peak_13,aVWAP_valley_182,aVWAP_valley_171,aVWAP_valley_149,aVWAP_valley_145,aVWAP_valley_136,aVWAP_valley_124,aVWAP_valley_120,aVWAP_valley_107,aVWAP_valley_93,aVWAP_valley_85,aVWAP_valley_62,aVWAP_valley_52,aVWAP_valley_27,aVWAP_valley_8,aVWAP_valley_4,aVWAP_OB_bull_182,aVWAP_OB_bear_150,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,5.05,6.03,4.94,5.84,31650272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,31650272.0,False,False,False,False
2022-01-07 00:00:00+00:00,4.29,5.39,4.2014,5.13,31649640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31649640,-2344417.7777777775,False,False,False,False,31650225.185185183,False,False,False,False
2022-01-14 00:00:00+00:00,4.56,5.11,3.99,4.035,30044477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.8770786735388425,-69.6926966838471,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1605163,-2289658.1646090536,False,False,False,False,31531280.875171464,False,False,False,False
2022-01-21 00:00:00+00:00,3.58,4.54,3.49,4.32,27184597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,9.427873916428627,-67.7959328158437,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28789760,-4252628.670934308,False,False,False,False,31209304.29182543,False,False,False,False
2022-01-28 00:00:00+00:00,3.35,3.905,2.935,3.12,45498568,,,,,,,,,,,,,,,,,,,,,,,,,,3.396666666666666,,,3.396666666666666,#000000,,3.396666666666666,,10.097938129552903,-66.47225853058029,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-74288328,-9440458.2508651,False,False,False,False,32267768.270208728,False,False,False,False
2022-02-04 00:00:00+00:00,3.81,4.01,3.31,3.34,38828810,,,,,,,,,,,,,,,,,,,,,,,,,,3.5409419987737154,,,3.5409419987737154,#000000,,3.5409419987737154,,15.564762577960895,-60.388821509898506,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-35459518,-11367796.010060277,False,False,False,False,32753771.36130438,False,False,False,False
2022-02-11 00:00:00+00:00,3.9,4.62,3.85,4.14,46294096,,,,,,,,,,,,,,,,,,,,,,,,,,3.7473497166323515,,,3.7473497166323515,#000000,,3.7473497166323515,,20.274974091217764,-55.05858093675294,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10834578,-9723175.713018775,False,False,False,False,33756758.37157813,False,False,False,False
2022-02-18 00:00:00+00:00,3.45,4.2276,3.36,4.1,31709143,,,,,,,,,,,,,,,,,,,,,,,,,,3.734037569176492,,,3.734037569176492,#000000,,3.734037569176492,,22.02908750034229,-52.529849058400586,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20874565,-10549204.549091458,False,False,False,False,33605083.15886864,False,False,False,False
2022-02-25 00:00:00+00:00,3.29,3.51,2.75,3.27,23390403,,,,,,,,,,,,,,,,,,,,,,,,,3.183333333333333,3.6646798087561656,,,3.4240065710447496,#000000,,3.4240065710447496,,22.808189240277596,-50.81655379563509,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44264968,-13046668.508418018,False,False,False,False,32848440.18413763,False,False,False,False
2022-03-04 00:00:00+00:00,3.44,4.27,3.26,3.28,36281309,,,,,,,,,,,,,,,,,,,,,,,,,3.4711272033444143,3.663370240133532,,,3.5672487217389732,#000000,,3.5672487217389732,,24.640056670823533,-48.00048808934412,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7983659,-12671630.76705372,False,False,False,False,33102726.7630904,False,False,False,False
2022-03-11 00:00:00+00:00,3.25,3.73,3.18,3.45,23960502,,,,,,,,,,,,,,,,,,,,,,,,,3.4469293881581726,3.6364151246044707,,,3.5416722563813217,#000000,,3.5416722563813217,,25.326469335909835,-46.244328300134825,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31944161,-14099225.599123813,False,False,False,False,32425524.928787407,False,False,False,False
2022-03-18 00:00:00+00:00,3.88,3.99,3.085,3.19,21562224,,,,,,,,,,,,,,,,,,,,,,,,,3.4888954002808905,3.637644382052116,,,3.5632698911665033,#000000,,3.5632698911665033,,30.179779155884674,-40.50036500596999,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10381937,-13823870.888077606,False,False,False,False,31620835.971099447,False,False,False,False
2022-03-25 00:00:00+00:00,3.73,4.065,3.61,3.83,25325563,,,,,,,,,,,,,,,,,,,,,,,,,3.5495842475897623,3.65182894048255,,,3.600706594036156,#000000,,3.600706594036156,,33.03363585619369,-36.79754477525343,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-35707500,-15444880.45192371,False,False,False,False,31154519.45472171,False,False,False,False
2022-04-01 00:00:00+00:00,3.8,4.38,3.73,4.07,32961089,,,,,,,,,,,3.9699999999999998,,,,,,,,,,,,,,3.6343485529427286,3.684017055226932,,,3.762788536056553,#000000,,3.762788536056553,,35.49464840572817,-33.51126894918698,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2746411,-14504253.085114546,False,False,False,False,31288339.421038624,False,False,False,False
2022-04-08 00:00:00+00:00,3.18,3.87,3.1503,3.8,23517926,,,,,,,,,,,3.732692992655768,,,,,,,,,,,,,,3.6048882902549604,3.6649029015331203,,,3.667494728147949,#000000,,3.667494728147949,,34.99168349634198,-33.11293009728989,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26264337,-15375370.412143098,False,False,False,False,30712753.24170243,False,False,False,False
2022-04-15 00:00:00+00:00,3.14,3.425,2.99,3.05,15314956,,,,,,,,,,,3.6158601448943393,,,,,,,,,,,,,,3.573103186010307,3.6447471333057404,,,3.6112368214034625,#000000,,3.6112368214034625,,34.5074779087588,-32.65067039831101,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41579293,-17316401.714947313,False,False,False,False,29572175.66824299,False,False,False,False
2022-04-22 00:00:00+00:00,2.86,3.35,2.85,3.11,15003654,,,,,,,,,,,3.512861019671909,,,,,,,,,,,,,,3.534916827260022,3.620057199930726,,,3.5559450156208854,#000000,,3.5559450156208854,,33.31863603014507,-32.65067039831101,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-56582947,-20225034.699025292,False,False,False,False,28493025.915039804,False,False,False,False
2022-04-29 00:00:00+00:00,2.88,3.14,2.72,2.78,25682333,,,,,,,,,,,3.375972013336515,,,,,,,,,,,,,,3.469222518734115,3.5752781510365663,,,3.4734908943690654,#000000,,3.4734908943690654,,32.6035098565527,-32.65067039831101,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30900614,-21015818.350949343,False,False,False,False,28284826.43985167,False,False,False,False
2022-05-06 00:00:00+00:00,2.71,3.21,2.64,2.86,24456858,,,,,,,,,,,3.2826289639249873,,,,,,,,,,,,,,3.4129042146428694,3.534196210305829,,,3.409909796291229,#000000,,3.409909796291229,,31.583830002539436,-32.65067039831101,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-55357472,-23559644.547175318,False,False,False,False,28001273.222084884,False,False,False,False
2022-05-13 00:00:00+00:00,2.03,2.5277,1.675,2.48,39220214,,,,,,,,,,,3.0143297017167012,,,,,,,,,,,,,,3.24213099363219,3.4123872746437596,,,3.2229493233308837,#000000,,3.2229493233308837,,29.208584607667483,-32.65067039831101,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-94577686,-28820240.21034752,False,False,False,False,28832305.87230082,False,False,False,False
2022-05-20 00:00:00+00:00,1.82,2.04,1.69,2.02,24185983,,,,,,,,,,,2.873768481485301,,,,,,,,,,,,,,3.1403666527386465,3.3357685397518844,,,3.1166345579919437,#000000,,3.1166345579919437,,27.102154398191182,-32.65067039831101,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-118763669,-35482716.41698844,False,False,False,False,28488133.80768594,False,False,False,False
2022-05-27 00:00:00+00:00,1.84,1.885,1.61,1.82,21373429,,,,,,,,,,,2.768168711112247,,,,,,,,,,,,,,3.0577195472886753,3.271077786312503,,,3.032322014904475,#000000,,3.032322014904475,,25.73715061807028,-32.65067039831101,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-97390240,-40068458.90461893,False,False,False,False,27961118.636746243,False,False,False,False
2022-06-03 00:00:00+00:00,1.94,2.1,1.85,2.04,15755620,,,,,,,,,,,2.7147700912154735,,,,,,,,,,,,,,3.0108632831080016,3.232225356583781,,,2.985952910302419,#000000,,2.985952910302419,,25.481196102327665,-32.65067039831101,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-81634620,-43147433.80057308,False,False,False,False,27057007.62661689,False,False,False,False
