date,Open,High,Low,Close,Volume,aVWAP_peak_378,aVWAP_peak_300,aVWAP_peak_219,aVWAP_peak_152,aVWAP_peak_121,aVWAP_peak_77,aVWAP_peak_34,aVWAP_valley_397,aVWAP_valley_363,aVWAP_valley_339,aVWAP_valley_318,aVWAP_valley_288,aVWAP_valley_269,aVWAP_valley_235,aVWAP_valley_187,aVWAP_valley_165,aVWAP_valley_135,aVWAP_valley_95,aVWAP_valley_50,aVWAP_OB_bull_318,aVWAP_OB_bull_12,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-08 17:00:00+00:00,13.645,13.745,13.585,13.71,5533.0,,,,,,,,,,,,,,,,,,,,,13.59963430591904,,#000000,,13.59963430591904,,28.164732824222614,-8.438002404141415,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18546.0,1932.4111418973262,False,False,False,False,7442.621400327443,False,False,False,False
2024-01-09 17:00:00+00:00,13.675,13.855,13.645,13.795,20731.0,,,,,,,,,,,,,,,,,,,,,13.660150752881783,,#000000,,13.660150752881783,,30.077734646668155,-8.438002404141415,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2185.0,1936.3272482244993,False,False,False,False,7648.6427739657765,False,False,False,False
2024-01-10 17:00:00+00:00,13.725,13.89,13.715,13.885,3427.0,,,,,,,,,,,,,,,,,,,,,13.669839703042815,,#000000,,13.669839703042815,,33.09034766301759,-8.438002404141415,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5612.0,1993.314422670631,False,False,False,False,7583.190948012819,False,False,False,False
2024-01-11 17:00:00+00:00,13.595,13.88,13.585,13.86,10602.0,,,,,,,,,,,,,,,,,,,,,13.68561419395003,,#000000,,13.68561419395003,,34.78519652234108,-8.438002404141415,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4990.0,1885.045982009071,False,False,False,False,7629.994189128899,False,False,False,False
2024-01-12 17:00:00+00:00,14.33,14.49,14.315,14.485,15907.0,,,,,,,,,,,,,,,,,,,,,13.8223693480395,,#000000,,13.8223693480395,,44.23001735772061,-17.42968252628924,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10917.0,2025.0762768616435,False,False,False,False,7758.319860615273,False,False,False,False
2024-01-15 17:00:00+00:00,14.485,14.485,14.485,14.485,0.0,,,,,,,,,,,,,,,,,,,,,13.8223693480395,,#000000,,13.8223693480395,,50.52656458130697,-11.32463228362284,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10917.0,2162.9355593909204,False,False,False,False,7638.035831768524,False,False,False,False
2024-01-16 17:00:00+00:00,14.48,14.615,14.355,14.57,72703.0,,,,,,,,,,,,,,,,,,,,,14.137742474846402,,#000000,,14.325537904089867,,55.52257458713399,-6.4767334715701,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,83620.0,3425.835783276332,False,False,False,False,8646.79496615971,False,False,False,False
2024-01-17 17:00:00+00:00,14.195,14.285,14.16,14.18,6174.0,,,,,,,,,,,,,,,,,,,,,14.14037648120616,,#000000,,14.314918157646915,,53.370865555377925,-6.4767334715701,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77446.0,4573.4352284968545,False,False,False,False,8608.45705970762,False,False,False,False
2024-01-18 17:00:00+00:00,14.265,14.415,14.165,14.18,10829.0,,,,,,,,,,,,,,,,,,,,,14.147315064297102,,#000000,,14.304135259390875,,51.93639286754055,-6.4767334715701,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77446.0,5703.242434256593,False,False,False,False,8642.884082037735,False,False,False,False
2024-01-19 17:00:00+00:00,13.955,14.245,13.945,14.185,4837.0,,,,,,,,,,,,,,,,,,,,,14.146719143368227,,#000000,,14.295243238375459,,51.04895433621664,-6.4767334715701,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,82283.0,6890.5254972913735,False,False,False,False,8583.87812727746,False,False,False,False
2024-01-22 17:00:00+00:00,14.255,14.295,14.195,14.24,2076.0,,,,,,,,,,,,,,,,,,,,,14.147813939651975,,#000000,,14.293637328244102,,51.26563782163622,-6.4767334715701,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84359.0,8091.587117488407,False,False,False,False,8482.980791970833,False,False,False,False
2024-01-23 17:00:00+00:00,14.295,14.525,14.225,14.47,5976.0,,,,,,,,,,,,,,,,,,,,,14.155990828840261,,#000000,,14.296770671498935,,54.366207710055704,-4.941355683896447,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90335.0,9366.678790085485,False,False,False,False,8444.112872715472,False,False,False,False
2024-01-24 17:00:00+00:00,14.33,14.405,14.22,14.33,4658.0,,,,,,,,,,,,,,,,,,,,,14.159891980244677,,#000000,,14.29613244489128,,54.17838098258404,-4.383236286088241,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,85677.0,10549.784545277958,False,False,False,False,8385.413448332287,False,False,False,False
2024-01-25 17:00:00+00:00,14.285,14.295,14.175,14.205,11893.0,,,,,,,,,,,,,,,,,,,,,14.163655777042193,,#000000,,14.287664495149379,,52.24413681290661,-4.383236286088241,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,73784.0,11530.159978684502,False,False,False,False,8439.79463517985,False,False,False,False
2024-01-26 17:00:00+00:00,14.25,14.25,14.05,14.055,8416.0,,,,,,,,,,,,,,,,,,,,,14.161874600157839,,#000000,,14.277097245830788,,49.02197761858801,-4.383236286088241,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,65368.0,12364.855172813424,False,False,False,False,8439.425726107293,False,False,False,False
2024-01-29 17:00:00+00:00,14.14,14.365,14.135,14.35,8954.0,,,,,,,,,,,,,,,,,,,,,14.166749260051132,,#000000,,14.275960395308267,,50.8857026442262,-4.383236286088241,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,74322.0,13325.431061607014,False,False,False,False,8447.40362182656,False,False,False,False
2024-01-30 17:00:00+00:00,14.385,14.47,14.335,14.455,4800.0,,,,,,,,,,,,,,,,,,,,,14.172083170616485,,#000000,,14.279218849972777,,53.29960281504951,-3.5893536519139104,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79122.0,14345.532905613107,False,False,False,False,8390.854728464907,False,False,False,False
2024-01-31 17:00:00+00:00,14.65,14.845,14.56,14.57,12453.0,,,,,,,,,,,,,,,,,,,,,14.197276316044949,,#000000,,14.30282853991566,,56.12449095496552,-0.591303488096969,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,91575.0,15542.88898459585,False,False,False,False,8453.833724922815,False,False,False,False
2024-02-01 17:00:00+00:00,14.96,14.995,14.775,14.98,6801.0,,,,,,,,,,,,,,,,,,,,,14.217071884714725,,#000000,,14.323490640204614,,61.30647836655688,4.451940655354356,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,98376.0,16827.12326390444,False,False,False,False,8428.208395854244,False,False,False,False
2024-02-02 17:00:00+00:00,14.57,14.875,14.565,14.845,29998.0,,,,,,,,,,,,,,,,,,,,,14.276016778939194,,#000000,,14.379074644909476,,62.67057588326076,5.865014237226319,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68378.0,17626.36166291367,False,False,False,False,8762.623769561931,False,False,False,False
2024-02-05 17:00:00+00:00,14.575,14.78,14.56,14.69,17358.0,,,,,,,,,,,,,,,,,,,,,14.299630432592785,,#000000,,14.399001485289528,,61.36618765816769,5.865014237226319,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51020.0,18144.09248984524,False,False,False,False,8895.885416545467,False,False,False,False
2024-02-06 17:00:00+00:00,15.22,15.245,14.93,14.99,28044.0,,,,,,,15.055,,,,,,,,,,,,,,14.365304764562119,15.055,#000000,,14.661610012045395,,62.98600045650791,6.567685316544257,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79064.0,19088.587179925158,False,False,False,False,9192.755410087397,False,False,False,False
2024-02-07 17:00:00+00:00,14.96,15.125,14.925,15.115,22558.0,,,,,,,15.055,,,,,,,,,,,,,,14.410386071615193,15.055,#000000,,14.690902660003127,,64.9467135376632,8.726095331042501,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101622.0,20368.174975585232,False,False,False,False,9399.968504504646,False,False,False,False
2024-02-08 17:00:00+00:00,14.785,14.785,14.555,14.645,10815.0,,,,,,,14.985737417978735,,,,,,,,,,,,,,14.418021322664512,14.985737417978735,#000000,,14.671087589448407,,60.54559636350767,8.726095331042501,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90807.0,21460.249782165305,False,False,False,False,9421.906977303022,False,False,False,False
2024-02-09 17:00:00+00:00,14.695,14.755,14.65,14.655,13256.0,,,,,,,14.932646181797079,,,,,,,,,,,,,,14.427667360087835,14.932646181797079,#000000,,14.657812357545263,,57.706692574114626,14.065993954307785,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,104063.0,22740.912576240262,False,False,False,False,9481.350279980496,False,False,False,False
2024-02-12 17:00:00+00:00,14.785,14.95,14.785,14.88,9240.0,,,,,,,14.9259314806208,,,,,,,,,,,,,,14.438508516020832,14.9259314806208,#000000,,14.661916445764689,,57.896985087376514,14.065993954307785,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,113303.0,24144.975947151266,False,False,False,False,9477.608415174596,False,False,False,False
2024-02-13 17:00:00+00:00,14.2,14.295,14.095,14.205,19262.0,,,,,,,14.790094354252483,,,,,,,,,,,,,,14.426875583584371,14.790094354252483,#000000,,14.604030157370453,,52.09168018944605,8.476287873097561,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,94041.0,25228.63523479233,False,False,False,False,9629.30440873778,False,False,False,False
2024-02-14 17:00:00+00:00,14.17,14.235,14.055,14.075,6456.0,,,,,,,14.750731681732356,,,,,,,,,,,,,,14.421999998350415,14.750731681732356,#000000,,14.586075599514814,,47.38407923200301,4.120599590716893,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,87585.0,26195.40057998935,False,False,False,False,9580.105890772855,False,False,False,False
2024-02-15 17:00:00+00:00,14.285,14.37,14.155,14.165,13835.0,,,,,,,14.692381019875917,,,,,,,,,,,,,,14.415644816182072,14.692381019875917,#000000,,14.55955989804246,,45.1990045621941,2.109795685580238,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101420.0,27361.673439214323,False,False,False,False,9646.073241303508,False,False,False,False
2024-02-16 17:00:00+00:00,14.2,14.265,14.13,14.145,21457.0,,,,,,,14.616518944542964,,,,,,,,,,,,,,14.404138581296243,14.616518944542964,#000000,,14.522518481152154,,43.58720597786903,0.4942786041424796,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79963.0,28177.1978820172,False,False,False,False,9829.188384849189,False,False,False,False
2024-02-19 17:00:00+00:00,14.145,14.145,14.145,14.145,0.0,,,,,,,14.616518944542964,,,,,,,,,,,,,,14.404138581296243,14.616518944542964,#000000,,14.522518481152154,,42.51267358831899,-0.751463289655625,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79963.0,28980.07853500918,False,False,False,False,9676.797867254627,False,False,False,False
2024-02-20 17:00:00+00:00,13.975,14.11,13.915,14.1,44007.0,,,,,,,14.482620017996084,,,,,,,,,,,,,,14.37114323843723,14.482620017996084,#000000,,14.448212180428527,,41.37345199349272,-2.1557713325990377,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35956.0,29088.232356171826,False,False,False,False,10209.049063111142,False,False,False,False
2024-02-21 17:00:00+00:00,13.95,14.0,13.815,13.865,38056.0,,,,,,,14.383821439795112,,,,,,,,,,,,,,14.336275283782394,14.383821439795112,#000000,,14.386227871317418,,38.58276647399309,-5.095874693900008,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2100.0,28604.693870029623,False,False,False,False,10640.78473655128,False,False,False,False
2024-02-22 17:00:00+00:00,13.715,13.845,13.695,13.755,20894.0,,,,,,,14.331660494325211,,,,,,,,,,,,,,14.314268602662409,14.331660494325211,#000000,,14.351212993867422,,35.88789256046324,-7.869742988114005,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22994.0,27804.714120106684,False,False,False,False,10799.749314279168,False,False,False,False
2024-02-23 17:00:00+00:00,13.84,14.24,13.835,14.215,32571.0,,,,,,,14.30436879645048,,,,,,,,,,,,,,14.301941679044297,14.30436879645048,#000000,,14.331092054401537,,40.184320931613385,-7.869742988114005,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9577.0,27522.1139011903,False,False,False,False,11137.288084600421,False,False,False,False
2024-02-26 17:00:00+00:00,14.035,14.07,13.985,14.07,31312.0,,,,,,,14.277984238026963,,,,,,,,,,,,,,14.288499355626884,14.277984238026963,#000000,,14.310881508386558,,41.66156515881705,-7.869742988114005,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21735.0,26758.437716675722,False,False,False,False,11450.074315846927,False,False,False,False
2024-02-27 17:00:00+00:00,13.985,14.055,13.88,13.915,18504.0,,,,,,,14.259608135236036,,,,,,,,,,,,,,14.27847404731494,14.259608135236036,#000000,,14.296644928744266,,41.26261932007118,-7.869742988114005,False,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-40239.0,25719.7177520761,False,False,False,False,11559.437504748525,False,False,False,False
2024-02-28 17:00:00+00:00,13.835,13.855,13.665,13.775,19611.0,,,,,,,14.231884871297995,,,,,,,,,,,,13.764999999999999,,14.262847244961247,13.998442435648997,#000000,,14.147738110837857,,39.831548532991164,-7.869742988114005,False,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59850.0,24393.055461346237,False,False,False,False,11684.267931031492,False,False,False,False
2024-02-29 17:00:00+00:00,14.275,14.6,14.26,14.59,21935.0,,,,,,,14.246719000321848,,,,,,,,,,,,14.144257730387201,,14.270105519236887,14.195488365354525,#000000,,14.249514480870445,,46.46872528855003,-9.670465914354814,False,False,False,True,True,2.9602451685875586,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37915.0,23427.039097604436,False,False,False,False,11843.194009620152,False,False,False,False
2024-03-01 17:00:00+00:00,15.105,15.43,15.09,15.16,35434.0,,,,,,,14.331982895720126,,,,,,,,,,,,14.642492054213216,,14.318405342962484,14.48723747496667,#000000,,14.42027555463596,,53.8638752291651,-2.941988068400711,True,False,True,False,True,9.058506764057444,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2481.0,23025.364072835375,False,False,False,False,12208.94293970356,False,False,False,False
2024-03-04 17:00:00+00:00,15.54,15.565,15.25,15.385,42420.0,,,,,,,14.43273586528105,,,,,,,,,,,,14.911616736460076,,14.380058933033046,14.672176300870563,#000000,,14.544475306554897,,59.72914068865843,2.182315236462898,True,False,True,False,True,11.232774068072423,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39939.0,23287.590986434825,False,False,False,False,12677.331421258543,False,False,False,False
2024-03-05 17:00:00+00:00,15.37,15.555,15.35,15.475,32392.0,,,,,,,14.501762975762997,,,,,,,,,,,,15.02864023356523,,14.425105034532194,14.765201604664114,#000000,,14.614062379003421,,64.00764318986296,5.860624726671773,True,False,True,False,True,12.079571909052138,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,72331.0,24047.953916877697,False,False,False,False,12982.985197673139,False,False,False,False
2024-03-06 17:00:00+00:00,15.97,16.085,15.9,16.035,17935.0,,,,,,,14.555744518934228,,,,,,,,,,,,15.131987986590229,,14.460806896537257,14.84386625276223,#000000,,14.67185824204743,,68.80996199164952,10.124468859770104,True,False,True,False,True,16.972153877414396,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90266.0,25074.590290259435,False,False,False,False,13059.760620965028,False,False,False,False
2024-03-07 17:00:00+00:00,16.07,16.09,15.835,15.895,17112.0,,,,,,,14.601552109238726,,,,,,,,,,,,15.205991281263545,,14.491993961848177,14.903771695251136,#000000,,14.717874858965772,,70.53268435437532,11.67771492353804,True,False,True,False,True,15.183253023372579,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,73154.0,25820.007495061614,False,False,False,False,13122.586037694251,False,False,False,False
2024-03-08 17:00:00+00:00,16.045,16.21,16.005,16.185,14133.0,,,,,,,14.642303379458212,,,,,,,,,,,,15.27120496885138,,14.520086059138157,14.956754174154796,#000000,,14.758852564554074,,72.69156635694657,13.866442671752615,True,False,True,False,True,17.545356584045543,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,87287.0,26772.984123045157,False,False,False,False,13138.251370443177,False,False,False,False
2024-03-11 17:00:00+00:00,16.175,16.205,16.025,16.095,25011.0,,,,,,,14.708221357303374,,,,,,,,,,,,15.36385537850192,,14.566777965061084,15.036038367902648,#000000,,14.822494480401962,,73.12763289880311,14.63100878404299,True,False,True,False,True,16.402341659041653,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,62276.0,27323.418477726627,False,False,False,False,13322.32499260685,False,False,False,False
2024-03-12 17:00:00+00:00,16.025,16.12,15.97,16.055,12235.0,,,,,,,14.73706340243513,,,,,,,,,,,,15.39901052117528,,14.587782500343762,15.068036961805205,#000000,,14.849249362336877,,72.94559014916089,14.98086644910461,True,False,True,False,True,15.893221643441226,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50041.0,27675.62904396342,False,False,False,False,13305.467240783488,False,False,False,False
2024-03-13 17:00:00+00:00,16.115,16.305,16.105,16.175,20248.0,,,,,,,14.787205487603607,,,,,,,,,,,,15.461367639586378,,14.624627290609011,15.124286563594993,#000000,,15.156004246060107,,73.3794944133248,16.030385500264842,True,False,True,False,True,16.884173255496318,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,70289.0,28336.30146188647,False,False,False,False,13413.103407593046,False,False,False,False
2024-03-14 17:00:00+00:00,15.81,15.95,15.795,15.865,5496.0,,,,,,,14.797220210278082,,,,,,,,,,,,15.469875847028485,,14.632328720060608,15.133548028653284,#000000,,15.148959549578162,,69.95465877448582,16.030385500264842,True,False,True,False,False,12.995255242188378,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64793.0,28901.521594260324,False,False,False,False,13290.357618328037,False,False,False,False
2024-03-15 17:00:00+00:00,15.87,15.99,15.855,15.96,7221.0,,,,,,,14.81088037797545,,,,,,,,,,,,15.482261068478971,,14.64282760261514,15.14657072322721,#000000,,15.150085865956655,,68.27642483104708,16.030385500264842,True,False,True,False,False,13.805168769138131,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,72014.0,29569.93211217877,False,False,False,False,13196.25905060202,False,False,False,False
2024-03-18 17:00:00+00:00,15.935,15.945,15.79,15.825,7938.0,,,,,,,14.824459561614823,,,,,,,,,,,,15.492814096156623,,14.653458209010813,15.158636828885722,#000000,,15.150271604398005,,65.5798337422496,22.039501296054283,True,False,True,False,False,12.154396681934273,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64076.0,30104.909908889178,False,False,False,False,13114.735654468655,False,False,False,False
2024-03-19 17:00:00+00:00,15.62,15.675,15.45,15.485,4355.0,,,,,,,14.829513243599791,,,,,,,,,,,,15.493487796732937,,14.657693117784229,15.161500520166364,#000000,,15.208975338656332,,60.34725842031678,16.93705018850116,True,False,True,False,False,8.180736652236384,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59721.0,30564.07409634826,False,False,False,False,12978.925799360615,False,False,False,False
2024-03-20 17:00:00+00:00,15.53,16.005,15.46,15.99,16539.0,,,,,,,14.855460510797812,,,,,,,,,,,,15.511395635773766,,14.678450009894103,15.18342807328579,#000000,,15.252739193149068,,60.5750466256238,16.93705018850116,True,False,True,False,False,12.499610477234143,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,76260.0,31272.538063846736,False,False,False,False,13034.120748207737,False,False,False,False
