date,Open,High,Low,Close,Volume,aVWAP_peak_423,aVWAP_peak_390,aVWAP_peak_369,aVWAP_peak_289,aVWAP_peak_251,aVWAP_peak_216,aVWAP_peak_177,aVWAP_peak_156,aVWAP_peak_105,aVWAP_peak_79,aVWAP_valley_432,aVWAP_valley_417,aVWAP_valley_363,aVWAP_valley_344,aVWAP_valley_322,aVWAP_valley_265,aVWAP_valley_193,aVWAP_valley_167,aVWAP_valley_131,aVWAP_valley_88,aVWAP_valley_25,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,13.875,13.895,13.72,13.735,402577.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,402577.0,False,False,False,False
2023-12-15 17:00:00+00:00,13.665,13.905,13.61,13.78,631206.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,631206.0,9786.139534883721,False,False,False,False,406121.63565891475,False,False,False,False
2023-12-18 17:00:00+00:00,13.955,13.965,13.82,13.855,162291.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,793497.0,21936.695511087073,False,False,False,False,402341.3157262184,False,False,False,False
2023-12-19 17:00:00+00:00,13.915,13.935,13.835,13.865,133263.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,926760.0,35964.963797736884,False,False,False,False,398169.55889325374,False,False,False,False
2023-12-20 17:00:00+00:00,13.815,13.845,13.705,13.745,129378.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.79775280898875,33.61797752808987,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,797382.0,47769.87908769445,False,False,False,False,394002.24790266063,False,False,False,False
2023-12-21 17:00:00+00:00,13.755,13.8,13.67,13.8,259518.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.6620396864806,27.387970549293215,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1056900.0,63415.307318892985,False,False,False,False,391917.22080339456,False,False,False,False
2023-12-22 17:00:00+00:00,13.835,13.85,13.74,13.765,58217.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.63822057715186,21.237148048360197,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,998683.0,77915.58162402642,False,False,False,False,386743.57396923343,False,False,False,False
2023-12-25 17:00:00+00:00,13.765,13.765,13.765,13.765,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.289007837599364,17.39761731328788,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,998683.0,92191.04547481671,False,False,False,False,380747.54956660967,False,False,False,False
2023-12-26 17:00:00+00:00,13.805,13.845,13.775,13.785,103155.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.226681951552386,16.223376119685383,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1101838.0,107844.4866302459,False,False,False,False,376443.7891082126,False,False,False,False
2023-12-27 17:00:00+00:00,13.735,13.79,13.71,13.785,86481.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.85179802752107,15.234487024496332,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1101838.0,123255.2387755134,False,False,False,False,371948.2419902558,False,False,False,False
2023-12-28 17:00:00+00:00,13.805,13.805,13.765,13.765,98481.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.10035406277834,12.669916586807922,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1003357.0,136900.22732162947,False,False,False,False,367708.4397888565,False,False,False,False
2023-12-29 17:00:00+00:00,13.705,13.8,13.68,13.795,115140.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.77680249503104,12.669916586807922,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1118497.0,152118.781936798,False,False,False,False,363792.6500246881,False,False,False,False
2024-01-01 17:00:00+00:00,13.795,13.795,13.795,13.795,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.22776811653284,12.669916586807922,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1118497.0,167101.38996878563,False,False,False,False,358152.4539002743,False,False,False,False
2024-01-02 17:00:00+00:00,13.755,13.86,13.735,13.86,233252.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.72013025291247,12.669916586807922,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,1351749.0,185468.01958167268,False,False,False,False,356216.0127545336,False,False,False,False
2024-01-03 17:00:00+00:00,13.945,14.085,13.93,14.015,209662.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.009999999999998,,67.24972234269636,8.98975722654636,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,1561411.0,206800.46889048396,False,False,False,False,353943.8575180292,False,False,False,False
2024-01-04 17:00:00+00:00,14.025,14.03,13.845,13.865,172448.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,13.966373888845272,,63.45595022533223,8.98975722654636,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,1388963.0,225128.57014799584,False,False,False,False,351129.96825418377,False,False,False,False
2024-01-05 17:00:00+00:00,13.935,13.97,13.89,13.935,166024.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,13.95586143777495,,63.04965468229195,8.98975722654636,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1554987.0,245746.5303007401,False,False,False,False,348260.1082812507,False,False,False,False
2024-01-08 17:00:00+00:00,13.915,13.99,13.905,13.97,144377.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,13.95568184235822,,63.723872857692555,8.98975722654636,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1699364.0,268283.2352573178,False,False,False,False,345099.1298582856,False,False,False,False
2024-01-09 17:00:00+00:00,13.945,14.01,13.905,14.0,245733.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,13.959868385338286,,64.9593524807002,8.98975722654636,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1945097.0,294280.3478889873,False,False,False,False,343558.5697054439,False,False,False,False
