date,Close,High,Low,Open,Volume,aVWAP_peak_178,aVWAP_peak_173,aVWAP_peak_147,aVWAP_peak_134,aVWAP_peak_119,aVWAP_peak_104,aVWAP_peak_90,aVWAP_peak_89,aVWAP_peak_81,aVWAP_peak_69,aVWAP_peak_65,aVWAP_peak_57,aVWAP_peak_46,aVWAP_peak_41,aVWAP_peak_33,aVWAP_peak_10,aVWAP_peak_6,aVWAP_valley_183,aVWAP_valley_165,aVWAP_valley_161,aVWAP_valley_155,aVWAP_valley_150,aVWAP_valley_138,aVWAP_valley_122,aVWAP_valley_111,aVWAP_valley_92,aVWAP_valley_88,aVWAP_valley_85,aVWAP_valley_76,aVWAP_valley_62,aVWAP_valley_52,aVWAP_valley_42,aVWAP_valley_31,aVWAP_valley_30,aVWAP_valley_19,aVWAP_valley_13,aVWAP_valley_4,aVWAP_OB_bull_165,aVWAP_OB_bull_111,aVWAP_OB_bull_52,aVWAP_OB_bear_94,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,2.6194762471,3.2268910291,2.4391499837,2.9042019262,86040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,86040.0,False,False,False,False
2022-01-07 00:00:00+00:00,2.7523482307,2.9326744941,2.4011865599,2.8614930743,67068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,67068,4968.0,False,False,False,False,84634.66666666667,False,False,False,False
2022-01-14 00:00:00+00:00,2.7998025105,2.8092933665,2.7048939508,2.7618390866,31569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,98637,11906.444444444445,False,False,False,False,80703.87654320987,False,False,False,False
2022-01-21 00:00:00+00:00,2.8757293583,2.9991104858,2.5150768315,2.8472567904,74458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,173095,23846.337448559672,False,False,False,False,80241.21902149061,False,False,False,False
2022-01-28 00:00:00+00:00,2.6194762471,2.9136927821,2.4011865599,2.4011865599,191826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.644785196366667,,,,,2.644785196366667,#000000,,2.644785196366667,,84.63434807063499,35.47465716052213,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18731,20692.460600518214,False,False,False,False,88506.75835323204,False,False,False,False
2022-02-04 00:00:00+00:00,2.5910036792,2.7808207986,2.5815128233,2.657439671,32950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6457127085126846,,,,,2.6457127085126846,#000000,,2.6457127085126846,,72.8642752788223,24.97849204192707,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-51681,15331.463518998346,False,False,False,False,84391.4429196593,False,False,False,False
2022-02-11 00:00:00+00:00,2.7808207986,3.0845281896,2.6289671031,2.657439671,72790,,,,,,,,,,,,,,,,,2.8314386971,,,,,,,,,,,,,,,,,,,,2.6911446285212564,,,,,2.761291662810628,#000000,,2.761291662810628,,69.31483181080125,22.565459688947143,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21109,15759.429184257728,False,False,False,False,83532.07677746231,False,False,False,False
2022-02-18 00:00:00+00:00,2.8377659344,2.8567476463,2.7048939508,2.7903116546,103452,,,,,,,,,,,,,,,,,2.812868624267513,,,,,,,,,,,,,,,,,,,,2.7191754780254307,,,,,2.766022051146472,#000000,,2.766022051146472,,67.77535536144146,21.929447057269044,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,124561,23818.804800238635,False,False,False,False,85007.62664579843,False,False,False,False
2022-02-25 00:00:00+00:00,2.8187842225,2.94216535,2.6375088735,2.8377659344,95703,,,,,,,,,,,,,,,,,2.808159057765361,,,,,,,,,,,,,,,,,,,,2.7346488969313723,,,,,2.7714039773483665,#000000,,2.7714039773483665,,66.11852372299849,20.99003020171868,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28858,24192.07851873948,False,False,False,False,85799.87652388743,False,False,False,False
2022-03-04 00:00:00+00:00,2.83871502,2.8567476463,2.7333665187,2.7903116546,70281,,,,,,,,,,,,,,,,,2.808456973698655,,,,,,,,,,,,,,,,,,,,2.7439404376874212,,,,,2.776198705693038,#000000,,2.776198705693038,,65.29555450956606,20.68522052156797,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,99139,29743.702332166184,False,False,False,False,84650.33011471058,False,False,False,False
