date,Open,High,Low,Close,Volume,aVWAP_peak_865,aVWAP_peak_842,aVWAP_peak_781,aVWAP_peak_780,aVWAP_peak_728,aVWAP_peak_685,aVWAP_peak_657,aVWAP_peak_595,aVWAP_peak_594,aVWAP_peak_561,aVWAP_peak_510,aVWAP_peak_485,aVWAP_peak_465,aVWAP_peak_449,aVWAP_peak_374,aVWAP_peak_318,aVWAP_peak_275,aVWAP_peak_262,aVWAP_peak_228,aVWAP_peak_174,aVWAP_peak_114,aVWAP_peak_84,aVWAP_peak_42,aVWAP_peak_14,aVWAP_valley_856,aVWAP_valley_812,aVWAP_valley_764,aVWAP_valley_763,aVWAP_valley_760,aVWAP_valley_721,aVWAP_valley_707,aVWAP_valley_679,aVWAP_valley_612,aVWAP_valley_593,aVWAP_valley_578,aVWAP_valley_540,aVWAP_valley_516,aVWAP_valley_491,aVWAP_valley_474,aVWAP_valley_410,aVWAP_valley_383,aVWAP_valley_339,aVWAP_valley_311,aVWAP_valley_283,aVWAP_valley_248,aVWAP_valley_222,aVWAP_valley_180,aVWAP_valley_161,aVWAP_valley_139,aVWAP_valley_100,aVWAP_valley_99,aVWAP_valley_67,aVWAP_valley_35,aVWAP_OB_bull_812,aVWAP_OB_bull_764,aVWAP_OB_bull_540,aVWAP_OB_bull_339,aVWAP_OB_bull_139,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-10 20:00:00+00:00,9.155,9.23,9.1,9.215,6892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.04563553975937,6.7841289841684755,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19797.0,709.2977388633387,False,False,False,False,2130.957285153727,False,False,False,False
2025-02-11 15:00:00+00:00,9.27,9.575,9.225,9.525,19932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.437258136268,12.154633951400264,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39729.0,1314.254363067008,False,False,False,False,2406.942443523437,False,False,False,False
2025-02-11 16:00:00+00:00,9.52,9.625,9.48,9.515,11767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.23502027105562,15.890409557366652,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,27962.0,1727.3977062752715,False,False,False,False,2552.059614941678,False,False,False,False
2025-02-11 17:00:00+00:00,9.5,9.67,9.36,9.375,6164.0,,,,,,,,,,,,,,,,,,,,,,,,9.468333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.468333333333334,#000000,,9.468333333333334,,80.65163497565482,15.890409557366652,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21798.0,2038.5698348601509,False,False,False,False,2608.0586906790163,False,False,False,False
2025-02-11 18:00:00+00:00,9.375,9.58,9.37,9.46,20190.0,,,,,,,,,,,,,,,,,,,,,,,,9.469610179352914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.469610179352914,#000000,,9.469610179352914,,78.71458914971691,15.890409557366652,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41988.0,2657.9408451723966,False,False,False,False,2880.64692803283,False,False,False,False
2025-02-11 19:00:00+00:00,9.465,9.48,9.3,9.34,2576.0,,,,,,,,,,,,,,,,,,,,,,,,9.461037446710451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.461037446710451,#000000,,9.461037446710451,,73.49483673799935,15.890409557366652,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39412.0,3227.7712196658476,False,False,False,False,2875.9237198462747,False,False,False,False
2025-02-11 20:00:00+00:00,9.34,9.49,9.33,9.345,8593.0,,,,,,,,,,,,,,,,,,,,,,,,9.444387753289096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.444387753289096,#000000,,9.444387753289096,,70.1052371825186,15.890409557366652,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48005.0,3921.9918209113384,False,False,False,False,2964.5605613990456,False,False,False,False
2025-02-12 15:00:00+00:00,9.18,9.43,9.095,9.35,12259.0,,,,,,,,,,,,,,,,,,,,,,,,9.40677962583531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.40677962583531,#000000,,9.40677962583531,,67.94545123124634,15.890409557366652,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,60264.0,4795.511327563876,False,False,False,False,3108.6603976564247,False,False,False,False
2025-02-12 16:00:00+00:00,9.35,9.35,9.175,9.19,3222.0,,,,,,,,,,,,,,,,,,,,,,,,9.396540135335698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.396540135335698,#000000,,9.396540135335698,,61.68274966477895,24.390007875290266,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57042.0,5605.534407756684,False,False,False,False,3110.4176007935343,False,False,False,False
2025-02-12 17:00:00+00:00,9.19,9.5,9.17,9.5,7572.0,,,,,,,,,,,,,,,,,,,,,,,,9.395722618418736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.395722618418736,#000000,,9.395722618418736,,63.12402334199099,24.390007875290266,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64614.0,6520.394339419371,False,False,False,False,3179.5894209362705,False,False,False,False
2025-02-12 18:00:00+00:00,9.47,9.5,9.36,9.375,6084.0,,,,,,,,,,,,,,,,,,,,,,,,9.397177817781778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.397177817781778,#000000,,9.397177817781778,,61.20949336361484,22.478502396718255,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,58530.0,7326.74481477721,False,False,False,False,3224.6190423171033,False,False,False,False
2025-02-12 19:00:00+00:00,9.375,9.495,9.37,9.45,5705.0,,,,,,,,,,,,,,,,,,,,,,,,9.400422372693981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.400422372693981,#000000,,9.400422372693981,,61.08475369142609,21.443561595613204,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64235.0,8209.043344780664,False,False,False,False,3263.074561040869,False,False,False,False
2025-02-12 20:00:00+00:00,9.455,9.54,9.4,9.52,6904.0,,,,,,,,,,,,,,,,,,,,,,,,9.407933891769375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.407933891769375,#000000,,9.407933891769375,,62.02560867819991,21.443561595613204,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,71139.0,9184.701587497244,False,False,False,False,3319.52301745884,False,False,False,False
2025-02-13 15:00:00+00:00,9.47,9.495,9.35,9.435,4976.0,,,,,,,,,,,,,,,,,,,,,,,,9.409040358478247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.409040358478247,#000000,,9.409040358478247,,60.59113639955484,19.234566351444542,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,66163.0,10068.086059008914,False,False,False,False,3345.204831141649,False,False,False,False
2025-02-13 16:00:00+00:00,9.435,9.56,9.42,9.515,4459.0,,,,,,,,,,,,,,,,,,,,,,,,9.413528965247716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.413528965247716,#000000,,9.413528965247716,,60.94473835122487,18.757738556333408,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,70622.0,11006.90643018707,False,False,False,False,3362.4729732944916,False,False,False,False
2025-02-13 17:00:00+00:00,9.515,9.53,9.395,9.405,2691.0,,,,,,,,,,,,,,,,,,,,,,,,9.414406513850137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.414406513850137,#000000,,9.414406513850137,,58.59708537314326,15.800855829915676,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,67931.0,11889.450516540759,False,False,False,False,3352.062539600003,False,False,False,False
2025-02-13 18:00:00+00:00,9.405,9.42,9.355,9.42,2344.0,,,,,,,,,,,,,,,,,,,,,,,,9.414004594316845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.414004594316845,#000000,,9.414004594316845,,57.32270848173488,13.975858770442116,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,70275.0,12794.65283411377,False,False,False,False,3336.4336630170574,False,False,False,False
2025-02-13 19:00:00+00:00,9.42,9.5,9.415,9.435,6251.0,,,,,,,,,,,,,,,,,,,,,,,,9.416254892155882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.416254892155882,#000000,,9.416254892155882,,56.7873140421691,12.875480855722913,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,76526.0,13782.735735910455,False,False,False,False,3381.6207380090405,False,False,False,False
2025-02-13 20:00:00+00:00,9.435,9.55,9.41,9.5,13082.0,,,,,,,,,,,,,,,,,,,,,,,,9.424401266449696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.424401266449696,#000000,,9.424401266449696,,57.79181586393139,12.875480855722913,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,89608.0,14958.32122837696,False,False,False,False,3532.0142149391327,False,False,False,False
2025-02-14 15:00:00+00:00,9.53,9.62,9.515,9.6,957.0,,,,,,,,,,,,,,,,,,,,,,,,9.42569315700392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.42569315700392,#000000,,9.42569315700392,,60.30603620231895,12.875480855722913,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,90565.0,16130.517798479643,False,False,False,False,3492.0915139323242,False,False,False,False
2025-02-14 16:00:00+00:00,9.6,9.71,9.52,9.57,3852.0,,,,,,,,,,,,,,,,,,,,,,,,9.431388985502329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.431388985502329,#000000,,9.515694492751166,,61.01531365385692,12.875480855722913,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,86713.0,17224.819848115618,False,False,False,False,3497.671490460505,False,False,False,False
2025-02-14 17:00:00+00:00,9.57,9.59,9.5,9.53,1678.0,,,,,,,,,,,,,,,,,,,,,,,,9.432913331493237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.432913331493237,#000000,,9.50735359160557,,60.18878100997514,12.875480855722913,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,85035.0,18276.140470625454,False,False,False,False,3469.459529368094,False,False,False,False
2025-02-14 18:00:00+00:00,9.525,9.56,9.51,9.53,1674.0,,,,,,,,,,,,,,,,,,,,,,,,9.434299943084804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.434299943084804,#000000,,9.50241649014318,,59.63775924738728,12.875480855722913,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,85035.0,19311.161548600252,False,False,False,False,3441.622947517426,False,False,False,False
2025-02-14 19:00:00+00:00,9.53,9.565,9.47,9.51,11572.0,,,,,,,,,,,,,,,,,,,,,,,,9.441331764617297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.441331764617297,#000000,,9.48881937613055,,58.52878630489849,12.5444411379845,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,73463.0,20150.724935443657,False,False,False,False,3567.6753049202566,False,False,False,False
2025-02-14 20:00:00+00:00,9.51,9.52,9.075,9.2,21031.0,,,,,,,,,,,,,,,,,,,,,,,,9.417225356873555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265,,,,,,9.341112678436778,#000000,,9.358398102352732,,50.30768819403175,4.806961686375153,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52432.0,20651.209820165463,False,False,False,False,3838.424524999012,False,False,False,False
2025-02-17 15:00:00+00:00,9.2,9.2,9.2,9.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,9.417225356873555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265,,,,,,9.341112678436778,#000000,,9.358398102352732,,44.826956120120585,0.003847822086100905,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52432.0,21143.935249310183,False,False,False,False,3778.9140672470894,False,False,False,False
2025-02-17 16:00:00+00:00,9.2,9.2,9.2,9.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,9.417225356873555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265,,,,,,9.341112678436778,#000000,,9.358398102352732,,41.173134737513145,-3.0579914361810623,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52432.0,21629.021524514676,False,False,False,False,3720.3262522510104,False,False,False,False
2025-02-17 17:00:00+00:00,9.2,9.2,9.2,9.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,9.417225356873555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265,,,,,,9.341112678436778,#000000,,9.358398102352732,,38.73725381577485,-5.102170659219986,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52432.0,22106.587082274138,False,False,False,False,3662.6467754719247,False,False,False,False
2025-02-17 18:00:00+00:00,9.2,9.2,9.2,9.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,9.417225356873555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265,,,,,,9.341112678436778,#000000,,9.358398102352732,,37.11333320128266,-6.559433146095564,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52432.0,22576.748522859034,False,False,False,False,3605.8615541467784,False,False,False,False
2025-02-17 19:00:00+00:00,9.2,9.2,9.2,9.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,9.417225356873555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265,,,,,,9.341112678436778,#000000,,9.358398102352732,,36.03071945828786,-7.680213659221117,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52432.0,23039.6206387837,False,False,False,False,3549.956723849929,False,False,False,False
2025-02-17 20:00:00+00:00,9.2,9.2,9.2,9.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,9.417225356873555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265,,,,,,9.341112678436778,#000000,,9.358398102352732,,35.308976962958,-8.605771313201323,False,True,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52432.0,23495.316442833566,False,False,False,False,3494.9186351080693,False,False,False,False
2025-02-18 15:00:00+00:00,9.72,10.11,9.695,10.0,8519.0,,,,,,,,,,,,,,,,,,,,,,,9.935,9.444393735949001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.458154991539763,,,,,,9.612516242496255,#000000,,9.581516987773776,,50.284260789976,-6.924667546076627,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,60951.0,24076.024715037696,False,False,False,False,3572.811369447479,False,False,False,False
2025-02-18 16:00:00+00:00,10.0,10.05,9.94,9.955,2012.0,,,,,,,,,,,,,,,,,,,,,,,9.94391589909157,9.450970440132956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49152757535433,,,,,,9.628804638192952,#000000,,9.598661036222158,,59.131555091411215,0.6071014268415169,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,58939.0,24616.535959765795,False,False,False,False,3548.6127435645726,False,False,False,False
2025-02-18 17:00:00+00:00,9.955,9.965,9.82,9.855,1354.0,,,,,,,,,,,,,,,,,,,,,,,9.936634272893002,9.45447576549341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.507507392554785,,,,,,9.632872476980399,#000000,,9.604146413243566,,62.57100192910949,3.2016455171018308,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57585.0,25127.67493713377,False,False,False,False,3514.5877397883773,False,False,False,False
2025-02-18 18:00:00+00:00,9.855,9.89,9.805,9.83,1070.0,,,,,,,,,,,,,,,,,,,,,,,9.928790557056477,9.456959678080153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.51802791345456,,,,,,9.634592716197064,#000000,,9.60707772327923,,64.25527467740959,4.551527488691924,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,56515.0,25614.300131906886,False,False,False,False,3476.687154675379,False,False,False,False
2025-02-18 19:00:00+00:00,9.83,9.84,9.71,9.715,1074.0,,,,,,,,,,,,,,,,,,,,,,,9.91548589825837,9.458866539580418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.525287126830195,,,,,,9.633213188222994,#000000,,9.607192502554918,,62.678324292791814,4.551527488691924,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,55441.0,26076.72958722616,False,False,False,False,3439.4361910370008,False,False,False,False
2025-02-18 20:00:00+00:00,9.715,9.85,9.705,9.79,5864.0,,,,,,,,,,,,,,,,,,,,,,,9.876039058965464,9.469762244645397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.562023751343954,,,,,,9.635941684984937,#000000,,9.615440183336693,,62.7168607034842,4.551527488691924,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,61305.0,26622.904322307924,False,False,False,False,3477.02632761007,False,False,False,False
2025-02-19 15:00:00+00:00,9.715,9.735,9.595,9.625,2035.0,,,,,,,,,,,,,,,,,,,,,,,9.85521646600997,9.471868338605555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.566270203372207,,,,,,9.63111833599591,#000000,,9.612628059791,,59.25510524129204,4.551527488691924,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59270.0,27129.060844442687,False,False,False,False,3454.669330282782,False,False,False,False
2025-02-19 16:00:00+00:00,9.625,9.825,9.625,9.815,1906.0,,,,,,,,,,,,,,,,,,,,,,,9.847202176162904,9.47490570533386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.574288012184702,,,,,,9.632131964560488,#000000,,9.614869591680083,,59.768027323350594,4.551527488691924,False,False,True,False,False,16.33120775252428,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,61176.0,27656.920366234273,False,False,False,False,3430.6589530690953,False,False,False,False
2025-02-19 17:00:00+00:00,9.815,9.935,9.775,9.895,2247.0,,,,,,,,,,,,,,,,,,,,,,,9.849022724077551,9.479819259251025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.588312461085641,,,,,,9.639051481471405,#000000,,9.622661746828825,,61.12368321164064,4.551527488691924,False,False,True,False,False,17.864154019802697,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,63423.0,28211.433228773276,False,False,False,False,3412.3076514711247,False,False,False,False
2025-02-19 18:00:00+00:00,9.895,9.93,9.855,9.89,2002.0,,,,,,,,,,,,,,,,,,,,,,,9.852062754454057,9.484351597872314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.600677878676821,,,,,,9.645697410334398,#000000,,9.62999184304073,,61.912031956965755,4.551527488691924,False,False,True,False,False,17.70966460222721,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,61421.0,28726.31023297834,False,False,False,False,3390.4424165645955,False,False,False,False
