date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_57,aVWAP_BoS_CHoCH_bull_124,aVWAP_BoS_CHoCH_bear_19,aVWAP_BoS_CHoCH_bear_41,aVWAP_BoS_CHoCH_bear_62,aVWAP_BoS_CHoCH_bear_95,aVWAP_BoS_CHoCH_bear_116,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,9.35,9.67,9.17,9.43,38800408,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,8.86,9.49,8.47,9.32,38304735,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,9.04,9.35,8.51,8.82,30513063,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,8.069336521219356,-70.17334130304839,False,False,False,True,True,
2022-01-21 00:00:00+00:00,8.54,9.32,8.52,8.94,34796318,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,10.147996261372707,-67.76706642643049,False,False,False,True,True,
2022-01-28 00:00:00+00:00,7.88,8.3791,7.44,8.23,53888995,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,9.912294521213843,-67.3286549121517,False,False,False,True,True,
2022-02-04 00:00:00+00:00,7.37,8.35,7.13,7.52,64048909,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,9.09072664130245,-67.25339449017058,False,False,False,True,True,
2022-02-11 00:00:00+00:00,7.04,7.587,6.985,7.41,37680919,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,8.211754047812345,-67.08217483605145,False,False,False,True,True,
2022-02-18 00:00:00+00:00,6.65,7.215,6.64,6.98,30776152,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,7.316883156726465,-66.8267129006074,False,False,False,True,True,
2022-02-25 00:00:00+00:00,6.72,6.72,5.8,6.47,33646398,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.413333333333333,,0,,,0.0,0.0,0.0,0.0,7.464637650358396,-65.42907147213815,False,False,False,True,True,
2022-03-04 00:00:00+00:00,6.48,7.0,6.45,6.68,27994136,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.5177881597629685,,0,,,0.0,0.0,0.0,0.0,7.354570948993221,-64.2304985567104,False,False,False,True,True,
2022-03-11 00:00:00+00:00,6.24,6.77,6.2,6.51,31179246,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.479341449491335,,0,,,0.0,0.0,0.0,0.0,7.08672693856189,-63.17379636882849,False,False,False,True,True,
2022-03-18 00:00:00+00:00,7.03,7.12,5.88,6.24,33913602,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.532145286761674,,0,,,0.0,0.0,0.0,0.0,13.528664036322596,-55.75347634634002,False,False,False,True,True,
2022-03-25 00:00:00+00:00,7.39,7.8599,7.08,7.28,45658833,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.773468602254265,,0,,,0.0,0.0,0.0,0.0,20.3021505553179,-48.30005700112848,False,False,False,True,True,
2022-04-01 00:00:00+00:00,6.75,7.97,6.52,7.35,76959557,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.974037996600975,,0,,,0.0,0.0,0.0,0.0,23.324650801560132,-44.63161667396133,False,False,False,True,True,
2022-04-08 00:00:00+00:00,6.8,7.18,6.6,6.8,36803833,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.937932319853195,,0,,,0.0,0.0,0.0,0.0,25.761726720371513,-41.552703790696796,False,False,False,True,True,
2022-04-15 00:00:00+00:00,6.68,7.03,6.5996,6.73,20012372,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.916882760090032,,0,,,0.0,0.0,0.0,0.0,27.184390774319205,-39.445897274554476,False,False,False,True,True,
2022-04-22 00:00:00+00:00,6.06,6.74,5.905,6.64,28544952,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.825305325246763,,0,,,0.0,0.0,0.0,0.0,26.776689500283354,-39.09224988863275,False,False,False,True,True,
2022-04-29 00:00:00+00:00,5.72,6.095,5.57,5.97,30046025,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.701745024124825,,0,,,0.0,0.0,0.0,0.0,25.845449885996878,-39.09224988863275,False,False,False,True,True,
2022-05-06 00:00:00+00:00,5.61,6.13,5.545,5.69,31895786,,,,,,,,,"rgba(239, 83, 80, 0.5)",,6.597782754991451,,0,,,0.0,0.0,0.0,0.0,24.983643993220237,-39.09224988863275,False,False,False,True,True,
2022-05-13 00:00:00+00:00,5.83,5.87,4.7008,5.51,63089295,,,,,,,,5.4669333333333325,"rgba(239, 83, 80, 0.5)",,6.0876829231393,,0,,,-1.0,0.0,4.7008,39.0,25.66914811049626,-37.84648116940967,False,False,False,True,True,
2022-05-20 00:00:00+00:00,5.89,6.25,5.68,5.77,61148798,,,,,,,,5.6997722102189705,"rgba(239, 83, 80, 0.5)",,6.122257878145973,,0,,,0.0,0.0,0.0,0.0,26.51048105380513,-36.23696612608019,False,False,False,True,True,
2022-05-27 00:00:00+00:00,6.57,6.7696,5.62,5.91,57675860,,,,,,,,5.896373298079743,"rgba(239, 83, 80, 0.5)",,6.220909356967535,,0,,,0.0,0.0,0.0,0.0,30.592937858009662,-31.5904503958416,False,False,False,True,True,
2022-06-03 00:00:00+00:00,5.83,6.51,5.635,6.5,49256875,,,,,,,,5.916677994764115,"rgba(239, 83, 80, 0.5)",,6.172805413650927,,0,,,0.0,0.0,0.0,0.0,31.574067006453525,-30.040753690992016,False,False,False,True,True,
2022-06-10 00:00:00+00:00,5.54,6.19,5.49,5.91,50391664,,,,,,,,5.885057667478664,"rgba(239, 83, 80, 0.5)",,6.106570322555032,,0,,,0.0,0.0,0.0,0.0,31.641438508063402,-29.36027545960571,False,False,False,True,True,
2022-06-17 00:00:00+00:00,5.19,5.505,5.0,5.3,41768987,,,,,,,,5.800650543547396,"rgba(239, 83, 80, 0.5)",,5.750762661591136,,0,,,0.0,0.0,0.0,0.0,30.983333473255726,-29.36027545960571,False,False,False,True,True,
2022-06-24 00:00:00+00:00,5.75,5.76,5.13,5.4,39544645,,,,,,,,5.7729724970111285,"rgba(239, 83, 80, 0.5)",,5.7595742309475,,0,,,0.0,0.0,0.0,0.0,32.8864971127186,-26.988081707870798,False,False,False,True,True,
2022-07-01 00:00:00+00:00,5.45,5.995,5.255,5.76,46415533,,,,,,,,5.749576478761859,"rgba(239, 83, 80, 0.5)",,5.75108495626534,,0,,,0.0,0.0,0.0,0.0,33.56607564535215,-25.791863759878282,False,False,False,True,True,
2022-07-08 00:00:00+00:00,5.94,6.11,5.26,5.36,28567556,,,,,,,,5.750908984894801,"rgba(239, 83, 80, 0.5)",,5.763136770823422,,0,,,0.0,0.0,0.0,0.0,35.8935786196458,-23.049876248900382,False,False,False,True,True,
2022-07-15 00:00:00+00:00,5.75,5.94,5.5,5.85,33499712,,,,,,,,5.749422972993811,"rgba(239, 83, 80, 0.5)",,5.768006822795546,,0,,,0.0,0.0,0.0,0.0,37.082549116597576,-21.468846370280747,False,False,False,True,True,
2022-07-22 00:00:00+00:00,5.93,6.251,5.73,5.83,25531643,,,,,,,,5.760773972224672,"rgba(239, 83, 80, 0.5)",,5.786510604024315,,0,,,0.0,0.0,0.0,0.0,38.595783635293856,-19.60458084575374,False,False,False,True,True,
2022-07-29 00:00:00+00:00,6.13,6.17,5.625,5.92,23436370,,,,,,,,5.770423060295858,"rgba(239, 83, 80, 0.5)",,5.80079271283736,,0,,,0.0,0.0,0.0,0.0,40.40294398507804,-17.49936076874286,False,False,False,True,True,
2022-08-05 00:00:00+00:00,6.75,6.77,6.0,6.08,27235290,,,,,,,,5.807043205194083,"rgba(239, 83, 80, 0.5)",,5.84816541397805,,0,,,0.0,0.0,0.0,0.0,43.704947347545605,-14.026260224723849,False,False,False,True,True,
2022-08-12 00:00:00+00:00,6.78,7.15,6.57,6.84,30800799,,,,,,,,5.86169842082304,#000000,,5.915243537296123,,0,,,0.0,0.0,0.0,0.0,46.15386339022614,-11.459472880185366,False,False,False,False,True,
2022-08-19 00:00:00+00:00,6.37,7.2,6.35,6.69,29150209,,,6.640000000000001,,,,,6.269521769586872,#000000,,6.100109903504365,,0,,,0.0,0.0,0.0,0.0,46.59011499694387,-10.837875188499844,False,False,False,False,True,
2022-08-26 00:00:00+00:00,6.09,6.42,6.02,6.22,18329668,,,6.461129566672354,,,,,6.184152061793999,#000000,,6.063027684253262,,0,,,0.0,0.0,0.0,0.0,46.07841967081086,-10.837875188499844,False,False,False,False,True,
2022-09-02 00:00:00+00:00,5.74,6.26,5.655,6.0,25995306,,,6.257296601992358,,,,,6.081793418819972,"rgba(239, 83, 80, 0.5)",,6.010235808206106,,0,,,0.0,0.0,0.0,0.0,44.75449588919507,-10.837875188499844,False,False,False,True,True,
2022-09-09 00:00:00+00:00,6.02,6.09,5.5,5.73,18886322,,,6.178101180320381,,,,,6.041684776116132,"rgba(239, 83, 80, 0.5)",,5.988811595693868,,0,,,0.0,0.0,0.0,0.0,44.817839860089094,-10.837875188499844,False,False,False,True,True,
2022-09-16 00:00:00+00:00,5.72,6.21,5.66,6.07,31875600,,,6.097340976004445,,,,,6.0003534184325575,"rgba(239, 83, 80, 0.5)",,5.965853971474278,,0,,,0.0,0.0,0.0,0.0,44.03100985182198,-10.837875188499844,False,False,False,True,True,
2022-09-23 00:00:00+00:00,5.07,5.7685,5.0,5.62,26626188,,,5.952998458032245,,,,,5.916792574867243,"rgba(239, 83, 80, 0.5)",,5.907269461853595,,0,,,0.0,0.0,0.0,0.0,41.89852301605441,-10.837875188499844,False,False,False,True,False,
2022-09-30 00:00:00+00:00,4.7,5.225,4.68,5.03,36633664,,,5.7410736440698615,,,,,5.786620423162427,"rgba(239, 83, 80, 0.5)",,5.808115358148363,,0,,,0.0,0.0,0.0,0.0,39.60412807314694,-10.837875188499844,False,False,False,True,False,
2022-10-07 00:00:00+00:00,4.58,5.05,4.55,4.76,29560996,,,5.602922149563748,,,,,5.697002285318588,"rgba(239, 83, 80, 0.5)",,5.735394658447528,,0,,,0.0,0.0,0.0,0.0,37.7232811110668,-6.226772940916433,False,False,False,True,False,
2022-10-14 00:00:00+00:00,3.98,4.57,3.94,4.56,52301896,,,5.323395617199059,,,,,5.0591280852423735,"rgba(239, 83, 80, 0.5)",,5.19244848523669,,0,,,-1.0,0.0,3.94,51.0,35.26517659906076,-8.70870110858165,False,False,False,True,False,
2022-10-21 00:00:00+00:00,4.4,4.545,4.09,4.09,29628372,,,5.226441064231758,,,,,5.0335608482571805,"rgba(239, 83, 80, 0.5)",,5.155886534024203,,0,,,0.0,0.0,0.0,0.0,35.157767102318694,-8.922634795652783,False,False,False,True,False,
2022-10-28 00:00:00+00:00,4.63,4.64,4.29,4.4,19336492,,,5.183528618451939,,,,,5.029688448018881,"rgba(239, 83, 80, 0.5)",,5.144110908012973,,0,,,0.0,0.0,0.0,0.0,35.928988995658116,-8.922634795652783,False,False,False,True,False,
2022-11-04 00:00:00+00:00,4.41,4.79,4.19,4.6,21131694,,,5.138695331845659,,,,,5.016146332019454,"rgba(239, 83, 80, 0.5)",,5.124387530931866,,0,,,0.0,0.0,0.0,0.0,35.99714661007094,-8.922634795652783,False,False,False,True,False,
2022-11-11 00:00:00+00:00,4.97,5.14,4.355,4.41,58931255,,,5.0917990574575915,,,,,5.039815108304392,"rgba(239, 83, 80, 0.5)",,5.127079034223458,,0,,,0.0,0.0,0.0,0.0,38.02476876047877,-8.922634795652783,False,False,False,True,False,
2022-11-18 00:00:00+00:00,4.76,5.015,4.61,4.94,24397181,,,5.074671999935753,,,,,5.040445293075721,"rgba(239, 83, 80, 0.5)",,5.121834576636717,,0,,,0.0,0.0,0.0,0.0,38.95870993987343,-8.922634795652783,False,False,False,True,True,
2022-11-25 00:00:00+00:00,4.84,4.885,4.52,4.72,12341105,,,5.065416335527295,,,,,5.038547794334037,"rgba(239, 83, 80, 0.5)",,5.117457627106125,,0,,,0.0,0.0,0.0,0.0,39.90701982740291,-8.922634795652783,False,False,False,True,True,
2022-12-02 00:00:00+00:00,5.2,5.28,4.645,4.8,34883690,,,5.0636536565965775,5.041666666666667,,,,5.056159110975746,"rgba(239, 83, 80, 0.5)",,5.017548513456334,,0,,,0.0,0.0,0.0,0.0,41.81778339750551,-13.33085314738679,False,False,False,True,True,
2022-12-09 00:00:00+00:00,4.4,5.19,4.345,5.17,24604968,,,5.042827421991525,4.877602272408521,,,,5.043954544519517,"rgba(239, 83, 80, 0.5)",,4.966714908846352,,0,,,0.0,0.0,0.0,0.0,41.17038016904703,-13.33085314738679,False,False,False,True,True,0.0
2022-12-16 00:00:00+00:00,4.22,4.715,4.17,4.38,31042125,,,5.002995857822153,4.702978906283549,,,,5.012289451858684,"rgba(239, 83, 80, 0.5)",,4.897970528720076,,0,,,0.0,0.0,0.0,0.0,40.31065573586844,-13.33085314738679,False,False,False,True,True,0.0
2022-12-23 00:00:00+00:00,3.4,4.23,3.32,4.2,62502861,,,4.859214963681717,4.272915343166849,,,,4.87989386699464,"rgba(239, 83, 80, 0.5)",,4.686087118359359,,0,,,0.0,0.0,0.0,0.0,38.09960927205347,-13.33085314738679,False,False,False,True,False,0.0
2022-12-30 00:00:00+00:00,3.26,3.41,3.17,3.37,31191435,,,4.779683359238757,4.104803300251717,,,,4.424340838240338,"rgba(239, 83, 80, 0.5)",,4.1249975114877815,,0,,,0.0,0.0,0.0,0.0,36.27745680483292,-8.836699944717274,False,False,False,True,False,0.0
2023-01-06 00:00:00+00:00,3.52,3.71,3.27,3.35,37449730,,,4.706717858242867,4.002627864081449,,,,4.404657957815296,"rgba(239, 83, 80, 0.5)",,4.09343111169102,,0,,,0.0,0.0,0.0,0.0,35.938794978561965,-9.23943150894312,False,False,False,True,False,0.0
2023-01-13 00:00:00+00:00,3.81,3.87,3.455,3.56,28243257,,,4.665693506584431,3.969746320113302,,,,4.400191404475215,"rgba(239, 83, 80, 0.5)",,4.089327694863816,,0,,,0.0,0.0,0.0,0.0,36.72985725815268,-9.23943150894312,False,False,False,True,False,0.0
2023-01-20 00:00:00+00:00,4.17,4.3485,3.9,3.96,36769276,,,4.638889131351868,3.9915181913937916,,,,4.428843425228946,"rgba(239, 83, 80, 0.5)",,4.1310138104495175,,0,,,0.0,0.0,0.0,0.0,38.50278374605862,-9.23943150894312,False,False,False,True,False,0.0
