date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_48,aVWAP_BoS_CHoCH_bear_116,aVWAP_BoS_CHoCH_bear_142,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,8.7325,9.35,8.25,8.8975,132783,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,8.445,8.95,8.3925,8.75,67817,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,9.5,10.0,8.375,8.5,106330,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,22.777977689816485,-106.94494422454122,False,False,False,True,True,
2022-01-21 00:00:00+00:00,10.25,11.81,9.09,9.5,213183,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,41.23680052319095,-88.24991760995506,False,False,False,True,True,
2022-01-28 00:00:00+00:00,9.0,10.995,8.5,10.25,127536,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,44.363398032328654,-83.87148241127773,False,False,False,True,True,
2022-02-04 00:00:00+00:00,9.2625,10.355,8.75,9.31,79512,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,47.73222101420739,-78.50603369823537,False,False,False,False,True,
2022-02-11 00:00:00+00:00,10.5,10.935,9.0,9.25,92459,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,53.842530147476246,-70.00999279038808,False,False,False,False,True,
2022-02-18 00:00:00+00:00,10.925,12.25,10.075025,10.5,138081,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,59.07280237831358,-62.08522951135892,False,False,True,False,True,
2022-02-25 00:00:00+00:00,11.875,12.3375,10.675,11.06,157203,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,64.32289817909782,-53.94743436763207,False,False,True,False,True,
2022-03-04 00:00:00+00:00,12.3725,12.725,11.2,12.185,166513,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,68.69453673102828,-46.53725104352722,False,False,True,False,True,
2022-03-11 00:00:00+00:00,14.98,15.7,12.4725,12.6325,402014,,,,14.384166666666667,"rgba(38, 166, 154, 0.5)",,14.384166666666667,,0,,,0.0,0.0,0.0,0.0,73.86275613589888,-38.30603611218703,False,False,True,False,True,
2022-03-18 00:00:00+00:00,14.25,15.1125,12.5,15.1125,182504,,,,14.249907807230343,"rgba(38, 166, 154, 0.5)",,14.249907807230343,,0,,,0.0,0.0,0.0,0.0,75.19017533339736,-33.73471682322213,False,False,True,False,True,
2022-03-25 00:00:00+00:00,13.575,14.75,13.1225,14.0,151216,,,,14.160692131938987,"rgba(38, 166, 154, 0.5)",,14.160692131938987,,0,,,0.0,0.0,0.0,0.0,74.20234044582932,-31.372261483727883,False,False,True,False,True,
2022-04-01 00:00:00+00:00,12.4975,13.6,12.25,13.1075,147742,,,,13.930219700365374,"rgba(38, 166, 154, 0.5)",,13.930219700365374,,0,,,0.0,0.0,0.0,0.0,70.86051250648997,-31.372261483727883,False,False,True,False,True,
2022-04-08 00:00:00+00:00,12.7325,13.0,11.375,12.5,117672,,,,13.746738104655854,"rgba(38, 166, 154, 0.5)",,13.746738104655854,,0,,,0.0,0.0,0.0,0.0,68.7860867973063,-30.34494706715283,False,False,True,False,True,
2022-04-15 00:00:00+00:00,13.5375,13.725,12.3075,13.025,115202,,,,13.689285385407802,"rgba(38, 166, 154, 0.5)",,13.689285385407802,,0,,,0.0,0.0,0.0,0.0,68.31041714110654,-27.634389482543,False,False,True,False,True,
2022-04-22 00:00:00+00:00,11.2725,13.75,11.1375,13.65,112017,,,,13.540099970122935,"rgba(38, 166, 154, 0.5)",,13.540099970122935,,0,,,0.0,0.0,0.0,0.0,63.64070688557766,-27.634389482543,False,False,True,False,True,
