date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_152,aVWAP_BoS_CHoCH_bull_230,aVWAP_BoS_CHoCH_bull_266,aVWAP_BoS_CHoCH_bull_597,aVWAP_BoS_CHoCH_bull_636,aVWAP_BoS_CHoCH_bull_709,aVWAP_BoS_CHoCH_bull_826,aVWAP_BoS_CHoCH_bull_858,aVWAP_BoS_CHoCH_bear_94,aVWAP_BoS_CHoCH_bear_139,aVWAP_BoS_CHoCH_bear_241,aVWAP_BoS_CHoCH_bear_408,aVWAP_BoS_CHoCH_bear_656,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,131.2337234108,132.5547388485,130.6455340553,132.1015437714,287844,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,131.5422817612,132.9693641319,130.4623275348,131.2722932046,459913,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,126.1135832836,132.9982914773,126.1039408352,132.4775992609,658368,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,68.30441680733914,-76.78233277064345,False,False,True,False,True,
2022-01-06 00:00:00+00:00,122.0830398313,125.1396959901,121.948045553,124.387585011,789496,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,46.45813864749303,-76.78233277064345,False,False,False,True,True,
2022-01-07 00:00:00+00:00,122.7580112229,123.0569271248,120.7234545998,122.3241010426,699836,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.309291658671384,-76.78233277064345,False,False,False,True,True,
2022-01-10 00:00:00+00:00,126.8078395721,127.2321073039,121.8998333108,121.8998333108,618625,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,36.09938034020665,-76.78233277064345,False,False,False,True,True,
2022-01-11 00:00:00+00:00,128.1674248036,128.2638492881,125.4868241343,127.405671376,436061,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,39.47505752000161,-76.78233277064345,False,False,False,True,True,
2022-01-12 00:00:00+00:00,128.6784745714,129.5270100351,126.6342754999,129.353445963,386258,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,42.495348936022054,-76.78233277064345,False,False,False,True,True,
2022-01-13 00:00:00+00:00,126.7789122267,129.0430555474,126.7114150875,128.0035031799,244199,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,42.0922107516864,-76.78233277064345,False,False,False,True,True,
2022-01-14 00:00:00+00:00,125.3903996498,127.7045872779,124.0597417637,126.4607114278,302289,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,40.34779535765321,-75.59455315698497,False,False,False,True,True,
2022-01-18 00:00:00+00:00,125.4289694436,127.3863864791,124.3683001141,125.0432715056,491896,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,39.25358463228219,-70.80810794331944,False,False,False,True,True,
2022-01-19 00:00:00+00:00,132.7958000598,133.2007828947,126.1039408352,126.6535603968,765067,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,47.0606425992445,-57.89946894439523,False,False,False,False,True,
2022-01-20 00:00:00+00:00,129.7680712463,133.9818212192,129.2666639269,133.2586375854,588705,,,,,,,,,,,,,,131.00551879746666,#000000,,131.00551879746666,,0,,,0.0,0.0,0.0,0.0,49.01917016642622,-51.034717637181785,False,False,False,False,True,
2022-01-21 00:00:00+00:00,125.94966166,131.0312319934,125.5880698431,130.5876793646,536220,,,,,,,,,,,,,,129.34549456988424,#000000,,129.34549456988424,,0,,,0.0,0.0,0.0,0.0,47.19577981645091,-48.21257159119946,False,False,False,False,True,
2022-01-24 00:00:00+00:00,124.7636405006,125.26504782,120.4823933885,124.0983115575,846477,,,,,,,,,,,,,,125.17042337149213,#000000,,125.17042337149213,,0,,,0.0,0.0,0.0,0.0,45.15091402458542,-45.9404328294262,False,False,False,True,True,
2022-01-25 00:00:00+00:00,125.4964665828,126.5089236701,122.6615867384,123.809038104,525124,,,,,,,,,,,,,,125.2307175514123,#000000,,125.2307175514123,,0,,,0.0,0.0,0.0,0.0,44.52197775179601,-42.48243432786528,False,False,False,True,True,
2022-01-26 00:00:00+00:00,124.9757743665,128.7748990559,124.3779425625,125.2746902684,678720,,,,,,,,,,,,,,125.52211260101092,#000000,,125.52211260101092,,0,,,0.0,0.0,0.0,0.0,43.69335832413539,-39.51405589009707,False,False,False,True,True,
2022-01-27 00:00:00+00:00,123.3269156814,125.650745758,122.7001565322,122.9412177434,555497,,,,,,,,,,,,,,125.2535654993996,#000000,,125.2535654993996,,0,,,0.0,0.0,0.0,0.0,41.880232957870966,-37.919042791051496,False,False,False,True,True,
2022-01-28 00:00:00+00:00,123.7511834133,123.7511834133,121.176649677,122.439810424,590867,,,,,,,,,,,,,,124.8915089645006,#000000,,124.8915089645006,,0,,,0.0,0.0,0.0,0.0,41.18261141917171,-35.48027897515146,False,False,False,True,True,
