date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_96,aVWAP_BoS_CHoCH_bull_196,aVWAP_BoS_CHoCH_bull_377,aVWAP_BoS_CHoCH_bull_451,aVWAP_BoS_CHoCH_bull_623,aVWAP_BoS_CHoCH_bull_786,aVWAP_BoS_CHoCH_bull_815,aVWAP_BoS_CHoCH_bear_57,aVWAP_BoS_CHoCH_bear_122,aVWAP_BoS_CHoCH_bear_349,aVWAP_BoS_CHoCH_bear_678,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-07 15:00:00+00:00,1.09,1.13,1.09,1.13,700.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-07 16:00:00+00:00,1.115,1.115,1.115,1.115,225.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-07 17:00:00+00:00,1.115,1.115,1.105,1.105,500.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-07 18:00:00+00:00,1.105,1.105,1.105,1.105,200.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-07 19:00:00+00:00,1.105,1.105,1.105,1.105,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-07 20:00:00+00:00,1.105,1.105,1.105,1.105,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 15:00:00+00:00,1.125,1.125,1.11,1.12,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,16.910810787590417,-34.78027029116863,False,False,False,True,True,
2025-02-10 16:00:00+00:00,1.12,1.12,1.115,1.115,600.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,25.481694728544177,-28.081123391565665,False,False,False,True,True,
2025-02-10 17:00:00+00:00,1.115,1.115,1.11,1.11,212.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,29.030182757831653,-25.942883146867057,False,False,False,True,True,
2025-02-10 18:00:00+00:00,1.11,1.11,1.11,1.11,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,31.395841444023304,-24.517426275243498,False,False,False,True,True,
2025-02-10 19:00:00+00:00,1.11,1.13,1.11,1.125,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,40.77740585788795,-16.439216755318228,False,False,False,True,True,
2025-02-10 20:00:00+00:00,1.125,1.135,1.125,1.135,629.0,,,,,,,,,,,,1.1316666666666666,"rgba(38, 166, 154, 1.0)",,1.1316666666666666,,0,,,0.0,0.0,0.0,0.0,49.939983186333095,-8.738379387310545,False,False,True,False,True,
2025-02-11 15:00:00+00:00,1.135,1.135,1.135,1.135,700.0,,,,,,,,,,,,1.1342111863556559,"rgba(38, 166, 154, 1.0)",,1.1342111863556559,,0,,,0.0,0.0,0.0,0.0,56.04836807196319,-3.8292120619776924,False,False,True,False,True,
2025-02-11 16:00:00+00:00,1.135,1.135,1.13,1.13,214.0,,,,,,,,,,,,1.1330216955895496,"rgba(239, 83, 80, 1.0)",,1.1330216955895496,,0,,,0.0,0.0,0.0,0.0,57.38834765309881,-2.995626472188235,False,False,True,False,True,
2025-02-11 17:00:00+00:00,1.13,1.13,1.13,1.13,0.0,,,,,,,,,,,,1.1330216955895496,"rgba(239, 83, 80, 1.0)",,1.1330216955895496,,0,,,0.0,0.0,0.0,0.0,58.28166737385589,-2.1003719129569234,False,False,True,False,True,
2025-02-11 18:00:00+00:00,1.13,1.13,1.08,1.095,0.0,,,,,,,,,,,,1.1330216955895496,"rgba(239, 83, 80, 1.0)",,1.1330216955895496,,0,,,0.0,0.0,0.0,0.0,48.55645284955769,-2.1003719129569234,False,False,False,True,False,
2025-02-11 19:00:00+00:00,1.095,1.125,1.095,1.115,800.0,,,,,,,,,,,,1.1218047928288177,"rgba(239, 83, 80, 1.0)",,1.1218047928288177,,0,,,0.0,0.0,0.0,0.0,47.954558318950674,-2.1003719129569234,False,False,False,True,False,
2025-02-11 20:00:00+00:00,1.115,1.115,1.09,1.105,239.0,,,,,,,,,,,,1.119481829576076,"rgba(239, 83, 80, 1.0)",,1.119481829576076,,0,,,0.0,0.0,0.0,0.0,45.639518978507844,6.337156280354428,False,False,False,True,False,
2025-02-12 15:00:00+00:00,1.085,1.1,1.08,1.095,265.0,,,,,,,,,,,,1.1160400241271031,"rgba(239, 83, 80, 1.0)",,1.1160400241271031,,0,,,0.0,0.0,0.0,0.0,42.436816273100675,2.886714416461473,False,False,False,True,False,
2025-02-12 16:00:00+00:00,1.095,1.12,1.09,1.11,0.0,,,,,,,,,,,,1.1160400241271031,"rgba(239, 83, 80, 1.0)",,1.1160400241271031,,0,,,0.0,0.0,0.0,0.0,43.92689049305734,2.886714416461473,False,False,False,True,False,
2025-02-12 17:00:00+00:00,1.115,1.12,1.1,1.1,0.0,,,,,,,,,,,,1.1160400241271031,"rgba(239, 83, 80, 1.0)",,1.1160400241271031,,0,,,0.0,0.0,0.0,0.0,43.15201918037231,2.5773420249957084,False,False,False,True,False,
2025-02-12 18:00:00+00:00,1.1,1.1,1.075,1.09,1900.0,,,,,,,,,,,,1.1032449233053054,"rgba(239, 83, 80, 1.0)",,1.1032449233053054,,0,,,0.0,0.0,0.0,0.0,41.07025658152253,-0.055358817237376456,False,False,False,True,False,
2025-02-12 19:00:00+00:00,1.09,1.09,1.07,1.08,700.0,,,,,,,,,,,,1.0949073186943155,"rgba(239, 83, 80, 1.0)",,1.0949073186943155,,0,,,0.0,0.0,0.0,0.0,38.296325800592186,-3.2594723798896013,False,False,False,True,False,
2025-02-12 20:00:00+00:00,1.08,1.08,1.075,1.08,0.0,,,,,,,,,,,,1.0949073186943155,"rgba(239, 83, 80, 1.0)",,1.0949073186943155,,0,,,0.0,0.0,0.0,0.0,36.44703861330529,-5.536915901530541,False,False,False,True,False,
2025-02-13 15:00:00+00:00,1.1,1.11,1.1,1.11,0.0,,,,,,,,,,,,1.0949073186943155,"rgba(239, 83, 80, 1.0)",,1.0949073186943155,,0,,,0.0,0.0,0.0,0.0,41.93077262924373,-5.536915901530541,False,False,False,True,True,
2025-02-13 16:00:00+00:00,1.11,1.11,1.1,1.105,0.0,,,,,,,,,,,,1.0949073186943155,"rgba(239, 83, 80, 1.0)",,1.0949073186943155,,0,,,0.0,0.0,0.0,0.0,44.648705117327296,-13.244430242359769,False,False,False,True,True,
2025-02-13 17:00:00+00:00,1.105,1.125,1.1,1.11,2.0,,,,,,,,,,,,1.0949337507182952,"rgba(239, 83, 80, 1.0)",,1.0949337507182952,,0,,,0.0,0.0,0.0,0.0,47.4000766321243,-10.403432606301187,False,False,False,False,True,
2025-02-13 18:00:00+00:00,1.11,1.11,1.11,1.11,545.0,,,,,,,,,,,,1.0990151926633231,"rgba(239, 83, 80, 1.0)",,1.0990151926633231,,0,,,0.0,0.0,0.0,0.0,49.234324308655644,-8.383108610278555,False,False,False,False,True,
2025-02-13 19:00:00+00:00,1.11,1.13,1.11,1.11,100.0,,,,,,,,,,,,1.1030731508335525,"rgba(239, 83, 80, 1.0)",,1.1030731508335525,,0,,,0.0,0.0,0.0,0.0,50.45715609300987,-6.858773843127956,False,False,False,False,True,
