date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_179,aVWAP_BoS_CHoCH_bull_331,aVWAP_BoS_CHoCH_bear_129,aVWAP_BoS_CHoCH_bear_193,aVWAP_BoS_CHoCH_bear_262,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-19 17:00:00+00:00,63.835,64.45,63.805,64.315,39445.0,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-20 17:00:00+00:00,65.22,65.38,63.74,63.82,36731.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-21 17:00:00+00:00,64.06,64.95,63.785,64.89,31047.0,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,23.620309050772665,-85.430463576159,False,False,False,True,True,
2023-12-22 17:00:00+00:00,65.36,65.76,65.06,65.22,41741.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,41.28397126086951,-67.17113668199458,False,False,False,True,True,
2023-12-25 17:00:00+00:00,65.22,65.22,65.22,65.22,0.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,53.05974606760074,-53.85350964041866,False,False,True,False,True,
2023-12-26 17:00:00+00:00,67.755,68.045,67.5,67.55,35180.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,65.88531698590478,-39.04718015532365,False,False,True,False,True,
2023-12-27 17:00:00+00:00,66.6,66.86,66.31,66.525,26156.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,67.1123228700076,-34.47788949123575,False,False,True,False,True,
2023-12-28 17:00:00+00:00,66.13,66.29,65.31,65.35,52903.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,62.449238128852244,-34.47788949123575,False,False,True,False,True,
2023-12-29 17:00:00+00:00,65.455,65.77,65.41,65.535,19320.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,59.96842994398506,-33.82807509405585,False,False,True,False,True,
2024-01-01 17:00:00+00:00,65.535,65.535,65.535,65.535,0.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,58.314557820740276,-31.298773400149678,False,False,True,False,True,
2024-01-02 17:00:00+00:00,65.755,66.12,65.51,65.69,36079.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,57.82493462917961,-27.575594419054205,False,False,True,False,True,
2024-01-03 17:00:00+00:00,66.495,67.62,66.31,67.53,35290.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,62.577656530192215,-19.185930155713574,False,False,True,False,True,
2024-01-04 17:00:00+00:00,66.685,66.93,66.38,66.65,75130.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,61.91014760438999,-16.322003394769858,False,False,True,False,True,
2024-01-05 17:00:00+00:00,67.17,67.29,66.78,67.055,24401.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,62.46848017265586,-12.43009920384678,False,False,True,False,True,
2024-01-08 17:00:00+00:00,65.19,65.495,64.855,65.46,73460.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,57.48336383719564,-12.43009920384678,False,False,True,False,True,
