date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_189,aVWAP_BoS_CHoCH_bull_605,aVWAP_BoS_CHoCH_bull_796,aVWAP_BoS_CHoCH_bear_126,aVWAP_BoS_CHoCH_bear_297,aVWAP_BoS_CHoCH_bear_373,aVWAP_BoS_CHoCH_bear_441,aVWAP_BoS_CHoCH_bear_715,aVWAP_BoS_CHoCH_bear_768,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,6.67,6.76,6.6,6.74,922308,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,6.79,6.87,6.65,6.71,795492,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,6.64,7.015,6.6,6.91,1122749,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,80.7017543859649,-27.192982456140385,False,False,True,False,True,
2022-01-06 00:00:00+00:00,6.37,6.625,6.3381,6.53,1084678,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,60.340322770306514,-27.192982456140385,False,False,True,False,True,
2022-01-07 00:00:00+00:00,6.37,6.45,6.29,6.39,664784,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,46.766035026534254,-27.192982456140385,False,False,False,True,False,
2022-01-10 00:00:00+00:00,6.42,6.425,6.19,6.31,736026,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,40.580363914069295,-27.192982456140385,False,False,False,True,False,
2022-01-11 00:00:00+00:00,6.49,6.51,6.26,6.47,795513,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,39.83881036384176,-27.192982456140385,False,False,False,True,False,
2022-01-12 00:00:00+00:00,6.63,6.68,6.46,6.53,1206858,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,44.218217888751155,-27.192982456140385,False,False,False,True,False,
2022-01-13 00:00:00+00:00,6.65,6.705,6.5692,6.63,1077521,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,47.70105127129939,-27.192982456140385,False,False,False,False,False,
2022-01-14 00:00:00+00:00,6.57,6.65,6.475,6.64,1189536,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,47.53521819210736,-27.192982456140385,False,False,False,False,False,
2022-01-18 00:00:00+00:00,6.68,6.74,6.44,6.55,1895886,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,50.4366686721351,-27.192982456140385,False,False,False,False,False,
2022-01-19 00:00:00+00:00,7.22,7.3,6.7,6.73,1675498,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,59.37706631787745,-27.192982456140385,False,False,True,False,False,
2022-01-20 00:00:00+00:00,7.06,7.31,7.05,7.24,1271400,,,,,,,,,,7.139999999999999,#000000,,7.139999999999999,,0,,,0.0,0.0,0.0,0.0,61.85159742995716,-23.598006543994984,False,False,True,False,False,
2022-01-21 00:00:00+00:00,6.84,7.08,6.82,7.02,1494381,,,,,,,,,,7.017529580252376,#000000,,7.017529580252376,,0,,,0.0,0.0,0.0,0.0,59.71737982964157,-23.005540610446985,False,False,True,False,False,
2022-01-24 00:00:00+00:00,6.67,6.8,6.4,6.77,1541339,,,,,,,,,,6.876463148615934,#000000,,6.876463148615934,,0,,,0.0,0.0,0.0,0.0,55.96177017764134,-23.005540610446985,False,False,True,False,False,
2022-01-25 00:00:00+00:00,6.82,6.89,6.51,6.6,1371389,,,,,,,,,,6.843506599472971,#000000,,6.843506599472971,,0,,,0.0,0.0,0.0,0.0,55.333267124083136,-22.383837269786625,False,False,True,False,False,
2022-01-26 00:00:00+00:00,6.48,6.9,6.44,6.75,1687751,,,,,,,,,,6.7892420427734015,#000000,,6.7892420427734015,,0,,,0.0,0.0,0.0,0.0,51.05862294463909,-22.383837269786625,False,False,False,False,False,
2022-01-27 00:00:00+00:00,6.15,6.55,6.08,6.31,1671484,,,,,,,,,,6.691361464763773,#000000,,6.691361464763773,,0,,,0.0,0.0,0.0,0.0,45.574513758131424,-22.383837269786625,False,False,False,True,False,
2022-01-28 00:00:00+00:00,6.15,6.17,5.965,6.08,2561523,,,,,,,,,,6.327332019342257,#000000,,6.327332019342257,,0,,,0.0,0.0,0.0,0.0,41.91844096712631,-22.383837269786625,False,False,False,True,False,
2022-01-31 00:00:00+00:00,6.6,6.64,6.15,6.17,2232746,,,,,,,,,,6.405325755801711,#000000,,6.405325755801711,,0,,,0.0,0.0,0.0,0.0,44.59803995010553,-22.383837269786625,False,False,False,True,False,
2022-02-01 00:00:00+00:00,6.64,6.86,6.55,6.68,1878525,,,,,,,,,,6.472317272427643,#000000,,6.472317272427643,,0,,,0.0,0.0,0.0,0.0,46.75872529450303,-22.383837269786625,False,False,False,True,False,
2022-02-02 00:00:00+00:00,6.38,6.7,6.37,6.64,1453627,,,,,,,,,,6.477934128854979,#000000,,6.477934128854979,,0,,,0.0,0.0,0.0,0.0,45.84521407953126,-22.013701685140028,False,False,False,True,False,
2022-02-03 00:00:00+00:00,6.27,6.41,6.1825,6.33,1427057,,,,,,,,,,6.459171374810065,#000000,,6.459171374810065,,0,,,0.0,0.0,0.0,0.0,44.34922902811651,-22.013701685140028,False,False,False,True,False,
2022-02-04 00:00:00+00:00,6.22,6.32,6.17,6.2,1071829,,,,,,,,,,6.443612941202579,#000000,,6.443612941202579,,0,,,0.0,0.0,0.0,0.0,42.947450900113736,-22.013701685140028,False,False,False,True,False,
2022-02-07 00:00:00+00:00,6.47,6.505,6.245,6.3,1119253,,,,,,,,,,6.442389441153107,#000000,,6.442389441153107,,0,,,0.0,0.0,0.0,0.0,44.78511335597846,-19.22330364684133,False,False,False,True,False,
2022-02-08 00:00:00+00:00,6.64,6.655,6.41,6.5,1171422,,,,,,,,,,6.4527522620283015,#000000,,6.4527522620283015,,0,,,0.0,0.0,0.0,0.0,47.62761036506093,-15.415450522763273,False,False,False,False,False,
2022-02-09 00:00:00+00:00,6.62,6.715,6.56,6.66,1268811,,,,,,,,,,6.466718217009477,#000000,,6.466718217009477,,0,,,0.0,0.0,0.0,0.0,49.308704753218834,-12.841753895765365,False,False,False,False,True,
2022-02-10 00:00:00+00:00,6.38,6.705,6.345,6.46,1623929,,,,,,,,,,6.468568282456402,#000000,,6.468568282456402,,0,,,0.0,0.0,0.0,0.0,48.02234375193372,-12.841753895765365,False,False,False,False,True,
2022-02-11 00:00:00+00:00,6.7,6.79,6.3601,6.41,2424228,,,,,,,,,,6.486091240768971,#000000,,6.486091240768971,,0,,,0.0,0.0,0.0,0.0,50.209004040549345,-10.369199132230634,False,False,False,False,True,
2022-02-14 00:00:00+00:00,6.8,6.9,6.67,6.86,1378855,,,,,,,,,,6.504540188124077,#000000,,6.504540188124077,,0,,,0.0,0.0,0.0,0.0,52.490625513543435,-7.482431568713935,False,False,True,False,True,
2022-02-15 00:00:00+00:00,6.75,6.825,6.58,6.69,979987,,,,,,,,,,6.513417019500718,#000000,,6.513417019500718,,0,,,0.0,0.0,0.0,0.0,53.459041119616444,-5.897447559110276,False,False,True,False,True,
