date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_26,aVWAP_BoS_CHoCH_bear_51,aVWAP_BoS_CHoCH_bear_72,aVWAP_BoS_CHoCH_bear_157,aVWAP_BoS_CHoCH_bear_168,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,11.94,13.8,11.88,13.56,204671,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,11.7,13.02,11.58,12.18,150108,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,11.16,11.7,10.62,11.52,198442,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,9.06,11.1,9.06,11.04,149318,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,8.82,9.78,8.4,8.58,173202,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-04 00:00:00+00:00,9.0,9.9,8.58,8.58,232272,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,1.80167056232822,-48.296858296549104,False,False,False,True,True,
2022-02-11 00:00:00+00:00,7.92,9.24,7.8,9.0,315543,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,2.5688923803383115,-47.64549056586943,False,False,False,True,True,
2022-02-18 00:00:00+00:00,8.34,8.94,7.8,7.92,133558,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,6.044824394337956,-44.44499963596325,False,False,False,True,True,
2022-02-25 00:00:00+00:00,8.04,8.4,7.14,8.4,153317,,,,,,,"rgba(239, 83, 80, 0.5)",,7.859999999999999,,0,,,0.0,0.0,0.0,0.0,8.20818551245842,-42.6031784085256,False,False,False,True,True,
2022-03-04 00:00:00+00:00,8.52,9.3,7.86,7.98,166252,,,,,,,"rgba(239, 83, 80, 0.5)",,8.224166737073997,,0,,,0.0,0.0,0.0,0.0,12.594395049376654,-38.690341123196234,False,False,False,True,True,
2022-03-11 00:00:00+00:00,10.68,11.88,8.34,8.46,418987,,,,,,,"rgba(239, 83, 80, 0.5)",,9.401798699083075,,0,,,0.0,0.0,0.0,0.0,23.52221260977597,-28.702490213057537,False,False,False,True,True,
2022-03-18 00:00:00+00:00,13.74,14.16,10.2006,10.86,334947,,,,,,12.700199999999999,"rgba(239, 83, 80, 0.5)",,11.565571558719444,,0,,,0.0,0.0,0.0,0.0,36.26297882746423,-17.343385632898112,False,False,False,True,True,
2022-03-25 00:00:00+00:00,12.36,13.92,11.94,13.92,174380,,,,,,12.71382646001488,"rgba(239, 83, 80, 0.5)",,11.733719360630262,,0,,,0.0,0.0,0.0,0.0,42.53887850394317,-12.412184466516472,False,False,False,True,True,
2022-04-01 00:00:00+00:00,12.06,13.62,11.94,12.36,144474,,,,,,12.675415071864373,#000000,,11.807193411106441,,0,,,0.0,0.0,0.0,0.0,46.47763125834144,-9.641006691254162,False,False,False,False,True,
