date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_227,aVWAP_BoS_CHoCH_bull_522,aVWAP_BoS_CHoCH_bull_650,aVWAP_BoS_CHoCH_bull_764,aVWAP_BoS_CHoCH_bear_198,aVWAP_BoS_CHoCH_bear_739,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-10 15:00:00+00:00,50.96,51.305,50.96,51.17,1834.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 16:00:00+00:00,51.17,51.17,50.9,50.98,1582.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-10 17:00:00+00:00,50.98,50.99,50.77,50.96,961.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 18:00:00+00:00,50.96,50.98,50.87,50.915,2914.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 19:00:00+00:00,50.91,50.92,50.685,50.69,2414.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 20:00:00+00:00,50.7,50.775,50.61,50.67,10005.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-11 15:00:00+00:00,50.67,50.8,50.51,50.62,2073.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-11 16:00:00+00:00,50.62,50.665,50.56,50.595,2536.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-11 17:00:00+00:00,50.595,50.715,50.59,50.68,6694.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,6.75590039987614,-43.91968964011147,False,False,False,True,True,
2025-02-11 18:00:00+00:00,50.68,50.745,50.59,50.635,1874.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,10.53215506553894,-40.926414465007525,False,False,False,True,True,
2025-02-11 19:00:00+00:00,50.63,50.84,50.63,50.71,3332.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,17.637548697577003,-34.974324288909074,False,False,False,True,True,
2025-02-11 20:00:00+00:00,50.71,50.84,50.71,50.745,8401.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,24.21597060527948,-29.687383864318747,False,False,False,True,True,
2025-02-12 15:00:00+00:00,50.19,50.585,50.19,50.525,3844.0,,,,,,,50.433333333333344,"rgba(239, 83, 80, 1.0)",,50.433333333333344,,0,,,0.0,0.0,0.0,0.0,24.062515683285135,-29.687383864318747,False,False,False,True,True,
2025-02-12 16:00:00+00:00,50.51,50.52,50.28,50.46,1817.0,,,,,,,50.42905375964201,"rgba(239, 83, 80, 1.0)",,50.42905375964201,,0,,,0.0,0.0,0.0,0.0,23.104805792321,-29.687383864318747,False,False,False,True,False,
2025-02-12 17:00:00+00:00,50.465,50.51,50.415,50.455,1374.0,,,,,,,50.435097844112775,"rgba(239, 83, 80, 1.0)",,50.435097844112775,,0,,,0.0,0.0,0.0,0.0,22.400915183030335,-29.687383864318747,False,False,False,True,False,
2025-02-12 18:00:00+00:00,50.445,50.465,50.34,50.38,615.0,,,,,,,50.431874291939,"rgba(239, 83, 80, 1.0)",,50.431874291939,,0,,,0.0,0.0,0.0,0.0,20.98579290819888,-29.687383864318747,False,False,False,True,False,
2025-02-12 19:00:00+00:00,50.38,50.525,50.36,50.485,1662.0,,,,,,,50.43629921964491,"rgba(38, 166, 154, 1.0)",,50.43629921964491,,0,,,0.0,0.0,0.0,0.0,24.830876546202916,-29.687383864318747,False,False,False,True,True,
2025-02-12 20:00:00+00:00,50.485,50.59,50.435,50.495,8804.0,,,,,,,50.47049633841172,"rgba(239, 83, 80, 1.0)",,50.47049633841172,,0,,,0.0,0.0,0.0,0.0,27.809458836900333,-27.621972382908705,False,False,False,True,True,
2025-02-13 15:00:00+00:00,50.76,50.79,50.595,50.64,1543.0,,,,,,,50.486547467656884,"rgba(239, 83, 80, 1.0)",,50.486547467656884,,0,,,0.0,0.0,0.0,0.0,34.90453012675189,-21.151577691084974,False,False,False,True,True,
2025-02-13 16:00:00+00:00,50.64,50.79,50.605,50.7,1121.0,,,,,,,50.497972489573314,"rgba(239, 83, 80, 1.0)",,50.497972489573314,,0,,,0.0,0.0,0.0,0.0,41.28483980475107,-15.566847690910038,False,False,False,True,True,
2025-02-13 17:00:00+00:00,50.68,50.71,50.59,50.595,2043.0,,,,,,,50.50994011888593,"rgba(239, 83, 80, 1.0)",,50.50994011888593,,0,,,0.0,0.0,0.0,0.0,42.643328395634526,-14.579311453096011,False,False,False,True,True,
2025-02-13 18:00:00+00:00,50.59,50.83,50.57,50.81,1023.0,,,,,,,50.519666750538185,"rgba(38, 166, 154, 1.0)",,50.519666750538185,,0,,,0.0,0.0,0.0,0.0,48.469693940562735,-9.28408637467583,False,False,False,False,True,
2025-02-13 19:00:00+00:00,50.83,50.975,50.83,50.87,879.0,,,,,,,50.53289174250085,"rgba(38, 166, 154, 1.0)",,50.53289174250085,,0,,,0.0,0.0,0.0,0.0,53.39327127209731,-4.882645462250309,False,False,True,False,True,
2025-02-13 20:00:00+00:00,50.87,51.075,50.85,51.035,4781.0,,,,,,,50.60641908990263,"rgba(38, 166, 154, 1.0)",,50.60641908990263,,0,,,0.0,0.0,0.0,0.0,59.06234562598961,0.21639081739687072,False,False,True,False,True,
2025-02-14 15:00:00+00:00,50.815,51.02,50.81,51.02,2932.0,,,,,,,50.637474618246095,"rgba(38, 166, 154, 1.0)",,50.637474618246095,,0,,,0.0,0.0,0.0,0.0,62.383381365554854,3.1943368078324212,False,False,True,False,True,
2025-02-14 16:00:00+00:00,51.01,51.075,50.94,51.01,2075.0,,,,,,,50.65977148707251,"rgba(38, 166, 154, 1.0)",,50.65977148707251,,0,,,0.0,0.0,0.0,0.0,64.26522507717894,5.035980491159997,False,False,True,False,True,
