date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_93,aVWAP_BoS_CHoCH_bull_660,aVWAP_BoS_CHoCH_bear_83,aVWAP_BoS_CHoCH_bear_326,aVWAP_BoS_CHoCH_bear_510,aVWAP_BoS_CHoCH_bear_745,aVWAP_BoS_CHoCH_bear_804,aVWAP_BoS_CHoCH_bear_846,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-10 15:00:00+00:00,190.24,190.6,189.72,190.535,8650.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 16:00:00+00:00,190.6,190.6,189.55,189.625,5970.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-10 17:00:00+00:00,189.625,189.625,189.14,189.295,3278.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 18:00:00+00:00,189.295,189.89,189.295,189.82,5864.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,11.38325637422206,-39.75506926320014,False,False,False,True,True,
2025-02-10 19:00:00+00:00,189.725,189.93,189.585,189.715,11432.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,18.159849333044356,-34.3391309827134,False,False,False,True,True,
2025-02-10 20:00:00+00:00,189.69,189.88,189.325,189.585,25132.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,21.72194064610883,-31.90410858245982,False,False,False,True,True,
2025-02-11 15:00:00+00:00,188.995,189.39,188.655,189.365,5124.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,22.684761836264446,-31.61385164637599,False,False,False,True,True,
2025-02-11 16:00:00+00:00,189.365,189.865,189.135,189.23,3535.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,22.571605834108965,-31.61385164637599,False,False,False,True,True,
2025-02-11 17:00:00+00:00,189.235,189.65,189.2,189.2,3936.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,22.32863729750121,-31.61385164637599,False,False,False,True,True,
2025-02-11 18:00:00+00:00,189.2,189.535,189.16,189.39,2501.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,25.76506313729669,-28.98705148533641,False,False,False,True,True,
2025-02-11 19:00:00+00:00,189.38,189.925,189.25,189.87,2546.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,34.38571788116994,-21.146825203432908,False,False,False,True,True,
2025-02-11 20:00:00+00:00,189.87,189.98,189.39,189.945,11858.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,40.89409194959817,-15.567461034124022,False,False,False,True,True,
2025-02-12 15:00:00+00:00,189.39,190.19,188.7,190.07,5299.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,46.48239987059067,-10.874088121318273,False,False,False,False,True,
2025-02-12 16:00:00+00:00,189.99,190.8,189.655,190.8,3045.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,55.122847182106284,-3.3761844265173764,False,False,True,False,True,
2025-02-12 17:00:00+00:00,190.81,191.045,190.51,190.83,5513.0,,,,,,,,,190.795,"rgba(38, 166, 154, 1.0)",,190.795,,0,,,0.0,0.0,0.0,0.0,61.028898945189184,1.5479955099047586,False,False,True,False,True,
2025-02-12 18:00:00+00:00,190.83,190.89,189.805,189.88,4828.0,,,,,,,,,190.5133160880637,"rgba(38, 166, 154, 1.0)",,190.5133160880637,,0,,,0.0,0.0,0.0,0.0,56.2057246543244,1.5479955099047586,False,False,True,False,False,
2025-02-12 19:00:00+00:00,189.88,190.01,189.485,189.57,5992.0,,,,,,,,,190.2106590950836,"rgba(239, 83, 80, 1.0)",,190.2106590950836,,0,,,0.0,0.0,0.0,0.0,51.17504352325397,11.950145751414851,False,False,False,False,False,
2025-02-12 20:00:00+00:00,189.54,190.14,189.055,189.815,21715.0,,,,,,,,,189.90209064865437,"rgba(239, 83, 80, 1.0)",,189.90209064865437,,0,,,0.0,0.0,0.0,0.0,49.670226634335314,10.524946962830242,False,False,False,False,False,
2025-02-13 15:00:00+00:00,186.72,188.7,186.51,186.51,6998.0,,,,,,,,,189.48852872619102,"rgba(239, 83, 80, 1.0)",,189.48852872619102,,0,,,0.0,0.0,0.0,0.0,39.51533994195608,1.0023157107629217,False,False,False,True,False,
2025-02-13 16:00:00+00:00,186.54,187.22,184.705,185.67,10733.0,,,,,,,,,187.32814450778966,"rgba(239, 83, 80, 1.0)",,187.32814450778966,,0,,,0.0,0.0,0.0,0.0,31.823469735570583,-5.975203023936672,False,False,False,True,False,
2025-02-13 17:00:00+00:00,185.62,187.46,185.62,187.105,9526.0,,,,,,,,,187.38065778836616,"rgba(239, 83, 80, 1.0)",,187.38065778836616,,0,,,0.0,0.0,0.0,0.0,32.73350371317206,-5.975203023936672,False,False,False,True,False,
2025-02-13 18:00:00+00:00,187.065,188.79,186.9,188.79,11235.0,,,,,,,,,187.69335617544792,"rgba(239, 83, 80, 1.0)",,187.69335617544792,,0,,,0.0,0.0,0.0,0.0,38.196584432516005,-5.975203023936672,False,False,False,True,True,
2025-02-13 19:00:00+00:00,188.76,188.93,187.29,187.95,10722.0,,,,,,,,,187.8108815016319,"rgba(239, 83, 80, 1.0)",,187.8108815016319,,0,,,0.0,0.0,0.0,0.0,40.02124668595536,-5.975203023936672,False,False,False,True,True,
2025-02-13 20:00:00+00:00,187.95,189.02,187.615,188.845,15521.0,,,,,,,,,187.98852035229072,"rgba(239, 83, 80, 1.0)",,187.98852035229072,,0,,,0.0,0.0,0.0,0.0,43.44240143846673,-5.975203023936672,False,False,False,True,True,
2025-02-14 15:00:00+00:00,189.33,191.04,189.31,190.46,9753.0,,,,,,,,,188.26440649504926,"rgba(38, 166, 154, 1.0)",,188.26440649504926,,0,,,0.0,0.0,0.0,0.0,48.91294995121676,-12.769615284352312,False,False,False,False,True,
2025-02-14 16:00:00+00:00,190.44,191.525,190.32,191.31,10130.0,,,,,,,,,189.39636510420897,"rgba(38, 166, 154, 1.0)",,189.39636510420897,,0,,,0.0,0.0,0.0,0.0,53.929090452666145,-7.711695365514501,False,False,True,False,True,
2025-02-14 17:00:00+00:00,191.155,191.32,190.59,191.0,4882.0,,,,,,,,,189.4669552322849,"rgba(38, 166, 154, 1.0)",,189.4669552322849,,0,,,0.0,0.0,0.0,0.0,56.41426777769421,-4.982665513133426,False,False,True,False,True,
2025-02-14 18:00:00+00:00,190.91,190.91,189.69,189.69,2912.0,,,,,,,,,189.44384130949265,"rgba(38, 166, 154, 1.0)",,189.44384130949265,,0,,,0.0,0.0,0.0,0.0,54.7821342603482,-4.982665513133426,False,False,True,False,True,
2025-02-14 19:00:00+00:00,189.69,189.895,189.25,189.575,3759.0,,,,,,,,,189.38916659167685,"rgba(38, 166, 154, 1.0)",,189.38916659167685,,0,,,0.0,0.0,0.0,0.0,53.425702112943405,-4.982665513133426,False,False,True,False,True,
2025-02-14 20:00:00+00:00,189.575,189.575,188.67,189.06,14854.0,,,,,,,,,189.20928936102027,"rgba(38, 166, 154, 1.0)",,189.20928936102027,,0,,,0.0,0.0,0.0,0.0,51.287737011856365,-4.982665513133426,False,False,False,False,False,
