date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_112,aVWAP_BoS_CHoCH_bull_229,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-14 17:00:00+00:00,38.6,38.605,38.405,38.545,21935.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-15 17:00:00+00:00,38.495,38.505,38.145,38.195,46896.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-18 17:00:00+00:00,38.275,38.49,38.255,38.355,29034.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,11.320754716980943,-66.98113207547141,False,False,False,True,True,
2023-12-19 17:00:00+00:00,38.69,38.71,38.545,38.615,21412.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,27.299807133983425,-51.46790942847109,False,False,False,True,True,
2023-12-20 17:00:00+00:00,38.51,38.555,38.41,38.41,8948.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,32.94316202058354,-45.53631242083418,False,False,False,True,True,
2023-12-21 17:00:00+00:00,38.635,38.705,38.56,38.685,9432.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,41.85094840856446,-36.19565073653109,False,False,False,True,True,
2023-12-22 17:00:00+00:00,38.855,38.945,38.825,38.85,5132.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,49.90593105924571,-27.547262195467965,False,False,True,False,True,
2023-12-25 17:00:00+00:00,38.85,38.85,38.85,38.85,0.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,55.275919493033214,-21.236365105026263,False,False,True,False,True,
2023-12-26 17:00:00+00:00,38.975,39.15,38.93,39.15,24306.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,61.868262997672886,-13.64058302666949,False,False,True,False,True,
2023-12-27 17:00:00+00:00,39.395,39.45,39.29,39.335,11262.0,,,,"rgba(239, 83, 80, 1.0)",,39.358333333333334,,0,,,0.0,0.0,0.0,0.0,67.55831892133736,-6.856978167218827,False,False,True,False,True,
